"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","SEO/HEO","10","10","35130","34910"
"In post","2023","Analysis","Food Standards Agency","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","AA/AO","10","10","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","G6/G7","20","20","62700","61580"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","SEO/HEO","15","15","35490","34670"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Other","EO","15","15","30090","30090"
"In post","2023","Analysis","Government Actuary's Department","Other","G6/G7","115","105","88770","81840"
"In post","2023","Analysis","Government Actuary's Department","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Other","SEO/HEO","50","50","42050","39220"
"In post","2023","Analysis","Government Legal Department","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","25","25","36910","36500"
"In post","2023","Analysis","HM Courts and Tribunals Service","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Statistics","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","SEO/HEO","15","15","37480","36630"
"In post","2023","Analysis","HM Prison and Probation Service","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Statistics","SEO/HEO","10","10","41120","41170"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Economics","EO","15","15","28230","27890"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Economics","G6/G7","45","45","66050","65230"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Economics","SEO/HEO","85","85","39630","39110"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","10","10","31830","32540"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","SEO/HEO","15","15","38970","39790"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","G6/G7","40","40","61690","57970"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","SEO/HEO","60","55","40950","41960"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","G6/G7","55","50","64760","64610"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","SEO/HEO","75","75","40170","39620"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","EO","15","15","30350","29730"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","G6/G7","115","110","64670","65230"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","SEO/HEO","190","185","41210","42140"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","10","10","62160","59180"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","10","10","39630","39450"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Economics","AA/AO","10","10","23210","23210"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Economics","EO","15","15","24680","24790"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Economics","G6/G7","70","70","57800","54130"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Economics","SCS level","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Economics","SEO/HEO","65","65","35430","34670"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Science and Engineering","G6/G7","10","10","60360","59400"
"In post","2023","Analysis","Health and Safety Executive","Science and Engineering","SEO/HEO","25","25","38110","40790"
"In post","2023","Analysis","Health and Safety Executive","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Digital, Data and Technology","SEO/HEO","15","15","35000","32160"
"In post","2023","Analysis","Home Office","Economics","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Economics","G6/G7","40","40","64600","63430"
"In post","2023","Analysis","Home Office","Economics","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Economics","SEO/HEO","60","60","39100","38450"
"In post","2023","Analysis","Home Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Intelligence Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Home Office","Operational Delivery","EO","10","10","29360","29890"
"In post","2023","Analysis","Home Office","Operational Delivery","G6/G7","10","10","58820","56930"
"In post","2023","Analysis","Home Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Operational Delivery","SEO/HEO","40","40","36610","36310"
"In post","2023","Analysis","Home Office","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Operational Research","G6/G7","25","25","61850","61090"
"In post","2023","Analysis","Home Office","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Operational Research","SEO/HEO","35","35","40220","39300"
"In post","2023","Analysis","Home Office","Other","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Other","EO","10","10","28520","29750"
"In post","2023","Analysis","Home Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Other","SEO/HEO","20","20","38460","36180"
"In post","2023","Analysis","Home Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Policy","G6/G7","15","15","64050","59570"
"In post","2023","Analysis","Home Office","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Social Research","G6/G7","45","45","63580","61540"
"In post","2023","Analysis","Home Office","Social Research","SEO/HEO","90","90","40770","41660"
"In post","2023","Analysis","Home Office","Statistics","AA/AO","25","25","23180","23500"
"In post","2023","Analysis","Home Office","Statistics","EO","20","20","30220","30410"
"In post","2023","Analysis","Home Office","Statistics","G6/G7","25","25","62720","61540"
