"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Crown Commercial Service","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Wales","G7","5","5","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Wales","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Wales","SEO","10","10","40230","40740"
"In post","2023","50-59","Crown Commercial Service","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Scotland","AO","185","165","24300","24490"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Scotland","EO","75","70","30980","31540"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Scotland","G6","60","55","75420","74000"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Scotland","G7","90","80","59500","55990"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Scotland","HEO","120","110","36480","37940"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Scotland","SCS level","15","15","91620","85800"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Scotland","SEO","30","30","45870","43440"
"In post","2023","50-59","Crown Prosecution Service","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","East Midlands (England)","AO","35","30","22580","22870"
"In post","2023","50-59","Crown Prosecution Service","East Midlands (England)","EO","25","25","28400","28850"
"In post","2023","50-59","Crown Prosecution Service","East Midlands (England)","G6","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","East Midlands (England)","G7","65","55","55990","56450"
"In post","2023","50-59","Crown Prosecution Service","East Midlands (England)","HEO","15","15","33570","33810"
"In post","2023","50-59","Crown Prosecution Service","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","East of England","AO","25","20","24200","24480"
"In post","2023","50-59","Crown Prosecution Service","East of England","EO","30","25","29520","30560"
"In post","2023","50-59","Crown Prosecution Service","East of England","G6","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","East of England","G7","75","70","61020","62450"
"In post","2023","50-59","Crown Prosecution Service","East of England","HEO","10","10","35130","35550"
"In post","2023","50-59","Crown Prosecution Service","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","East of England","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","London","AO","65","60","24440","24480"
"In post","2023","50-59","Crown Prosecution Service","London","EO","110","105","30410","30560"
"In post","2023","50-59","Crown Prosecution Service","London","G6","35","35","79170","79810"
"In post","2023","50-59","Crown Prosecution Service","London","G7","220","210","62960","63380"
"In post","2023","50-59","Crown Prosecution Service","London","HEO","50","50","34920","35000"
"In post","2023","50-59","Crown Prosecution Service","London","SCS level","25","25","105420","94080"
"In post","2023","50-59","Crown Prosecution Service","London","SEO","30","30","42380","41800"
"In post","2023","50-59","Crown Prosecution Service","North East (England)","AO","15","15","22870","22870"
"In post","2023","50-59","Crown Prosecution Service","North East (England)","EO","20","20","28820","28850"
"In post","2023","50-59","Crown Prosecution Service","North East (England)","G6","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","North East (England)","G7","45","45","55960","56450"
"In post","2023","50-59","Crown Prosecution Service","North East (England)","HEO","15","15","32750","32520"
"In post","2023","50-59","Crown Prosecution Service","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","North East (England)","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","North West (England)","AO","60","55","22860","22870"
"In post","2023","50-59","Crown Prosecution Service","North West (England)","EO","80","75","28610","28850"
"In post","2023","50-59","Crown Prosecution Service","North West (England)","G6","15","15","75750","72800"
"In post","2023","50-59","Crown Prosecution Service","North West (England)","G7","140","130","56750","56450"
"In post","2023","50-59","Crown Prosecution Service","North West (England)","HEO","25","25","33320","33300"
"In post","2023","50-59","Crown Prosecution Service","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","North West (England)","SEO","15","15","40120","38940"
"In post","2023","50-59","Crown Prosecution Service","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","South East (England)","AO","40","35","24450","24480"
"In post","2023","50-59","Crown Prosecution Service","South East (England)","EO","45","40","30020","30560"
"In post","2023","50-59","Crown Prosecution Service","South East (England)","G6","10","10","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","South East (England)","G7","110","100","61660","63380"
"In post","2023","50-59","Crown Prosecution Service","South East (England)","HEO","15","15","35420","35550"
"In post","2023","50-59","Crown Prosecution Service","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","South East (England)","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","South West (England)","AO","10","10","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","South West (England)","EO","20","20","28880","28850"
"In post","2023","50-59","Crown Prosecution Service","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","South West (England)","G7","70","65","55940","56450"
"In post","2023","50-59","Crown Prosecution Service","South West (England)","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","South West (England)","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Wales","AO","20","20","23020","22870"
"In post","2023","50-59","Crown Prosecution Service","Wales","EO","30","30","28180","28850"
"In post","2023","50-59","Crown Prosecution Service","Wales","G6","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Wales","G7","70","65","55990","56450"
"In post","2023","50-59","Crown Prosecution Service","Wales","HEO","20","20","34520","33810"
"In post","2023","50-59","Crown Prosecution Service","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Wales","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","West Midlands (England)","AO","35","35","23040","22870"
"In post","2023","50-59","Crown Prosecution Service","West Midlands (England)","EO","40","35","28530","28850"
"In post","2023","50-59","Crown Prosecution Service","West Midlands (England)","G6","10","10","79970","73160"
"In post","2023","50-59","Crown Prosecution Service","West Midlands (England)","G7","90","85","56490","56450"
"In post","2023","50-59","Crown Prosecution Service","West Midlands (England)","HEO","15","15","33630","33300"
"In post","2023","50-59","Crown Prosecution Service","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","West Midlands (England)","SEO","10","10","39780","38940"
"In post","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","AO","45","40","22760","22870"
"In post","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","EO","55","50","28590","28850"
"In post","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","G6","15","15","76880","73160"
"In post","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","G7","115","105","56370","56450"
"In post","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","HEO","35","30","33850","33810"
"In post","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","SEO","20","20","40270","39710"
"In post","2023","50-59","Defence Electronics and Components Agency","Wales","AO","25","25","22980","22210"
"In post","2023","50-59","Defence Electronics and Components Agency","Wales","EO","80","80","30140","30060"
"In post","2023","50-59","Defence Electronics and Components Agency","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Wales","G7","5","5","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Wales","HEO","40","40","34860","34680"
"In post","2023","50-59","Defence Electronics and Components Agency","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Wales","SEO","10","10","44820","43690"
"In post","2023","50-59","Defence Electronics and Components Agency","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","West Midlands (England)","EO","15","15","27880","27130"
"In post","2023","50-59","Defence Electronics and Components Agency","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","East Midlands (England)","G7","10","10","53720","54780"
"In post","2023","50-59","Defence Equipment and Support","East Midlands (England)","HEO","40","40","33870","33150"
"In post","2023","50-59","Defence Equipment and Support","East Midlands (England)","SEO","35","35","43640","43400"
"In post","2023","50-59","Defence Equipment and Support","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","East of England","EO","5","5","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","East of England","G7","5","5","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","East of England","HEO","45","45","33760","33000"
"In post","2023","50-59","Defence Equipment and Support","East of England","SEO","25","25","43220","43360"
"In post","2023","50-59","Defence Equipment and Support","London","AO","25","25","25070","24480"
"In post","2023","50-59","Defence Equipment and Support","London","EO","20","20","30780","30330"
"In post","2023","50-59","Defence Equipment and Support","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","London","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","London","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","North West (England)","AO","30","30","22640","22440"
"In post","2023","50-59","Defence Equipment and Support","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","North West (England)","G7","5","5","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","North West (England)","SEO","15","15","43510","43390"
"In post","2023","50-59","Defence Equipment and Support","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Overseas","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Scotland","AO","75","70","22040","21510"
"In post","2023","50-59","Defence Equipment and Support","Scotland","EO","25","25","28260","28600"
"In post","2023","50-59","Defence Equipment and Support","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Scotland","G7","20","20","54290","56970"
"In post","2023","50-59","Defence Equipment and Support","Scotland","HEO","45","45","34630","34000"
"In post","2023","50-59","Defence Equipment and Support","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Scotland","SEO","35","35","43360","42230"
"In post","2023","50-59","Defence Equipment and Support","South East (England)","AO","40","40","22290","22210"
"In post","2023","50-59","Defence Equipment and Support","South East (England)","EO","20","20","28090","28570"
"In post","2023","50-59","Defence Equipment and Support","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","South East (England)","G7","15","15","54430","54620"
"In post","2023","50-59","Defence Equipment and Support","South East (England)","HEO","35","35","33550","33840"
"In post","2023","50-59","Defence Equipment and Support","South East (England)","SEO","40","40","41960","42620"
"In post","2023","50-59","Defence Equipment and Support","South West (England)","AO","105","95","22840","22390"
"In post","2023","50-59","Defence Equipment and Support","South West (England)","EO","85","80","27440","27260"
"In post","2023","50-59","Defence Equipment and Support","South West (England)","G6","195","190","70540","70710"
"In post","2023","50-59","Defence Equipment and Support","South West (England)","G7","480","470","54850","55450"
"In post","2023","50-59","Defence Equipment and Support","South West (England)","HEO","430","415","33500","33250"
"In post","2023","50-59","Defence Equipment and Support","South West (England)","SCS level","65","65","106840","99030"
"In post","2023","50-59","Defence Equipment and Support","South West (England)","SEO","825","805","42940","43180"
"In post","2023","50-59","Defence Equipment and Support","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","West Midlands (England)","AO","35","35","22480","22300"
"In post","2023","50-59","Defence Equipment and Support","West Midlands (England)","EO","15","15","27430","27980"
"In post","2023","50-59","Defence Equipment and Support","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","West Midlands (England)","HEO","15","15","32560","31920"
"In post","2023","50-59","Defence Equipment and Support","West Midlands (England)","SEO","20","20","42090","42620"
"In post","2023","50-59","Defence Equipment and Support","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","South East (England)","EO","10","10","24850","24630"
"In post","2023","50-59","Defence Science and Technology Laboratory","South East (England)","G6","30","30","72520","70550"
"In post","2023","50-59","Defence Science and Technology Laboratory","South East (England)","G7","235","230","52660","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","South East (England)","HEO","30","25","30690","30650"
"In post","2023","50-59","Defence Science and Technology Laboratory","South East (England)","SEO","45","45","39890","39890"
"In post","2023","50-59","Defence Science and Technology Laboratory","South West (England)","AO","5","5","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","South West (England)","EO","30","30","24930","24630"
"In post","2023","50-59","Defence Science and Technology Laboratory","South West (England)","G6","65","65","72140","70550"
"In post","2023","50-59","Defence Science and Technology Laboratory","South West (England)","G7","390","380","52770","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","South West (England)","HEO","85","85","31140","30650"
"In post","2023","50-59","Defence Science and Technology Laboratory","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","South West (England)","SEO","155","150","39950","39890"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","15","15","26500","25900"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","60","60","30490","30570"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","115","115","69540","68620"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","220","215","58130","57550"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","90","90","36080","35800"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","80","80","88320","81240"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","115","110","42870","41540"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","G6","15","15","65840","64580"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","G7","10","10","52140","50830"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","SEO","15","15","39190","38140"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","G7","10","10","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","HEO","10","10","50520","34450"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","SEO","15","15","54410","41540"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","G6","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","G7","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G6","15","15","64180","63720"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G7","25","25","51430","50680"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SEO","15","15","38880","37750"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","15","15","28250","28030"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","20","20","67170","66940"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","35","35","56080","54300"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","35","35","38720","37770"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","15","15","98440","86210"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","East Midlands (England)","G6","10","10","67610","68110"
"In post","2023","50-59","Department for Education (excl. agencies)","East Midlands (England)","G7","30","30","52310","52150"
"In post","2023","50-59","Department for Education (excl. agencies)","East Midlands (England)","HEO","10","10","32100","30520"
"In post","2023","50-59","Department for Education (excl. agencies)","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","East Midlands (England)","SEO","25","20","40260","38760"
"In post","2023","50-59","Department for Education (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","East of England","G6","10","10","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","East of England","G7","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","London","AO","10","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","London","EO","45","40","30580","30560"
"In post","2023","50-59","Department for Education (excl. agencies)","London","G6","65","60","69740","68800"
"In post","2023","50-59","Department for Education (excl. agencies)","London","G7","110","105","58610","56980"
"In post","2023","50-59","Department for Education (excl. agencies)","London","HEO","55","50","35830","35280"
"In post","2023","50-59","Department for Education (excl. agencies)","London","SCS level","35","35","89430","78730"
"In post","2023","50-59","Department for Education (excl. agencies)","London","SEO","80","80","43650","42170"
"In post","2023","50-59","Department for Education (excl. agencies)","North East (England)","AO","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","North East (England)","EO","30","25","26830","26940"
"In post","2023","50-59","Department for Education (excl. agencies)","North East (England)","G6","20","20","64520","63510"
"In post","2023","50-59","Department for Education (excl. agencies)","North East (England)","G7","45","45","52810","51910"
"In post","2023","50-59","Department for Education (excl. agencies)","North East (England)","HEO","60","55","31710","31230"
"In post","2023","50-59","Department for Education (excl. agencies)","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","North East (England)","SEO","80","75","39090","38070"
"In post","2023","50-59","Department for Education (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","North West (England)","AO","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","North West (England)","EO","10","10","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","North West (England)","G6","35","35","65290","64160"
"In post","2023","50-59","Department for Education (excl. agencies)","North West (England)","G7","75","75","52550","51910"
"In post","2023","50-59","Department for Education (excl. agencies)","North West (England)","HEO","30","30","31210","30710"
"In post","2023","50-59","Department for Education (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","North West (England)","SEO","40","40","39560","38070"
"In post","2023","50-59","Department for Education (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
