"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Department for International Trade","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","North East (England)","EO","15","[c]","25350","25660"
"New entrant CS","2023","20-29","Department for International Trade","North East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","North East (England)","HEO","15","[c]","31440","31440"
"New entrant CS","2023","20-29","Department for International Trade","North East (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Wales","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","AA","10","[c]","18300","18300"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AO","10","[c]","27040","26870"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","15","[c]","28660","28850"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","55","[c]","33060","33880"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","15","[c]","40950","40800"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","London","EO","20","[c]","30770","30720"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","London","HEO","80","[c]","34230","35400"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","London","SEO","15","[c]","43880","43320"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","West Midlands (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","West Midlands (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Yorkshire and The Humber","HEO","10","[c]","31490","31350"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","East Midlands (England)","AO","10","[c]","21690","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","East Midlands (England)","EO","10","[c]","28120","28120"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","East of England","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","London","AO","30","[c]","25610","25610"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","London","EO","35","[c]","26320","31060"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","London","HEO","55","[c]","38480","39150"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","London","SEO","15","[c]","44000","43760"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","AO","55","[c]","21510","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","EO","60","[c]","27950","28120"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","HEO","20","[c]","34240","34170"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","AO","195","[c]","21660","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","EO","60","[c]","27790","28120"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","HEO","30","[c]","34190","34170"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","SEO","10","[c]","39570","39000"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Scotland","AO","80","[c]","21680","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Scotland","EO","30","[c]","28100","28120"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Scotland","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","AO","30","[c]","24440","25610"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","South West (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Wales","AO","50","[c]","21680","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Wales","EO","35","[c]","28100","28120"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AO","125","[c]","21650","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","EO","35","[c]","28120","28120"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","HEO","15","[c]","32880","34170"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
