"Status","Year","Age","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Female","20","20","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Male","20","20","[c]","[c]"
"In post","2023","16-19","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - South","Female","10","10","[c]","[c]"
"In post","2023","16-19","Outer London - South","Male","10","10","[c]","[c]"
"In post","2023","16-19","Outer London - West and North West","Female","5","5","[c]","[c]"
"In post","2023","16-19","Outer London - West and North West","Male","15","15","[c]","[c]"
"In post","2023","16-19","Shropshire and Staffordshire","Female","10","10","[c]","[c]"
"In post","2023","16-19","Shropshire and Staffordshire","Male","15","15","[c]","[c]"
"In post","2023","16-19","South Yorkshire","Female","15","15","[c]","[c]"
"In post","2023","16-19","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Southern Scotland","Female","10","10","[c]","[c]"
"In post","2023","16-19","Southern Scotland","Male","20","20","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","Female","10","10","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","Male","5","5","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","Female","20","20","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","Male","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Female","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Male","25","25","[c]","[c]"
"In post","2023","16-19","West Central Scotland","Female","30","25","[c]","[c]"
"In post","2023","16-19","West Central Scotland","Male","25","20","[c]","[c]"
"In post","2023","16-19","West Midlands","Female","25","25","[c]","[c]"
"In post","2023","16-19","West Midlands","Male","30","30","24600","23230"
"In post","2023","16-19","West Wales and The Valleys","Female","60","55","21110","21690"
"In post","2023","16-19","West Wales and The Valleys","Male","40","35","21140","21690"
"In post","2023","16-19","West Yorkshire","Female","45","40","23720","22520"
"In post","2023","16-19","West Yorkshire","Male","40","40","24180","22520"
"In post","2023","20-29","Bedfordshire and Hertfordshire","Female","405","395","29390","28480"
"In post","2023","20-29","Bedfordshire and Hertfordshire","Male","275","275","31440","30880"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Female","715","705","29280","28840"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Male","585","580","30290","29470"
"In post","2023","20-29","Cheshire","Female","405","395","29580","28880"
"In post","2023","20-29","Cheshire","Male","230","230","29090","28880"
"In post","2023","20-29","Cornwall and Isles of Scilly","Female","80","75","25480","23640"
"In post","2023","20-29","Cornwall and Isles of Scilly","Male","50","45","26560","24260"
"In post","2023","20-29","Cumbria","Female","150","145","24350","22150"
"In post","2023","20-29","Cumbria","Male","115","115","26310","25120"
"In post","2023","20-29","Derbyshire and Nottinghamshire","Female","1325","1290","28000","27890"
"In post","2023","20-29","Derbyshire and Nottinghamshire","Male","980","970","28720","28120"
"In post","2023","20-29","Devon","Female","580","570","27260","26650"
"In post","2023","20-29","Devon","Male","535","535","28310","28080"
"In post","2023","20-29","Dorset and Somerset","Female","335","325","27390","27610"
"In post","2023","20-29","Dorset and Somerset","Male","285","285","28260","27610"
"In post","2023","20-29","East Anglia","Female","895","865","27610","27080"
"In post","2023","20-29","East Anglia","Male","780","770","28550","28880"
"In post","2023","20-29","East Wales","Female","1780","1745","29200","27890"
"In post","2023","20-29","East Wales","Male","1570","1560","29380","28120"
"In post","2023","20-29","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","Female","400","385","27150","28080"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","Male","345","345","28100","28880"
"In post","2023","20-29","Eastern Scotland","Female","1930","1885","30620","29100"
"In post","2023","20-29","Eastern Scotland","Male","1380","1370","30510","28700"
"In post","2023","20-29","Essex","Female","380","370","27560","25880"
"In post","2023","20-29","Essex","Male","250","250","27440","25880"
"In post","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Female","2610","2565","30070","28880"
"In post","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Male","2790","2785","30600","30320"
"In post","2023","20-29","Greater Manchester","Female","2230","2205","29480","28120"
"In post","2023","20-29","Greater Manchester","Male","1880","1870","30630","28130"
"In post","2023","20-29","Hampshire and Isle of Wight","Female","1075","1055","29740","28200"
"In post","2023","20-29","Hampshire and Isle of Wight","Male","1060","1050","30060","30440"
"In post","2023","20-29","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Female","295","285","26650","25830"
"In post","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Male","205","200","27690","28880"
"In post","2023","20-29","Highlands and Islands","Female","120","115","27510","27000"
"In post","2023","20-29","Highlands and Islands","Male","90","90","26140","25010"
"In post","2023","20-29","Inner London - East","Female","1845","1825","36110","33800"
"In post","2023","20-29","Inner London - East","Male","1375","1365","36870","34620"
"In post","2023","20-29","Inner London - West","Female","9015","8975","39740","36620"
"In post","2023","20-29","Inner London - West","Male","6750","6730","40700","38020"
"In post","2023","20-29","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Kent","Female","755","740","27410","25880"
"In post","2023","20-29","Kent","Male","675","670","27400","25880"
"In post","2023","20-29","Lancashire","Female","1010","980","26870","28080"
"In post","2023","20-29","Lancashire","Male","740","735","26600","28120"
"In post","2023","20-29","Leicestershire, Rutland and Northamptonshire","Female","570","545","25580","24070"
"In post","2023","20-29","Leicestershire, Rutland and Northamptonshire","Male","395","390","26810","28080"
"In post","2023","20-29","Lincolnshire","Female","205","205","26710","25830"
"In post","2023","20-29","Lincolnshire","Male","140","140","28220","28880"
"In post","2023","20-29","Merseyside","Female","2160","2110","26780","25750"
"In post","2023","20-29","Merseyside","Male","1500","1485","26500","25750"
"In post","2023","20-29","North Eastern Scotland","Female","145","140","29900","29100"
"In post","2023","20-29","North Eastern Scotland","Male","85","85","30610","29450"
"In post","2023","20-29","North Yorkshire","Female","370","360","28450","27320"
"In post","2023","20-29","North Yorkshire","Male","265","265","29260","27450"
"In post","2023","20-29","Northern Ireland","Female","320","310","26850","25750"
"In post","2023","20-29","Northern Ireland","Male","285","285","26300","22520"
"In post","2023","20-29","Northumberland, and Tyne and Wear","Female","1705","1655","27820","27650"
"In post","2023","20-29","Northumberland, and Tyne and Wear","Male","1490","1475","28520","27890"
"In post","2023","20-29","Outer London - East and North East","Female","385","375","30890","32520"
"In post","2023","20-29","Outer London - East and North East","Male","225","225","31630","32520"
"In post","2023","20-29","Outer London - South","Female","970","955","33890","31310"
"In post","2023","20-29","Outer London - South","Male","685","680","35320","32520"
"In post","2023","20-29","Outer London - West and North West","Female","880","865","31480","30810"
"In post","2023","20-29","Outer London - West and North West","Male","560","560","31560","29890"
"In post","2023","20-29","Overseas","Female","200","200","38460","34220"
"In post","2023","20-29","Overseas","Male","140","140","39750","35660"
"In post","2023","20-29","Shropshire and Staffordshire","Female","720","705","28130","28120"
"In post","2023","20-29","Shropshire and Staffordshire","Male","525","520","30170","28880"
"In post","2023","20-29","South Yorkshire","Female","1085","1060","28810","26000"
"In post","2023","20-29","South Yorkshire","Male","755","750","29210","25900"
"In post","2023","20-29","Southern Scotland","Female","460","445","28150","25710"
"In post","2023","20-29","Southern Scotland","Male","360","360","26720","25020"
"In post","2023","20-29","Surrey, East and West Sussex","Female","760","740","29030","28200"
"In post","2023","20-29","Surrey, East and West Sussex","Male","455","450","29080","28120"
"In post","2023","20-29","Tees Valley and Durham","Female","990","960","27360","28080"
"In post","2023","20-29","Tees Valley and Durham","Male","685","675","28210","28160"
"In post","2023","20-29","Unknown","Female","145","140","31700","29860"
"In post","2023","20-29","Unknown","Male","400","400","31610","29880"
"In post","2023","20-29","West Central Scotland","Female","1830","1785","28770","27650"
"In post","2023","20-29","West Central Scotland","Male","1440","1425","28260","25980"
"In post","2023","20-29","West Midlands","Female","2130","2065","27860","26780"
"In post","2023","20-29","West Midlands","Male","1535","1520","28480","27890"
"In post","2023","20-29","West Wales and The Valleys","Female","1240","1180","25370","23640"
"In post","2023","20-29","West Wales and The Valleys","Male","795","785","25920","23640"
"In post","2023","20-29","West Yorkshire","Female","2115","2065","29330","28120"
"In post","2023","20-29","West Yorkshire","Male","1750","1735","29030","28120"
"In post","2023","30-39","Bedfordshire and Hertfordshire","Female","505","465","34330","31280"
"In post","2023","30-39","Bedfordshire and Hertfordshire","Male","375","370","36450","32520"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Female","935","870","33680","32050"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Male","915","905","36320","34060"
"In post","2023","30-39","Cheshire","Female","575","535","33630","32540"
"In post","2023","30-39","Cheshire","Male","455","450","35140","33700"
"In post","2023","30-39","Cornwall and Isles of Scilly","Female","160","140","28160","25920"
"In post","2023","30-39","Cornwall and Isles of Scilly","Male","105","100","27460","27470"
"In post","2023","30-39","Cumbria","Female","245","220","28680","25920"
"In post","2023","30-39","Cumbria","Male","170","170","30760","27480"
"In post","2023","30-39","Derbyshire and Nottinghamshire","Female","1680","1535","32520","30320"
"In post","2023","30-39","Derbyshire and Nottinghamshire","Male","1390","1380","33500","31510"
"In post","2023","30-39","Devon","Female","970","865","31950","28880"
"In post","2023","30-39","Devon","Male","910","900","34600","33120"
"In post","2023","30-39","Dorset and Somerset","Female","470","430","32070","28880"
"In post","2023","30-39","Dorset and Somerset","Male","485","480","33160","31510"
"In post","2023","30-39","East Anglia","Female","1330","1185","30910","28480"
"In post","2023","30-39","East Anglia","Male","1115","1100","32900","32000"
"In post","2023","30-39","East Wales","Female","2940","2730","34950","31870"
"In post","2023","30-39","East Wales","Male","2545","2520","35920","33730"
"In post","2023","30-39","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","East Yorkshire and Northern Lincolnshire","Female","490","435","29580","28120"
"In post","2023","30-39","East Yorkshire and Northern Lincolnshire","Male","455","450","30580","30410"
"In post","2023","30-39","Eastern Scotland","Female","3040","2845","38010","34730"
"In post","2023","30-39","Eastern Scotland","Male","2405","2385","37340","34700"
"In post","2023","30-39","Essex","Female","470","430","31200","30810"
"In post","2023","30-39","Essex","Male","320","315","31440","31280"
"In post","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Female","3720","3405","37270","34700"
"In post","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Male","3480","3455","39770","38790"
"In post","2023","30-39","Greater Manchester","Female","2730","2570","34500","32000"
"In post","2023","30-39","Greater Manchester","Male","2790","2765","35760","33130"
"In post","2023","30-39","Hampshire and Isle of Wight","Female","1495","1365","34230","31660"
"In post","2023","30-39","Hampshire and Isle of Wight","Male","1360","1335","36610","34000"
"In post","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Female","440","400","29700","28120"
"In post","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Male","320","320","30220","28880"
"In post","2023","30-39","Highlands and Islands","Female","175","160","31800","30000"
"In post","2023","30-39","Highlands and Islands","Male","160","160","31600","29560"
"In post","2023","30-39","Inner London - East","Female","2270","2150","44680","40000"
"In post","2023","30-39","Inner London - East","Male","2025","2015","46460","41870"
"In post","2023","30-39","Inner London - West","Female","8755","8450","51640","54330"
"In post","2023","30-39","Inner London - West","Male","7295","7250","51960","54630"
"In post","2023","30-39","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Kent","Female","865","795","30620","30320"
"In post","2023","30-39","Kent","Male","910","905","31110","30880"
"In post","2023","30-39","Lancashire","Female","1385","1260","29640","28120"
"In post","2023","30-39","Lancashire","Male","1215","1195","29850","28120"
"In post","2023","30-39","Leicestershire, Rutland and Northamptonshire","Female","760","670","29200","28120"
"In post","2023","30-39","Leicestershire, Rutland and Northamptonshire","Male","515","505","30650","28480"
"In post","2023","30-39","Lincolnshire","Female","290","270","31110","28880"
"In post","2023","30-39","Lincolnshire","Male","240","235","32240","30950"
"In post","2023","30-39","Merseyside","Female","3020","2775","30330","27890"
"In post","2023","30-39","Merseyside","Male","2290","2270","31250","28120"
"In post","2023","30-39","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","North Eastern Scotland","Female","235","215","35690","34170"
"In post","2023","30-39","North Eastern Scotland","Male","185","185","37090","33520"
"In post","2023","30-39","North Yorkshire","Female","470","440","34810","32930"
"In post","2023","30-39","North Yorkshire","Male","400","395","35250","32980"
"In post","2023","30-39","Northern Ireland","Female","530","495","31750","28130"
"In post","2023","30-39","Northern Ireland","Male","595","590","31430","27890"
"In post","2023","30-39","Northumberland, and Tyne and Wear","Female","2785","2520","31050","28120"
"In post","2023","30-39","Northumberland, and Tyne and Wear","Male","2330","2300","33880","30320"
"In post","2023","30-39","Outer London - East and North East","Female","410","375","33340","32520"
"In post","2023","30-39","Outer London - East and North East","Male","340","335","35290","33810"
"In post","2023","30-39","Outer London - South","Female","1265","1195","39380","36180"
"In post","2023","30-39","Outer London - South","Male","1060","1055","41590","39110"
"In post","2023","30-39","Outer London - West and North West","Female","920","870","35520","32520"
"In post","2023","30-39","Outer London - West and North West","Male","855","845","34610","32520"
"In post","2023","30-39","Overseas","Female","460","460","50190","53050"
"In post","2023","30-39","Overseas","Male","565","565","50020","52400"
"In post","2023","30-39","Shropshire and Staffordshire","Female","1005","935","32020","28880"
"In post","2023","30-39","Shropshire and Staffordshire","Male","840","835","33830","32060"
"In post","2023","30-39","South Yorkshire","Female","1450","1290","33130","30330"
"In post","2023","30-39","South Yorkshire","Male","1235","1225","34570","32060"
"In post","2023","30-39","Southern Scotland","Female","745","680","32580","28490"
"In post","2023","30-39","Southern Scotland","Male","590","585","32220","28320"
"In post","2023","30-39","Surrey, East and West Sussex","Female","870","780","32740","30880"
"In post","2023","30-39","Surrey, East and West Sussex","Male","630","625","33520","31280"
"In post","2023","30-39","Tees Valley and Durham","Female","1250","1150","30700","28120"
"In post","2023","30-39","Tees Valley and Durham","Male","995","980","31740","29890"
"In post","2023","30-39","Unknown","Female","130","125","37730","34380"
"In post","2023","30-39","Unknown","Male","440","440","39680","38710"
"In post","2023","30-39","West Central Scotland","Female","2685","2500","33740","30440"
"In post","2023","30-39","West Central Scotland","Male","2565","2550","34810","32340"
"In post","2023","30-39","West Midlands","Female","2720","2495","31840","28120"
"In post","2023","30-39","West Midlands","Male","2215","2180","33480","30320"
"In post","2023","30-39","West Wales and The Valleys","Female","2380","2115","28320","26960"
"In post","2023","30-39","West Wales and The Valleys","Male","1610","1585","30130","28120"
"In post","2023","30-39","West Yorkshire","Female","2410","2210","34250","31270"
"In post","2023","30-39","West Yorkshire","Male","2200","2170","34800","32050"
"In post","2023","40-49","Bedfordshire and Hertfordshire","Female","650","580","37260","32420"
"In post","2023","40-49","Bedfordshire and Hertfordshire","Male","445","440","37530","32720"
"In post","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Female","1110","1015","36700","32750"
"In post","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Male","945","935","38660","35710"
"In post","2023","40-49","Cheshire","Female","610","570","36180","32960"
"In post","2023","40-49","Cheshire","Male","410","410","36440","35710"
"In post","2023","40-49","Cornwall and Isles of Scilly","Female","210","185","30770","28120"
"In post","2023","40-49","Cornwall and Isles of Scilly","Male","145","145","31490","28120"
"In post","2023","40-49","Cumbria","Female","475","405","29920","25920"
"In post","2023","40-49","Cumbria","Male","270","265","32760","28120"
"In post","2023","40-49","Derbyshire and Nottinghamshire","Female","1960","1765","35210","31510"
"In post","2023","40-49","Derbyshire and Nottinghamshire","Male","1380","1360","36360","33700"
"In post","2023","40-49","Devon","Female","1215","1065","34200","30320"
"In post","2023","40-49","Devon","Male","1125","1100","37630","35710"
"In post","2023","40-49","Dorset and Somerset","Female","625","560","32340","28120"
"In post","2023","40-49","Dorset and Somerset","Male","565","560","36040","33470"
"In post","2023","40-49","East Anglia","Female","1620","1430","33510","29050"
"In post","2023","40-49","East Anglia","Male","1380","1360","34740","32160"
"In post","2023","40-49","East Wales","Female","2825","2580","38560","34700"
"In post","2023","40-49","East Wales","Male","2225","2190","41430","37760"
"In post","2023","40-49","East Yorkshire and Northern Lincolnshire","Female","600","535","30590","28120"
"In post","2023","40-49","East Yorkshire and Northern Lincolnshire","Male","445","440","32840","30440"
"In post","2023","40-49","Eastern Scotland","Female","2870","2630","41310","35000"
"In post","2023","40-49","Eastern Scotland","Male","2225","2200","42890","37790"
"In post","2023","40-49","Essex","Female","640","565","33310","31280"
"In post","2023","40-49","Essex","Male","390","390","34090","31280"
"In post","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Female","3420","3110","39950","37360"
"In post","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Male","3450","3415","44310","41800"
"In post","2023","40-49","Greater Manchester","Female","2650","2445","35620","31270"
"In post","2023","40-49","Greater Manchester","Male","2310","2285","37470","34170"
"In post","2023","40-49","Hampshire and Isle of Wight","Female","1720","1550","37170","33830"
"In post","2023","40-49","Hampshire and Isle of Wight","Male","1515","1485","39710","35710"
"In post","2023","40-49","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Female","550","500","32900","28120"
"In post","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Male","390","380","33680","30020"
"In post","2023","40-49","Highlands and Islands","Female","275","250","32650","28120"
"In post","2023","40-49","Highlands and Islands","Male","195","190","34830","31940"
"In post","2023","40-49","Inner London - East","Female","2335","2145","46690","41870"
"In post","2023","40-49","Inner London - East","Male","1940","1920","50760","45560"
"In post","2023","40-49","Inner London - West","Female","6765","6265","55750","55720"
"In post","2023","40-49","Inner London - West","Male","5575","5515","57520","56240"
"In post","2023","40-49","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Kent","Female","1070","970","32170","30880"
"In post","2023","40-49","Kent","Male","945","935","32630","31280"
"In post","2023","40-49","Lancashire","Female","2085","1855","31450","28120"
"In post","2023","40-49","Lancashire","Male","1495","1455","32810","28120"
"In post","2023","40-49","Leicestershire, Rutland and Northamptonshire","Female","890","780","31290","28120"
"In post","2023","40-49","Leicestershire, Rutland and Northamptonshire","Male","555","540","32090","28480"
"In post","2023","40-49","Lincolnshire","Female","355","330","30700","28120"
"In post","2023","40-49","Lincolnshire","Male","260","255","32860","31330"
"In post","2023","40-49","Merseyside","Female","3170","2855","31870","28120"
"In post","2023","40-49","Merseyside","Male","2105","2085","34350","28480"
"In post","2023","40-49","North Eastern Scotland","Female","220","200","38650","33520"
"In post","2023","40-49","North Eastern Scotland","Male","225","225","44740","38330"
"In post","2023","40-49","North Yorkshire","Female","590","545","37440","34170"
"In post","2023","40-49","North Yorkshire","Male","495","490","39180","37140"
"In post","2023","40-49","Northern Ireland","Female","570","520","32560","28130"
"In post","2023","40-49","Northern Ireland","Male","590","580","32560","28130"
"In post","2023","40-49","Northumberland, and Tyne and Wear","Female","3385","2995","32180","28120"
"In post","2023","40-49","Northumberland, and Tyne and Wear","Male","2590","2555","36020","32400"
"In post","2023","40-49","Outer London - East and North East","Female","495","435","32580","32520"
"In post","2023","40-49","Outer London - East and North East","Male","360","355","34630","32520"
"In post","2023","40-49","Outer London - South","Female","1635","1510","41710","36310"
"In post","2023","40-49","Outer London - South","Male","1290","1280","45350","39790"
"In post","2023","40-49","Outer London - West and North West","Female","1155","1050","37260","32520"
"In post","2023","40-49","Outer London - West and North West","Male","915","900","37300","32520"
"In post","2023","40-49","Overseas","Female","440","435","58210","58050"
"In post","2023","40-49","Overseas","Male","620","620","56700","56100"
"In post","2023","40-49","Shropshire and Staffordshire","Female","1230","1135","34680","29840"
"In post","2023","40-49","Shropshire and Staffordshire","Male","870","855","37380","34170"
"In post","2023","40-49","South Yorkshire","Female","1475","1290","35350","30710"
"In post","2023","40-49","South Yorkshire","Male","1150","1130","38540","34170"
"In post","2023","40-49","Southern Scotland","Female","800","710","33200","28130"
"In post","2023","40-49","Southern Scotland","Male","540","530","35580","31940"
"In post","2023","40-49","Surrey, East and West Sussex","Female","1185","1060","35650","30880"
"In post","2023","40-49","Surrey, East and West Sussex","Male","740","730","37060","33350"
"In post","2023","40-49","Tees Valley and Durham","Female","1445","1300","32100","28120"
"In post","2023","40-49","Tees Valley and Durham","Male","940","925","33080","30370"
"In post","2023","40-49","Unknown","Female","175","170","38970","33830"
"In post","2023","40-49","Unknown","Male","375","370","44720","41260"
"In post","2023","40-49","West Central Scotland","Female","2570","2365","36020","31290"
"In post","2023","40-49","West Central Scotland","Male","2125","2105","37370","34170"
"In post","2023","40-49","West Midlands","Female","2985","2690","34570","28900"
"In post","2023","40-49","West Midlands","Male","1870","1835","37310","32310"
"In post","2023","40-49","West Wales and The Valleys","Female","2705","2425","31320","28120"
"In post","2023","40-49","West Wales and The Valleys","Male","1715","1695","33760","28120"
"In post","2023","40-49","West Yorkshire","Female","2555","2290","36370","32560"
"In post","2023","40-49","West Yorkshire","Male","1970","1935","37820","34170"
"In post","2023","50-59","Bedfordshire and Hertfordshire","Female","810","750","34760","31280"
"In post","2023","50-59","Bedfordshire and Hertfordshire","Male","625","610","37200","33200"
"In post","2023","50-59","Berkshire, Buckinghamshire and Oxfordshire","Female","1375","1280","34800","31280"
"In post","2023","50-59","Berkshire, Buckinghamshire and Oxfordshire","Male","1335","1310","40460","36990"
"In post","2023","50-59","Cheshire","Female","735","675","33530","28480"
"In post","2023","50-59","Cheshire","Male","595","585","38310","36040"
"In post","2023","50-59","Cornwall and Isles of Scilly","Female","370","330","28470","28120"
"In post","2023","50-59","Cornwall and Isles of Scilly","Male","300","290","30360","27470"
"In post","2023","50-59","Cumbria","Female","410","370","29880","26850"
"In post","2023","50-59","Cumbria","Male","335","325","34320","28470"
"In post","2023","50-59","Derbyshire and Nottinghamshire","Female","2420","2200","34230","28130"
"In post","2023","50-59","Derbyshire and Nottinghamshire","Male","1770","1715","36870","32920"
"In post","2023","50-59","Devon","Female","1400","1250","32690","28120"
"In post","2023","50-59","Devon","Male","1585","1530","37430","34120"
"In post","2023","50-59","Dorset and Somerset","Female","920","830","31400","28120"
"In post","2023","50-59","Dorset and Somerset","Male","955","930","34950","32920"
"In post","2023","50-59","East Anglia","Female","2105","1930","31450","28120"
"In post","2023","50-59","East Anglia","Male","2040","1990","35570","32920"
"In post","2023","50-59","East Wales","Female","2875","2645","35650","29890"
"In post","2023","50-59","East Wales","Male","2395","2340","40240","34700"
"In post","2023","50-59","East Yorkshire and Northern Lincolnshire","Female","870","770","29550","28120"
"In post","2023","50-59","East Yorkshire and Northern Lincolnshire","Male","835","800","32240","28590"
"In post","2023","50-59","Eastern Scotland","Female","3000","2785","39160","31970"
"In post","2023","50-59","Eastern Scotland","Male","2735","2670","41030","37060"
"In post","2023","50-59","Essex","Female","880","800","31990","31280"
"In post","2023","50-59","Essex","Male","590","570","34080","31280"
"In post","2023","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","Female","3425","3190","38590","34300"
"In post","2023","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","Male","4405","4335","45720","42620"
"In post","2023","50-59","Greater Manchester","Female","3245","2985","33830","28120"
