"Status","Year","Age","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Northumberland, and Tyne and Wear","Female","160","[c]","25460","21690"
"Leaver CS","2023","65+","Northumberland, and Tyne and Wear","Male","85","[c]","30870","26830"
"Leaver CS","2023","65+","Outer London - East and North East","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Outer London - East and North East","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Outer London - South","Female","65","[c]","37310","30410"
"Leaver CS","2023","65+","Outer London - South","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","65+","Outer London - West and North West","Female","55","[c]","32080","29730"
"Leaver CS","2023","65+","Outer London - West and North West","Male","45","[c]","33230","30920"
"Leaver CS","2023","65+","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Shropshire and Staffordshire","Female","50","[c]","24500","22370"
"Leaver CS","2023","65+","Shropshire and Staffordshire","Male","55","[c]","29320","28120"
"Leaver CS","2023","65+","South Yorkshire","Female","40","[c]","24850","22400"
"Leaver CS","2023","65+","South Yorkshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","65+","Southern Scotland","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","65+","Southern Scotland","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Surrey, East and West Sussex","Female","65","[c]","28040","27170"
"Leaver CS","2023","65+","Surrey, East and West Sussex","Male","55","[c]","31480","28120"
"Leaver CS","2023","65+","Tees Valley and Durham","Female","40","[c]","24840","22400"
"Leaver CS","2023","65+","Tees Valley and Durham","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","West Central Scotland","Female","105","[c]","26920","22220"
"Leaver CS","2023","65+","West Central Scotland","Male","85","[c]","31890","27650"
"Leaver CS","2023","65+","West Midlands","Female","75","[c]","26540","22080"
"Leaver CS","2023","65+","West Midlands","Male","60","[c]","30800","24290"
"Leaver CS","2023","65+","West Wales and The Valleys","Female","100","[c]","25590","22500"
"Leaver CS","2023","65+","West Wales and The Valleys","Male","65","[c]","32170","26760"
"Leaver CS","2023","65+","West Yorkshire","Female","75","[c]","28950","27570"
"Leaver CS","2023","65+","West Yorkshire","Male","50","[c]","30030","27970"
"Leaver CS","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Anglia","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inner London - West","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inner London - West","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North Yorkshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","East Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","East Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Inner London - West","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Inner London - West","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outer London - South","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outer London - South","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Bedfordshire and Hertfordshire","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Bedfordshire and Hertfordshire","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cheshire","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cheshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Derbyshire and Nottinghamshire","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Derbyshire and Nottinghamshire","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Devon","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Devon","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Dorset and Somerset","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Dorset and Somerset","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","East Anglia","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","East Anglia","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","East Wales","Female","105","[c]","28140","28120"
"Leaver Dept.","2023","20-29","East Wales","Male","55","[c]","28660","27570"
"Leaver Dept.","2023","20-29","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Eastern Scotland","Female","50","[c]","27950","27570"
"Leaver Dept.","2023","20-29","Eastern Scotland","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Essex","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Essex","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Female","80","[c]","28960","28120"
"Leaver Dept.","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Male","50","[c]","30260","30380"
"Leaver Dept.","2023","20-29","Greater Manchester","Female","130","[c]","29240","28120"
"Leaver Dept.","2023","20-29","Greater Manchester","Male","100","[c]","29770","28120"
"Leaver Dept.","2023","20-29","Hampshire and Isle of Wight","Female","40","[c]","28780","28350"
"Leaver Dept.","2023","20-29","Hampshire and Isle of Wight","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Inner London - East","Female","180","[c]","32970","32000"
"Leaver Dept.","2023","20-29","Inner London - East","Male","110","[c]","32980","32520"
"Leaver Dept.","2023","20-29","Inner London - West","Female","1375","[c]","36230","34030"
"Leaver Dept.","2023","20-29","Inner London - West","Male","995","[c]","36990","34550"
"Leaver Dept.","2023","20-29","Kent","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Kent","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Lancashire","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Lancashire","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Leicestershire, Rutland and Northamptonshire","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Leicestershire, Rutland and Northamptonshire","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Lincolnshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Merseyside","Female","100","[c]","25920","25880"
"Leaver Dept.","2023","20-29","Merseyside","Male","55","[c]","25920","25980"
"Leaver Dept.","2023","20-29","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","North Yorkshire","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","North Yorkshire","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northumberland, and Tyne and Wear","Female","90","[c]","26020","25910"
"Leaver Dept.","2023","20-29","Northumberland, and Tyne and Wear","Male","75","[c]","25030","22700"
"Leaver Dept.","2023","20-29","Outer London - East and North East","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Outer London - East and North East","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Outer London - South","Female","65","[c]","31120","29890"
"Leaver Dept.","2023","20-29","Outer London - South","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Outer London - West and North West","Female","40","[c]","31520","32520"
"Leaver Dept.","2023","20-29","Outer London - West and North West","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Shropshire and Staffordshire","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Shropshire and Staffordshire","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","South Yorkshire","Female","50","[c]","28950","28120"
"Leaver Dept.","2023","20-29","South Yorkshire","Male","30","[c]","28320","28120"
"Leaver Dept.","2023","20-29","Southern Scotland","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Southern Scotland","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Surrey, East and West Sussex","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Surrey, East and West Sussex","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tees Valley and Durham","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tees Valley and Durham","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","West Central Scotland","Female","80","[c]","27360","27100"
"Leaver Dept.","2023","20-29","West Central Scotland","Male","55","[c]","27110","25830"
"Leaver Dept.","2023","20-29","West Midlands","Female","110","[c]","29010","28120"
"Leaver Dept.","2023","20-29","West Midlands","Male","75","[c]","26920","26130"
"Leaver Dept.","2023","20-29","West Wales and The Valleys","Female","30","[c]","25370","24630"
"Leaver Dept.","2023","20-29","West Wales and The Valleys","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","West Yorkshire","Female","115","[c]","30730","29550"
"Leaver Dept.","2023","20-29","West Yorkshire","Male","95","[c]","29330","28120"
"Leaver Dept.","2023","30-39","Bedfordshire and Hertfordshire","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Bedfordshire and Hertfordshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cheshire","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cheshire","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Derbyshire and Nottinghamshire","Female","45","[c]","34350","30330"
"Leaver Dept.","2023","30-39","Derbyshire and Nottinghamshire","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Devon","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Devon","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Dorset and Somerset","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Dorset and Somerset","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","East Anglia","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","East Anglia","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","East Wales","Female","100","[c]","36240","33650"
"Leaver Dept.","2023","30-39","East Wales","Male","65","[c]","37410","35170"
"Leaver Dept.","2023","30-39","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","East Yorkshire and Northern Lincolnshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Eastern Scotland","Female","80","[c]","33160","28120"
"Leaver Dept.","2023","30-39","Eastern Scotland","Male","70","[c]","33420","28120"
"Leaver Dept.","2023","30-39","Essex","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Essex","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Female","110","[c]","40150","39310"
"Leaver Dept.","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Male","90","[c]","40210","37980"
"Leaver Dept.","2023","30-39","Greater Manchester","Female","135","[c]","34520","30330"
"Leaver Dept.","2023","30-39","Greater Manchester","Male","115","[c]","33920","31670"
"Leaver Dept.","2023","30-39","Hampshire and Isle of Wight","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Hampshire and Isle of Wight","Male","35","[c]","36120","36560"
"Leaver Dept.","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Highlands and Islands","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Inner London - East","Female","125","[c]","42700","39850"
"Leaver Dept.","2023","30-39","Inner London - East","Male","120","[c]","44270","40010"
"Leaver Dept.","2023","30-39","Inner London - West","Female","910","[c]","48570","47190"
"Leaver Dept.","2023","30-39","Inner London - West","Male","770","[c]","48030","46600"
"Leaver Dept.","2023","30-39","Kent","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Kent","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Lancashire","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Lancashire","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Leicestershire, Rutland and Northamptonshire","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Leicestershire, Rutland and Northamptonshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Lincolnshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Lincolnshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Merseyside","Female","85","[c]","28470","27400"
"Leaver Dept.","2023","30-39","Merseyside","Male","60","[c]","28250","27370"
"Leaver Dept.","2023","30-39","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","North Yorkshire","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","North Yorkshire","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Northern Ireland","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Northern Ireland","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Northumberland, and Tyne and Wear","Female","110","[c]","28990","27570"
"Leaver Dept.","2023","30-39","Northumberland, and Tyne and Wear","Male","70","[c]","31470","28120"
"Leaver Dept.","2023","30-39","Outer London - East and North East","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Outer London - East and North East","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Outer London - South","Female","50","[c]","43370","41950"
"Leaver Dept.","2023","30-39","Outer London - South","Male","45","[c]","40700","38630"
"Leaver Dept.","2023","30-39","Outer London - West and North West","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Outer London - West and North West","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Shropshire and Staffordshire","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Shropshire and Staffordshire","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","South Yorkshire","Female","45","[c]","33640","28120"
"Leaver Dept.","2023","30-39","South Yorkshire","Male","40","[c]","32580","32070"
"Leaver Dept.","2023","30-39","Southern Scotland","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Southern Scotland","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Surrey, East and West Sussex","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Surrey, East and West Sussex","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Tees Valley and Durham","Female","40","[c]","31520","28120"
"Leaver Dept.","2023","30-39","Tees Valley and Durham","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","West Central Scotland","Female","80","[c]","28660","27570"
"Leaver Dept.","2023","30-39","West Central Scotland","Male","65","[c]","29460","27570"
"Leaver Dept.","2023","30-39","West Midlands","Female","100","[c]","33050","30330"
"Leaver Dept.","2023","30-39","West Midlands","Male","95","[c]","33610","30350"
"Leaver Dept.","2023","30-39","West Wales and The Valleys","Female","90","[c]","29210","27570"
"Leaver Dept.","2023","30-39","West Wales and The Valleys","Male","60","[c]","29100","27570"
"Leaver Dept.","2023","30-39","West Yorkshire","Female","100","[c]","34710","32160"
"Leaver Dept.","2023","30-39","West Yorkshire","Male","75","[c]","34220","30960"
"Leaver Dept.","2023","40-49","Bedfordshire and Hertfordshire","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Bedfordshire and Hertfordshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Cheshire","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Cheshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Derbyshire and Nottinghamshire","Female","45","[c]","30360","28120"
"Leaver Dept.","2023","40-49","Derbyshire and Nottinghamshire","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Devon","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Devon","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Dorset and Somerset","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Dorset and Somerset","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","East Anglia","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","East Anglia","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","East Wales","Female","80","[c]","36360","31310"
"Leaver Dept.","2023","40-49","East Wales","Male","50","[c]","44400","42990"
"Leaver Dept.","2023","40-49","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","East Yorkshire and Northern Lincolnshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Eastern Scotland","Female","70","[c]","30080","27570"
"Leaver Dept.","2023","40-49","Eastern Scotland","Male","40","[c]","38980","32000"
"Leaver Dept.","2023","40-49","Essex","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Essex","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Female","80","[c]","41950","41220"
"Leaver Dept.","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Male","45","[c]","44120","41400"
"Leaver Dept.","2023","40-49","Greater Manchester","Female","85","[c]","37180","31990"
"Leaver Dept.","2023","40-49","Greater Manchester","Male","75","[c]","37530","28120"
"Leaver Dept.","2023","40-49","Hampshire and Isle of Wight","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Hampshire and Isle of Wight","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Highlands and Islands","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Inner London - East","Female","65","[c]","47210","38810"
"Leaver Dept.","2023","40-49","Inner London - East","Male","50","[c]","50450","46250"
"Leaver Dept.","2023","40-49","Inner London - West","Female","400","[c]","56870","55840"
"Leaver Dept.","2023","40-49","Inner London - West","Male","320","[c]","59190","57090"
"Leaver Dept.","2023","40-49","Kent","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Kent","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Lancashire","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Lancashire","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Leicestershire, Rutland and Northamptonshire","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Leicestershire, Rutland and Northamptonshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Lincolnshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Merseyside","Female","65","[c]","30610","28120"
"Leaver Dept.","2023","40-49","Merseyside","Male","50","[c]","31530","28120"
"Leaver Dept.","2023","40-49","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","North Yorkshire","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","North Yorkshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Northern Ireland","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Northern Ireland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Northumberland, and Tyne and Wear","Female","100","[c]","31930","30930"
"Leaver Dept.","2023","40-49","Northumberland, and Tyne and Wear","Male","65","[c]","32410","28120"
