"Status","Year","Age","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Ministry of Justice","Dorset and Somerset","Dorset","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Anglia","Breckland and South Norfolk","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Anglia","Cambridgeshire CC","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Anglia","Norwich and East Norfolk","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Anglia","Peterborough","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Anglia","Suffolk CC","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Wales","Cardiff and Vale of Glamorgan","45","[c]","22730","21780"
"Leaver CS","2023","20-29","Ministry of Justice","East Wales","Flintshire and Wrexham","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Wales","Monmouthshire and Newport","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Essex","Essex Thames Gateway","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Essex","Heart of Essex","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Essex","Southend-on-Sea","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","55","[c]","22050","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Greater Manchester","Greater Manchester North East","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Greater Manchester","Greater Manchester North West","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Greater Manchester","Greater Manchester South West","50","[c]","21570","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Greater Manchester","Manchester","60","[c]","22020","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Hampshire and Isle of Wight","Central Hampshire","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Hampshire and Isle of Wight","Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Hampshire and Isle of Wight","North Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Hampshire and Isle of Wight","South Hampshire","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Hampshire and Isle of Wight","Southampton","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","55","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Inner London - East","Hackney and Newham","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Inner London - East","Haringey and Islington","60","[c]","25720","25480"
"Leaver CS","2023","20-29","Ministry of Justice","Inner London - East","Lambeth","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Inner London - East","Lewisham and Southwark","25","[c]","27410","26890"
"Leaver CS","2023","20-29","Ministry of Justice","Inner London - East","Tower Hamlets","40","[c]","34270","32630"
"Leaver CS","2023","20-29","Ministry of Justice","Inner London - West","Camden and City of London","50","[c]","25330","25480"
"Leaver CS","2023","20-29","Ministry of Justice","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Inner London - West","Wandsworth","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Inner London - West","Westminster","170","[c]","32970","29660"
"Leaver CS","2023","20-29","Ministry of Justice","Kent","East Kent","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Kent","Kent Thames Gateway","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Kent","Medway","55","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Kent","Mid Kent","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Lancashire","Blackpool","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Lancashire","Chorley and West Lancashire","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Lancashire","Lancaster and Wyre","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Lancashire","Mid Lancashire","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Leicester","45","[c]","21210","21370"
"Leaver CS","2023","20-29","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","60","[c]","21620","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","50","[c]","21910","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Lincolnshire","Lincolnshire CC","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Merseyside","Liverpool","30","[c]","23680","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","North Yorkshire","York","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Northumberland, and Tyne and Wear","Tyneside","25","[c]","23830","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - East and North East","Barking & Dagenham and Havering","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - East and North East","Bexley and Greenwich","50","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - East and North East","Redbridge and Waltham Forest","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - South","Croydon","30","[c]","28000","25480"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - West and North West","Brent","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - West and North West","Harrow and Hillingdon","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Outer London - West and North West","Hounslow and Richmond upon Thames","60","[c]","25560","25480"
"Leaver CS","2023","20-29","Ministry of Justice","Shropshire and Staffordshire","Shropshire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Shropshire and Staffordshire","Staffordshire CC","70","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Shropshire and Staffordshire","Stoke-on-Trent","20","[c]","21730","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","South Yorkshire","Barnsley, Doncaster and Rotherham","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","South Yorkshire","Sheffield","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Surrey, East and West Sussex","Brighton and Hove","10","[c]","21880","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Surrey, East and West Sussex","East Surrey","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Surrey, East and West Sussex","East Sussex CC","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Surrey, East and West Sussex","West Surrey","45","[c]","23340","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Surrey, East and West Sussex","West Sussex (South West)","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Tees Valley and Durham","Durham","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Tees Valley and Durham","South Teesside","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Central Scotland","Glasgow City","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Midlands","Birmingham","140","[c]","22860","21780"
"Leaver CS","2023","20-29","Ministry of Justice","West Midlands","Coventry","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Midlands","Wolverhampton","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Wales and The Valleys","Swansea","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Yorkshire","Bradford","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","West Yorkshire","Leeds","100","[c]","24390","21780"
"Leaver CS","2023","20-29","Ministry of Justice","West Yorkshire","Wakefield","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Cheshire","Warrington","10","[c]","34010","34670"
"Leaver CS","2023","20-29","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","15","[c]","29000","30740"
"Leaver CS","2023","20-29","National Crime Agency","Inner London - East","Lambeth","35","[c]","36270","36140"
"Leaver CS","2023","20-29","National Crime Agency","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northern Ireland Office","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Manchester","10","[c]","23500","22050"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Inner London - West","Westminster","15","[c]","26450","27880"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","50","[c]","32320","30340"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","30","[c]","30950","26500"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","Inner London - East","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Eastern Scotland","Angus and Dundee City","20","[c]","24850","23340"
"Leaver CS","2023","20-29","Scottish Government","Eastern Scotland","City of Edinburgh","150","[c]","28220","25710"
"Leaver CS","2023","20-29","Scottish Government","Eastern Scotland","Clackmannanshire and Fife","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Eastern Scotland","Falkirk","10","[c]","25490","24600"
"Leaver CS","2023","20-29","Scottish Government","Eastern Scotland","Perth and Kinross, and Stirling","15","[c]","27000","25060"
"Leaver CS","2023","20-29","Scottish Government","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","10","[c]","26650","26220"
"Leaver CS","2023","20-29","Scottish Government","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","North Eastern Scotland","Aberdeen City and Aberdeenshire","15","[c]","28290","28420"
"Leaver CS","2023","20-29","Scottish Government","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Southern Scotland","South Lanarkshire","10","[c]","24310","25060"
"Leaver CS","2023","20-29","Scottish Government","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","West Central Scotland","Glasgow City","90","[c]","27620","24890"
"Leaver CS","2023","20-29","Scottish Government","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","West Central Scotland","North Lanarkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The National Archives","Outer London - West and North West","Hounslow and Richmond upon Thames","25","[c]","25410","24000"
"Leaver CS","2023","20-29","UK Export Finance","Inner London - West","Westminster","25","[c]","36400","34090"
"Leaver CS","2023","20-29","UK Statistics Authority","East Wales","Monmouthshire and Newport","115","[c]","24970","19860"
"Leaver CS","2023","20-29","UK Statistics Authority","Hampshire and Isle of Wight","South Hampshire","60","[c]","23580","21200"
"Leaver CS","2023","20-29","UK Statistics Authority","Inner London - West","Westminster","20","[c]","36680","33710"
"Leaver CS","2023","20-29","UK Statistics Authority","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Supreme Court","Inner London - West","Westminster","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","West Midlands","Birmingham","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","East Wales","Cardiff and Vale of Glamorgan","20","[c]","25260","25250"
"Leaver CS","2023","20-29","Welsh Government","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Inner London - West","Westminster","120","[c]","49220","52020"
"Leaver CS","2023","30-39","Attorney General's Departments","Kent","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","West Midlands","Birmingham","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","East Anglia","Norwich and East Norfolk","10","[c]","41310","40050"
"Leaver CS","2023","30-39","Cabinet Office","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","East Wales","Monmouthshire and Newport","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Greater Manchester","Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Inner London - East","Tower Hamlets","80","[c]","53790","56340"
"Leaver CS","2023","30-39","Cabinet Office","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Inner London - West","Westminster","115","[c]","54370","56340"
"Leaver CS","2023","30-39","Cabinet Office","Merseyside","Liverpool","10","[c]","35000","33370"
"Leaver CS","2023","30-39","Cabinet Office","North Yorkshire","York","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Northumberland, and Tyne and Wear","Tyneside","10","[c]","31090","24350"
"Leaver CS","2023","30-39","Cabinet Office","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","West Central Scotland","Glasgow City","20","[c]","39980","38460"
"Leaver CS","2023","30-39","Cabinet Office","West Midlands","Birmingham","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Inner London - West","Camden and City of London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Inner London - West","Westminster","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","Merseyside","Sefton","10","[c]","35680","30170"
"Leaver CS","2023","30-39","Competition and Markets Authority","Inner London - East","Tower Hamlets","55","[c]","53620","54240"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Devon","Devon CC","40","[c]","34750","35230"
