"Status","Year","Ethnicity","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","South West (England)","Outside London","AA/AO","170","160","23250","22220"
"In post","2023","Asian","South West (England)","Outside London","EO","160","150","27560","28080"
"In post","2023","Asian","South West (England)","Outside London","G6/G7","130","120","57720","55110"
"In post","2023","Asian","South West (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","South West (England)","Outside London","SEO/HEO","420","400","37170","35510"
"In post","2023","Asian","South West (England)","Outside London","Unknown","60","60","36210","32210"
"In post","2023","Asian","Unknown","Unknown","AA/AO","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","EO","30","30","27900","28120"
"In post","2023","Asian","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","Outside London","AA/AO","205","185","22490","22500"
"In post","2023","Asian","Wales","Outside London","EO","155","150","27730","28120"
"In post","2023","Asian","Wales","Outside London","G6/G7","75","70","61420","59370"
"In post","2023","Asian","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","Outside London","SEO/HEO","195","190","37310","35000"
"In post","2023","Asian","Wales","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Outside London","AA/AO","1760","1570","22310","21780"
"In post","2023","Asian","West Midlands (England)","Outside London","EO","1685","1585","27700","28120"
"In post","2023","Asian","West Midlands (England)","Outside London","G6/G7","355","350","56530","54660"
"In post","2023","Asian","West Midlands (England)","Outside London","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Outside London","SEO/HEO","1330","1295","36700","35000"
"In post","2023","Asian","West Midlands (England)","Outside London","Unknown","220","200","29110","26840"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","AA/AO","1010","890","22520","22520"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","EO","1085","1015","27680","28120"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","G6/G7","225","220","56720","54680"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","SEO/HEO","790","760","36230","35000"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","Unknown","120","110","27680","25300"
"In post","2023","Black","East Midlands (England)","Outside London","AA/AO","240","220","23520","22520"
"In post","2023","Black","East Midlands (England)","Outside London","EO","195","185","28000","28120"
"In post","2023","Black","East Midlands (England)","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Outside London","SEO/HEO","120","115","37820","35000"
"In post","2023","Black","East Midlands (England)","Outside London","Unknown","85","80","28520","27980"
"In post","2023","Black","East of England","Outside London","AA/AO","185","175","25820","25610"
"In post","2023","Black","East of England","Outside London","EO","215","200","30140","31280"
"In post","2023","Black","East of England","Outside London","G6/G7","40","40","59620","58070"
"In post","2023","Black","East of England","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Black","East of England","Outside London","SEO/HEO","100","95","38420","37520"
"In post","2023","Black","East of England","Outside London","Unknown","75","75","28220","24570"
"In post","2023","Black","London","London","AA/AO","2170","2015","27630","26400"
"In post","2023","Black","London","London","EO","3210","3060","31570","32520"
"In post","2023","Black","London","London","G6/G7","1195","1180","60710","59290"
"In post","2023","Black","London","London","SCS level","75","75","92980","82300"
"In post","2023","Black","London","London","SEO/HEO","2970","2930","40080","39780"
"In post","2023","Black","London","London","Unknown","695","670","34570","33050"
"In post","2023","Black","North East (England)","Outside London","AA/AO","65","60","22100","21780"
"In post","2023","Black","North East (England)","Outside London","EO","55","50","28000","28120"
"In post","2023","Black","North East (England)","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","Outside London","SEO/HEO","65","65","36370","35430"
"In post","2023","Black","North East (England)","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Black","North West (England)","Outside London","AA/AO","275","255","22730","22400"
"In post","2023","Black","North West (England)","Outside London","EO","300","290","27770","28120"
"In post","2023","Black","North West (England)","Outside London","G6/G7","75","75","56430","53720"
"In post","2023","Black","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Outside London","SEO/HEO","290","290","36520","34700"
"In post","2023","Black","North West (England)","Outside London","Unknown","70","70","29940","25300"
"In post","2023","Black","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","G6/G7","30","30","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Outside London","AA/AO","130","120","22830","22520"
"In post","2023","Black","Scotland","Outside London","EO","105","100","28900","28120"
"In post","2023","Black","Scotland","Outside London","G6/G7","30","30","[c]","[c]"
"In post","2023","Black","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Outside London","SEO/HEO","105","100","39810","35000"
"In post","2023","Black","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","South East (England)","Outside London","AA/AO","360","340","27770","26360"
"In post","2023","Black","South East (England)","Outside London","EO","300","280","29760","29080"
"In post","2023","Black","South East (England)","Outside London","G6/G7","40","35","57430","55170"
"In post","2023","Black","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","South East (England)","Outside London","SEO/HEO","195","190","38630","37520"
"In post","2023","Black","South East (England)","Outside London","Unknown","85","80","28870","26840"
"In post","2023","Black","South West (England)","Outside London","AA/AO","120","110","23350","21960"
"In post","2023","Black","South West (England)","Outside London","EO","85","80","27510","28120"
"In post","2023","Black","South West (England)","Outside London","G6/G7","45","45","55100","53170"
"In post","2023","Black","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","South West (England)","Outside London","SEO/HEO","290","285","37830","37590"
"In post","2023","Black","South West (England)","Outside London","Unknown","45","45","33120","29790"
"In post","2023","Black","Unknown","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","EO","15","15","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wales","Outside London","AA/AO","75","65","22770","22500"
"In post","2023","Black","Wales","Outside London","EO","75","75","27730","28120"
"In post","2023","Black","Wales","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2023","Black","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wales","Outside London","SEO/HEO","75","75","36730","34850"
"In post","2023","Black","Wales","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Black","West Midlands (England)","Outside London","AA/AO","455","415","23030","21780"
"In post","2023","Black","West Midlands (England)","Outside London","EO","390","360","27910","28120"
"In post","2023","Black","West Midlands (England)","Outside London","G6/G7","70","65","57810","54970"
"In post","2023","Black","West Midlands (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Black","West Midlands (England)","Outside London","SEO/HEO","350","340","36540","35000"
"In post","2023","Black","West Midlands (England)","Outside London","Unknown","195","185","29470","29050"
"In post","2023","Black","Yorkshire and The Humber","Outside London","AA/AO","195","180","23420","22400"
"In post","2023","Black","Yorkshire and The Humber","Outside London","EO","205","195","27800","28120"
"In post","2023","Black","Yorkshire and The Humber","Outside London","G6/G7","60","60","53940","51470"
"In post","2023","Black","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Yorkshire and The Humber","Outside London","SEO/HEO","175","175","36300","34700"
"In post","2023","Black","Yorkshire and The Humber","Outside London","Unknown","50","50","29250","27560"
"In post","2023","Mixed","East Midlands (England)","Outside London","AA/AO","145","130","24370","22520"
"In post","2023","Mixed","East Midlands (England)","Outside London","EO","130","120","28050","28120"
"In post","2023","Mixed","East Midlands (England)","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2023","Mixed","East Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","East Midlands (England)","Outside London","SEO/HEO","90","90","37690","35400"
"In post","2023","Mixed","East Midlands (England)","Outside London","Unknown","55","50","28960","25300"
"In post","2023","Mixed","East of England","Outside London","AA/AO","130","120","26250","24690"
"In post","2023","Mixed","East of England","Outside London","EO","125","120","29870","28120"
"In post","2023","Mixed","East of England","Outside London","G6/G7","45","40","58850","57650"
"In post","2023","Mixed","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","East of England","Outside London","SEO/HEO","90","90","38470","37540"
"In post","2023","Mixed","East of England","Outside London","Unknown","60","55","30350","29050"
"In post","2023","Mixed","London","London","AA/AO","385","360","27940","26400"
"In post","2023","Mixed","London","London","EO","705","670","31320","31310"
"In post","2023","Mixed","London","London","G6/G7","975","945","61210","59290"
"In post","2023","Mixed","London","London","SCS level","95","95","88000","80500"
"In post","2023","Mixed","London","London","SEO/HEO","1300","1285","39320","39430"
"In post","2023","Mixed","London","London","Unknown","145","140","34610","33050"
"In post","2023","Mixed","North East (England)","Outside London","AA/AO","105","95","23460","22400"
"In post","2023","Mixed","North East (England)","Outside London","EO","65","65","28040","28120"
"In post","2023","Mixed","North East (England)","Outside London","G6/G7","30","30","55940","54040"
"In post","2023","Mixed","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","North East (England)","Outside London","SEO/HEO","80","75","35220","34700"
"In post","2023","Mixed","North East (England)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","North West (England)","Outside London","AA/AO","305","275","23090","22400"
"In post","2023","Mixed","North West (England)","Outside London","EO","260","245","27750","28120"
"In post","2023","Mixed","North West (England)","Outside London","G6/G7","100","95","58540","55750"
"In post","2023","Mixed","North West (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","North West (England)","Outside London","SEO/HEO","255","250","36410","34700"
"In post","2023","Mixed","North West (England)","Outside London","Unknown","95","90","29120","26840"
"In post","2023","Mixed","Northern Ireland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Mixed","Northern Ireland","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","Overseas","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Overseas","Overseas","G6/G7","40","40","57900","55390"
"In post","2023","Mixed","Overseas","Overseas","SCS level","15","15","[c]","[c]"
"In post","2023","Mixed","Overseas","Overseas","SEO/HEO","60","60","39520","35810"
"In post","2023","Mixed","Overseas","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Scotland","Outside London","AA/AO","90","85","23850","22520"
"In post","2023","Mixed","Scotland","Outside London","EO","105","100","28620","28120"
"In post","2023","Mixed","Scotland","Outside London","G6/G7","55","50","63900","65280"
"In post","2023","Mixed","Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Scotland","Outside London","SEO/HEO","115","110","40220","39190"
"In post","2023","Mixed","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","South East (England)","Outside London","AA/AO","255","240","26550","25300"
"In post","2023","Mixed","South East (England)","Outside London","EO","230","210","29390","28120"
"In post","2023","Mixed","South East (England)","Outside London","G6/G7","60","60","62700","59510"
"In post","2023","Mixed","South East (England)","Outside London","SCS level","10","5","[c]","[c]"
"In post","2023","Mixed","South East (England)","Outside London","SEO/HEO","200","190","38270","37520"
"In post","2023","Mixed","South East (England)","Outside London","Unknown","75","75","29850","26840"
"In post","2023","Mixed","South West (England)","Outside London","AA/AO","140","125","24080","22150"
"In post","2023","Mixed","South West (England)","Outside London","EO","135","130","28100","28120"
"In post","2023","Mixed","South West (England)","Outside London","G6/G7","115","110","55600","54370"
"In post","2023","Mixed","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","South West (England)","Outside London","SEO/HEO","275","260","37090","36990"
"In post","2023","Mixed","South West (England)","Outside London","Unknown","60","55","32030","31420"
"In post","2023","Mixed","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Wales","Outside London","AA/AO","130","120","22910","22500"
"In post","2023","Mixed","Wales","Outside London","EO","105","105","28230","28120"
"In post","2023","Mixed","Wales","Outside London","G6/G7","50","45","57640","56450"
"In post","2023","Mixed","Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Wales","Outside London","SEO/HEO","125","125","37080","35000"
"In post","2023","Mixed","Wales","Outside London","Unknown","45","40","32400","29930"
"In post","2023","Mixed","West Midlands (England)","Outside London","AA/AO","220","200","24000","21780"
"In post","2023","Mixed","West Midlands (England)","Outside London","EO","200","190","28170","28120"
"In post","2023","Mixed","West Midlands (England)","Outside London","G6/G7","55","50","59550","56380"
"In post","2023","Mixed","West Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","West Midlands (England)","Outside London","SEO/HEO","140","135","36680","34700"
"In post","2023","Mixed","West Midlands (England)","Outside London","Unknown","75","75","29680","25300"
"In post","2023","Mixed","Yorkshire and The Humber","Outside London","AA/AO","165","150","24100","22400"
"In post","2023","Mixed","Yorkshire and The Humber","Outside London","EO","165","155","28030","28120"
"In post","2023","Mixed","Yorkshire and The Humber","Outside London","G6/G7","80","75","56720","53190"
"In post","2023","Mixed","Yorkshire and The Humber","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Yorkshire and The Humber","Outside London","SEO/HEO","160","155","36090","34970"
"In post","2023","Mixed","Yorkshire and The Humber","Outside London","Unknown","60","55","31240","29050"
"In post","2023","Other ethnicity","East Midlands (England)","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","East Midlands (England)","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","East Midlands (England)","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","East Midlands (England)","Outside London","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Other ethnicity","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","East of England","Outside London","AA/AO","35","35","26780","25610"
"In post","2023","Other ethnicity","East of England","Outside London","EO","30","25","29460","29430"
"In post","2023","Other ethnicity","East of England","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","East of England","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","East of England","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Other ethnicity","London","London","AA/AO","165","150","27580","26400"
"In post","2023","Other ethnicity","London","London","EO","320","305","31180","31650"
"In post","2023","Other ethnicity","London","London","G6/G7","375","365","61640","59290"
"In post","2023","Other ethnicity","London","London","SCS level","40","40","92840","86140"
"In post","2023","Other ethnicity","London","London","SEO/HEO","445","435","39470","39200"
"In post","2023","Other ethnicity","London","London","Unknown","55","50","35220","34820"
"In post","2023","Other ethnicity","North East (England)","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","North East (England)","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","North East (England)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","North East (England)","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","North West (England)","Outside London","AA/AO","55","50","23590","22260"
"In post","2023","Other ethnicity","North West (England)","Outside London","EO","65","60","28050","28120"
"In post","2023","Other ethnicity","North West (England)","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Other ethnicity","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","North West (England)","Outside London","SEO/HEO","60","55","37780","37590"
"In post","2023","Other ethnicity","North West (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Overseas","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Overseas","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Overseas","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scotland","Outside London","AA/AO","45","40","23260","23700"
"In post","2023","Other ethnicity","Scotland","Outside London","EO","35","35","28820","28700"
"In post","2023","Other ethnicity","Scotland","Outside London","G6/G7","35","35","58500","52360"
"In post","2023","Other ethnicity","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scotland","Outside London","SEO/HEO","40","40","40730","36340"
"In post","2023","Other ethnicity","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","South East (England)","Outside London","AA/AO","50","50","26380","25340"
"In post","2023","Other ethnicity","South East (England)","Outside London","EO","65","60","29830","28130"
"In post","2023","Other ethnicity","South East (England)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","South East (England)","Outside London","SEO/HEO","55","55","39760","39650"
"In post","2023","Other ethnicity","South East (England)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Other ethnicity","South West (England)","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","South West (England)","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","South West (England)","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Other ethnicity","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","South West (England)","Outside London","SEO/HEO","40","40","38700","38790"
"In post","2023","Other ethnicity","South West (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Wales","Outside London","AA/AO","35","35","23120","22520"
"In post","2023","Other ethnicity","Wales","Outside London","EO","25","20","[c]","[c]"
"In post","2023","Other ethnicity","Wales","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Wales","Outside London","SEO/HEO","40","40","39510","39690"
"In post","2023","Other ethnicity","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","West Midlands (England)","Outside London","AA/AO","55","50","23450","21780"
"In post","2023","Other ethnicity","West Midlands (England)","Outside London","EO","45","40","27410","28100"
"In post","2023","Other ethnicity","West Midlands (England)","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Other ethnicity","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","West Midlands (England)","Outside London","SEO/HEO","50","45","37030","37420"
"In post","2023","Other ethnicity","West Midlands (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Yorkshire and The Humber","Outside London","AA/AO","40","35","24930","22400"
"In post","2023","Other ethnicity","Yorkshire and The Humber","Outside London","EO","40","35","27930","27890"
"In post","2023","Other ethnicity","Yorkshire and The Humber","Outside London","G6/G7","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Yorkshire and The Humber","Outside London","SEO/HEO","45","45","37940","36130"
"In post","2023","Other ethnicity","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","East Midlands (England)","Outside London","AA/AO","265","240","23350","21780"
"In post","2023","Undeclared","East Midlands (England)","Outside London","EO","245","225","28540","28120"
"In post","2023","Undeclared","East Midlands (England)","Outside London","G6/G7","80","75","61640","58180"
