"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Met Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Met Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Met Office","Outside London","Female","55","[c]","27190","24150"
"New entrant CS","2023","Digital, Data & Technology","Met Office","Outside London","Male","90","[c]","27600","26650"
"New entrant CS","2023","Digital, Data & Technology","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","Female","70","[c]","30210","27080"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","Male","115","[c]","35920","31020"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","Male","35","[c]","50920","55720"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","Male","45","[c]","42640","44730"
"New entrant CS","2023","Digital, Data & Technology","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Crime Agency","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Crime Agency","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Planning Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Planning Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Registers of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Registers of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Prison Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Prison Service","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Submarine Delivery Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Submarine Delivery Agency","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","Outside London","Female","65","[c]","33700","31060"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","Outside London","Male","100","[c]","35410","31450"
"New entrant CS","2023","Digital, Data & Technology","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Valuation Office Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Valuation Office Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Advisory, Conciliation and Arbitration Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Advisory, Conciliation and Arbitration Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Building Digital UK","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Building Digital UK","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Cabinet Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Cabinet Office (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Cabinet Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Cabinet Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Central Civil Service Fast Stream","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Central Civil Service Fast Stream","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Central Civil Service Fast Stream","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Central Civil Service Fast Stream","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Commercial Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Commercial Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Equipment and Support","Outside London","Female","30","[c]","28880","26400"
"New entrant CS","2023","Finance","Defence Equipment and Support","Outside London","Male","40","[c]","24000","25000"
"New entrant CS","2023","Finance","Defence Science and Technology Laboratory","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Science and Technology Laboratory","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Transport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Transport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Transport (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Transport (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Outside London","Female","40","[c]","33500","34170"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Outside London","Male","30","[c]","32130","34170"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Education and Skills Funding Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Education and Skills Funding Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Government Legal Department","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Government Legal Department","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Land Registry","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Outside London","Female","75","[c]","26410","22520"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Outside London","Male","65","[c]","27610","22520"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Health and Safety Executive","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Health and Safety Executive","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Intellectual Property Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Intellectual Property Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Maritime and Coastguard Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Maritime and Coastguard Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicines and Healthcare Products Regulatory Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicines and Healthcare Products Regulatory Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Met Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Met Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Outside London","Female","50","[c]","28860","27080"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Outside London","Male","40","[c]","31820","27140"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Prison Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Prison Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Submarine Delivery Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Submarine Delivery Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","The Insolvency Service","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","The Insolvency Service","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Hydrographic Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Space Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Space Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Vehicle Certification Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
