"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Operational Research","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Operational Research","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","EO","Female","85","[c]","28340","27850"
"Leaver Dept.","2023","20-29","Policy","EO","Male","50","[c]","28240","28630"
"Leaver Dept.","2023","20-29","Policy","G6/G7","Female","70","[c]","55810","55020"
"Leaver Dept.","2023","20-29","Policy","G6/G7","Male","70","[c]","54480","54090"
"Leaver Dept.","2023","20-29","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","SEO/HEO","Female","365","[c]","36530","35410"
"Leaver Dept.","2023","20-29","Policy","SEO/HEO","Male","255","[c]","36550","35620"
"Leaver Dept.","2023","20-29","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","SEO/HEO","Female","90","[c]","34360","33250"
"Leaver Dept.","2023","20-29","Project Delivery","SEO/HEO","Male","60","[c]","34320","34010"
"Leaver Dept.","2023","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","SEO/HEO","Female","60","[c]","34430","33250"
"Leaver Dept.","2023","20-29","Statistics","SEO/HEO","Male","45","[c]","35180","33630"
"Leaver Dept.","2023","20-29","Tax","AA/AO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","EO","Female","120","[c]","27840","27500"
"Leaver Dept.","2023","20-29","Unknown","EO","Male","75","[c]","27490","27500"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","Female","55","[c]","55840","54870"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","Male","40","[c]","56080","54700"
"Leaver Dept.","2023","20-29","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","Female","380","[c]","34080","32960"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","Male","255","[c]","35130","34550"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","SEO/HEO","Female","40","[c]","39510","39510"
"Leaver Dept.","2023","30-39","Communications","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SEO/HEO","Female","65","[c]","36830","37000"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SEO/HEO","Male","65","[c]","37050","37330"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SEO/HEO","Female","80","[c]","37230","36960"
"Leaver Dept.","2023","30-39","Human Resources","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Medicine","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","AA/AO","Female","290","[c]","22010","21780"
"Leaver Dept.","2023","30-39","Operational Delivery","AA/AO","Male","260","[c]","22410","21780"
"Leaver Dept.","2023","30-39","Operational Delivery","EO","Female","365","[c]","28180","28120"
"Leaver Dept.","2023","30-39","Operational Delivery","EO","Male","295","[c]","28390","28090"
"Leaver Dept.","2023","30-39","Operational Delivery","G6/G7","Female","40","[c]","56970","55720"
"Leaver Dept.","2023","30-39","Operational Delivery","G6/G7","Male","40","[c]","59090","56080"
"Leaver Dept.","2023","30-39","Operational Delivery","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SEO/HEO","Female","160","[c]","35940","34670"
"Leaver Dept.","2023","30-39","Operational Delivery","SEO/HEO","Male","120","[c]","35860","34260"
"Leaver Dept.","2023","30-39","Operational Delivery","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","G6/G7","Female","195","[c]","57760","55170"
"Leaver Dept.","2023","30-39","Policy","G6/G7","Male","160","[c]","57430","55120"
"Leaver Dept.","2023","30-39","Policy","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Policy","SEO/HEO","Female","215","[c]","38140","38350"
"Leaver Dept.","2023","30-39","Policy","SEO/HEO","Male","160","[c]","37750","38160"
"Leaver Dept.","2023","30-39","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","SEO/HEO","Female","55","[c]","36970","36840"
"Leaver Dept.","2023","30-39","Project Delivery","SEO/HEO","Male","55","[c]","38700","38640"
"Leaver Dept.","2023","30-39","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Science and Engineering","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Science and Engineering","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Science and Engineering","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Social Research","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Social Research","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Social Research","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Statistics","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Statistics","SEO/HEO","Female","20","[c]","[c]","[c]"
