"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","Operational Delivery","Outside London","55","[c]","25820","21780"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","Outside London","20","[c]","37570","31800"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","Outside London","125","[c]","32020","26960"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Policy","Outside London","25","[c]","41080","40000"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","London","10","[c]","43250","41190"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","London","10","[c]","51950","53830"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","London","30","[c]","68690","68630"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","London","25","[c]","40310","30730"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","Outside London","15","[c]","38490","33500"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","London","40","[c]","53670","52460"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","London","30","[c]","51400","41690"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","Outside London","20","[c]","45770","41250"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","30","[c]","38120","35230"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","25","[c]","31480","32730"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Outside London","30","[c]","26330","19080"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","10","[c]","43440","45150"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","40","[c]","41220","40040"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Outside London","50","[c]","36880","35490"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","London","15","[c]","55940","47330"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Outside London","25","[c]","35010","28330"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","Outside London","125","[c]","34660","33300"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","London","20","[c]","45090","38930"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Outside London","160","[c]","40320","35820"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","London","50","[c]","44080","37950"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Outside London","660","[c]","28550","26670"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Overseas","55","[c]","50410","48580"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","London","45","[c]","36480","37320"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Outside London","25","[c]","32820","30740"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Outside London","10","[c]","36270","34900"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Outside London","30","[c]","29820","27470"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Outside London","255","[c]","45060","40590"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","London","15","[c]","32950","28760"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Outside London","245","[c]","26510","22220"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","London","10","[c]","24510","22410"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Outside London","225","[c]","23730","20970"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","London","45","[c]","46130","44500"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Outside London","20","[c]","41330","41500"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","London","15","[c]","56330","46280"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Outside London","190","[c]","43430","41200"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Outside London","165","[c]","30870","33000"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","London","15","[c]","46900","46470"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Outside London","150","[c]","31290","27140"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","London","45","[c]","33150","30440"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Outside London","635","[c]","31610","27500"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","Outside London","20","[c]","27280","21380"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","London","10","[c]","38600","38580"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","Outside London","10","[c]","33880","33090"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","London","15","[c]","41490","35410"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","London","90","[c]","55500","56080"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","Outside London","35","[c]","50020","51770"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","London","15","[c]","47920","45690"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","Outside London","25","[c]","41870","41100"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","London","20","[c]","42400","36940"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","Outside London","45","[c]","34240","31620"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","Outside London","10","[c]","22220","21780"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","London","105","[c]","38950","34260"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Outside London","30","[c]","41360","36050"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","London","45","[c]","48110","43650"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","London","15","[c]","47330","55720"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","Outside London","15","[c]","41850","41510"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","Outside London","10","[c]","39710","38640"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Operational Delivery","London","90","[c]","46160","42240"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Operational Delivery","Outside London","200","[c]","37810","38280"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Operational Delivery","Overseas","15","[c]","56870","53290"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","HM Treasury","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","National Records of Scotland","Scottish Government","Unknown","Outside London","45","[c]","33060","29450"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","HM Treasury","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","10","[c]","33360","29760"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","130","[c]","67960","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","15","[c]","26500","22490"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","Outside London","15","[c]","26950","27140"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","London","10","[c]","41050","39000"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","London","10","[c]","56230","56130"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","10","[c]","43340","40000"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","London","10","[c]","61450","62550"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","Outside London","10","[c]","30500","25000"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","London","15","[c]","50500","44780"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","Outside London","10","[c]","44990","44310"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","London","80","[c]","48200","38460"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","Outside London","50","[c]","35580","34000"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","Outside London","[c]","[c]","[c]","[c]"
