"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Undeclared","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","No function","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","No function","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","London","75","[c]","35030","33250"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Analysis","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Communications","London","70","[c]","39870","35650"
"Leaver Dept.","2023","Unknown","Unknown","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Counter Fraud","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Debt","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Debt","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Debt","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Debt","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Debt","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","London","65","[c]","40880","36380"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Digital, Data & Technology","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","London","60","[c]","37640","33250"
"Leaver Dept.","2023","Unknown","Unknown","Finance","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Human Resources","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Legal","London","35","[c]","49540","52020"
"Leaver Dept.","2023","Unknown","Unknown","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","No function","East Midlands (England)","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","No function","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","No function","London","755","[c]","45180","40650"
"Leaver Dept.","2023","Unknown","Unknown","No function","North East (England)","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","No function","North West (England)","165","[c]","28780","25880"
"Leaver Dept.","2023","Unknown","Unknown","No function","Northern Ireland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","No function","Scotland","85","[c]","27650","25060"
"Leaver Dept.","2023","Unknown","Unknown","No function","South East (England)","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","No function","South West (England)","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","No function","Wales","60","[c]","27540","25750"
"Leaver Dept.","2023","Unknown","Unknown","No function","West Midlands (England)","85","[c]","26620","25340"
"Leaver Dept.","2023","Unknown","Unknown","No function","Yorkshire and The Humber","120","[c]","32110","28120"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","London","80","[c]","34680","32960"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","North East (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","London","495","[c]","33510","32000"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","North West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Scotland","55","[c]","43070","34730"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Yorkshire and The Humber","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Analysis","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Analysis","South East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Analysis","South West (England)","10","[c]","[c]","[c]"
