"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","London","45","45","34870","32540"
"In post","2023","Unknown","Asian","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","North West (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","South East (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","London","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","West Midlands (England)","20","15","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","East of England","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","London","125","125","45510","41480"
"In post","2023","Unknown","Asian","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","North West (England)","35","35","38230","34110"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","South East (England)","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","South West (England)","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Wales","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","West Midlands (England)","40","40","35980","36200"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","London","60","60","44780","40890"
"In post","2023","Unknown","Asian","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","North West (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","South East (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","South West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","London","40","40","39660","36830"
"In post","2023","Unknown","Asian","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","North West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","South East (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","South West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","London","10","5","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","East of England","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","London","100","95","43010","40800"
"In post","2023","Unknown","Asian","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","North West (England)","25","25","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","South East (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","West Midlands (England)","40","35","35100","27390"
"In post","2023","Unknown","Asian","Legal","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","No function","East Midlands (England)","90","85","30580","27890"
"In post","2023","Unknown","Asian","No function","East of England","50","45","31130","25750"
"In post","2023","Unknown","Asian","No function","London","785","760","40440","36180"
"In post","2023","Unknown","Asian","No function","North East (England)","25","25","[c]","[c]"
"In post","2023","Unknown","Asian","No function","North West (England)","175","170","29170","27080"
"In post","2023","Unknown","Asian","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","No function","Overseas","50","50","58850","59290"
"In post","2023","Unknown","Asian","No function","Scotland","40","35","30300","27770"
"In post","2023","Unknown","Asian","No function","South East (England)","100","90","29430","25790"
"In post","2023","Unknown","Asian","No function","South West (England)","45","45","36060","31920"
"In post","2023","Unknown","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","No function","Wales","35","35","28200","26940"
"In post","2023","Unknown","Asian","No function","West Midlands (England)","245","230","30940","28120"
"In post","2023","Unknown","Asian","No function","Yorkshire and The Humber","175","165","28980","25880"
"In post","2023","Unknown","Asian","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","East of England","25","25","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","London","165","160","47270","41550"
"In post","2023","Unknown","Asian","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","North West (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","Scotland","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","South East (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","South West (England)","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","Wales","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","London","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","North West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","East of England","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Security","London","35","35","45230","40150"
"In post","2023","Unknown","Asian","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","South East (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","London","90","90","34660","30130"
"In post","2023","Unknown","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Scotland","60","55","39830","34730"
"In post","2023","Unknown","Asian","Unknown","South East (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","South West (England)","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Wales","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","London","35","35","38390","34560"
"In post","2023","Unknown","Black","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","South East (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","Wales","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","London","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","North West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","South West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","London","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","London","30","30","35560","32540"
"In post","2023","Unknown","Black","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","North West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","London","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","London","55","55","39740","39790"
"In post","2023","Unknown","Black","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","North West (England)","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","Scotland","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","South West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","London","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","South East (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","London","30","30","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","London","50","50","35630","29540"
"In post","2023","Unknown","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
