"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","EO","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","G6/G7","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","SEO/HEO","170","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Scottish Government","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Scottish Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","SEO/HEO","10","[c]","33890","31660"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","EO","10","[c]","27000","26960"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","SEO/HEO","30","[c]","33770","31660"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","AA/AO","65","[c]","21880","22500"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","EO","20","[c]","26640","27070"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","SEO/HEO","15","[c]","33500","31660"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","SEO/HEO","10","[c]","36450","32810"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","AA/AO","30","[c]","22710","22500"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","EO","30","[c]","27990","26870"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education Scotland","Scottish Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Operational Delivery","SEO/HEO","20","[c]","35340","36600"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Estyn","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Estyn","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Policy","SEO/HEO","15","[c]","34740","33320"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Scotland","Scottish Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","G6/G7","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Scottish Government","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Scottish Government","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Scottish Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Scottish Government","Unknown","SEO/HEO","10","[c]","41840","41500"
"Leaver Dept.","2023","Government Actuary's Department","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","Chancellor's other departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","Chancellor's other departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","Chancellor's other departments","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","Cabinet Office","Unknown","G6/G7","15","[c]","60620","56200"
"Leaver Dept.","2023","Government Commercial Organisation","Cabinet Office","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","SEO/HEO","10","[c]","38400","39200"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Legal","G6/G7","50","[c]","59260","56500"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Legal","SCS level","10","[c]","85530","79220"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","EO","15","[c]","27790","27760"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","SEO/HEO","25","[c]","39180","38130"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","AA/AO","310","[c]","22130","21780"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","EO","70","[c]","27250","25830"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","G6/G7","15","[c]","59030","58140"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","SEO/HEO","45","[c]","36210","35410"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","AA/AO","315","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","EO","70","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","Unknown","120","[c]","[c]","[c]"
