"Status","Year","Age","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Met Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Met Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Met Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Met Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence (excl. agencies)","AA","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence (excl. agencies)","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Rural Payments Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Forestry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Forestry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Government (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Social Security Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Standards and Testing Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Transport Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Health Security Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Health Security Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Vehicle Certification Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Welsh Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Welsh Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Welsh Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Welsh Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Welsh Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Animal and Plant Health Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Animal and Plant Health Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Animal and Plant Health Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Building Digital UK","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Cabinet Office (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Companies House","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Prosecution Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Prosecution Service","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Prosecution Service","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Electronics and Components Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Equipment and Support","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Equipment and Support","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Equipment and Support","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Equipment and Support","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Equipment and Support","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Science and Technology Laboratory","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AO","375","[c]","21860","21690"
"Leaver CS","2023","65+","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","345","[c]","28250","28120"
"Leaver CS","2023","65+","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Work and Pensions (excl. agencies)","HEO","40","[c]","35300","34970"
"Leaver CS","2023","65+","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Disclosure Scotland","HEO","[c]","[c]","[c]","[c]"
