"Status","Year","Function_of_post","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Charity Commission","Charity Commission","Merseyside","10","10","31600","30170"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","East Wales","5","5","[c]","[c]"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Eastern Scotland","10","10","47640","34370"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Inner London - East","125","120","64110","58050"
"In post","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Electronics and Components Agency","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","510","495","43400","39890"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Hampshire and Isle of Wight","535","515","45570","49260"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Greater Manchester","20","20","35200","31120"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Inner London - West","180","180","43090","36230"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Greater Manchester","10","10","44990","39620"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Inner London - West","110","105","51870","56760"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Derbyshire and Nottinghamshire","20","15","46720","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","42410","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Greater Manchester","65","60","40120","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Inner London - West","220","210","51070","47410"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","South Yorkshire","140","130","46090","43690"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Tees Valley and Durham","45","40","44630","43490"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","West Midlands","20","20","42700","41510"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Department for International Trade","Inner London - West","245","240","49200","55370"
"In post","2023","Analysis","Department for International Trade","Department for International Trade","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Department for International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Inner London - West","210","205","49480","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","West Midlands","25","25","38030","34180"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Department for Transport","Inner London - West","320","310","51160","55500"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Department for Transport","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Department for Transport","West Midlands","15","15","38540","39430"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Department for Transport","West Yorkshire","20","20","38570","39430"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester","45","45","36190","34170"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inner London - West","220","210","50320","43760"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northumberland, and Tyne and Wear","100","95","43140","38470"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Yorkshire","125","115","48390","44730"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Central Scotland","15","15","34890","34170"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Yorkshire","65","60","41680","38470"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Inner London - West","80","75","51800","54690"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Merseyside","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","West Yorkshire","55","55","46250","50830"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","34790","32950"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","West Midlands","5","5","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","West Yorkshire","10","10","25650","22500"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","Inner London - West","5","5","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","West Midlands","5","5","[c]","[c]"
"In post","2023","Analysis","Estyn","Estyn","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Inner London - West","10","10","39220","33780"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Inner London - West","45","40","53970","55850"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Chancellor's other departments","Eastern Scotland","15","10","70680","70000"
"In post","2023","Analysis","Government Actuary's Department","Chancellor's other departments","Inner London - West","170","160","72380","67430"
"In post","2023","Analysis","Government Legal Department","Attorney General's Departments","Inner London - West","5","5","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Attorney General's Departments","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Inner London - West","40","40","49100","43650"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","HM Land Registry","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
