"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Finance","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","London","Heterosexual / straight","30","30","50630","48350"
"In post","2023","Analysis","Intelligence Analysis","London","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","Unknown","10","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Legal","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","Heterosexual / straight","100","95","38040","35410"
"In post","2023","Analysis","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Heterosexual / straight","35","35","38890","35000"
"In post","2023","Analysis","Operational Delivery","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","Heterosexual / straight","70","65","33660","31060"
"In post","2023","Analysis","Operational Delivery","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","Unknown","30","30","33910","31060"
"In post","2023","Analysis","Operational Delivery","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","Heterosexual / straight","230","215","34190","31660"
"In post","2023","Analysis","Operational Delivery","Wales","LGBO","15","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","Unknown","95","90","32840","31560"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","Heterosexual / straight","205","195","52960","53480"
"In post","2023","Analysis","Operational Research","London","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","Undeclared","30","30","52070","48320"
"In post","2023","Analysis","Operational Research","London","Unknown","60","60","45550","43350"
"In post","2023","Analysis","Operational Research","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","Heterosexual / straight","60","60","47800","42700"
"In post","2023","Analysis","Operational Research","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Heterosexual / straight","130","125","43950","49260"
"In post","2023","Analysis","Operational Research","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Unknown","30","30","39480","39890"
"In post","2023","Analysis","Operational Research","South West (England)","Heterosexual / straight","35","30","39620","39820"
"In post","2023","Analysis","Operational Research","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","Heterosexual / straight","65","60","43670","43250"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Other","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Other","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Other","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Other","London","Heterosexual / straight","275","260","59800","52020"
"In post","2023","Analysis","Other","London","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Other","London","Undeclared","45","45","57760","48150"
"In post","2023","Analysis","Other","London","Unknown","60","60","43930","36770"
"In post","2023","Analysis","Other","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Wales","LGBO","[c]","[c]","[c]","[c]"
