"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Legal","AO","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Legal","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Legal","AO","Unknown","25","20","[c]","[c]"
"In post","2023","30-39","Legal","EO","Heterosexual / straight","275","260","28400","28120"
"In post","2023","30-39","Legal","EO","LGBO","30","30","27930","27760"
"In post","2023","30-39","Legal","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Legal","EO","Unknown","75","70","29170","28410"
"In post","2023","30-39","Legal","G6","Heterosexual / straight","320","305","69260","67600"
"In post","2023","30-39","Legal","G6","LGBO","30","30","[c]","[c]"
"In post","2023","30-39","Legal","G6","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Legal","G6","Unknown","70","65","68430","67600"
"In post","2023","30-39","Legal","G7","Heterosexual / straight","1200","1140","54500","52790"
"In post","2023","30-39","Legal","G7","LGBO","80","80","55170","54100"
"In post","2023","30-39","Legal","G7","Undeclared","80","75","54560","52790"
"In post","2023","30-39","Legal","G7","Unknown","165","160","56410","54680"
"In post","2023","30-39","Legal","HEO","Heterosexual / straight","195","190","35930","35000"
"In post","2023","30-39","Legal","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Legal","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Legal","HEO","Unknown","50","50","35750","35000"
"In post","2023","30-39","Legal","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Legal","SEO","Heterosexual / straight","170","165","40380","39710"
"In post","2023","30-39","Legal","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Legal","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Legal","SEO","Unknown","35","35","42100","42060"
"In post","2023","30-39","No function","AA","Heterosexual / straight","1000","910","22310","23230"
"In post","2023","30-39","No function","AA","LGBO","105","105","22610","23230"
"In post","2023","30-39","No function","AA","Undeclared","100","90","21450","21380"
"In post","2023","30-39","No function","AA","Unknown","430","380","22450","23230"
"In post","2023","30-39","No function","AO","Heterosexual / straight","11840","10865","25610","22520"
"In post","2023","30-39","No function","AO","LGBO","1060","1020","26010","22520"
"In post","2023","30-39","No function","AO","Undeclared","1025","940","25200","22520"
"In post","2023","30-39","No function","AO","Unknown","4785","4385","24750","22520"
"In post","2023","30-39","No function","EO","Heterosexual / straight","13025","12320","29060","28120"
"In post","2023","30-39","No function","EO","LGBO","1190","1165","29170","28120"
"In post","2023","30-39","No function","EO","Undeclared","1150","1095","29360","28120"
"In post","2023","30-39","No function","EO","Unknown","4555","4350","28960","28120"
"In post","2023","30-39","No function","G6","Heterosexual / straight","1605","1555","67490","66530"
"In post","2023","30-39","No function","G6","LGBO","165","160","66860","66490"
"In post","2023","30-39","No function","G6","Undeclared","190","185","67680","67780"
"In post","2023","30-39","No function","G6","Unknown","395","380","68220","66530"
"In post","2023","30-39","No function","G7","Heterosexual / straight","4545","4445","56010","55370"
"In post","2023","30-39","No function","G7","LGBO","515","510","55550","55120"
"In post","2023","30-39","No function","G7","Undeclared","590","580","55660","55060"
"In post","2023","30-39","No function","G7","Unknown","1175","1160","56290","55740"
"In post","2023","30-39","No function","HEO","Heterosexual / straight","7905","7655","34730","34520"
"In post","2023","30-39","No function","HEO","LGBO","710","700","34760","34450"
"In post","2023","30-39","No function","HEO","Undeclared","685","670","34790","34400"
"In post","2023","30-39","No function","HEO","Unknown","1955","1900","35210","35000"
"In post","2023","30-39","No function","SCS level","Heterosexual / straight","425","410","80060","76340"
"In post","2023","30-39","No function","SCS level","LGBO","50","50","79250","75850"
"In post","2023","30-39","No function","SCS level","Undeclared","35","30","79610","76270"
"In post","2023","30-39","No function","SCS level","Unknown","125","125","80940","76480"
"In post","2023","30-39","No function","SEO","Heterosexual / straight","5015","4895","42540","41800"
"In post","2023","30-39","No function","SEO","LGBO","500","495","41670","41360"
"In post","2023","30-39","No function","SEO","Undeclared","575","565","42300","41950"
"In post","2023","30-39","No function","SEO","Unknown","1015","990","42440","42140"
"In post","2023","30-39","No function","Unknown","Heterosexual / straight","3640","3390","30330","29130"
"In post","2023","30-39","No function","Unknown","LGBO","340","330","28570","26840"
"In post","2023","30-39","No function","Unknown","Undeclared","220","205","30900","30810"
"In post","2023","30-39","No function","Unknown","Unknown","775","695","27420","26840"
"In post","2023","30-39","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","AO","Heterosexual / straight","30","30","22810","22220"
"In post","2023","30-39","Project Delivery","AO","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","AO","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","EO","Heterosexual / straight","265","255","27840","27890"
"In post","2023","30-39","Project Delivery","EO","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Project Delivery","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Project Delivery","EO","Unknown","60","60","27930","28120"
"In post","2023","30-39","Project Delivery","G6","Heterosexual / straight","275","265","69110","67890"
"In post","2023","30-39","Project Delivery","G6","LGBO","35","35","70360","70550"
"In post","2023","30-39","Project Delivery","G6","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Project Delivery","G6","Unknown","55","55","69210","67600"
"In post","2023","30-39","Project Delivery","G7","Heterosexual / straight","905","885","54550","55020"
"In post","2023","30-39","Project Delivery","G7","LGBO","90","90","54780","54960"
"In post","2023","30-39","Project Delivery","G7","Undeclared","80","75","53940","54720"
"In post","2023","30-39","Project Delivery","G7","Unknown","235","230","55880","55290"
"In post","2023","30-39","Project Delivery","HEO","Heterosexual / straight","785","755","33960","34170"
"In post","2023","30-39","Project Delivery","HEO","LGBO","65","65","33720","34070"
"In post","2023","30-39","Project Delivery","HEO","Undeclared","65","65","33970","34170"
"In post","2023","30-39","Project Delivery","HEO","Unknown","230","225","34380","34700"
"In post","2023","30-39","Project Delivery","SCS level","Heterosexual / straight","50","50","85020","80840"
"In post","2023","30-39","Project Delivery","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","SEO","Heterosexual / straight","1080","1050","41410","41370"
"In post","2023","30-39","Project Delivery","SEO","LGBO","90","90","41090","41370"
"In post","2023","30-39","Project Delivery","SEO","Undeclared","90","90","41900","41800"
"In post","2023","30-39","Project Delivery","SEO","Unknown","250","240","42060","42140"
"In post","2023","30-39","Project Delivery","Unknown","Heterosexual / straight","285","280","42910","42620"
"In post","2023","30-39","Project Delivery","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","Unknown","45","45","38630","41020"
"In post","2023","30-39","Property","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","AA","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Property","AO","Heterosexual / straight","115","105","23230","22520"
"In post","2023","30-39","Property","AO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Property","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Property","AO","Unknown","100","95","24530","22520"
"In post","2023","30-39","Property","EO","Heterosexual / straight","155","150","27830","27140"
"In post","2023","30-39","Property","EO","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Property","EO","Undeclared","10","5","[c]","[c]"
"In post","2023","30-39","Property","EO","Unknown","70","70","28880","27380"
"In post","2023","30-39","Property","G6","Heterosexual / straight","30","30","65160","66020"
"In post","2023","30-39","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","G6","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Property","G7","Heterosexual / straight","135","135","54640","55110"
"In post","2023","30-39","Property","G7","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Property","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Property","G7","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Property","HEO","Heterosexual / straight","235","225","33670","33920"
"In post","2023","30-39","Property","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Property","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Property","HEO","Unknown","80","80","34300","33830"
"In post","2023","30-39","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","SEO","Heterosexual / straight","225","220","42130","41800"
"In post","2023","30-39","Property","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Property","SEO","Undeclared","15","10","[c]","[c]"
"In post","2023","30-39","Property","SEO","Unknown","60","60","44330","43790"
"In post","2023","30-39","Property","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","AA","Heterosexual / straight","195","190","22840","21380"
"In post","2023","30-39","Security","AA","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Security","AA","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Security","AA","Unknown","100","95","24090","24380"
"In post","2023","30-39","Security","AO","Heterosexual / straight","395","390","33890","34390"
"In post","2023","30-39","Security","AO","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Security","AO","Undeclared","40","40","35650","40880"
"In post","2023","30-39","Security","AO","Unknown","225","225","35120","36010"
"In post","2023","30-39","Security","EO","Heterosexual / straight","175","170","32230","28540"
"In post","2023","30-39","Security","EO","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Security","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Security","EO","Unknown","60","60","31420","28120"
"In post","2023","30-39","Security","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","G6","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Security","G7","Heterosexual / straight","95","95","56070","55780"
"In post","2023","30-39","Security","G7","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Security","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Security","G7","Unknown","35","35","56710","56430"
"In post","2023","30-39","Security","HEO","Heterosexual / straight","180","180","35790","34300"
"In post","2023","30-39","Security","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Security","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Security","HEO","Unknown","50","45","36290","35970"
"In post","2023","30-39","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","SEO","Heterosexual / straight","100","100","42520","42510"
"In post","2023","30-39","Security","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Security","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Security","SEO","Unknown","35","35","43110","43500"
"In post","2023","30-39","Security","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","AA","Heterosexual / straight","185","170","23730","23340"
"In post","2023","30-39","Unknown","AA","LGBO","30","30","[c]","[c]"
"In post","2023","30-39","Unknown","AA","Undeclared","15","10","[c]","[c]"
"In post","2023","30-39","Unknown","AA","Unknown","290","270","22980","22180"
"In post","2023","30-39","Unknown","AO","Heterosexual / straight","295","285","26000","25620"
"In post","2023","30-39","Unknown","AO","LGBO","35","35","25570","25710"
"In post","2023","30-39","Unknown","AO","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","AO","Unknown","160","155","27080","26600"
"In post","2023","30-39","Unknown","EO","Heterosexual / straight","845","800","30170","30440"
"In post","2023","30-39","Unknown","EO","LGBO","100","95","29760","29450"
"In post","2023","30-39","Unknown","EO","Undeclared","55","55","29660","29450"
"In post","2023","30-39","Unknown","EO","Unknown","385","370","30160","29100"
"In post","2023","30-39","Unknown","G6","Heterosexual / straight","175","170","72380","70920"
"In post","2023","30-39","Unknown","G6","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","G6","Unknown","50","50","71830","70920"
"In post","2023","30-39","Unknown","G7","Heterosexual / straight","785","755","57070","55850"
"In post","2023","30-39","Unknown","G7","LGBO","90","85","57810","56700"
"In post","2023","30-39","Unknown","G7","Undeclared","65","65","59220","59480"
"In post","2023","30-39","Unknown","G7","Unknown","280","275","55680","54870"
"In post","2023","30-39","Unknown","HEO","Heterosexual / straight","1080","1040","36310","36330"
"In post","2023","30-39","Unknown","HEO","LGBO","135","135","36010","34730"
"In post","2023","30-39","Unknown","HEO","Undeclared","85","85","36360","36330"
"In post","2023","30-39","Unknown","HEO","Unknown","420","405","35370","34730"
"In post","2023","30-39","Unknown","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","SEO","Heterosexual / straight","1000","960","44840","43660"
"In post","2023","30-39","Unknown","SEO","LGBO","130","130","44450","42860"
"In post","2023","30-39","Unknown","SEO","Undeclared","75","70","44750","43710"
"In post","2023","30-39","Unknown","SEO","Unknown","325","320","44070","42860"
"In post","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Unknown","375","375","42160","41300"
"In post","2023","40-49","Analysis","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","EO","Heterosexual / straight","70","70","27410","26950"
"In post","2023","40-49","Analysis","EO","LGBO","10","5","[c]","[c]"
"In post","2023","40-49","Analysis","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","EO","Unknown","40","35","26940","25970"
"In post","2023","40-49","Analysis","G6","Heterosexual / straight","235","225","73930","70550"
"In post","2023","40-49","Analysis","G6","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Analysis","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Analysis","G6","Unknown","30","30","69330","69320"
"In post","2023","40-49","Analysis","G7","Heterosexual / straight","525","490","56200","56010"
"In post","2023","40-49","Analysis","G7","LGBO","30","25","[c]","[c]"
"In post","2023","40-49","Analysis","G7","Undeclared","45","45","58540","58010"
"In post","2023","40-49","Analysis","G7","Unknown","130","125","54670","52750"
"In post","2023","40-49","Analysis","HEO","Heterosexual / straight","215","200","33800","33150"
"In post","2023","40-49","Analysis","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","HEO","Undeclared","30","25","[c]","[c]"
"In post","2023","40-49","Analysis","HEO","Unknown","50","50","32490","31270"
"In post","2023","40-49","Analysis","SCS level","Heterosexual / straight","75","70","88860","81900"
"In post","2023","40-49","Analysis","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","SEO","Heterosexual / straight","325","300","41980","41200"
"In post","2023","40-49","Analysis","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Analysis","SEO","Undeclared","30","30","42860","43080"
"In post","2023","40-49","Analysis","SEO","Unknown","90","85","40250","39240"
"In post","2023","40-49","Commercial","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","AO","Heterosexual / straight","40","35","23680","22700"
"In post","2023","40-49","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","AO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","EO","Heterosexual / straight","100","95","27780","27190"
"In post","2023","40-49","Commercial","EO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","EO","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Commercial","G6","Heterosexual / straight","190","185","73940","71010"
"In post","2023","40-49","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","Commercial","G6","Unknown","55","50","74330","70410"
"In post","2023","40-49","Commercial","G7","Heterosexual / straight","380","370","58370","56000"
"In post","2023","40-49","Commercial","G7","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Commercial","G7","Undeclared","35","35","55240","56000"
"In post","2023","40-49","Commercial","G7","Unknown","100","100","60740","56820"
"In post","2023","40-49","Commercial","HEO","Heterosexual / straight","225","215","33500","33830"
"In post","2023","40-49","Commercial","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","HEO","Undeclared","25","20","[c]","[c]"
"In post","2023","40-49","Commercial","HEO","Unknown","30","30","[c]","[c]"
"In post","2023","40-49","Commercial","SCS level","Heterosexual / straight","90","90","109130","102650"
"In post","2023","40-49","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Commercial","SEO","Heterosexual / straight","360","350","41860","41780"
"In post","2023","40-49","Commercial","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","SEO","Undeclared","40","35","41780","42050"
"In post","2023","40-49","Commercial","SEO","Unknown","65","65","41080","40750"
"In post","2023","40-49","Commercial","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Communications","EO","Heterosexual / straight","55","50","28570","27470"
"In post","2023","40-49","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Communications","EO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Communications","G6","Heterosexual / straight","80","80","68960","68310"
"In post","2023","40-49","Communications","G6","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","G6","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","Communications","G7","Heterosexual / straight","180","175","56530","55840"
"In post","2023","40-49","Communications","G7","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Communications","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Communications","G7","Unknown","50","50","55510","55900"
"In post","2023","40-49","Communications","HEO","Heterosexual / straight","130","120","35550","34660"
"In post","2023","40-49","Communications","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Communications","HEO","Unknown","35","35","35890","35000"
"In post","2023","40-49","Communications","SCS level","Heterosexual / straight","45","45","91140","86700"
"In post","2023","40-49","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Communications","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Communications","SEO","Heterosexual / straight","230","215","42370","41960"
"In post","2023","40-49","Communications","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Communications","SEO","Undeclared","20","15","[c]","[c]"
"In post","2023","40-49","Communications","SEO","Unknown","50","45","42910","42510"
"In post","2023","40-49","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","AO","Heterosexual / straight","255","225","23210","22520"
"In post","2023","40-49","Counter Fraud","AO","LGBO","20","15","[c]","[c]"
"In post","2023","40-49","Counter Fraud","AO","Undeclared","40","35","23000","22520"
"In post","2023","40-49","Counter Fraud","AO","Unknown","95","80","23110","22520"
"In post","2023","40-49","Counter Fraud","EO","Heterosexual / straight","970","910","28970","28120"
"In post","2023","40-49","Counter Fraud","EO","LGBO","55","55","28900","28120"
"In post","2023","40-49","Counter Fraud","EO","Undeclared","115","110","28700","28120"
"In post","2023","40-49","Counter Fraud","EO","Unknown","310","290","29370","28130"
"In post","2023","40-49","Counter Fraud","G6","Heterosexual / straight","75","75","71550","71300"
"In post","2023","40-49","Counter Fraud","G6","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","G6","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","G7","Heterosexual / straight","175","170","58650","57970"
"In post","2023","40-49","Counter Fraud","G7","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Counter Fraud","G7","Unknown","35","30","58300","57970"
"In post","2023","40-49","Counter Fraud","HEO","Heterosexual / straight","730","705","35700","35000"
"In post","2023","40-49","Counter Fraud","HEO","LGBO","40","40","35510","34700"
"In post","2023","40-49","Counter Fraud","HEO","Undeclared","75","75","36430","35000"
"In post","2023","40-49","Counter Fraud","HEO","Unknown","240","230","36190","35000"
"In post","2023","40-49","Counter Fraud","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SEO","Heterosexual / straight","315","310","42730","42510"
"In post","2023","40-49","Counter Fraud","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SEO","Undeclared","45","45","43120","42510"
"In post","2023","40-49","Counter Fraud","SEO","Unknown","80","80","42770","42510"
"In post","2023","40-49","Debt","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","AO","Heterosexual / straight","655","560","22360","22520"
"In post","2023","40-49","Debt","AO","LGBO","35","30","22390","22520"
"In post","2023","40-49","Debt","AO","Undeclared","65","60","22540","22520"
"In post","2023","40-49","Debt","AO","Unknown","310","270","22700","22520"
"In post","2023","40-49","Debt","EO","Heterosexual / straight","185","170","28520","28120"
"In post","2023","40-49","Debt","EO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Debt","EO","Undeclared","25","20","[c]","[c]"
"In post","2023","40-49","Debt","EO","Unknown","65","60","28920","28130"
"In post","2023","40-49","Debt","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Debt","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","HEO","Heterosexual / straight","45","40","34760","34400"
"In post","2023","40-49","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Debt","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","AO","Heterosexual / straight","95","85","22660","22220"
"In post","2023","40-49","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","AO","Unknown","20","15","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","EO","Heterosexual / straight","500","480","28480","28120"
"In post","2023","40-49","Digital, Data & Technology","EO","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","EO","Undeclared","85","80","29020","28120"
