"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HEO","Heterosexual / straight","35","[c]","33790","33830"
"New entrant CS","2023","40-49","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","AO","Heterosexual / straight","35","[c]","21010","20980"
"New entrant CS","2023","40-49","Legal","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","G7","Heterosexual / straight","60","[c]","53030","52600"
"New entrant CS","2023","40-49","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SEO","Heterosexual / straight","35","[c]","39890","38760"
"New entrant CS","2023","40-49","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","AA","Heterosexual / straight","225","[c]","22400","23230"
"New entrant CS","2023","40-49","No function","AA","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","AA","Unknown","150","[c]","22470","23230"
"New entrant CS","2023","40-49","No function","AO","Heterosexual / straight","1195","[c]","24960","22520"
"New entrant CS","2023","40-49","No function","AO","LGBO","65","[c]","25600","22520"
"New entrant CS","2023","40-49","No function","AO","Undeclared","55","[c]","24620","22520"
"New entrant CS","2023","40-49","No function","AO","Unknown","1050","[c]","24190","22500"
"New entrant CS","2023","40-49","No function","EO","Heterosexual / straight","435","[c]","27630","27080"
"New entrant CS","2023","40-49","No function","EO","LGBO","35","[c]","27810","27650"
"New entrant CS","2023","40-49","No function","EO","Undeclared","30","[c]","27570","26940"
"New entrant CS","2023","40-49","No function","EO","Unknown","535","[c]","27130","25880"
"New entrant CS","2023","40-49","No function","G6","Heterosexual / straight","40","[c]","69510","65780"
"New entrant CS","2023","40-49","No function","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","G6","Unknown","40","[c]","71440","69490"
"New entrant CS","2023","40-49","No function","G7","Heterosexual / straight","190","[c]","59980","55820"
"New entrant CS","2023","40-49","No function","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","G7","Unknown","60","[c]","55550","54960"
"New entrant CS","2023","40-49","No function","HEO","Heterosexual / straight","250","[c]","34060","33200"
"New entrant CS","2023","40-49","No function","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HEO","Unknown","140","[c]","34190","33730"
"New entrant CS","2023","40-49","No function","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","SCS level","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","SEO","Heterosexual / straight","255","[c]","44000","43400"
"New entrant CS","2023","40-49","No function","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","SEO","Unknown","100","[c]","41910","41280"
"New entrant CS","2023","40-49","No function","Unknown","Heterosexual / straight","390","[c]","23860","23640"
"New entrant CS","2023","40-49","No function","Unknown","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Unknown","Unknown","155","[c]","23960","23640"
"New entrant CS","2023","40-49","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","G7","Heterosexual / straight","60","[c]","52110","52000"
"New entrant CS","2023","40-49","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","HEO","Heterosexual / straight","55","[c]","33830","33830"
"New entrant CS","2023","40-49","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","SEO","Heterosexual / straight","55","[c]","40640","41000"
"New entrant CS","2023","40-49","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","HEO","Heterosexual / straight","35","[c]","34040","33830"
"New entrant CS","2023","40-49","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","AA","Heterosexual / straight","30","[c]","25600","27500"
"New entrant CS","2023","40-49","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","AA","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","AO","Unknown","35","[c]","34180","36510"
"New entrant CS","2023","40-49","Security","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AA","Heterosexual / straight","35","[c]","22180","22180"
"New entrant CS","2023","40-49","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AA","Unknown","120","[c]","22430","22180"
"New entrant CS","2023","40-49","Unknown","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","EO","Heterosexual / straight","120","[c]","28960","29100"
"New entrant CS","2023","40-49","Unknown","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","EO","Unknown","85","[c]","29500","29100"
"New entrant CS","2023","40-49","Unknown","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","G7","Heterosexual / straight","45","[c]","54090","52900"
"New entrant CS","2023","40-49","Unknown","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","G7","Unknown","40","[c]","56480","54870"
"New entrant CS","2023","40-49","Unknown","HEO","Heterosexual / straight","65","[c]","35260","34730"
"New entrant CS","2023","40-49","Unknown","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HEO","Unknown","65","[c]","35180","35020"
"New entrant CS","2023","40-49","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","SEO","Heterosexual / straight","75","[c]","43030","41700"
"New entrant CS","2023","40-49","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","SEO","Unknown","45","[c]","44320","41640"
"New entrant CS","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","AO","Heterosexual / straight","30","[c]","23140","21690"
"New entrant CS","2023","50-59","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Debt","AO","Heterosexual / straight","95","[c]","22320","21690"
"New entrant CS","2023","50-59","Debt","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Debt","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Debt","AO","Unknown","75","[c]","22800","22520"
"New entrant CS","2023","50-59","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","AO","Unknown","10","[c]","[c]","[c]"
