"Status","Year","Ethnicity","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Analysis","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Glasgow City","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Greater Manchester South West","25","25","[c]","[c]"
"In post","2023","Asian","Analysis","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Hackney and Newham","35","35","47100","45050"
"In post","2023","Asian","Analysis","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Leeds","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Manchester","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Monmouthshire and Newport","35","35","36840","37690"
"In post","2023","Asian","Analysis","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Nottingham","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Sheffield","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South Hampshire","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tower Hamlets","140","140","43630","40000"
"In post","2023","Asian","Analysis","Tyneside","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Westminster","325","320","46220","43190"
"In post","2023","Asian","Analysis","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wolverhampton","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","York","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Birmingham","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Coventry","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Croydon","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester South West","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Leeds","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Manchester","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Milton Keynes","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Sheffield","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Staffordshire CC","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tower Hamlets","40","40","44420","38680"
"In post","2023","Asian","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Westminster","165","165","53490","45130"
"In post","2023","Asian","Commercial","Wiltshire","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","York","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Essex Thames Gateway","[c]","[c]","[c]","[c]"
