"Status","Year","Profession_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data and Technology","London","Female","Heterosexual / straight","1235","1195","51540","49170"
"In post","2023","Digital, Data and Technology","London","Female","LGBO","125","125","52490","54660"
"In post","2023","Digital, Data and Technology","London","Female","Undeclared","175","165","51310","47940"
"In post","2023","Digital, Data and Technology","London","Female","Unknown","445","435","48130","43650"
"In post","2023","Digital, Data and Technology","London","Male","Heterosexual / straight","2085","2065","53140","53270"
"In post","2023","Digital, Data and Technology","London","Male","LGBO","190","190","52730","55020"
"In post","2023","Digital, Data and Technology","London","Male","Undeclared","285","280","51930","50690"
"In post","2023","Digital, Data and Technology","London","Male","Unknown","760","755","48980","43760"
"In post","2023","Digital, Data and Technology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Outside London","Female","Heterosexual / straight","4320","4095","41380","38470"
"In post","2023","Digital, Data and Technology","Outside London","Female","LGBO","335","330","39860","37300"
"In post","2023","Digital, Data and Technology","Outside London","Female","Undeclared","515","490","41690","38840"
"In post","2023","Digital, Data and Technology","Outside London","Female","Unknown","970","920","41040","37760"
"In post","2023","Digital, Data and Technology","Outside London","Male","Heterosexual / straight","7720","7595","43420","40470"
"In post","2023","Digital, Data and Technology","Outside London","Male","LGBO","430","425","39970","37350"
"In post","2023","Digital, Data and Technology","Outside London","Male","Undeclared","1130","1110","42400","39550"
"In post","2023","Digital, Data and Technology","Outside London","Male","Unknown","2360","2325","42280","38470"
"In post","2023","Digital, Data and Technology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","London","Female","Heterosexual / straight","405","390","52860","55020"
"In post","2023","Economics","London","Female","LGBO","40","40","47780","43840"
"In post","2023","Economics","London","Female","Undeclared","45","40","48680","50890"
"In post","2023","Economics","London","Female","Unknown","105","105","46740","43170"
"In post","2023","Economics","London","Male","Heterosexual / straight","680","675","52190","54670"
"In post","2023","Economics","London","Male","LGBO","75","75","50630","53840"
"In post","2023","Economics","London","Male","Undeclared","80","75","56800","56340"
"In post","2023","Economics","London","Male","Unknown","185","185","49640","43320"
"In post","2023","Economics","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Outside London","Female","Heterosexual / straight","150","145","42750","38070"
"In post","2023","Economics","Outside London","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Economics","Outside London","Female","Undeclared","20","15","[c]","[c]"
"In post","2023","Economics","Outside London","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Economics","Outside London","Male","Heterosexual / straight","230","230","43090","37680"
"In post","2023","Economics","Outside London","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Economics","Outside London","Male","Undeclared","30","30","42650","35330"
"In post","2023","Economics","Outside London","Male","Unknown","60","55","42160","35000"
"In post","2023","Economics","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","London","Female","Heterosexual / straight","940","895","50340","45510"
"In post","2023","Finance","London","Female","LGBO","30","30","48110","45140"
"In post","2023","Finance","London","Female","Undeclared","95","95","47100","43180"
"In post","2023","Finance","London","Female","Unknown","215","210","48060","43750"
"In post","2023","Finance","London","Male","Heterosexual / straight","930","920","53500","50380"
"In post","2023","Finance","London","Male","LGBO","65","65","50740","49470"
"In post","2023","Finance","London","Male","Undeclared","125","120","52270","48560"
"In post","2023","Finance","London","Male","Unknown","230","230","49470","43650"
"In post","2023","Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outside London","Female","Heterosexual / straight","3285","3070","39110","35000"
"In post","2023","Finance","Outside London","Female","LGBO","110","105","37410","34270"
"In post","2023","Finance","Outside London","Female","Undeclared","325","295","38900","34960"
"In post","2023","Finance","Outside London","Female","Unknown","555","520","36040","32040"
"In post","2023","Finance","Outside London","Male","Heterosexual / straight","2375","2325","42540","38470"
"In post","2023","Finance","Outside London","Male","LGBO","120","115","40450","34990"
"In post","2023","Finance","Outside London","Male","Undeclared","280","270","41600","38020"
"In post","2023","Finance","Outside London","Male","Unknown","475","465","38410","34970"
"In post","2023","Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Finance","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Outside London","Female","Heterosexual / straight","105","95","33680","34370"
"In post","2023","Geography","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Geography","Outside London","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Geography","Outside London","Female","Unknown","40","35","29160","27610"
"In post","2023","Geography","Outside London","Male","Heterosexual / straight","200","195","34380","34370"
"In post","2023","Geography","Outside London","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Geography","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Geography","Outside London","Male","Unknown","85","85","30980","29880"
"In post","2023","Geography","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","London","Female","Heterosexual / straight","1565","1500","48960","43760"
"In post","2023","Human Resources","London","Female","LGBO","90","85","47370","43390"
"In post","2023","Human Resources","London","Female","Undeclared","130","130","47500","43650"
"In post","2023","Human Resources","London","Female","Unknown","245","240","44950","40840"
"In post","2023","Human Resources","London","Male","Heterosexual / straight","640","630","49680","43790"
"In post","2023","Human Resources","London","Male","LGBO","90","90","55130","55500"
"In post","2023","Human Resources","London","Male","Undeclared","75","75","45790","40910"
"In post","2023","Human Resources","London","Male","Unknown","115","115","45980","40810"
"In post","2023","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Outside London","Female","Heterosexual / straight","4805","4505","37620","34300"
"In post","2023","Human Resources","Outside London","Female","LGBO","205","200","35850","32570"
"In post","2023","Human Resources","Outside London","Female","Undeclared","365","345","34720","33020"
"In post","2023","Human Resources","Outside London","Female","Unknown","660","620","34490","31920"
"In post","2023","Human Resources","Outside London","Male","Heterosexual / straight","2700","2645","36810","34000"
"In post","2023","Human Resources","Outside London","Male","LGBO","200","195","38620","34400"
"In post","2023","Human Resources","Outside London","Male","Undeclared","355","350","35920","33990"
"In post","2023","Human Resources","Outside London","Male","Unknown","490","480","34710","32000"
"In post","2023","Human Resources","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","Female","Heterosexual / straight","40","40","49200","42010"
"In post","2023","Human Resources","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","Female","Unknown","125","120","56720","56530"
"In post","2023","Human Resources","Overseas","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Human Resources","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","Male","Unknown","50","50","64080","63050"
"In post","2023","Human Resources","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Female","Heterosexual / straight","70","70","64540","59460"
"In post","2023","Inspector of Education and Training","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","Female","Heterosexual / straight","630","615","63660","52750"
"In post","2023","Inspector of Education and Training","Outside London","Female","LGBO","35","35","63530","66170"
"In post","2023","Inspector of Education and Training","Outside London","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","Male","Heterosexual / straight","230","225","73410","77470"
"In post","2023","Inspector of Education and Training","Outside London","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","London","Female","Heterosexual / straight","345","325","38690","34940"
"In post","2023","Intelligence Analysis","London","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Intelligence Analysis","London","Female","Undeclared","55","50","35850","32520"
"In post","2023","Intelligence Analysis","London","Female","Unknown","85","80","39190","37850"
"In post","2023","Intelligence Analysis","London","Male","Heterosexual / straight","520","510","42440","38680"
"In post","2023","Intelligence Analysis","London","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Intelligence Analysis","London","Male","Undeclared","90","85","41970","39180"
"In post","2023","Intelligence Analysis","London","Male","Unknown","105","105","41690","38610"
"In post","2023","Intelligence Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
