"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Office and Procurator Fiscal Service","SEO/HEO","35","30","39020","37940"
"In post","2023","60-64","Crown Prosecution Service","AA/AO","110","100","23570","22870"
"In post","2023","60-64","Crown Prosecution Service","EO","90","75","29190","28850"
"In post","2023","60-64","Crown Prosecution Service","G6/G7","245","205","62350","62350"
"In post","2023","60-64","Crown Prosecution Service","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","SEO/HEO","45","40","36310","35000"
"In post","2023","60-64","Defence Electronics and Components Agency","AA/AO","15","10","22510","22210"
"In post","2023","60-64","Defence Electronics and Components Agency","EO","40","40","29340","30060"
"In post","2023","60-64","Defence Electronics and Components Agency","SEO/HEO","10","10","35050","34680"
"In post","2023","60-64","Defence Equipment and Support","AA/AO","145","130","22650","21810"
"In post","2023","60-64","Defence Equipment and Support","EO","80","75","28540","28600"
"In post","2023","60-64","Defence Equipment and Support","G6/G7","180","155","59780","56670"
"In post","2023","60-64","Defence Equipment and Support","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","SEO/HEO","590","535","39650","39500"
"In post","2023","60-64","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Science and Technology Laboratory","EO","10","10","[c]","[c]"
"In post","2023","60-64","Defence Science and Technology Laboratory","G6/G7","160","135","55420","50920"
"In post","2023","60-64","Defence Science and Technology Laboratory","SEO/HEO","120","105","36100","39890"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","40","35","29570","29210"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","80","70","63190","61090"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","75","65","40120","37470"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","15","15","63630","63110"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","10","10","40460","40410"
"In post","2023","60-64","Department for Education (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","EO","30","30","28110","26940"
"In post","2023","60-64","Department for Education (excl. agencies)","G6/G7","125","115","60230","59120"
"In post","2023","60-64","Department for Education (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","SEO/HEO","115","105","38020","37590"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","25","20","24260","25340"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","40","35","27360","26630"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","100","95","55820","55230"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","10","5","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","105","100","36420","37300"
"In post","2023","60-64","Department for International Trade","AA/AO","5","5","[c]","[c]"
"In post","2023","60-64","Department for International Trade","EO","15","15","30390","30930"
"In post","2023","60-64","Department for International Trade","G6/G7","40","40","61160","61210"
"In post","2023","60-64","Department for International Trade","SCS level","10","10","88750","78590"
"In post","2023","60-64","Department for International Trade","SEO/HEO","60","60","41800","42040"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","15","15","30460","30660"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","45","40","60380","58860"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","60","55","38850","38450"
"In post","2023","60-64","Department for Transport (excl. agencies)","AA/AO","25","25","32650","34390"
"In post","2023","60-64","Department for Transport (excl. agencies)","EO","25","25","30630","31210"
"In post","2023","60-64","Department for Transport (excl. agencies)","G6/G7","45","45","67870","62660"
"In post","2023","60-64","Department for Transport (excl. agencies)","SCS level","10","5","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","SEO/HEO","40","40","41530","41530"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","AA/AO","3590","2820","22000","21690"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","EO","5175","3970","28770","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","G6/G7","290","235","58340","55150"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","SCS level","20","15","93530","91070"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","SEO/HEO","1195","935","36790","34970"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","EO","20","20","27940","27510"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","G6/G7","50","45","62440","59350"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","SCS level","10","10","105320","106000"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","SEO/HEO","40","35","38370","38120"
"In post","2023","60-64","Disclosure Scotland","AA/AO","20","20","24930","24890"
"In post","2023","60-64","Disclosure Scotland","EO","5","5","[c]","[c]"
"In post","2023","60-64","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","AA/AO","415","295","21090","22500"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","EO","75","60","27560","27450"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","G6/G7","25","20","64030","60030"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","SEO/HEO","70","60","39090","35740"
"In post","2023","60-64","Driver and Vehicle Standards Agency","AA/AO","175","155","25870","27490"
"In post","2023","60-64","Driver and Vehicle Standards Agency","EO","420","365","28860","27450"
"In post","2023","60-64","Driver and Vehicle Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","SEO/HEO","110","100","36280","34810"
"In post","2023","60-64","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Education Scotland","G6/G7","25","20","77730","81110"
"In post","2023","60-64","Education Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","SEO/HEO","20","20","38910","38210"
"In post","2023","60-64","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Estyn","G6/G7","10","5","[c]","[c]"
"In post","2023","60-64","FCDO Services","AA/AO","15","15","28950","26100"
"In post","2023","60-64","FCDO Services","EO","10","10","29930","29400"
"In post","2023","60-64","FCDO Services","G6/G7","20","15","63910","58880"
"In post","2023","60-64","FCDO Services","SEO/HEO","45","45","43740","43720"
"In post","2023","60-64","Food Standards Agency","EO","75","70","28780","28090"
"In post","2023","60-64","Food Standards Agency","G6/G7","10","10","58160","57250"
"In post","2023","60-64","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","SEO/HEO","40","35","36430","36990"
"In post","2023","60-64","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Scotland","EO","15","10","31940","31940"
"In post","2023","60-64","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Scotland","SEO/HEO","10","10","43200","49860"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","30","30","27330","27880"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","EO","50","45","31810","32630"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","105","100","64430","63720"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","40","40","97290","96000"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","95","90","41060","40810"
"In post","2023","60-64","Forestry and Land Scotland","AA/AO","65","55","28660","29560"
"In post","2023","60-64","Forestry and Land Scotland","EO","20","15","34550","33260"
"In post","2023","60-64","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Forestry and Land Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Forestry and Land Scotland","SEO/HEO","30","25","43760","41500"
"In post","2023","60-64","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Commercial Organisation","G6/G7","45","40","69320","68080"
"In post","2023","60-64","Government Commercial Organisation","SCS level","15","15","124970","125400"
"In post","2023","60-64","Government Commercial Organisation","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","G6/G7","20","20","57150","57620"
"In post","2023","60-64","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","SEO/HEO","40","35","42370","43240"
"In post","2023","60-64","Government Legal Department","AA/AO","5","5","[c]","[c]"
"In post","2023","60-64","Government Legal Department","EO","10","10","29690","30130"
"In post","2023","60-64","Government Legal Department","G6/G7","70","60","69100","70260"
"In post","2023","60-64","Government Legal Department","SCS level","20","20","92700","86540"
"In post","2023","60-64","Government Legal Department","SEO/HEO","10","10","37110","36050"
"In post","2023","60-64","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Property Agency","G6/G7","15","10","59390","58020"
"In post","2023","60-64","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Property Agency","SEO/HEO","10","5","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","AA/AO","1290","1090","22000","21780"
"In post","2023","60-64","HM Courts and Tribunals Service","EO","220","195","27380","26050"
"In post","2023","60-64","HM Courts and Tribunals Service","G6/G7","50","50","61400","63190"
"In post","2023","60-64","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","SEO/HEO","215","180","39990","38660"
"In post","2023","60-64","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Land Registry","AA/AO","95","80","23600","23390"
"In post","2023","60-64","HM Land Registry","EO","215","150","28380","28080"
"In post","2023","60-64","HM Land Registry","G6/G7","20","15","65980","67290"
"In post","2023","60-64","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Land Registry","SEO/HEO","280","190","37580","34850"
"In post","2023","60-64","HM Prison and Probation Service","AA/AO","2145","1650","27510","25340"
"In post","2023","60-64","HM Prison and Probation Service","EO","580","450","32510","34170"
"In post","2023","60-64","HM Prison and Probation Service","G6/G7","55","50","74900","72480"
"In post","2023","60-64","HM Prison and Probation Service","SCS level","10","10","[c]","[c]"
"In post","2023","60-64","HM Prison and Probation Service","SEO/HEO","470","370","43160","40340"
"In post","2023","60-64","HM Prison and Probation Service","Unknown","1675","1465","31790","29050"
"In post","2023","60-64","HM Revenue and Customs (excl. agencies)","AA/AO","2195","1665","22820","22520"
"In post","2023","60-64","HM Revenue and Customs (excl. agencies)","EO","1220","955","29750","29730"
"In post","2023","60-64","HM Revenue and Customs (excl. agencies)","G6/G7","550","450","64560","63990"
