"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Department for Transport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Outside London","AA/AO","85","75","20820","22500"
"In post","2023","16-19","Department for Transport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Outside London","AA/AO","60","60","21760","21690"
"In post","2023","16-19","Department for Work and Pensions","Outside London","EO","15","15","28120","28120"
"In post","2023","16-19","Department of Health and Social Care","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Outside London","Unknown","25","25","23190","22750"
"In post","2023","16-19","HM Land Registry","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Outside London","AA/AO","170","160","22520","22520"
"In post","2023","16-19","HM Revenue and Customs","Outside London","EO","15","15","27320","27650"
"In post","2023","16-19","HM Revenue and Customs","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","London","AA/AO","20","15","26400","26400"
"In post","2023","16-19","Home Office","London","EO","10","10","[c]","[c]"
"In post","2023","16-19","Home Office","Outside London","AA/AO","85","80","22400","22400"
"In post","2023","16-19","Home Office","Outside London","EO","20","20","25810","25750"
"In post","2023","16-19","Home Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Outside London","AA/AO","175","175","19930","19460"
"In post","2023","16-19","Ministry of Defence","Outside London","EO","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Outside London","Unknown","20","20","19220","18280"
"In post","2023","16-19","Ministry of Defence","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Ministry of Justice","London","AA/AO","15","15","28760","26700"
"In post","2023","16-19","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outside London","AA/AO","295","290","26020","24070"
"In post","2023","16-19","Ministry of Justice","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outside London","Unknown","30","25","19990","19090"
"In post","2023","16-19","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Outside London","AA/AO","75","75","23130","22920"
"In post","2023","16-19","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Outside London","AA/AO","15","10","20880","21200"
"In post","2023","16-19","UK Statistics Authority","Outside London","EO","15","15","24840","24840"
"In post","2023","16-19","Welsh Government","Outside London","AA/AO","10","10","22670","22150"
"In post","2023","20-29","Attorney General's Departments","London","AA/AO","150","145","23820","24480"
"In post","2023","20-29","Attorney General's Departments","London","EO","315","310","28810","28200"
"In post","2023","20-29","Attorney General's Departments","London","G6/G7","110","110","53330","52020"
"In post","2023","20-29","Attorney General's Departments","London","SEO/HEO","190","190","38130","38360"
"In post","2023","20-29","Attorney General's Departments","Outside London","AA/AO","420","415","22700","22870"
"In post","2023","20-29","Attorney General's Departments","Outside London","EO","315","310","27360","26900"
"In post","2023","20-29","Attorney General's Departments","Outside London","G6/G7","85","85","50730","49050"
"In post","2023","20-29","Attorney General's Departments","Outside London","SEO/HEO","145","140","35940","38760"
"In post","2023","20-29","Cabinet Office","London","AA/AO","35","35","25280","25280"
"In post","2023","20-29","Cabinet Office","London","EO","160","155","28310","28370"
"In post","2023","20-29","Cabinet Office","London","G6/G7","305","305","58510","56430"
"In post","2023","20-29","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","London","SEO/HEO","1500","1500","32660","30230"
"In post","2023","20-29","Cabinet Office","Outside London","AA/AO","100","95","21660","21720"
"In post","2023","20-29","Cabinet Office","Outside London","EO","130","125","25370","24860"
"In post","2023","20-29","Cabinet Office","Outside London","G6/G7","80","80","55070","51290"
"In post","2023","20-29","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Outside London","SEO/HEO","605","605","32110","32250"
"In post","2023","20-29","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Unknown","EO","25","25","25340","24610"
"In post","2023","20-29","Cabinet Office","Unknown","G6/G7","10","10","56300","55790"
"In post","2023","20-29","Cabinet Office","Unknown","SEO/HEO","25","25","35630","35240"
"In post","2023","20-29","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","London","EO","20","20","29720","30090"
"In post","2023","20-29","Chancellor's other departments","London","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","London","SEO/HEO","35","35","38800","37690"
"In post","2023","20-29","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Charity Commission","Outside London","AA/AO","10","10","21500","21100"
"In post","2023","20-29","Charity Commission","Outside London","EO","25","25","25330","25300"
"In post","2023","20-29","Charity Commission","Outside London","SEO/HEO","25","25","31250","30170"
"In post","2023","20-29","Competition and Markets Authority","London","AA/AO","20","20","23200","23200"
"In post","2023","20-29","Competition and Markets Authority","London","EO","20","20","27880","27550"
"In post","2023","20-29","Competition and Markets Authority","London","G6/G7","40","40","56820","55130"
"In post","2023","20-29","Competition and Markets Authority","London","SEO/HEO","70","70","35830","34110"
"In post","2023","20-29","Competition and Markets Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","SEO/HEO","15","15","36010","34110"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","AA/AO","25","25","25310","25900"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","EO","120","120","28940","28720"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","G6/G7","585","585","57130","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","1010","1010","39270","41060"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","310","305","21580","21380"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","EO","360","360","26390","25310"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","70","70","52420","50680"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","625","620","35200","33430"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","10","10","34240","34500"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","London","EO","75","75","28330","27780"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","London","G6/G7","165","165","54750","53030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","London","SEO/HEO","320","320","37290","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Outside London","EO","25","25","25240","24780"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","20","20","53160","52760"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","65","65","34060","32560"
"In post","2023","20-29","Department for Education","London","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Education","London","EO","70","70","30080","29530"
"In post","2023","20-29","Department for Education","London","G6/G7","150","150","56300","55020"
"In post","2023","20-29","Department for Education","London","SEO/HEO","300","300","39560","41440"
"In post","2023","20-29","Department for Education","Outside London","AA/AO","15","15","21730","22020"
"In post","2023","20-29","Department for Education","Outside London","EO","245","240","26290","25900"
"In post","2023","20-29","Department for Education","Outside London","G6/G7","120","120","51830","51360"
"In post","2023","20-29","Department for Education","Outside London","SEO/HEO","665","660","34560","33950"
"In post","2023","20-29","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","EO","95","95","28560","29080"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","G6/G7","140","140","54750","54330"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","SEO/HEO","540","540","36320","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","575","560","22590","22150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","EO","430","430","26500","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","60","55","49960","49400"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","545","545","33190","30350"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","EO","120","120","29490","29280"
"In post","2023","20-29","Department for International Trade","London","G6/G7","240","240","56590","55370"
"In post","2023","20-29","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","SEO/HEO","650","650","38420","36260"
"In post","2023","20-29","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Outside London","EO","25","25","25370","25660"
"In post","2023","20-29","Department for International Trade","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Outside London","SEO/HEO","80","80","34140","31920"
"In post","2023","20-29","Department for International Trade","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Overseas","SEO/HEO","20","20","38630","39450"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","EO","75","75","28980","28850"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","G6/G7","195","195","56030","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","SEO/HEO","370","370","37120","35100"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","40","40","21580","21960"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","EO","40","40","26140","25830"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","50","50","50760","49700"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","160","155","33910","31510"
"In post","2023","20-29","Department for Transport","London","AA/AO","15","15","29820","28900"
"In post","2023","20-29","Department for Transport","London","EO","95","95","31650","30920"
"In post","2023","20-29","Department for Transport","London","G6/G7","220","220","56970","55740"
"In post","2023","20-29","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","London","SEO/HEO","465","465","39020","36070"
"In post","2023","20-29","Department for Transport","Outside London","AA/AO","840","795","22020","22500"
"In post","2023","20-29","Department for Transport","Outside London","EO","275","275","27240","26960"
"In post","2023","20-29","Department for Transport","Outside London","G6/G7","30","30","51750","50340"
"In post","2023","20-29","Department for Transport","Outside London","SEO/HEO","315","310","35570","31940"
"In post","2023","20-29","Department for Transport","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","London","AA/AO","165","165","25610","25610"
"In post","2023","20-29","Department for Work and Pensions","London","EO","725","705","32470","32520"
"In post","2023","20-29","Department for Work and Pensions","London","G6/G7","75","75","57740","55150"
"In post","2023","20-29","Department for Work and Pensions","London","SEO/HEO","355","355","39890","39150"
"In post","2023","20-29","Department for Work and Pensions","Outside London","AA/AO","2955","2860","21890","21690"
"In post","2023","20-29","Department for Work and Pensions","Outside London","EO","3650","3580","28270","28120"
"In post","2023","20-29","Department for Work and Pensions","Outside London","G6/G7","95","95","53530","50160"
"In post","2023","20-29","Department for Work and Pensions","Outside London","SEO/HEO","950","945","35380","34170"
"In post","2023","20-29","Department for Work and Pensions","Unknown","AA/AO","15","10","21690","21690"
"In post","2023","20-29","Department for Work and Pensions","Unknown","EO","20","20","28120","28120"
"In post","2023","20-29","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","London","AA/AO","60","55","24670","24630"
"In post","2023","20-29","Department of Health and Social Care","London","EO","285","280","28360","28300"
"In post","2023","20-29","Department of Health and Social Care","London","G6/G7","285","285","56480","54690"
"In post","2023","20-29","Department of Health and Social Care","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","London","SEO/HEO","795","785","37400","34280"
"In post","2023","20-29","Department of Health and Social Care","Outside London","AA/AO","140","135","21530","20880"
"In post","2023","20-29","Department of Health and Social Care","Outside London","EO","195","190","25430","25190"
"In post","2023","20-29","Department of Health and Social Care","Outside London","G6/G7","75","75","51950","50830"
"In post","2023","20-29","Department of Health and Social Care","Outside London","SEO/HEO","370","365","33520","31270"
"In post","2023","20-29","Estyn","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","EO","5","5","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","SEO/HEO","25","25","37280","33820"
"In post","2023","20-29","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Outside London","EO","25","25","26950","26910"
"In post","2023","20-29","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Outside London","SEO/HEO","90","90","35060","33570"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","AA/AO","55","55","28210","28950"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","EO","140","140","31510","31340"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","G6/G7","160","160","55630","55370"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","SEO/HEO","640","640","38590","37870"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Outside London","AA/AO","100","100","25170","25700"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Outside London","EO","120","120","28460","28540"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","85","85","36530","35250"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Outside London","Unknown","30","30","24700","23800"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Overseas","EO","5","5","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Overseas","G6/G7","35","35","53210","53050"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","195","195","34830","33540"
"In post","2023","20-29","HM Land Registry","London","AA/AO","10","10","26760","26760"
"In post","2023","20-29","HM Land Registry","London","EO","25","25","31890","31680"
"In post","2023","20-29","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","London","SEO/HEO","25","20","40290","38410"
"In post","2023","20-29","HM Land Registry","Outside London","AA/AO","415","400","23310","23390"
"In post","2023","20-29","HM Land Registry","Outside London","EO","420","410","28300","28080"
"In post","2023","20-29","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Outside London","SEO/HEO","140","140","36860","34850"
"In post","2023","20-29","HM Revenue and Customs","London","AA/AO","195","190","26900","26920"
"In post","2023","20-29","HM Revenue and Customs","London","EO","395","390","32170","32260"
"In post","2023","20-29","HM Revenue and Customs","London","G6/G7","210","210","63600","63990"
"In post","2023","20-29","HM Revenue and Customs","London","SEO/HEO","715","710","40610","39450"
"In post","2023","20-29","HM Revenue and Customs","Outside London","AA/AO","4160","4010","22530","22520"
"In post","2023","20-29","HM Revenue and Customs","Outside London","EO","2875","2840","27880","27890"
"In post","2023","20-29","HM Revenue and Customs","Outside London","G6/G7","275","275","57130","56870"
"In post","2023","20-29","HM Revenue and Customs","Outside London","SEO/HEO","2645","2630","36200","34700"
"In post","2023","20-29","HM Treasury","London","AA/AO","20","20","23410","23210"
"In post","2023","20-29","HM Treasury","London","EO","110","110","26970","27820"
"In post","2023","20-29","HM Treasury","London","G6/G7","260","260","54830","54090"
"In post","2023","20-29","HM Treasury","London","SEO/HEO","450","450","34590","33820"
"In post","2023","20-29","HM Treasury","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","HM Treasury","Outside London","EO","20","20","25550","25460"
"In post","2023","20-29","HM Treasury","Outside London","G6/G7","15","15","53370","52830"
"In post","2023","20-29","HM Treasury","Outside London","SEO/HEO","50","50","31290","30510"
"In post","2023","20-29","HM Treasury","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","London","AA/AO","375","370","25940","26400"
"In post","2023","20-29","Home Office","London","EO","765","760","29940","29890"
"In post","2023","20-29","Home Office","London","G6/G7","285","285","60240","59290"
"In post","2023","20-29","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","London","SEO/HEO","1055","1055","39170","36530"
"In post","2023","20-29","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Outside London","AA/AO","2025","1955","22370","22400"
"In post","2023","20-29","Home Office","Outside London","EO","2530","2505","26020","25880"
"In post","2023","20-29","Home Office","Outside London","G6/G7","40","40","56230","54380"
"In post","2023","20-29","Home Office","Outside London","SEO/HEO","680","675","33950","32160"
"In post","2023","20-29","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Unknown","AA/AO","10","10","22400","22400"
"In post","2023","20-29","Home Office","Unknown","EO","15","15","25920","25750"
"In post","2023","20-29","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","London","AA/AO","70","65","26760","26560"
"In post","2023","20-29","Ministry of Defence","London","EO","135","135","30240","30370"
"In post","2023","20-29","Ministry of Defence","London","G6/G7","70","70","59280","60220"
"In post","2023","20-29","Ministry of Defence","London","SEO/HEO","560","560","41300","39800"
"In post","2023","20-29","Ministry of Defence","Outside London","AA/AO","2050","2030","23970","22220"
"In post","2023","20-29","Ministry of Defence","Outside London","EO","1180","1170","27270","27140"
"In post","2023","20-29","Ministry of Defence","Outside London","G6/G7","130","130","52790","54440"
"In post","2023","20-29","Ministry of Defence","Outside London","SEO/HEO","2785","2775","34580","33830"
"In post","2023","20-29","Ministry of Defence","Outside London","Unknown","480","475","30410","31530"
"In post","2023","20-29","Ministry of Defence","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Overseas","EO","5","5","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Overseas","SEO/HEO","30","30","50730","50760"
"In post","2023","20-29","Ministry of Defence","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Unknown","Unknown","375","375","32320","33320"
"In post","2023","20-29","Ministry of Justice","London","AA/AO","1085","1070","30700","33800"
"In post","2023","20-29","Ministry of Justice","London","EO","490","485","31230","29660"
"In post","2023","20-29","Ministry of Justice","London","G6/G7","180","180","58440","55720"
"In post","2023","20-29","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","London","SEO/HEO","875","870","39420","36820"
"In post","2023","20-29","Ministry of Justice","London","Unknown","495","485","29500","28580"
"In post","2023","20-29","Ministry of Justice","Outside London","AA/AO","8340","8175","27420","28880"
"In post","2023","20-29","Ministry of Justice","Outside London","EO","1240","1225","29670","28480"
"In post","2023","20-29","Ministry of Justice","Outside London","G6/G7","50","50","53740","51770"
"In post","2023","20-29","Ministry of Justice","Outside London","SEO/HEO","960","950","33790","31270"
"In post","2023","20-29","Ministry of Justice","Outside London","Unknown","3955","3860","25180","24310"
"In post","2023","20-29","Ministry of Justice","Unknown","AA/AO","25","25","25590","24070"
"In post","2023","20-29","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","London","AA/AO","15","15","26550","26550"
