"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Attorney General's Departments","60","60","51100","55850"
"In post","2023","Unknown","Cabinet Office","900","900","30630","30130"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","25","20","66280","65410"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education","210","205","48510","51460"
"In post","2023","Unknown","Department for International Trade","25","25","45650","35010"
"In post","2023","Unknown","Department for Work and Pensions","1295","1225","41870","39150"
"In post","2023","Unknown","Department of Health and Social Care","135","130","50480","53470"
"In post","2023","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","260","250","46830","40260"
"In post","2023","Unknown","HM Revenue and Customs","20","20","38630","35000"
"In post","2023","Unknown","Ministry of Defence","4025","3945","42320","39890"
"In post","2023","Unknown","Northern Ireland Office","135","130","48180","43650"
"In post","2023","Unknown","Office of Gas and Electricity Markets","150","150","42530","35700"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","100","95","52630","52360"
"In post","2023","Unknown","Scottish Government","17510","16780","41560","36330"
"In post","2023","Unknown","Welsh Government","5975","5645","43730","39690"
"Leaver CS","2023","Analysis","Cabinet Office","10","[c]","36230","29250"
"Leaver CS","2023","Analysis","Chancellor's other departments","35","[c]","57870","43120"
"Leaver CS","2023","Analysis","Competition and Markets Authority","20","[c]","48140","50160"
"Leaver CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","25","[c]","36950","33570"
"Leaver CS","2023","Analysis","Department for Digital, Culture, Media and Sport","15","[c]","45230","39620"
"Leaver CS","2023","Analysis","Department for Education","35","[c]","37780","38050"
"Leaver CS","2023","Analysis","Department for Environment, Food and Rural Affairs","40","[c]","33160","29750"
"Leaver CS","2023","Analysis","Department for International Trade","25","[c]","37300","31800"
"Leaver CS","2023","Analysis","Department for Levelling Up, Housing and Communities","35","[c]","36520","33210"
"Leaver CS","2023","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Work and Pensions","20","[c]","35860","38470"
"Leaver CS","2023","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Revenue and Customs","45","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Treasury","50","[c]","34560","25240"
"Leaver CS","2023","Analysis","Home Office","55","[c]","33120","26400"
"Leaver CS","2023","Analysis","Ministry of Defence","225","[c]","35020","30650"
"Leaver CS","2023","Analysis","Ministry of Justice","45","[c]","42350","35500"
"Leaver CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","20","[c]","36230","34730"
"Leaver CS","2023","Analysis","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Statistics Authority","140","[c]","31750","30880"
"Leaver CS","2023","Analysis","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Cabinet Office","220","[c]","67520","65500"
"Leaver CS","2023","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","20","[c]","42730","42460"
"Leaver CS","2023","Commercial","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Education","35","[c]","42450","38050"
"Leaver CS","2023","Commercial","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Transport","20","[c]","37750","34350"
"Leaver CS","2023","Commercial","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Foreign, Commonwealth and Development Office","10","[c]","35360","32750"
"Leaver CS","2023","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Home Office","10","[c]","39000","42350"
"Leaver CS","2023","Commercial","Ministry of Defence","165","[c]","41320","38130"
"Leaver CS","2023","Commercial","Ministry of Justice","25","[c]","35680","35410"
"Leaver CS","2023","Commercial","Scottish Government","15","[c]","27910","25060"
"Leaver CS","2023","Commercial","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Export Finance","30","[c]","52230","43000"
"Leaver CS","2023","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Attorney General's Departments","10","[c]","36810","31920"
"Leaver CS","2023","Communications","Cabinet Office","65","[c]","44280","41690"
"Leaver CS","2023","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy","30","[c]","39950","34120"
"Leaver CS","2023","Communications","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Education","30","[c]","39260","37870"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs","35","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for International Trade","10","[c]","43490","41550"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities","20","[c]","42850","37970"
"Leaver CS","2023","Communications","Department for Transport","15","[c]","35720","31660"
"Leaver CS","2023","Communications","Department for Work and Pensions","15","[c]","40890","41880"
"Leaver CS","2023","Communications","Department of Health and Social Care","10","[c]","40880","37640"
"Leaver CS","2023","Communications","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Home Office","20","[c]","46910","44850"
"Leaver CS","2023","Communications","Ministry of Defence","45","[c]","42780","40580"
"Leaver CS","2023","Communications","Ministry of Justice","20","[c]","39360","38820"
"Leaver CS","2023","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","15","[c]","40730","38000"
"Leaver CS","2023","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","10","[c]","75350","42000"
"Leaver CS","2023","Communications","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Attorney General's Departments","35","[c]","47650","42210"
"Leaver CS","2023","Counter Fraud","Cabinet Office","15","[c]","43640","34550"
"Leaver CS","2023","Counter Fraud","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","20","[c]","32320","27460"
"Leaver CS","2023","Counter Fraud","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","395","[c]","27630","28120"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","425","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","335","[c]","22630","21690"
"Leaver CS","2023","Debt","HM Revenue and Customs","510","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","20","[c]","37370","31870"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","225","[c]","48420","54700"
"Leaver CS","2023","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Competition and Markets Authority","15","[c]","58050","53530"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","170","[c]","37020","35230"
"Leaver CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","120","[c]","43770","40480"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","90","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","25","[c]","48180","51970"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","20","[c]","40750","40160"
"Leaver CS","2023","Digital, Data & Technology","Department for Transport","65","[c]","39040","37340"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions","335","[c]","46260","40670"
"Leaver CS","2023","Digital, Data & Technology","Department of Health and Social Care","20","[c]","48910","42180"
"Leaver CS","2023","Digital, Data & Technology","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","15","[c]","40460","40430"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","100","[c]","40260","39460"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","235","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","150","[c]","47240","42200"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","245","[c]","36380","33630"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","145","[c]","51990","54270"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","20","[c]","48390","43290"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","10","[c]","43770","40850"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","20","[c]","48790","46340"
"Leaver CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Government","15","[c]","38190","38880"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","20","[c]","37030","32710"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","15","[c]","54630","43000"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","85","[c]","40290","37690"
"Leaver CS","2023","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office","25","[c]","39810","34550"
"Leaver CS","2023","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy","25","[c]","43300","44520"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education","30","[c]","52070","48620"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities","15","[c]","48080","45630"
"Leaver CS","2023","Finance","Department for Transport","40","[c]","40110","32240"
"Leaver CS","2023","Finance","Department for Work and Pensions","135","[c]","38530","35310"
"Leaver CS","2023","Finance","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","180","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Treasury","20","[c]","43850","45770"
"Leaver CS","2023","Finance","Home Office","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Defence","220","[c]","40540","36140"
"Leaver CS","2023","Finance","Ministry of Justice","55","[c]","42970","42110"
"Leaver CS","2023","Finance","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scottish Government","10","[c]","42160","41490"
"Leaver CS","2023","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","200","[c]","23840","22150"
"Leaver CS","2023","Human Resources","Attorney General's Departments","20","[c]","34100","31180"
"Leaver CS","2023","Human Resources","Cabinet Office","105","[c]","43410","34550"
"Leaver CS","2023","Human Resources","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Competition and Markets Authority","10","[c]","50040","49350"
"Leaver CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","50","[c]","45200","43320"
"Leaver CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Education","15","[c]","37190","34710"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for International Trade","10","[c]","45610","44940"
"Leaver CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","10","[c]","49930","47870"
"Leaver CS","2023","Human Resources","Department for Transport","30","[c]","32500","30730"
"Leaver CS","2023","Human Resources","Department for Work and Pensions","85","[c]","36100","34090"
"Leaver CS","2023","Human Resources","Department of Health and Social Care","15","[c]","44130","33720"
"Leaver CS","2023","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","15","[c]","38500","38550"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","55","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","15","[c]","36280","25460"
"Leaver CS","2023","Human Resources","Home Office","30","[c]","52550","57430"
"Leaver CS","2023","Human Resources","Ministry of Defence","815","[c]","31440","27470"
"Leaver CS","2023","Human Resources","Ministry of Justice","80","[c]","38840","33910"
"Leaver CS","2023","Human Resources","National Crime Agency","10","[c]","46470","45480"
"Leaver CS","2023","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","10","[c]","32790","27140"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","15","[c]","44700","42590"
"Leaver CS","2023","Human Resources","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","20","[c]","39290","33360"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Treasury","40","[c]","49470","44940"
"Leaver CS","2023","Internal Audit","Ministry of Defence","15","[c]","41350","36140"
"Leaver CS","2023","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Attorney General's Departments","680","[c]","44120","43920"
"Leaver CS","2023","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Competition and Markets Authority","20","[c]","63810","66900"
"Leaver CS","2023","Legal","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Land Registry","25","[c]","45300","37190"
"Leaver CS","2023","Legal","HM Revenue and Customs","40","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Ministry of Justice","15","[c]","39940","37680"
"Leaver CS","2023","Legal","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Office of Gas and Electricity Markets","10","[c]","61500","62550"
"Leaver CS","2023","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scottish Government","25","[c]","62440","62170"
"Leaver CS","2023","Legal","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","UK Supreme Court","15","[c]","40680","37230"
"Leaver CS","2023","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Cabinet Office","210","[c]","45900","38170"
"Leaver CS","2023","No function","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Charity Commission","30","[c]","28830","29160"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy","690","[c]","42190","40050"
"Leaver CS","2023","No function","Department for Digital, Culture, Media and Sport","145","[c]","45420","39620"
"Leaver CS","2023","No function","Department for Education","200","[c]","43110","37880"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs","630","[c]","31200","26280"
"Leaver CS","2023","No function","Department for International Trade","130","[c]","44620","39870"
"Leaver CS","2023","No function","Department for Levelling Up, Housing and Communities","270","[c]","42900","36750"
"Leaver CS","2023","No function","Department for Transport","1400","[c]","29970","26780"
"Leaver CS","2023","No function","Department for Work and Pensions","6855","[c]","26780","27570"
"Leaver CS","2023","No function","Department of Health and Social Care","1920","[c]","40870","35810"
"Leaver CS","2023","No function","Food Standards Agency","65","[c]","34960","29270"
"Leaver CS","2023","No function","HM Land Registry","300","[c]","29570","28080"
"Leaver CS","2023","No function","HM Revenue and Customs","2555","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","220","[c]","45760","39050"
"Leaver CS","2023","No function","Home Office","2210","[c]","31090","26730"
"Leaver CS","2023","No function","Ministry of Defence","1705","[c]","33920","30670"
"Leaver CS","2023","No function","Ministry of Justice","9545","[c]","26520","21780"
"Leaver CS","2023","No function","National Crime Agency","310","[c]","41130","38640"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","185","[c]","58630","52750"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","40","[c]","42290","35760"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","15","[c]","58990","49440"
"Leaver CS","2023","No function","Office of Rail and Road","20","[c]","54170","57710"
"Leaver CS","2023","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","605","[c]","31080","28490"
"Leaver CS","2023","No function","The National Archives","50","[c]","30460","29840"
"Leaver CS","2023","No function","UK Statistics Authority","400","[c]","25070","21200"
"Leaver CS","2023","No function","Water Services Regulation Authority","10","[c]","48140","46190"
"Leaver CS","2023","Project Delivery","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","40","[c]","46210","33250"
"Leaver CS","2023","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Charity Commission","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","40","[c]","52550","42610"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","65","[c]","46620","45150"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","30","[c]","47180","52900"
"Leaver CS","2023","Project Delivery","Department for Education","65","[c]","43680","37540"
"Leaver CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","15","[c]","34280","33450"
"Leaver CS","2023","Project Delivery","Department for International Trade","10","[c]","47870","51710"
"Leaver CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","15","[c]","40200","36940"
"Leaver CS","2023","Project Delivery","Department for Transport","35","[c]","39480","38650"
"Leaver CS","2023","Project Delivery","Department for Work and Pensions","80","[c]","39210","38470"
"Leaver CS","2023","Project Delivery","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Estyn","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","15","[c]","36530","32750"
"Leaver CS","2023","Project Delivery","HM Land Registry","25","[c]","43010","39520"
"Leaver CS","2023","Project Delivery","HM Revenue and Customs","230","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Ministry of Defence","590","[c]","42290","40280"
"Leaver CS","2023","Project Delivery","Ministry of Justice","30","[c]","45400","43650"
"Leaver CS","2023","Project Delivery","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","UK Statistics Authority","25","[c]","41320","37690"
"Leaver CS","2023","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Cabinet Office","45","[c]","47500","39000"
"Leaver CS","2023","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Department for Business, Energy and Industrial Strategy","10","[c]","42990","25630"
"Leaver CS","2023","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Department for Environment, Food and Rural Affairs","40","[c]","[c]","[c]"
"Leaver CS","2023","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Department for Transport","25","[c]","30820","27450"
"Leaver CS","2023","Property","Department for Work and Pensions","15","[c]","44200","40060"
"Leaver CS","2023","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Foreign, Commonwealth and Development Office","10","[c]","30140","27360"
"Leaver CS","2023","Property","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","HM Revenue and Customs","255","[c]","34610","28270"
"Leaver CS","2023","Property","Home Office","10","[c]","28160","22460"
"Leaver CS","2023","Property","Ministry of Defence","185","[c]","31280","33000"
"Leaver CS","2023","Property","Ministry of Justice","40","[c]","46760","41510"
"Leaver CS","2023","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Government","40","[c]","33590","28490"
"Leaver CS","2023","Property","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office","120","[c]","34030","33300"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
