"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Communications","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","EO","Heterosexual / straight","60","[c]","28330","28120"
"Leaver Dept.","2023","Counter Fraud","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","HEO","Unknown","35","[c]","33200","32960"
"Leaver Dept.","2023","Digital, Data and Technology","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","EO","Heterosexual / straight","45","[c]","27340","27170"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","G7","Heterosexual / straight","55","[c]","53940","52240"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","HEO","Heterosexual / straight","80","[c]","33200","32400"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","HEO","Unknown","45","[c]","31740","31720"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SEO","Heterosexual / straight","80","[c]","40120","38900"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","HEO","Heterosexual / straight","40","[c]","33660","33580"
"Leaver Dept.","2023","Economics","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","HEO","Unknown","40","[c]","33110","33250"
"Leaver Dept.","2023","Finance","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","EO","Heterosexual / straight","30","[c]","26970","26920"
"Leaver Dept.","2023","Finance","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","HEO","Heterosexual / straight","35","[c]","32910","32160"
"Leaver Dept.","2023","Finance","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","SEO","Heterosexual / straight","40","[c]","39300","38470"
"Leaver Dept.","2023","Finance","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","HEO","Heterosexual / straight","35","[c]","34030","34280"
"Leaver Dept.","2023","Human Resources","London","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","AO","Heterosexual / straight","50","[c]","22240","22220"
"Leaver Dept.","2023","Human Resources","Outside London","AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","EO","Heterosexual / straight","35","[c]","26860","26940"
"Leaver Dept.","2023","Human Resources","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","HEO","Heterosexual / straight","85","[c]","32370","32080"
"Leaver Dept.","2023","Human Resources","Outside London","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
