"Status","Year","Region_ITL3","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Antrim and Newtownabbey","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2023","Antrim and Newtownabbey","Outside London","EO","Male","30","30","[c]","[c]"
"In post","2023","Antrim and Newtownabbey","Outside London","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Antrim and Newtownabbey","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Antrim and Newtownabbey","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Antrim and Newtownabbey","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Antrim and Newtownabbey","Outside London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Antrim and Newtownabbey","Outside London","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Ards and North Down","Outside London","AA/AO","Female","30","30","22580","22500"
"In post","2023","Ards and North Down","Outside London","AA/AO","Male","120","120","22160","22130"
"In post","2023","Ards and North Down","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2023","Ards and North Down","Outside London","EO","Male","15","15","[c]","[c]"
"In post","2023","Ards and North Down","Outside London","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Ards and North Down","Outside London","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Ards and North Down","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ards and North Down","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ards and North Down","Outside London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Ards and North Down","Outside London","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Armagh City, Banbridge and Craigavon","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Armagh City, Banbridge and Craigavon","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Armagh City, Banbridge and Craigavon","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Armagh City, Banbridge and Craigavon","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Armagh City, Banbridge and Craigavon","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Armagh City, Banbridge and Craigavon","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Armagh City, Banbridge and Craigavon","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Armagh City, Banbridge and Craigavon","Outside London","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Barking & Dagenham and Havering","London","AA/AO","Female","60","50","25260","25480"
"In post","2023","Barking & Dagenham and Havering","London","AA/AO","Male","40","40","26750","25610"
"In post","2023","Barking & Dagenham and Havering","London","EO","Female","215","190","32260","32520"
"In post","2023","Barking & Dagenham and Havering","London","EO","Male","140","135","32230","32520"
"In post","2023","Barking & Dagenham and Havering","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Barking & Dagenham and Havering","London","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Barking & Dagenham and Havering","London","SEO/HEO","Female","50","45","40900","39150"
"In post","2023","Barking & Dagenham and Havering","London","SEO/HEO","Male","30","30","40300","39150"
"In post","2023","Barking & Dagenham and Havering","London","Unknown","Female","70","65","34020","33050"
"In post","2023","Barking & Dagenham and Havering","London","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Barnet","London","AA/AO","Female","150","125","25050","25070"
"In post","2023","Barnet","London","AA/AO","Male","75","70","25010","24780"
"In post","2023","Barnet","London","EO","Female","265","245","31090","32200"
"In post","2023","Barnet","London","EO","Male","160","155","30860","31450"
"In post","2023","Barnet","London","G6/G7","Female","180","175","60380","56500"
"In post","2023","Barnet","London","G6/G7","Male","150","145","62870","61850"
"In post","2023","Barnet","London","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Barnet","London","SCS level","Male","20","15","[c]","[c]"
"In post","2023","Barnet","London","SEO/HEO","Female","345","335","39180","40880"
"In post","2023","Barnet","London","SEO/HEO","Male","220","215","40910","41280"
"In post","2023","Barnet","London","Unknown","Female","65","65","34150","33050"
"In post","2023","Barnet","London","Unknown","Male","30","25","[c]","[c]"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","AA/AO","Female","795","675","23920","21780"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","AA/AO","Male","590","560","27720","28880"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","EO","Female","550","460","28560","28120"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","EO","Male","315","295","31790","28120"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","Female","35","35","58860","55360"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","Female","225","210","38110","34550"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","Male","170","165","40150","39060"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","Unknown","Female","290","265","29520","29050"
"In post","2023","Barnsley, Doncaster and Rotherham","Outside London","Unknown","Male","60","55","31920","29050"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","Female","860","770","23760","22400"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","Male","835","820","24110","22400"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","Female","735","665","28340","27470"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","Male","635","620","28580","27470"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","Female","795","755","57560","55620"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","Male","1585","1550","59390","56650"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","Female","45","45","96490","89710"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","Male","115","115","101710","93710"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","Female","2645","2470","37430","35880"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","Male","3920","3840","39100","39500"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","Female","645","600","38060","34060"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","Male","1105","1085","44950","42620"
"In post","2023","Bedford","Outside London","AA/AO","Female","175","160","26500","24070"
"In post","2023","Bedford","Outside London","AA/AO","Male","145","140","29400","30880"
"In post","2023","Bedford","Outside London","EO","Female","145","130","28400","28120"
"In post","2023","Bedford","Outside London","EO","Male","95","90","28530","28120"
"In post","2023","Bedford","Outside London","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Bedford","Outside London","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Bedford","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Bedford","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Bedford","Outside London","SEO/HEO","Female","90","85","38770","38640"
"In post","2023","Bedford","Outside London","SEO/HEO","Male","90","90","39640","38990"
"In post","2023","Bedford","Outside London","Unknown","Female","90","85","28760","26070"
"In post","2023","Bedford","Outside London","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Belfast","Outside London","AA/AO","Female","560","480","22470","22520"
"In post","2023","Belfast","Outside London","AA/AO","Male","515","495","22430","22520"
"In post","2023","Belfast","Outside London","EO","Female","460","420","28180","27890"
"In post","2023","Belfast","Outside London","EO","Male","450","440","28340","27890"
"In post","2023","Belfast","Outside London","G6/G7","Female","135","130","58780","57970"
"In post","2023","Belfast","Outside London","G6/G7","Male","155","150","60040","57970"
"In post","2023","Belfast","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Belfast","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Belfast","Outside London","SEO/HEO","Female","520","495","37160","35000"
"In post","2023","Belfast","Outside London","SEO/HEO","Male","515","505","37300","35000"
"In post","2023","Berkshire","Outside London","AA/AO","Female","325","285","24160","22220"
"In post","2023","Berkshire","Outside London","AA/AO","Male","565","560","32330","30560"
"In post","2023","Berkshire","Outside London","EO","Female","415","380","30990","31280"
"In post","2023","Berkshire","Outside London","EO","Male","310","305","34720","31280"
"In post","2023","Berkshire","Outside London","G6/G7","Female","125","115","59710","57590"
"In post","2023","Berkshire","Outside London","G6/G7","Male","160","155","59960","57970"
"In post","2023","Berkshire","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Berkshire","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Berkshire","Outside London","SEO/HEO","Female","330","310","38670","37520"
"In post","2023","Berkshire","Outside London","SEO/HEO","Male","355","345","41180","40780"
"In post","2023","Berkshire","Outside London","Unknown","Female","185","180","30370","29050"
"In post","2023","Berkshire","Outside London","Unknown","Male","50","50","29590","25300"
"In post","2023","Bexley and Greenwich","London","AA/AO","Female","415","385","29160","27700"
"In post","2023","Bexley and Greenwich","London","AA/AO","Male","435","430","32080","33810"
"In post","2023","Bexley and Greenwich","London","EO","Female","300","275","32750","32520"
"In post","2023","Bexley and Greenwich","London","EO","Male","245","235","35340","34570"
"In post","2023","Bexley and Greenwich","London","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Bexley and Greenwich","London","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Bexley and Greenwich","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Bexley and Greenwich","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Bexley and Greenwich","London","SEO/HEO","Female","95","90","41880","39180"
"In post","2023","Bexley and Greenwich","London","SEO/HEO","Male","130","125","43570","43190"
"In post","2023","Bexley and Greenwich","London","Unknown","Female","70","65","34210","33050"
"In post","2023","Bexley and Greenwich","London","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Birmingham","Outside London","AA/AO","Female","2410","2110","22470","21780"
"In post","2023","Birmingham","Outside London","AA/AO","Male","1655","1585","23180","22180"
"In post","2023","Birmingham","Outside London","EO","Female","2075","1875","27980","28120"
"In post","2023","Birmingham","Outside London","EO","Male","1535","1490","28220","28120"
"In post","2023","Birmingham","Outside London","G6/G7","Female","760","720","58120","56450"
"In post","2023","Birmingham","Outside London","G6/G7","Male","720","705","59370","57970"
"In post","2023","Birmingham","Outside London","SCS level","Female","60","60","102390","99430"
"In post","2023","Birmingham","Outside London","SCS level","Male","65","65","104650","98000"
"In post","2023","Birmingham","Outside London","SEO/HEO","Female","1975","1880","37030","35000"
"In post","2023","Birmingham","Outside London","SEO/HEO","Male","1845","1810","37760","35070"
"In post","2023","Birmingham","Outside London","Unknown","Female","505","465","29920","29050"
"In post","2023","Birmingham","Outside London","Unknown","Male","175","160","30240","29050"
"In post","2023","Blackburn with Darwen","Outside London","AA/AO","Female","35","25","21580","21780"
"In post","2023","Blackburn with Darwen","Outside London","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","EO","Female","95","75","28020","28120"
"In post","2023","Blackburn with Darwen","Outside London","EO","Male","85","80","28190","28120"
"In post","2023","Blackburn with Darwen","Outside London","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","Unknown","Female","80","80","29770","26070"
"In post","2023","Blackburn with Darwen","Outside London","Unknown","Male","30","30","28160","25300"
"In post","2023","Blackpool","Outside London","AA/AO","Female","960","810","21640","21690"
"In post","2023","Blackpool","Outside London","AA/AO","Male","540","520","21670","21690"
"In post","2023","Blackpool","Outside London","EO","Female","1280","1125","28040","28120"
"In post","2023","Blackpool","Outside London","EO","Male","735","710","28100","28120"
"In post","2023","Blackpool","Outside London","G6/G7","Female","280","265","56000","50640"
"In post","2023","Blackpool","Outside London","G6/G7","Male","310","300","58950","57480"
"In post","2023","Blackpool","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Blackpool","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Blackpool","Outside London","SEO/HEO","Female","740","690","36390","34170"
"In post","2023","Blackpool","Outside London","SEO/HEO","Male","510","495","37270","34970"
"In post","2023","Blackpool","Outside London","Unknown","Female","95","90","28980","26840"
"In post","2023","Blackpool","Outside London","Unknown","Male","35","30","30780","29050"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","AA/AO","Female","100","85","21700","21780"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","AA/AO","Male","90","85","22180","21690"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","EO","Female","160","135","27710","28120"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","EO","Male","135","125","27630","28120"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","SEO/HEO","Female","45","40","38400","37060"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","SEO/HEO","Male","50","50","36000","34240"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Unknown","Female","120","105","29100","26840"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Unknown","Male","40","40","31080","26840"
"In post","2023","Bradford","Outside London","AA/AO","Female","775","625","22150","22520"
"In post","2023","Bradford","Outside London","AA/AO","Male","580","545","22350","22520"
"In post","2023","Bradford","Outside London","EO","Female","490","420","27970","28120"
"In post","2023","Bradford","Outside London","EO","Male","300","290","28080","28120"
"In post","2023","Bradford","Outside London","G6/G7","Female","45","40","58380","57970"
"In post","2023","Bradford","Outside London","G6/G7","Male","30","25","[c]","[c]"
"In post","2023","Bradford","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Bradford","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Bradford","Outside London","SEO/HEO","Female","205","190","36770","35000"
"In post","2023","Bradford","Outside London","SEO/HEO","Male","120","120","36980","35000"
"In post","2023","Bradford","Outside London","Unknown","Female","155","150","28790","26840"
"In post","2023","Bradford","Outside London","Unknown","Male","95","85","29980","29050"
"In post","2023","Breckland and South Norfolk","Outside London","AA/AO","Female","125","110","26500","25340"
"In post","2023","Breckland and South Norfolk","Outside London","AA/AO","Male","165","155","28470","28880"
"In post","2023","Breckland and South Norfolk","Outside London","EO","Female","65","60","28490","28120"
"In post","2023","Breckland and South Norfolk","Outside London","EO","Male","65","65","31280","28950"
"In post","2023","Breckland and South Norfolk","Outside London","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Outside London","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Outside London","SEO/HEO","Female","45","45","39530","35670"
"In post","2023","Breckland and South Norfolk","Outside London","SEO/HEO","Male","60","55","40710","39510"
"In post","2023","Breckland and South Norfolk","Outside London","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Brent","London","AA/AO","Female","90","75","25260","25480"
"In post","2023","Brent","London","AA/AO","Male","35","35","25280","25480"
"In post","2023","Brent","London","EO","Female","160","145","32080","32520"
"In post","2023","Brent","London","EO","Male","85","80","31940","32520"
"In post","2023","Brent","London","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Brent","London","G6/G7","Male","10","5","[c]","[c]"
"In post","2023","Brent","London","SEO/HEO","Female","45","45","41690","39150"
"In post","2023","Brent","London","SEO/HEO","Male","50","45","41480","39150"
"In post","2023","Brent","London","Unknown","Female","55","55","34190","33050"
"In post","2023","Brent","London","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","AA/AO","Female","170","140","21740","21690"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","AA/AO","Male","80","80","21650","21690"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","EO","Female","175","150","28590","28120"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","EO","Male","65","65","30500","28120"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","Female","75","70","37180","36990"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","Male","45","45","40570","39820"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Unknown","Female","80","75","30550","26840"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Brighton and Hove","Outside London","AA/AO","Female","70","60","22240","21780"
"In post","2023","Brighton and Hove","Outside London","AA/AO","Male","55","50","21900","21780"
"In post","2023","Brighton and Hove","Outside London","EO","Female","125","110","28180","28120"
"In post","2023","Brighton and Hove","Outside London","EO","Male","65","60","28280","28120"
"In post","2023","Brighton and Hove","Outside London","G6/G7","Female","50","50","60100","59050"
"In post","2023","Brighton and Hove","Outside London","G6/G7","Male","35","35","64940","64030"
"In post","2023","Brighton and Hove","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Brighton and Hove","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Brighton and Hove","Outside London","SEO/HEO","Female","75","70","37990","37680"
"In post","2023","Brighton and Hove","Outside London","SEO/HEO","Male","40","35","38070","36240"
"In post","2023","Brighton and Hove","Outside London","Unknown","Female","115","100","30170","29050"
"In post","2023","Brighton and Hove","Outside London","Unknown","Male","45","40","32050","26840"
"In post","2023","Bristol, City of","Outside London","AA/AO","Female","710","625","22780","22150"
"In post","2023","Bristol, City of","Outside London","AA/AO","Male","525","505","23790","22500"
"In post","2023","Bristol, City of","Outside London","EO","Female","740","650","27670","28120"
"In post","2023","Bristol, City of","Outside London","EO","Male","620","600","28060","28120"
"In post","2023","Bristol, City of","Outside London","G6/G7","Female","725","680","56360","54680"
"In post","2023","Bristol, City of","Outside London","G6/G7","Male","710","690","58090","56870"
"In post","2023","Bristol, City of","Outside London","SCS level","Female","50","45","89750","82010"
"In post","2023","Bristol, City of","Outside London","SCS level","Male","55","55","100220","93740"
"In post","2023","Bristol, City of","Outside London","SEO/HEO","Female","1275","1190","36390","35000"
"In post","2023","Bristol, City of","Outside London","SEO/HEO","Male","1100","1075","37330","36890"
"In post","2023","Bristol, City of","Outside London","Unknown","Female","215","195","29340","29050"
"In post","2023","Bristol, City of","Outside London","Unknown","Male","85","80","28730","25300"
"In post","2023","Bromley","London","AA/AO","Female","100","85","25260","25480"
"In post","2023","Bromley","London","AA/AO","Male","35","35","25210","25480"
"In post","2023","Bromley","London","EO","Female","170","150","32230","32520"
"In post","2023","Bromley","London","EO","Male","75","70","32300","32520"
"In post","2023","Bromley","London","G6/G7","Female","20","15","[c]","[c]"
"In post","2023","Bromley","London","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Bromley","London","SEO/HEO","Female","55","50","41720","39150"
"In post","2023","Bromley","London","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2023","Bromley","London","Unknown","Female","105","100","32950","31330"
"In post","2023","Bromley","London","Unknown","Male","35","35","30960","29300"
"In post","2023","Buckinghamshire","Outside London","AA/AO","Female","285","260","26010","24220"
"In post","2023","Buckinghamshire","Outside London","AA/AO","Male","220","215","29000","32220"
"In post","2023","Buckinghamshire","Outside London","EO","Female","285","260","29500","29080"
"In post","2023","Buckinghamshire","Outside London","EO","Male","190","180","31010","29470"
"In post","2023","Buckinghamshire","Outside London","G6/G7","Female","60","55","63820","58390"
"In post","2023","Buckinghamshire","Outside London","G6/G7","Male","55","55","63280","60110"
"In post","2023","Buckinghamshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Buckinghamshire","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Buckinghamshire","Outside London","SEO/HEO","Female","310","290","39370","36300"
"In post","2023","Buckinghamshire","Outside London","SEO/HEO","Male","210","200","40450","40660"
"In post","2023","Buckinghamshire","Outside London","Unknown","Female","70","65","31660","32050"
"In post","2023","Buckinghamshire","Outside London","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","AA/AO","Female","40","35","24500","24890"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","AA/AO","Male","45","40","29220","28140"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","EO","Female","40","40","29530","28120"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","EO","Male","40","40","32180","31940"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Outside London","AA/AO","Female","100","75","21550","21690"
"In post","2023","Calderdale and Kirklees","Outside London","AA/AO","Male","45","45","21590","21690"
"In post","2023","Calderdale and Kirklees","Outside London","EO","Female","340","290","27910","28120"
"In post","2023","Calderdale and Kirklees","Outside London","EO","Male","190","185","28000","28120"
"In post","2023","Calderdale and Kirklees","Outside London","G6/G7","Female","40","35","61040","57990"
"In post","2023","Calderdale and Kirklees","Outside London","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Outside London","SEO/HEO","Female","65","60","36650","34170"
"In post","2023","Calderdale and Kirklees","Outside London","SEO/HEO","Male","30","30","36480","34170"
"In post","2023","Calderdale and Kirklees","Outside London","Unknown","Female","180","165","29570","26840"
"In post","2023","Calderdale and Kirklees","Outside London","Unknown","Male","50","45","27910","26840"
"In post","2023","Cambridgeshire CC","Outside London","AA/AO","Female","465","420","25140","23230"
"In post","2023","Cambridgeshire CC","Outside London","AA/AO","Male","650","620","29340","30120"
"In post","2023","Cambridgeshire CC","Outside London","EO","Female","330","310","28280","28120"
"In post","2023","Cambridgeshire CC","Outside London","EO","Male","355","345","31710","28480"
"In post","2023","Cambridgeshire CC","Outside London","G6/G7","Female","145","140","58870","55110"
"In post","2023","Cambridgeshire CC","Outside London","G6/G7","Male","170","165","60030","56180"
"In post","2023","Cambridgeshire CC","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Cambridgeshire CC","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Cambridgeshire CC","Outside London","SEO/HEO","Female","535","515","37660","35300"
"In post","2023","Cambridgeshire CC","Outside London","SEO/HEO","Male","600","585","39240","37860"
"In post","2023","Cambridgeshire CC","Outside London","Unknown","Female","145","135","29780","29050"
"In post","2023","Cambridgeshire CC","Outside London","Unknown","Male","30","30","32010","29050"
"In post","2023","Camden and City of London","London","AA/AO","Female","335","305","25190","25480"
"In post","2023","Camden and City of London","London","AA/AO","Male","275","270","26480","25480"
"In post","2023","Camden and City of London","London","EO","Female","220","210","30480","29890"
"In post","2023","Camden and City of London","London","EO","Male","150","145","31180","30090"
"In post","2023","Camden and City of London","London","G6/G7","Female","115","105","72110","66700"
"In post","2023","Camden and City of London","London","G6/G7","Male","175","170","78220","71050"
"In post","2023","Camden and City of London","London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Camden and City of London","London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Camden and City of London","London","SEO/HEO","Female","210","205","40360","38840"
"In post","2023","Camden and City of London","London","SEO/HEO","Male","210","205","41160","38750"
"In post","2023","Camden and City of London","London","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Camden and City of London","London","Unknown","Male","20","15","[c]","[c]"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","AA/AO","Female","1630","1415","23060","22520"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","AA/AO","Male","1315","1255","23920","22520"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","EO","Female","1605","1470","28120","28120"
