"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","30-39","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","London","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Female","130","[c]","33160","31350"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Male","135","[c]","36030","33430"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Education","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Education","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Education","Outside London","Female","70","[c]","35380","37590"
"New entrant CS","2023","30-39","Department for Education","Outside London","Male","35","[c]","39060","37590"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","London","Female","45","[c]","45710","40260"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","London","Male","40","[c]","47440","43770"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","Female","240","[c]","31190","30320"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","Male","180","[c]","31790","29150"
"New entrant CS","2023","30-39","Department for International Trade","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for International Trade","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for International Trade","Outside London","Female","50","[c]","37680","33760"
"New entrant CS","2023","30-39","Department for International Trade","Outside London","Male","30","[c]","39060","38310"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Transport","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Transport","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Transport","Outside London","Female","150","[c]","25060","22500"
"New entrant CS","2023","30-39","Department for Transport","Outside London","Male","210","[c]","30380","26780"
"New entrant CS","2023","30-39","Department for Work and Pensions","London","Female","35","[c]","44120","39150"
"New entrant CS","2023","30-39","Department for Work and Pensions","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Work and Pensions","Outside London","Female","475","[c]","28100","27320"
"New entrant CS","2023","30-39","Department for Work and Pensions","Outside London","Male","395","[c]","29540","28120"
"New entrant CS","2023","30-39","Department for Work and Pensions","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","London","Female","125","[c]","44630","41190"
"New entrant CS","2023","30-39","Department of Health and Social Care","London","Male","75","[c]","47580","41380"
"New entrant CS","2023","30-39","Department of Health and Social Care","Outside London","Female","120","[c]","38480","37060"
"New entrant CS","2023","30-39","Department of Health and Social Care","Outside London","Male","65","[c]","41410","37760"
"New entrant CS","2023","30-39","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Outside London","Female","65","[c]","30780","23390"
"New entrant CS","2023","30-39","HM Land Registry","Outside London","Male","40","[c]","30440","28080"
"New entrant CS","2023","30-39","HM Revenue and Customs","London","Female","60","[c]","34950","31980"
"New entrant CS","2023","30-39","HM Revenue and Customs","London","Male","60","[c]","38230","36760"
"New entrant CS","2023","30-39","HM Revenue and Customs","Outside London","Female","640","[c]","27360","22520"
"New entrant CS","2023","30-39","HM Revenue and Customs","Outside London","Male","570","[c]","29500","22520"
"New entrant CS","2023","30-39","HM Treasury","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","London","Female","200","[c]","31570","29750"
"New entrant CS","2023","30-39","Home Office","London","Male","195","[c]","33110","29750"
"New entrant CS","2023","30-39","Home Office","Outside London","Female","750","[c]","24760","22400"
"New entrant CS","2023","30-39","Home Office","Outside London","Male","705","[c]","25210","25750"
"New entrant CS","2023","30-39","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","London","Male","45","[c]","41540","37850"
"New entrant CS","2023","30-39","Ministry of Defence","Outside London","Female","615","[c]","30990","27140"
"New entrant CS","2023","30-39","Ministry of Defence","Outside London","Male","590","[c]","33730","32500"
"New entrant CS","2023","30-39","Ministry of Defence","Overseas","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Overseas","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","London","Female","225","[c]","33710","32110"
"New entrant CS","2023","30-39","Ministry of Justice","London","Male","200","[c]","34430","33800"
"New entrant CS","2023","30-39","Ministry of Justice","Outside London","Female","1705","[c]","25540","23640"
"New entrant CS","2023","30-39","Ministry of Justice","Outside London","Male","1330","[c]","27630","28880"
"New entrant CS","2023","30-39","Ministry of Justice","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Crime Agency","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Crime Agency","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Crime Agency","Outside London","Female","45","[c]","35720","36040"
"New entrant CS","2023","30-39","National Crime Agency","Outside London","Male","50","[c]","38710","36040"
"New entrant CS","2023","30-39","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","Female","65","[c]","48360","47750"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of Gas and Electricity Markets","London","Female","40","[c]","43850","44000"
"New entrant CS","2023","30-39","Office of Gas and Electricity Markets","London","Male","50","[c]","51880","46700"
"New entrant CS","2023","30-39","Office of Gas and Electricity Markets","Outside London","Female","30","[c]","37660","34890"
"New entrant CS","2023","30-39","Office of Gas and Electricity Markets","Outside London","Male","40","[c]","36950","33000"
"New entrant CS","2023","30-39","Office of Qualifications and Examinations Regulation","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of Qualifications and Examinations Regulation","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of Rail and Road","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Scotland","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Scottish Government","Outside London","Female","695","[c]","31840","29100"
"New entrant CS","2023","30-39","Scottish Government","Outside London","Male","540","[c]","31780","29100"
"New entrant CS","2023","30-39","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","The National Archives","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","The National Archives","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Export Finance","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Export Finance","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Statistics Authority","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Statistics Authority","Outside London","Female","120","[c]","31340","31060"
"New entrant CS","2023","30-39","UK Statistics Authority","Outside London","Male","115","[c]","33660","31060"
"New entrant CS","2023","30-39","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Water Services Regulation Authority","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Water Services Regulation Authority","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Welsh Government","Outside London","Female","55","[c]","36730","36590"
"New entrant CS","2023","30-39","Welsh Government","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Attorney General's Departments","London","Female","40","[c]","47300","52020"
"New entrant CS","2023","40-49","Attorney General's Departments","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Attorney General's Departments","Outside London","Female","80","[c]","33510","34490"
"New entrant CS","2023","40-49","Attorney General's Departments","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Cabinet Office","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Cabinet Office","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Cabinet Office","Outside London","Female","50","[c]","46520","38050"
"New entrant CS","2023","40-49","Cabinet Office","Outside London","Male","60","[c]","54420","51290"
"New entrant CS","2023","40-49","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Chancellor's other departments","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Charity Commission","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Charity Commission","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Competition and Markets Authority","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Competition and Markets Authority","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Business, Energy and Industrial Strategy","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Business, Energy and Industrial Strategy","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Outside London","Female","110","[c]","37040","34400"
"New entrant CS","2023","40-49","Department for Business, Energy and Industrial Strategy","Outside London","Male","75","[c]","37140","37350"
"New entrant CS","2023","40-49","Department for Digital, Culture, Media and Sport","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Digital, Culture, Media and Sport","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Education","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Education","Outside London","Female","50","[c]","38180","37590"
"New entrant CS","2023","40-49","Department for Education","Outside London","Male","40","[c]","48730","51360"
"New entrant CS","2023","40-49","Department for Environment, Food and Rural Affairs","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Environment, Food and Rural Affairs","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Environment, Food and Rural Affairs","Outside London","Female","185","[c]","31950","25920"
"New entrant CS","2023","40-49","Department for Environment, Food and Rural Affairs","Outside London","Male","110","[c]","34280","30320"
"New entrant CS","2023","40-49","Department for International Trade","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for International Trade","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for International Trade","Outside London","Female","55","[c]","40910","42560"
"New entrant CS","2023","40-49","Department for International Trade","Outside London","Male","35","[c]","43650","39690"
"New entrant CS","2023","40-49","Department for Levelling Up, Housing and Communities","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Levelling Up, Housing and Communities","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Levelling Up, Housing and Communities","Outside London","Female","35","[c]","39520","41840"
"New entrant CS","2023","40-49","Department for Levelling Up, Housing and Communities","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Transport","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Transport","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Transport","Outside London","Female","115","[c]","27360","22500"
"New entrant CS","2023","40-49","Department for Transport","Outside London","Male","155","[c]","28900","26780"
"New entrant CS","2023","40-49","Department for Work and Pensions","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Work and Pensions","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Work and Pensions","Outside London","Female","360","[c]","29340","25610"
"New entrant CS","2023","40-49","Department for Work and Pensions","Outside London","Male","300","[c]","32480","28120"
"New entrant CS","2023","40-49","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department of Health and Social Care","London","Female","65","[c]","46840","41380"
"New entrant CS","2023","40-49","Department of Health and Social Care","London","Male","35","[c]","51310","41230"
"New entrant CS","2023","40-49","Department of Health and Social Care","Outside London","Female","100","[c]","46440","45090"
"New entrant CS","2023","40-49","Department of Health and Social Care","Outside London","Male","40","[c]","46890","49590"
"New entrant CS","2023","40-49","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Food Standards Agency","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Food Standards Agency","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Land Registry","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Land Registry","Outside London","Female","40","[c]","27530","23390"
"New entrant CS","2023","40-49","HM Land Registry","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Revenue and Customs","London","Female","45","[c]","34970","31980"
"New entrant CS","2023","40-49","HM Revenue and Customs","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Revenue and Customs","Outside London","Female","415","[c]","27700","22520"
"New entrant CS","2023","40-49","HM Revenue and Customs","Outside London","Male","330","[c]","31790","27650"
"New entrant CS","2023","40-49","HM Treasury","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Treasury","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Treasury","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Treasury","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","London","Female","160","[c]","31370","29750"
"New entrant CS","2023","40-49","Home Office","London","Male","130","[c]","34810","29750"
"New entrant CS","2023","40-49","Home Office","Outside London","Female","535","[c]","25220","22400"
"New entrant CS","2023","40-49","Home Office","Outside London","Male","420","[c]","26170","25750"
"New entrant CS","2023","40-49","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Outside London","Female","505","[c]","33200","29630"
"New entrant CS","2023","40-49","Ministry of Defence","Outside London","Male","535","[c]","37180","33830"
"New entrant CS","2023","40-49","Ministry of Defence","Overseas","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","London","Female","115","[c]","31610","28400"
"New entrant CS","2023","40-49","Ministry of Justice","London","Male","115","[c]","37670","33800"
"New entrant CS","2023","40-49","Ministry of Justice","Outside London","Female","1065","[c]","25650","23640"
"New entrant CS","2023","40-49","Ministry of Justice","Outside London","Male","795","[c]","27870","28880"
"New entrant CS","2023","40-49","Ministry of Justice","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Outside London","Female","35","[c]","39190","36040"
"New entrant CS","2023","40-49","National Crime Agency","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Female","95","[c]","55000","52750"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Male","35","[c]","70920","77470"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Outside London","Female","495","[c]","33440","29100"
"New entrant CS","2023","40-49","Scottish Government","Outside London","Male","275","[c]","36310","31290"
"New entrant CS","2023","40-49","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Outside London","Female","85","[c]","32250","25170"
"New entrant CS","2023","40-49","UK Statistics Authority","Outside London","Male","60","[c]","37660","31450"
"New entrant CS","2023","40-49","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Welsh Government","Outside London","Female","40","[c]","39100","41700"
"New entrant CS","2023","40-49","Welsh Government","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Attorney General's Departments","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Attorney General's Departments","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Attorney General's Departments","Outside London","Female","35","[c]","31820","24430"
"New entrant CS","2023","50-59","Attorney General's Departments","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office","Outside London","Female","30","[c]","58310","50690"
"New entrant CS","2023","50-59","Cabinet Office","Outside London","Male","45","[c]","51680","50690"
"New entrant CS","2023","50-59","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
