"Status","Year","Region_ITL1","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","East of England","Essex","Outside London","Unknown","105","[c]","22500","23640"
"New entrant CS","2023","London","Inner London - East","London","AA","25","[c]","25470","26040"
"New entrant CS","2023","London","Inner London - East","London","AO","475","[c]","28270","26920"
"New entrant CS","2023","London","Inner London - East","London","EO","390","[c]","30480","29750"
"New entrant CS","2023","London","Inner London - East","London","G6","70","[c]","74660","73510"
"New entrant CS","2023","London","Inner London - East","London","G7","235","[c]","57790","56430"
"New entrant CS","2023","London","Inner London - East","London","HEO","345","[c]","36210","35410"
"New entrant CS","2023","London","Inner London - East","London","SCS level","35","[c]","104700","99500"
"New entrant CS","2023","London","Inner London - East","London","SEO","165","[c]","44010","43650"
"New entrant CS","2023","London","Inner London - East","London","Unknown","195","[c]","26370","27640"
"New entrant CS","2023","London","Inner London - West","London","AA","120","[c]","24960","23500"
"New entrant CS","2023","London","Inner London - West","London","AO","680","[c]","26410","25480"
"New entrant CS","2023","London","Inner London - West","London","EO","1150","[c]","28510","29000"
"New entrant CS","2023","London","Inner London - West","London","G6","145","[c]","72550","70000"
"New entrant CS","2023","London","Inner London - West","London","G7","525","[c]","56470","55000"
"New entrant CS","2023","London","Inner London - West","London","HEO","1800","[c]","34170","34670"
"New entrant CS","2023","London","Inner London - West","London","SCS level","95","[c]","105280","95000"
"New entrant CS","2023","London","Inner London - West","London","SEO","650","[c]","42890","42540"
"New entrant CS","2023","London","Inner London - West","London","Unknown","35","[c]","25620","27640"
"New entrant CS","2023","London","Outer London - East and North East","London","AA","50","[c]","25870","26630"
"New entrant CS","2023","London","Outer London - East and North East","London","AO","125","[c]","30230","32110"
"New entrant CS","2023","London","Outer London - East and North East","London","EO","40","[c]","30660","30780"
"New entrant CS","2023","London","Outer London - East and North East","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","London","Outer London - East and North East","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","London","Outer London - East and North East","London","HEO","20","[c]","34580","35620"
"New entrant CS","2023","London","Outer London - East and North East","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","London","Outer London - East and North East","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","London","Outer London - East and North East","London","Unknown","55","[c]","27340","27640"
"New entrant CS","2023","London","Outer London - South","London","AA","15","[c]","22910","23250"
"New entrant CS","2023","London","Outer London - South","London","AO","515","[c]","26470","26400"
"New entrant CS","2023","London","Outer London - South","London","EO","365","[c]","30180","29750"
"New entrant CS","2023","London","Outer London - South","London","G6","10","[c]","70970","70840"
"New entrant CS","2023","London","Outer London - South","London","G7","55","[c]","61870","59470"
"New entrant CS","2023","London","Outer London - South","London","HEO","140","[c]","37020","36180"
"New entrant CS","2023","London","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","London","Outer London - South","London","SEO","45","[c]","43270","43150"
"New entrant CS","2023","London","Outer London - South","London","Unknown","50","[c]","26570","27640"
"New entrant CS","2023","London","Outer London - West and North West","London","AA","65","[c]","24470","23500"
"New entrant CS","2023","London","Outer London - West and North West","London","AO","365","[c]","28500","26400"
"New entrant CS","2023","London","Outer London - West and North West","London","EO","455","[c]","29780","29750"
"New entrant CS","2023","London","Outer London - West and North West","London","G6","15","[c]","87360","71400"
"New entrant CS","2023","London","Outer London - West and North West","London","G7","20","[c]","54810","53420"
"New entrant CS","2023","London","Outer London - West and North West","London","HEO","85","[c]","34120","33170"
"New entrant CS","2023","London","Outer London - West and North West","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","London","Outer London - West and North West","London","SEO","65","[c]","43500","42000"
"New entrant CS","2023","London","Outer London - West and North West","London","Unknown","55","[c]","26240","27640"
"New entrant CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","AO","875","[c]","22270","22520"
"New entrant CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","EO","380","[c]","27120","27650"
"New entrant CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","G6","20","[c]","68640","72920"
"New entrant CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","G7","105","[c]","53720","52600"
"New entrant CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","HEO","175","[c]","33210","34170"
"New entrant CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","SEO","155","[c]","40820","40000"
"New entrant CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","Unknown","105","[c]","22270","23640"
"New entrant CS","2023","North East (England)","Tees Valley and Durham","Outside London","AA","110","[c]","22990","23230"
"New entrant CS","2023","North East (England)","Tees Valley and Durham","Outside London","AO","770","[c]","25340","23300"
"New entrant CS","2023","North East (England)","Tees Valley and Durham","Outside London","EO","180","[c]","26010","25830"
"New entrant CS","2023","North East (England)","Tees Valley and Durham","Outside London","G6","15","[c]","65380","62540"
"New entrant CS","2023","North East (England)","Tees Valley and Durham","Outside London","G7","60","[c]","51420","51060"
"New entrant CS","2023","North East (England)","Tees Valley and Durham","Outside London","HEO","140","[c]","31260","31400"
"New entrant CS","2023","North East (England)","Tees Valley and Durham","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","North East (England)","Tees Valley and Durham","Outside London","SEO","90","[c]","39480","38050"
"New entrant CS","2023","North East (England)","Tees Valley and Durham","Outside London","Unknown","135","[c]","22170","23640"
"New entrant CS","2023","North West (England)","Cheshire","Outside London","AA","35","[c]","23090","23230"
"New entrant CS","2023","North West (England)","Cheshire","Outside London","AO","200","[c]","26160","28880"
"New entrant CS","2023","North West (England)","Cheshire","Outside London","EO","90","[c]","31450","30740"
"New entrant CS","2023","North West (England)","Cheshire","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Cheshire","Outside London","G7","20","[c]","55220","52090"
"New entrant CS","2023","North West (England)","Cheshire","Outside London","HEO","45","[c]","35120","33830"
"New entrant CS","2023","North West (England)","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Cheshire","Outside London","SEO","30","[c]","43710","45860"
"New entrant CS","2023","North West (England)","Cheshire","Outside London","Unknown","85","[c]","23510","23640"
"New entrant CS","2023","North West (England)","Cumbria","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Cumbria","Outside London","AO","210","[c]","23400","22150"
"New entrant CS","2023","North West (England)","Cumbria","Outside London","EO","15","[c]","26640","26780"
"New entrant CS","2023","North West (England)","Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Cumbria","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Cumbria","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Cumbria","Outside London","Unknown","75","[c]","32140","23640"
"New entrant CS","2023","North West (England)","Greater Manchester","Outside London","AA","50","[c]","21760","23230"
"New entrant CS","2023","North West (England)","Greater Manchester","Outside London","AO","875","[c]","23410","22400"
"New entrant CS","2023","North West (England)","Greater Manchester","Outside London","EO","480","[c]","26480","25880"
"New entrant CS","2023","North West (England)","Greater Manchester","Outside London","G6","25","[c]","70560","67000"
"New entrant CS","2023","North West (England)","Greater Manchester","Outside London","G7","165","[c]","54660","52600"
"New entrant CS","2023","North West (England)","Greater Manchester","Outside London","HEO","365","[c]","32330","32000"
"New entrant CS","2023","North West (England)","Greater Manchester","Outside London","SCS level","15","[c]","113230","112500"
"New entrant CS","2023","North West (England)","Greater Manchester","Outside London","SEO","235","[c]","40550","39360"
"New entrant CS","2023","North West (England)","Greater Manchester","Outside London","Unknown","305","[c]","23000","23640"
"New entrant CS","2023","North West (England)","Lancashire","Outside London","AA","130","[c]","22560","23230"
"New entrant CS","2023","North West (England)","Lancashire","Outside London","AO","590","[c]","24570","22220"
"New entrant CS","2023","North West (England)","Lancashire","Outside London","EO","140","[c]","27810","28120"
"New entrant CS","2023","North West (England)","Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Lancashire","Outside London","G7","40","[c]","55990","54150"
"New entrant CS","2023","North West (England)","Lancashire","Outside London","HEO","60","[c]","33740","34170"
"New entrant CS","2023","North West (England)","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Lancashire","Outside London","SEO","50","[c]","40360","38760"
"New entrant CS","2023","North West (England)","Lancashire","Outside London","Unknown","165","[c]","22800","23640"
"New entrant CS","2023","North West (England)","Merseyside","Outside London","AA","65","[c]","19870","19500"
"New entrant CS","2023","North West (England)","Merseyside","Outside London","AO","1670","[c]","22490","22400"
"New entrant CS","2023","North West (England)","Merseyside","Outside London","EO","720","[c]","26020","25750"
"New entrant CS","2023","North West (England)","Merseyside","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Merseyside","Outside London","G7","45","[c]","56380","55250"
"New entrant CS","2023","North West (England)","Merseyside","Outside London","HEO","150","[c]","32660","32800"
"New entrant CS","2023","North West (England)","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North West (England)","Merseyside","Outside London","SEO","85","[c]","40690","39520"
"New entrant CS","2023","North West (England)","Merseyside","Outside London","Unknown","170","[c]","22710","23640"
"New entrant CS","2023","Northern Ireland","Northern Ireland","Outside London","AA","20","[c]","22060","22130"
"New entrant CS","2023","Northern Ireland","Northern Ireland","Outside London","AO","285","[c]","22480","22400"
"New entrant CS","2023","Northern Ireland","Northern Ireland","Outside London","EO","140","[c]","27250","25750"
"New entrant CS","2023","Northern Ireland","Northern Ireland","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Northern Ireland","Outside London","G7","15","[c]","54890","54000"
"New entrant CS","2023","Northern Ireland","Northern Ireland","Outside London","HEO","55","[c]","33790","34400"
"New entrant CS","2023","Northern Ireland","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Northern Ireland","Outside London","SEO","25","[c]","40130","41000"
"New entrant CS","2023","Overseas","Overseas","Overseas","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","Overseas","Overseas","EO","15","[c]","37980","36740"
"New entrant CS","2023","Overseas","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","Overseas","Overseas","HEO","30","[c]","44870","45650"
"New entrant CS","2023","Overseas","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","Overseas","Overseas","SEO","10","[c]","54410","52300"
"New entrant CS","2023","Overseas","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","Eastern Scotland","Outside London","AA","500","[c]","22590","22180"
"New entrant CS","2023","Scotland","Eastern Scotland","Outside London","AO","540","[c]","23840","23190"
"New entrant CS","2023","Scotland","Eastern Scotland","Outside London","EO","630","[c]","29180","29100"
"New entrant CS","2023","Scotland","Eastern Scotland","Outside London","G6","45","[c]","72000","70540"
"New entrant CS","2023","Scotland","Eastern Scotland","Outside London","G7","185","[c]","55090","52360"
"New entrant CS","2023","Scotland","Eastern Scotland","Outside London","HEO","360","[c]","34370","33520"
"New entrant CS","2023","Scotland","Eastern Scotland","Outside London","SCS level","15","[c]","88490","81890"
"New entrant CS","2023","Scotland","Eastern Scotland","Outside London","SEO","230","[c]","44060","41640"
"New entrant CS","2023","Scotland","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","Highlands and Islands","Outside London","AA","35","[c]","22950","22180"
"New entrant CS","2023","Scotland","Highlands and Islands","Outside London","AO","90","[c]","22300","22150"
"New entrant CS","2023","Scotland","Highlands and Islands","Outside London","EO","35","[c]","28220","28120"
"New entrant CS","2023","Scotland","Highlands and Islands","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","Highlands and Islands","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","Highlands and Islands","Outside London","HEO","25","[c]","35240","34170"
"New entrant CS","2023","Scotland","Highlands and Islands","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","North Eastern Scotland","Outside London","AA","15","[c]","23110","22180"
"New entrant CS","2023","Scotland","North Eastern Scotland","Outside London","AO","55","[c]","25680","22500"
"New entrant CS","2023","Scotland","North Eastern Scotland","Outside London","EO","50","[c]","28650","29100"
"New entrant CS","2023","Scotland","North Eastern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","North Eastern Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","North Eastern Scotland","Outside London","HEO","20","[c]","33510","33520"
"New entrant CS","2023","Scotland","North Eastern Scotland","Outside London","SEO","15","[c]","47720","41640"
"New entrant CS","2023","Scotland","Southern Scotland","Outside London","AA","30","[c]","22320","22180"
"New entrant CS","2023","Scotland","Southern Scotland","Outside London","AO","440","[c]","22980","22520"
"New entrant CS","2023","Scotland","Southern Scotland","Outside London","EO","75","[c]","28500","28600"
"New entrant CS","2023","Scotland","Southern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","Southern Scotland","Outside London","G7","10","[c]","57990","53950"
"New entrant CS","2023","Scotland","Southern Scotland","Outside London","HEO","30","[c]","34870","35020"
"New entrant CS","2023","Scotland","Southern Scotland","Outside London","SEO","15","[c]","41860","41000"
"New entrant CS","2023","Scotland","West Central Scotland","Outside London","AA","570","[c]","22310","22180"
"New entrant CS","2023","Scotland","West Central Scotland","Outside London","AO","1015","[c]","22860","22400"
"New entrant CS","2023","Scotland","West Central Scotland","Outside London","EO","805","[c]","27940","29100"
"New entrant CS","2023","Scotland","West Central Scotland","Outside London","G6","40","[c]","68760","70000"
"New entrant CS","2023","Scotland","West Central Scotland","Outside London","G7","125","[c]","54870","52360"
"New entrant CS","2023","Scotland","West Central Scotland","Outside London","HEO","405","[c]","34320","33520"
"New entrant CS","2023","Scotland","West Central Scotland","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","West Central Scotland","Outside London","SEO","195","[c]","43090","41640"
"New entrant CS","2023","Scotland","West Central Scotland","Outside London","Unknown","15","[c]","30440","21250"
"New entrant CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA","130","[c]","22510","23230"
"New entrant CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AO","355","[c]","27910","27350"
"New entrant CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","130","[c]","28690","28120"
"New entrant CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","10","[c]","74770","72430"
"New entrant CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","30","[c]","56230","54440"
"New entrant CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","100","[c]","33760","33830"
"New entrant CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","70","[c]","41050","40800"
"New entrant CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","120","[c]","22980","23640"
"New entrant CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","AA","215","[c]","22560","23230"
"New entrant CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","AO","775","[c]","23410","22220"
"New entrant CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","EO","305","[c]","26890","27080"
"New entrant CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","G6","25","[c]","70740","66230"
"New entrant CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","G7","100","[c]","55080","51460"
"New entrant CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","HEO","345","[c]","31380","31260"
"New entrant CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","SEO","185","[c]","40510","39890"
"New entrant CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","Unknown","135","[c]","22090","23640"
"New entrant CS","2023","South East (England)","Kent","Outside London","AA","115","[c]","23120","23230"
"New entrant CS","2023","South East (England)","Kent","Outside London","AO","595","[c]","25650","24070"
"New entrant CS","2023","South East (England)","Kent","Outside London","EO","365","[c]","27000","25750"
"New entrant CS","2023","South East (England)","Kent","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","South East (England)","Kent","Outside London","G7","15","[c]","58930","54050"
"New entrant CS","2023","South East (England)","Kent","Outside London","HEO","40","[c]","35350","34170"
"New entrant CS","2023","South East (England)","Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","South East (England)","Kent","Outside London","SEO","15","[c]","43880","41960"
"New entrant CS","2023","South East (England)","Kent","Outside London","Unknown","135","[c]","22910","23640"
"New entrant CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","AA","95","[c]","23850","23230"
"New entrant CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","AO","390","[c]","27420","25610"
"New entrant CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","EO","190","[c]","28460","28120"
"New entrant CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","G6","15","[c]","68290","65020"
"New entrant CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","G7","45","[c]","61440","59290"
"New entrant CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","HEO","70","[c]","34270","33830"
"New entrant CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","SEO","60","[c]","42850","41870"
"New entrant CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","Unknown","140","[c]","23160","23640"
"New entrant CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","AA","10","[c]","20650","21380"
"New entrant CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","AO","25","[c]","21990","22220"
"New entrant CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","EO","25","[c]","27610","27080"
"New entrant CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","HEO","10","[c]","33810","33500"
"New entrant CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","SEO","15","[c]","43160","44000"
"New entrant CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","Unknown","35","[c]","22530","23640"
"New entrant CS","2023","South West (England)","Devon","Outside London","AA","140","[c]","22250","22040"
"New entrant CS","2023","South West (England)","Devon","Outside London","AO","380","[c]","24520","22520"
"New entrant CS","2023","South West (England)","Devon","Outside London","EO","140","[c]","26630","26650"
"New entrant CS","2023","South West (England)","Devon","Outside London","G6","10","[c]","67620","63090"
"New entrant CS","2023","South West (England)","Devon","Outside London","G7","60","[c]","51310","49150"
"New entrant CS","2023","South West (England)","Devon","Outside London","HEO","80","[c]","32800","31710"
"New entrant CS","2023","South West (England)","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","South West (England)","Devon","Outside London","SEO","70","[c]","39080","37420"
"New entrant CS","2023","South West (England)","Devon","Outside London","Unknown","105","[c]","26590","23640"
"New entrant CS","2023","South West (England)","Dorset and Somerset","Outside London","AA","80","[c]","22450","23230"
"New entrant CS","2023","South West (England)","Dorset and Somerset","Outside London","AO","230","[c]","24190","22400"
"New entrant CS","2023","South West (England)","Dorset and Somerset","Outside London","EO","100","[c]","27990","27610"
"New entrant CS","2023","South West (England)","Dorset and Somerset","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","South West (England)","Dorset and Somerset","Outside London","G7","15","[c]","53780","52500"
"New entrant CS","2023","South West (England)","Dorset and Somerset","Outside London","HEO","70","[c]","34470","34370"
"New entrant CS","2023","South West (England)","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","South West (England)","Dorset and Somerset","Outside London","SEO","35","[c]","42230","43890"
"New entrant CS","2023","South West (England)","Dorset and Somerset","Outside London","Unknown","70","[c]","22490","23640"
"New entrant CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","190","[c]","22320","23230"
"New entrant CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","945","[c]","22950","22220"
"New entrant CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","525","[c]","26830","26840"
"New entrant CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","50","[c]","68440","66490"
"New entrant CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","270","[c]","53860","52500"
"New entrant CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","790","[c]","31980","32500"
"New entrant CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","20","[c]","107240","110000"
"New entrant CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","465","[c]","41480","41000"
"New entrant CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","330","[c]","28430","23640"
"New entrant CS","2023","Unknown","Unknown","Unknown","AA","20","[c]","23430","23230"
"New entrant CS","2023","Unknown","Unknown","Unknown","AO","85","[c]","24500","22400"
"New entrant CS","2023","Unknown","Unknown","Unknown","EO","65","[c]","27090","25750"
"New entrant CS","2023","Unknown","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","G7","10","[c]","51680","53780"
"New entrant CS","2023","Unknown","Unknown","Unknown","HEO","15","[c]","32400","32320"
"New entrant CS","2023","Unknown","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Unknown","155","[c]","22440","17660"
"New entrant CS","2023","Wales","East Wales","Outside London","AA","95","[c]","23190","23230"
"New entrant CS","2023","Wales","East Wales","Outside London","AO","935","[c]","23260","22400"
"New entrant CS","2023","Wales","East Wales","Outside London","EO","355","[c]","26510","25750"
"New entrant CS","2023","Wales","East Wales","Outside London","G6","30","[c]","67680","67050"
"New entrant CS","2023","Wales","East Wales","Outside London","G7","120","[c]","54160","53440"
"New entrant CS","2023","Wales","East Wales","Outside London","HEO","330","[c]","32550","31560"
"New entrant CS","2023","Wales","East Wales","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Wales","East Wales","Outside London","SEO","225","[c]","41410","40680"
"New entrant CS","2023","Wales","East Wales","Outside London","Unknown","120","[c]","22500","23640"
"New entrant CS","2023","Wales","West Wales and The Valleys","Outside London","AA","150","[c]","19260","19000"
"New entrant CS","2023","Wales","West Wales and The Valleys","Outside London","AO","735","[c]","22470","22500"
"New entrant CS","2023","Wales","West Wales and The Valleys","Outside London","EO","210","[c]","27560","28120"
"New entrant CS","2023","Wales","West Wales and The Valleys","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Wales","West Wales and The Valleys","Outside London","G7","20","[c]","54750","53440"
"New entrant CS","2023","Wales","West Wales and The Valleys","Outside London","HEO","95","[c]","33550","33200"
"New entrant CS","2023","Wales","West Wales and The Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Wales","West Wales and The Valleys","Outside London","SEO","65","[c]","41730","41360"
"New entrant CS","2023","Wales","West Wales and The Valleys","Outside London","Unknown","160","[c]","22710","23640"
"New entrant CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","55","[c]","22150","23230"
"New entrant CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","215","[c]","24790","22400"
"New entrant CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","45","[c]","27130","27020"
"New entrant CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","20","[c]","56050","50820"
"New entrant CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","15","[c]","32210","31260"
"New entrant CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","10","[c]","40960","39000"
"New entrant CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","70","[c]","23440","23640"
"New entrant CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","AA","115","[c]","22860","23230"
"New entrant CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","AO","455","[c]","25550","24070"
"New entrant CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","EO","180","[c]","27550","27140"
"New entrant CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","G6","25","[c]","71410","68500"
"New entrant CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","G7","45","[c]","57000","55110"
"New entrant CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","HEO","120","[c]","34240","34400"
"New entrant CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","SEO","120","[c]","43130","42140"
"New entrant CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","Unknown","55","[c]","22690","23640"
"New entrant CS","2023","West Midlands (England)","West Midlands","Outside London","AA","80","[c]","21920","23230"
"New entrant CS","2023","West Midlands (England)","West Midlands","Outside London","AO","1295","[c]","22500","21780"
"New entrant CS","2023","West Midlands (England)","West Midlands","Outside London","EO","375","[c]","26870","25900"
"New entrant CS","2023","West Midlands (England)","West Midlands","Outside London","G6","15","[c]","74190","70000"
"New entrant CS","2023","West Midlands (England)","West Midlands","Outside London","G7","115","[c]","54440","51770"
"New entrant CS","2023","West Midlands (England)","West Midlands","Outside London","HEO","260","[c]","33170","31990"
"New entrant CS","2023","West Midlands (England)","West Midlands","Outside London","SCS level","15","[c]","107810","98000"
"New entrant CS","2023","West Midlands (England)","West Midlands","Outside London","SEO","180","[c]","40360","39000"
"New entrant CS","2023","West Midlands (England)","West Midlands","Outside London","Unknown","215","[c]","22670","23640"
"New entrant CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","AA","70","[c]","23040","23230"
