"Status","Year","Ethnicity","Organisation","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Inner London - West","London","75","[c]","48050","45750"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Lancashire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Lincolnshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Merseyside","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","North Yorkshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Northern Ireland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Outer London - West and North West","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","West Central Scotland","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","East Wales","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Greater Manchester","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Inner London - East","London","40","[c]","48780","43650"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Inner London - West","London","115","[c]","46900","43650"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Lancashire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Outer London - South","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","West Midlands","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","West Yorkshire","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Cheshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Inner London - East","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","West Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Infrastructure Commission","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Records of Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Savings and Investments","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Savings and Investments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Northern Ireland Office","Inner London - West","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Northern Ireland Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Budget Responsibility","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","Inner London - West","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Gas and Electricity Markets","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Gas and Electricity Markets","Inner London - East","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Gas and Electricity Markets","West Central Scotland","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Qualifications and Examinations Regulation","West Midlands","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","Inner London - East","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Public Guardian","Derbyshire and Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Public Guardian","West Midlands","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Wales","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Wales","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Queen Elizabeth II Centre","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Registers of Scotland","Eastern Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Registers of Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Revenue Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Northumberland, and Tyne and Wear","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Courts and Tribunals Service","Eastern Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Courts and Tribunals Service","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Courts and Tribunals Service","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Courts and Tribunals Service","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Courts and Tribunals Service","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Forestry","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Forestry","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Forestry","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government (excl. agencies)","Eastern Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government (excl. agencies)","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government (excl. agencies)","West Central Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Prison Service","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Prison Service","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Public Pensions Agency","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Public Pensions Agency","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Serious Fraud Office","Inner London - West","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Security Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Security Scotland","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Security Scotland","West Central Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Standards and Testing Agency","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Standards and Testing Agency","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Standards and Testing Agency","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Student Awards Agency for Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Submarine Delivery Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Teaching Regulation Agency","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","East Wales","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Inner London - East","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","West Midlands","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The National Archives","Outer London - West and North West","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Export Finance","Inner London - West","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Inner London - East","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Inner London - West","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","West Yorkshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Hydrographic Office","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Space Agency","Inner London - West","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Statistics Authority","East Wales","Outside London","80","[c]","37360","36840"
"Leaver Dept.","2023","White","UK Statistics Authority","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Statistics Authority","Hampshire and Isle of Wight","Outside London","55","[c]","31540","30880"
"Leaver Dept.","2023","White","UK Statistics Authority","Inner London - West","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Statistics Authority","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Supreme Court","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Devon","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","East Wales","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Greater Manchester","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Tees Valley and Durham","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Veterinary Medicines Directorate","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Water Services Regulation Authority","West Midlands","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","East Wales","Outside London","45","[c]","41760","38160"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","West Wales and The Valleys","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Revenue Authority","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Revenue Authority","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
