"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Outer London - East and North East","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - East and North East","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - East and North East","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - East and North East","Unknown","Heterosexual / straight","35","35","32460","33050"
"In post","2023","Asian","Outer London - East and North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","AA","Heterosexual / straight","35","30","23440","23500"
"In post","2023","Asian","Outer London - South","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Outer London - South","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","AO","Heterosexual / straight","310","280","26500","26400"
"In post","2023","Asian","Outer London - South","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","AO","Undeclared","40","35","26440","26400"
"In post","2023","Asian","Outer London - South","AO","Unknown","25","20","[c]","[c]"
"In post","2023","Asian","Outer London - South","EO","Heterosexual / straight","495","460","31030","30410"
"In post","2023","Asian","Outer London - South","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Outer London - South","EO","Undeclared","50","45","30860","30410"
"In post","2023","Asian","Outer London - South","EO","Unknown","30","25","[c]","[c]"
"In post","2023","Asian","Outer London - South","G6","Heterosexual / straight","35","35","73820","73400"
"In post","2023","Asian","Outer London - South","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","G7","Heterosexual / straight","160","155","61600","59660"
"In post","2023","Asian","Outer London - South","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Outer London - South","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Outer London - South","HEO","Heterosexual / straight","340","330","37460","36310"
"In post","2023","Asian","Outer London - South","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Outer London - South","HEO","Undeclared","30","30","37650","37720"
"In post","2023","Asian","Outer London - South","HEO","Unknown","35","30","39890","39790"
"In post","2023","Asian","Outer London - South","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","SEO","Heterosexual / straight","230","225","45090","43790"
"In post","2023","Asian","Outer London - South","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Outer London - South","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Outer London - South","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Outer London - South","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","AA","Heterosexual / straight","70","60","24000","23500"
"In post","2023","Asian","Outer London - West and North West","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","AA","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","AO","Heterosexual / straight","380","340","26740","26400"
"In post","2023","Asian","Outer London - West and North West","AO","LGBO","15","10","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","AO","Undeclared","50","40","25750","26400"
"In post","2023","Asian","Outer London - West and North West","AO","Unknown","35","35","25500","25610"
"In post","2023","Asian","Outer London - West and North West","EO","Heterosexual / straight","1045","950","31070","30350"
"In post","2023","Asian","Outer London - West and North West","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","EO","Undeclared","90","80","31410","31230"
"In post","2023","Asian","Outer London - West and North West","EO","Unknown","95","85","31690","32520"
"In post","2023","Asian","Outer London - West and North West","G6","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","G7","Heterosexual / straight","70","65","59780","59290"
"In post","2023","Asian","Outer London - West and North West","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","HEO","Heterosexual / straight","315","300","36530","36180"
"In post","2023","Asian","Outer London - West and North West","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","HEO","Undeclared","25","20","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","SEO","Heterosexual / straight","165","160","43740","43210"
"In post","2023","Asian","Outer London - West and North West","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","Unknown","Heterosexual / straight","45","45","32100","30840"
"In post","2023","Asian","Outer London - West and North West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Overseas","G7","Heterosexual / straight","30","30","56960","56140"
"In post","2023","Asian","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Overseas","HEO","Heterosexual / straight","40","40","35730","34400"
"In post","2023","Asian","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","AO","Heterosexual / straight","75","70","24240","21780"
"In post","2023","Asian","Shropshire and Staffordshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","EO","Heterosexual / straight","75","75","28130","28120"
"In post","2023","Asian","Shropshire and Staffordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","HEO","Heterosexual / straight","60","55","35510","34400"
"In post","2023","Asian","Shropshire and Staffordshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","SEO","Heterosexual / straight","65","60","44140","42510"
"In post","2023","Asian","Shropshire and Staffordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","Unknown","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","AO","Heterosexual / straight","110","100","22350","22400"
"In post","2023","Asian","South Yorkshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","South Yorkshire","AO","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","South Yorkshire","EO","Heterosexual / straight","150","140","26690","25980"
"In post","2023","Asian","South Yorkshire","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","South Yorkshire","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","South Yorkshire","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","South Yorkshire","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","South Yorkshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","G7","Heterosexual / straight","40","40","52860","51640"
"In post","2023","Asian","South Yorkshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","HEO","Heterosexual / straight","75","70","32630","32160"
"In post","2023","Asian","South Yorkshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","South Yorkshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","SEO","Heterosexual / straight","50","50","39640","38470"
"In post","2023","Asian","South Yorkshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","South Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Asian","Southern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Southern Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Southern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Southern Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","AA","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","AO","Heterosexual / straight","75","65","26850","25340"
"In post","2023","Asian","Surrey, East and West Sussex","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","EO","Heterosexual / straight","130","120","29600","29080"
"In post","2023","Asian","Surrey, East and West Sussex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","G6","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","HEO","Heterosexual / straight","50","50","36020","34370"
"In post","2023","Asian","Surrey, East and West Sussex","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","AO","Heterosexual / straight","45","40","23350","22400"
"In post","2023","Asian","Tees Valley and Durham","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Asian","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","EO","Heterosexual / straight","30","30","27900","28120"
"In post","2023","Asian","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
