"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Cornwall and Isles of Scilly","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","EO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Cumbria","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","SEO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","EO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G7","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G7","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","HEO","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","HEO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Devon","EO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Devon","EO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Devon","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","HEO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Devon","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","SEO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G7","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G7","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","HEO","Female","30","25","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","HEO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","East Anglia","AO","Female","10","10","[c]","[c]"
"In post","2023","Analysis","East Anglia","AO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","East Anglia","EO","Female","35","35","26020","25920"
"In post","2023","Analysis","East Anglia","EO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","East Anglia","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","G6","Male","15","15","[c]","[c]"
"In post","2023","Analysis","East Anglia","G7","Female","20","20","[c]","[c]"
"In post","2023","Analysis","East Anglia","G7","Male","40","40","50370","49400"
"In post","2023","Analysis","East Anglia","HEO","Female","55","50","30660","30350"
"In post","2023","Analysis","East Anglia","HEO","Male","55","50","30900","30350"
"In post","2023","Analysis","East Anglia","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SEO","Female","50","50","37870","37310"
"In post","2023","Analysis","East Anglia","SEO","Male","50","50","38190","37310"
"In post","2023","Analysis","East Wales","AO","Female","25","20","[c]","[c]"
"In post","2023","Analysis","East Wales","AO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","East Wales","EO","Female","65","60","25650","25070"
"In post","2023","Analysis","East Wales","EO","Male","45","40","25590","24840"
"In post","2023","Analysis","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","G6","Female","20","15","[c]","[c]"
"In post","2023","Analysis","East Wales","G6","Male","30","30","64620","62770"
"In post","2023","Analysis","East Wales","G7","Female","120","115","52240","51460"
"In post","2023","Analysis","East Wales","G7","Male","90","90","53160","51460"
"In post","2023","Analysis","East Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","HEO","Female","190","185","31830","31560"
"In post","2023","Analysis","East Wales","HEO","Male","165","165","31850","31560"
"In post","2023","Analysis","East Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Analysis","East Wales","SEO","Female","205","195","39260","39300"
"In post","2023","Analysis","East Wales","SEO","Male","155","150","39090","39300"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G7","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G7","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","HEO","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","HEO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Essex","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","40","40","27020","26900"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Male","30","25","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Female","80","75","54580","54840"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Male","190","185","53460","49260"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","85","80","31190","31110"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","100","95","31310","30650"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","90","85","40870","40640"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","130","130","40320","39890"
"In post","2023","Analysis","Greater Manchester","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G6","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G6","Male","15","10","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G7","Female","35","30","56310","56870"
"In post","2023","Analysis","Greater Manchester","G7","Male","45","40","56120","56870"
"In post","2023","Analysis","Greater Manchester","HEO","Female","70","65","34010","34170"
"In post","2023","Analysis","Greater Manchester","HEO","Male","90","90","34250","34570"
"In post","2023","Analysis","Greater Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SEO","Female","60","55","41730","42140"
"In post","2023","Analysis","Greater Manchester","SEO","Male","55","55","41870","42140"
"In post","2023","Analysis","Hampshire and Isle of Wight","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","Male","30","30","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G7","Female","120","115","52180","51460"
"In post","2023","Analysis","Hampshire and Isle of Wight","G7","Male","250","240","53070","49260"
"In post","2023","Analysis","Hampshire and Isle of Wight","HEO","Female","145","140","31420","31560"
"In post","2023","Analysis","Hampshire and Isle of Wight","HEO","Male","160","155","31350","31060"
"In post","2023","Analysis","Hampshire and Isle of Wight","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","SEO","Female","145","135","39360","39300"
"In post","2023","Analysis","Hampshire and Isle of Wight","SEO","Male","180","175","39680","39890"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","AO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Inner London - East","AO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Inner London - East","EO","Female","65","60","29180","28930"
"In post","2023","Analysis","Inner London - East","EO","Male","35","35","29270","29000"
"In post","2023","Analysis","Inner London - East","G6","Female","50","50","72940","72260"
"In post","2023","Analysis","Inner London - East","G6","Male","70","70","75430","74600"
"In post","2023","Analysis","Inner London - East","G7","Female","120","110","59970","60570"
"In post","2023","Analysis","Inner London - East","G7","Male","150","145","59860","60570"
"In post","2023","Analysis","Inner London - East","HEO","Female","100","100","36630","35530"
"In post","2023","Analysis","Inner London - East","HEO","Male","140","140","36750","35770"
"In post","2023","Analysis","Inner London - East","SCS level","Female","20","15","[c]","[c]"
"In post","2023","Analysis","Inner London - East","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Inner London - East","SEO","Female","95","90","44680","43650"
"In post","2023","Analysis","Inner London - East","SEO","Male","120","120","44780","44570"
"In post","2023","Analysis","Inner London - West","AA","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Inner London - West","AA","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Inner London - West","AO","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Inner London - West","AO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Inner London - West","EO","Female","110","105","29690","29510"
"In post","2023","Analysis","Inner London - West","EO","Male","120","115","30140","30090"
"In post","2023","Analysis","Inner London - West","G6","Female","170","155","73970","69590"
"In post","2023","Analysis","Inner London - West","G6","Male","215","205","77540","71070"
"In post","2023","Analysis","Inner London - West","G7","Female","405","380","58290","57030"
"In post","2023","Analysis","Inner London - West","G7","Male","540","535","58330","57030"
"In post","2023","Analysis","Inner London - West","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - West","HEO","Female","415","405","36150","36000"
"In post","2023","Analysis","Inner London - West","HEO","Male","515","510","36110","35700"
"In post","2023","Analysis","Inner London - West","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - West","SCS level","Female","50","50","84330","80790"
"In post","2023","Analysis","Inner London - West","SCS level","Male","70","70","92660","83000"
"In post","2023","Analysis","Inner London - West","SEO","Female","285","275","44700","44140"
"In post","2023","Analysis","Inner London - West","SEO","Male","285","285","44960","44180"
"In post","2023","Analysis","Inner London - West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","EO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Merseyside","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","G6","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Merseyside","G7","Female","30","25","[c]","[c]"
"In post","2023","Analysis","Merseyside","G7","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Merseyside","HEO","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Merseyside","HEO","Male","35","35","33390","34400"
"In post","2023","Analysis","Merseyside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","SEO","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Merseyside","SEO","Male","35","35","41580","42140"
"In post","2023","Analysis","Merseyside","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","G7","Male","5","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","HEO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","SEO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","EO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","EO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","G6","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","G7","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","G7","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","HEO","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","HEO","Male","30","30","33280","34170"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","SEO","Female","30","25","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","SEO","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","EO","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Outer London - South","EO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Outer London - South","G6","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Outer London - South","G6","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Outer London - South","G7","Female","20","15","[c]","[c]"
"In post","2023","Analysis","Outer London - South","G7","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Outer London - South","HEO","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Outer London - South","HEO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Outer London - South","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","SCS level","Male","[c]","[c]","[c]","[c]"
