"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Coventry","SEO/HEO","20","15","36980","37590"
"In post","2023","Analysis","Croydon","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Croydon","EO","30","25","30860","30410"
"In post","2023","Analysis","Croydon","G6/G7","50","45","67000","65230"
"In post","2023","Analysis","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Croydon","SEO/HEO","90","85","41250","41060"
"In post","2023","Analysis","Darlington","AA/AO","15","15","21610","21200"
"In post","2023","Analysis","Darlington","EO","20","20","25250","24840"
"In post","2023","Analysis","Darlington","G6/G7","35","35","55710","52150"
"In post","2023","Analysis","Darlington","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Darlington","SEO/HEO","95","90","35630","33000"
"In post","2023","Analysis","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Dorset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset","EO","40","35","25950","25970"
"In post","2023","Analysis","Dorset","G6/G7","20","20","54270","50970"
"In post","2023","Analysis","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset","SEO/HEO","70","70","33370","30820"
"In post","2023","Analysis","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Ayrshire and North Ayrshire mainland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Fermanagh and Omagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Glasgow City","EO","10","10","26430","26000"
"In post","2023","Analysis","Glasgow City","G6/G7","30","30","57590","56200"
"In post","2023","Analysis","Glasgow City","SEO/HEO","50","50","35060","34170"
"In post","2023","Analysis","Gloucestershire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester South West","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester South West","EO","15","15","26620","26020"
"In post","2023","Analysis","Greater Manchester South West","G6/G7","70","65","59990","57970"
"In post","2023","Analysis","Greater Manchester South West","SEO/HEO","145","140","37990","35000"
"In post","2023","Analysis","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hackney and Newham","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Hackney and Newham","G6/G7","55","55","66490","65230"
"In post","2023","Analysis","Hackney and Newham","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Hackney and Newham","SEO/HEO","135","130","41870","39790"
"In post","2023","Analysis","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, County of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hertfordshire CC","SEO/HEO","10","10","42370","42060"
"In post","2023","Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lambeth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leeds","AA/AO","10","10","[c]","[c]"
"In post","2023","Analysis","Leeds","EO","30","25","27150","27280"
"In post","2023","Analysis","Leeds","G6/G7","85","80","56030","53190"
"In post","2023","Analysis","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leeds","SEO/HEO","130","125","36630","37680"
"In post","2023","Analysis","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Liverpool","EO","15","15","27480","27650"
"In post","2023","Analysis","Liverpool","G6/G7","45","40","58040","56900"
"In post","2023","Analysis","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Liverpool","SEO/HEO","85","85","38020","38120"
"In post","2023","Analysis","Luton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Manchester","EO","15","15","27170","26940"
"In post","2023","Analysis","Manchester","G6/G7","25","25","55900","53410"
"In post","2023","Analysis","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Manchester","SEO/HEO","125","125","36600","34260"
"In post","2023","Analysis","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merton, Kingston upon Thames and Sutton","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid and East Antrim","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Monmouthshire and Newport","AA/AO","40","35","21480","21200"
"In post","2023","Analysis","Monmouthshire and Newport","EO","110","105","25610","25040"
"In post","2023","Analysis","Monmouthshire and Newport","G6/G7","250","240","54530","51460"
"In post","2023","Analysis","Monmouthshire and Newport","SCS level","15","15","84190","73880"
"In post","2023","Analysis","Monmouthshire and Newport","SEO/HEO","685","660","35460","37690"
"In post","2023","Analysis","Newry, Mourne and Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and North East Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Nottingham","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Nottingham","G6/G7","20","20","54520","51770"
"In post","2023","Analysis","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Nottingham","SEO/HEO","45","45","37170","37680"
"In post","2023","Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Oxfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Oxfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Plymouth","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Plymouth","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Portsmouth","SEO/HEO","20","20","36460","34780"
"In post","2023","Analysis","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sandwell","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sefton","G6/G7","10","10","59140","59400"
"In post","2023","Analysis","Sefton","SEO/HEO","25","25","35210","33150"
"In post","2023","Analysis","Sheffield","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Sheffield","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Sheffield","G6/G7","130","120","57650","53450"
"In post","2023","Analysis","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sheffield","SEO/HEO","205","195","38180","38470"
"In post","2023","Analysis","Shropshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Solihull","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Solihull","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Somerset CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Somerset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Hampshire","EO","40","35","25470","24840"
"In post","2023","Analysis","South Hampshire","G6/G7","115","105","54540","52490"
"In post","2023","Analysis","South Hampshire","SCS level","10","10","82270","73330"
"In post","2023","Analysis","South Hampshire","SEO/HEO","360","345","35450","34520"
"In post","2023","Analysis","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Lanarkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Teesside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South and West Derbyshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","South and West Derbyshire","SEO/HEO","20","15","37440","36620"
"In post","2023","Analysis","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Staffordshire CC","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Stoke-on-Trent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Suffolk CC","AA/AO","15","15","21600","22150"
"In post","2023","Analysis","Suffolk CC","EO","55","50","26010","25920"
"In post","2023","Analysis","Suffolk CC","G6/G7","75","75","53250","49400"
"In post","2023","Analysis","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Suffolk CC","SEO/HEO","200","190","34020","31690"
"In post","2023","Analysis","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tower Hamlets","AA/AO","15","15","23960","24520"
"In post","2023","Analysis","Tower Hamlets","EO","90","90","28950","28960"
"In post","2023","Analysis","Tower Hamlets","G6/G7","330","315","64070","61530"
"In post","2023","Analysis","Tower Hamlets","SCS level","35","30","101700","99650"
"In post","2023","Analysis","Tower Hamlets","SEO/HEO","315","310","39920","39350"
"In post","2023","Analysis","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tyneside","EO","15","15","27660","28130"
"In post","2023","Analysis","Tyneside","G6/G7","55","55","56770","53190"
"In post","2023","Analysis","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tyneside","SEO/HEO","110","105","36400","37640"
"In post","2023","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Walsall","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warrington","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Westminster","AA/AO","55","55","24740","23500"
"In post","2023","Analysis","Westminster","EO","210","205","29960","29750"
"In post","2023","Analysis","Westminster","G6/G7","1220","1180","61100","59400"
"In post","2023","Analysis","Westminster","SCS level","115","115","87320","80890"
"In post","2023","Analysis","Westminster","SEO/HEO","1445","1425","39350","39090"
"In post","2023","Analysis","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wiltshire","AA/AO","30","30","23590","23340"
"In post","2023","Analysis","Wiltshire","EO","20","20","25740","26310"
"In post","2023","Analysis","Wiltshire","G6/G7","240","230","54980","49260"
"In post","2023","Analysis","Wiltshire","SEO/HEO","230","230","35140","39890"
"In post","2023","Analysis","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wolverhampton","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Wolverhampton","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Wolverhampton","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Worcestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","York","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","York","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","York","SEO/HEO","15","15","34500","31730"
"In post","2023","Commercial","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Armagh City, Banbridge and Craigavon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barnet","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barnet","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Barnet","SEO/HEO","5","5","[c]","[c]"
