"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Black","Finance","EO","10","10","[c]","[c]"
"In post","2023","20-29","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Finance","SEO/HEO","25","25","[c]","[c]"
"In post","2023","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","EO","20","20","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","SEO/HEO","25","25","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Legal","AA/AO","45","45","23510","24350"
"In post","2023","20-29","Black","Legal","EO","40","40","28900","27940"
"In post","2023","20-29","Black","Legal","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Black","Legal","SEO/HEO","15","15","[c]","[c]"
"In post","2023","20-29","Black","No function","AA/AO","440","430","26750","25610"
"In post","2023","20-29","Black","No function","EO","485","480","30180","29750"
"In post","2023","20-29","Black","No function","G6/G7","50","50","57190","55540"
"In post","2023","20-29","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","No function","SEO/HEO","325","325","36740","35620"
"In post","2023","20-29","Black","No function","Unknown","160","155","27520","27640"
"In post","2023","20-29","Black","Project Delivery","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","EO","15","15","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","SEO/HEO","55","55","37330","37240"
"In post","2023","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Property","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Black","Property","EO","5","5","[c]","[c]"
"In post","2023","20-29","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Property","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","EO","5","5","[c]","[c]"
"In post","2023","20-29","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","EO","15","15","[c]","[c]"
"In post","2023","20-29","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","SEO/HEO","45","45","33140","32960"
"In post","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","EO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","SEO/HEO","95","95","37020","35700"
"In post","2023","20-29","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","EO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","SEO/HEO","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","EO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Counter Fraud","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Counter Fraud","EO","45","40","29790","28130"
"In post","2023","20-29","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Counter Fraud","SEO/HEO","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Debt","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Debt","EO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data & Technology","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data & Technology","EO","25","20","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data & Technology","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data & Technology","SEO/HEO","50","50","36250","35610"
"In post","2023","20-29","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","EO","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","EO","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","SEO/HEO","35","35","34830","34290"
"In post","2023","20-29","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","EO","35","35","28390","28200"
"In post","2023","20-29","Mixed","Legal","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","No function","AA/AO","500","485","25740","23230"
"In post","2023","20-29","Mixed","No function","EO","370","360","29230","28120"
"In post","2023","20-29","Mixed","No function","G6/G7","110","105","56550","55120"
"In post","2023","20-29","Mixed","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","No function","SEO/HEO","435","430","36710","35560"
"In post","2023","20-29","Mixed","No function","Unknown","170","165","25700","24570"
"In post","2023","20-29","Mixed","Project Delivery","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","EO","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","SEO/HEO","60","60","34690","33560"
"In post","2023","20-29","Mixed","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Property","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Property","EO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Property","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Security","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","AA/AO","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","EO","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","SEO/HEO","100","100","32510","30650"
"In post","2023","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Analysis","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","EO","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Debt","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data & Technology","EO","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data & Technology","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data & Technology","SEO/HEO","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","EO","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","No function","AA/AO","90","90","26270","25310"
"In post","2023","20-29","Other ethnicity","No function","EO","100","95","29160","28370"
"In post","2023","20-29","Other ethnicity","No function","G6/G7","40","40","56580","55210"
"In post","2023","20-29","Other ethnicity","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","No function","SEO/HEO","105","100","36080","35400"
"In post","2023","20-29","Other ethnicity","No function","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","EO","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Analysis","AA/AO","[c]","[c]","[c]","[c]"
