"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Black","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","No function","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","No function","EO","55","[c]","29530","28670"
"Leaver Dept.","2023","20-29","Black","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","No function","SEO/HEO","35","[c]","35990","35200"
"Leaver Dept.","2023","20-29","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Analysis","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Digital, Data & Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","No function","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","No function","EO","45","[c]","29030","29190"
"Leaver Dept.","2023","20-29","Mixed","No function","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","No function","SEO/HEO","50","[c]","37090","35410"
"Leaver Dept.","2023","20-29","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","No function","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","No function","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","No function","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","No function","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","No function","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","No function","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","No function","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Analysis","SEO/HEO","75","[c]","33230","33250"
"Leaver Dept.","2023","20-29","Unknown","Commercial","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","SEO/HEO","35","[c]","33970","32960"
"Leaver Dept.","2023","20-29","Unknown","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Counter Fraud","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Debt","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data & Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data & Technology","SEO/HEO","50","[c]","33520","32000"
"Leaver Dept.","2023","20-29","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Finance","SEO/HEO","60","[c]","33580","33250"
"Leaver Dept.","2023","20-29","Unknown","Grants Management","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Legal","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","No function","AA/AO","195","[c]","22650","22180"
"Leaver Dept.","2023","20-29","Unknown","No function","EO","145","[c]","28340","28120"
"Leaver Dept.","2023","20-29","Unknown","No function","G6/G7","55","[c]","56410","55370"
"Leaver Dept.","2023","20-29","Unknown","No function","SEO/HEO","280","[c]","36680","35650"
"Leaver Dept.","2023","20-29","Unknown","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","SEO/HEO","55","[c]","32730","32000"
"Leaver Dept.","2023","20-29","Unknown","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","SEO/HEO","310","[c]","32040","32000"
"Leaver Dept.","2023","20-29","White","Analysis","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Analysis","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Analysis","SEO/HEO","135","[c]","35960","34550"
"Leaver Dept.","2023","20-29","White","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Commercial","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Commercial","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Communications","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Communications","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Communications","SEO/HEO","40","[c]","35180","34310"
"Leaver Dept.","2023","20-29","White","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Counter Fraud","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Debt","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Digital, Data & Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Digital, Data & Technology","SEO/HEO","45","[c]","37440","37410"
"Leaver Dept.","2023","20-29","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Finance","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Finance","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Grants Management","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Human Resources","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Human Resources","EO","40","[c]","27610","28120"
"Leaver Dept.","2023","20-29","White","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Human Resources","SEO/HEO","75","[c]","33650","32640"
"Leaver Dept.","2023","20-29","White","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Legal","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Legal","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","No function","AA/AO","435","[c]","22060","21780"
"Leaver Dept.","2023","20-29","White","No function","EO","470","[c]","27970","28120"
"Leaver Dept.","2023","20-29","White","No function","G6/G7","130","[c]","55360","54700"
"Leaver Dept.","2023","20-29","White","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","No function","SEO/HEO","620","[c]","36450","35620"
"Leaver Dept.","2023","20-29","White","No function","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Project Delivery","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
