"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","SEO","20","[c]","44580","43490"
"Leaver Dept.","2023","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","20","[c]","32510","33210"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","G7","10","[c]","54630","54110"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","HEO","15","[c]","35960","36200"
"Leaver Dept.","2023","Analysis","Home Office","SEO","10","[c]","43130","42710"
"Leaver Dept.","2023","Analysis","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","SEO","15","[c]","46240","46750"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","HEO","20","[c]","34740","35410"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","SEO","15","[c]","42070","42010"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","HEO","45","[c]","32030","31560"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","SEO","25","[c]","39210","38340"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Building Digital UK","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","HEO","15","[c]","31670","32000"
"Leaver Dept.","2023","Commercial","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","SEO","10","[c]","40220","39430"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","SEO","25","[c]","40730","41590"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","G7","15","[c]","57970","56120"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","HEO","10","[c]","35030","35490"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","SEO","15","[c]","43300","42700"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","SEO","10","[c]","41400","39500"
"Leaver Dept.","2023","Commercial","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Building Digital UK","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","EO","10","[c]","27070","27500"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","G7","15","[c]","56780","56430"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","HEO","15","[c]","35250","35650"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","SEO","20","[c]","41790","41870"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","HEO","15","[c]","31550","32000"
"Leaver Dept.","2023","Communications","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Prison and Probation Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Legal Aid Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
