"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Scottish Government (excl. agencies)","Scottish Borders","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Scottish Borders","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Scottish Borders","EO","EO","25","20","31190","31940"
"In post","2023","Scottish Government (excl. agencies)","Scottish Borders","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Scottish Borders","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Scottish Borders","SEO/HEO","HEO","15","15","36010","36330"
"In post","2023","Scottish Government (excl. agencies)","Scottish Borders","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Shetland Islands","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Shetland Islands","EO","EO","5","5","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Shetland Islands","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Shetland Islands","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Shetland Islands","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","South Ayrshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","South Ayrshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","South Ayrshire","EO","EO","20","20","30680","30440"
"In post","2023","Scottish Government (excl. agencies)","South Ayrshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","South Ayrshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","South Ayrshire","SEO/HEO","HEO","15","15","35800","34730"
"In post","2023","Scottish Government (excl. agencies)","South Ayrshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","South Lanarkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","South Lanarkshire","EO","EO","15","15","30570","30440"
"In post","2023","Scottish Government (excl. agencies)","South Lanarkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","South Lanarkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","South Lanarkshire","SEO/HEO","HEO","10","10","35370","34730"
"In post","2023","Scottish Government (excl. agencies)","South Lanarkshire","SEO/HEO","SEO","10","10","48260","49860"
"In post","2023","Scottish Government (excl. agencies)","West Lothian","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","West Lothian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","West Lothian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","West Lothian","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","West Lothian","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","West Lothian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","West Lothian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","West Lothian","SEO/HEO","SEO","15","15","47660","49860"
"In post","2023","Scottish Housing Regulator","City of Edinburgh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","East Ayrshire and North Ayrshire mainland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Glasgow City","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Glasgow City","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Glasgow City","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Glasgow City","G6/G7","G7","15","15","63820","65280"
"In post","2023","Scottish Housing Regulator","Glasgow City","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Glasgow City","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Glasgow City","SEO/HEO","SEO","15","15","48290","49860"
"In post","2023","Scottish Prison Service","Aberdeen City and Aberdeenshire","AA/AO","AA","25","20","23390","22920"
"In post","2023","Scottish Prison Service","Aberdeen City and Aberdeenshire","AA/AO","AO","100","95","28790","28490"
"In post","2023","Scottish Prison Service","Aberdeen City and Aberdeenshire","EO","EO","140","135","35620","37060"
"In post","2023","Scottish Prison Service","Aberdeen City and Aberdeenshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Aberdeen City and Aberdeenshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","35","35","43230","42590"
"In post","2023","Scottish Prison Service","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2023","Scottish Prison Service","Angus and Dundee City","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Angus and Dundee City","AA/AO","AO","15","15","26220","24710"
"In post","2023","Scottish Prison Service","Angus and Dundee City","EO","EO","15","15","35940","37060"
"In post","2023","Scottish Prison Service","Angus and Dundee City","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","Angus and Dundee City","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","City of Edinburgh","AA/AO","AA","20","20","22930","22920"
"In post","2023","Scottish Prison Service","City of Edinburgh","AA/AO","AO","190","180","27120","28490"
"In post","2023","Scottish Prison Service","City of Edinburgh","EO","EO","305","285","35980","37060"
"In post","2023","Scottish Prison Service","City of Edinburgh","G6/G7","G6","30","30","76600","73690"
"In post","2023","Scottish Prison Service","City of Edinburgh","G6/G7","G7","55","55","56920","57260"
"In post","2023","Scottish Prison Service","City of Edinburgh","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","City of Edinburgh","SEO/HEO","HEO","80","70","42760","42590"
"In post","2023","Scottish Prison Service","City of Edinburgh","SEO/HEO","SEO","90","80","48700","48640"
"In post","2023","Scottish Prison Service","Clackmannanshire and Fife","AA/AO","AA","20","15","23400","22920"
"In post","2023","Scottish Prison Service","Clackmannanshire and Fife","AA/AO","AO","125","120","27550","28490"
"In post","2023","Scottish Prison Service","Clackmannanshire and Fife","EO","EO","205","195","36340","37060"
"In post","2023","Scottish Prison Service","Clackmannanshire and Fife","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Clackmannanshire and Fife","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Clackmannanshire and Fife","SEO/HEO","HEO","30","30","42010","42590"
"In post","2023","Scottish Prison Service","Clackmannanshire and Fife","SEO/HEO","SEO","15","10","48290","48640"
"In post","2023","Scottish Prison Service","Dumfries and Galloway","AA/AO","AA","10","10","22700","22920"
"In post","2023","Scottish Prison Service","Dumfries and Galloway","AA/AO","AO","60","55","27360","28490"
"In post","2023","Scottish Prison Service","Dumfries and Galloway","EO","EO","70","65","36200","37060"
"In post","2023","Scottish Prison Service","Dumfries and Galloway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Dumfries and Galloway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Dumfries and Galloway","SEO/HEO","HEO","15","15","44090","42590"
"In post","2023","Scottish Prison Service","Dumfries and Galloway","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","AA","20","20","22780","22920"
"In post","2023","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","AO","100","95","26970","26930"
"In post","2023","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","EO","175","170","36070","37060"
"In post","2023","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","HEO","25","25","41320","40400"
"In post","2023","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","SEO","15","10","48550","48640"
"In post","2023","Scottish Prison Service","Falkirk","AA/AO","AA","35","30","23010","22920"
"In post","2023","Scottish Prison Service","Falkirk","AA/AO","AO","145","135","26680","26930"
"In post","2023","Scottish Prison Service","Falkirk","EO","EO","235","225","36460","37060"
"In post","2023","Scottish Prison Service","Falkirk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Falkirk","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","Falkirk","SEO/HEO","HEO","70","65","42310","42590"
"In post","2023","Scottish Prison Service","Falkirk","SEO/HEO","SEO","20","20","48840","48640"
"In post","2023","Scottish Prison Service","Glasgow City","AA/AO","AA","35","30","22920","22920"
"In post","2023","Scottish Prison Service","Glasgow City","AA/AO","AO","175","170","26860","26930"
"In post","2023","Scottish Prison Service","Glasgow City","EO","EO","340","325","36160","37060"
"In post","2023","Scottish Prison Service","Glasgow City","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Glasgow City","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Glasgow City","SEO/HEO","HEO","60","55","42410","42590"
"In post","2023","Scottish Prison Service","Glasgow City","SEO/HEO","SEO","20","15","48570","48640"
"In post","2023","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AA","10","5","23620","22920"
"In post","2023","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AO","70","65","27310","28490"
"In post","2023","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","EO","EO","85","80","36800","37060"
"In post","2023","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","HEO","20","20","42530","42590"
"In post","2023","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AO","35","35","26840","26930"
"In post","2023","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","EO","60","55","35770","37060"
"In post","2023","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","15","10","41820","42590"
"In post","2023","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","North Lanarkshire","AA/AO","AA","20","20","22920","22920"
"In post","2023","Scottish Prison Service","North Lanarkshire","AA/AO","AO","100","95","27620","28490"
"In post","2023","Scottish Prison Service","North Lanarkshire","EO","EO","190","180","36630","37060"
"In post","2023","Scottish Prison Service","North Lanarkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","North Lanarkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","North Lanarkshire","SEO/HEO","HEO","35","30","42220","42590"
"In post","2023","Scottish Prison Service","North Lanarkshire","SEO/HEO","SEO","10","5","48320","48640"
"In post","2023","Scottish Prison Service","Perth and Kinross, and Stirling","AA/AO","AA","35","35","23360","22920"
"In post","2023","Scottish Prison Service","Perth and Kinross, and Stirling","AA/AO","AO","205","195","27340","28490"
"In post","2023","Scottish Prison Service","Perth and Kinross, and Stirling","EO","EO","320","300","35660","37060"
"In post","2023","Scottish Prison Service","Perth and Kinross, and Stirling","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Perth and Kinross, and Stirling","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Scottish Prison Service","Perth and Kinross, and Stirling","SEO/HEO","HEO","70","65","42300","42590"
"In post","2023","Scottish Prison Service","Perth and Kinross, and Stirling","SEO/HEO","SEO","20","20","48080","48640"
"In post","2023","Scottish Prison Service","West Lothian","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","West Lothian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","West Lothian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","West Lothian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","West Lothian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","West Lothian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","City of Edinburgh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Durham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","East Lothian and Midlothian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Scottish Borders","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Scottish Borders","AA/AO","AO","195","180","26840","26600"
"In post","2023","Scottish Public Pensions Agency","Scottish Borders","EO","EO","85","80","30710","30440"
"In post","2023","Scottish Public Pensions Agency","Scottish Borders","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Scottish Borders","G6/G7","G7","15","15","58720","58850"
"In post","2023","Scottish Public Pensions Agency","Scottish Borders","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Scottish Borders","SEO/HEO","HEO","50","45","36730","36330"
"In post","2023","Scottish Public Pensions Agency","Scottish Borders","SEO/HEO","SEO","15","15","48420","49860"
"In post","2023","Serious Fraud Office","Westminster","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Westminster","AA/AO","AO","10","10","24940","24940"
"In post","2023","Serious Fraud Office","Westminster","EO","EO","75","75","28390","27280"
"In post","2023","Serious Fraud Office","Westminster","G6/G7","G6","60","55","72780","71920"
"In post","2023","Serious Fraud Office","Westminster","G6/G7","G7","125","120","58600","57700"
"In post","2023","Serious Fraud Office","Westminster","SCS level","SCS level","15","15","102770","90000"
"In post","2023","Serious Fraud Office","Westminster","SEO/HEO","HEO","60","60","35430","34700"
"In post","2023","Serious Fraud Office","Westminster","SEO/HEO","SEO","115","115","42030","41580"
"In post","2023","Social Security Scotland","Aberdeen City and Aberdeenshire","EO","EO","20","15","29500","29270"
"In post","2023","Social Security Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Angus and Dundee City","AA/AO","AA","550","515","22990","22180"
"In post","2023","Social Security Scotland","Angus and Dundee City","AA/AO","AO","60","60","26210","25710"
"In post","2023","Social Security Scotland","Angus and Dundee City","EO","EO","525","510","29460","29100"
"In post","2023","Social Security Scotland","Angus and Dundee City","G6/G7","G6","10","10","75370","77520"
"In post","2023","Social Security Scotland","Angus and Dundee City","G6/G7","G7","20","20","58040","58850"
"In post","2023","Social Security Scotland","Angus and Dundee City","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Angus and Dundee City","SEO/HEO","HEO","170","165","35110","34730"
"In post","2023","Social Security Scotland","Angus and Dundee City","SEO/HEO","SEO","65","60","43830","42860"
"In post","2023","Social Security Scotland","Caithness and Sutherland, and Ross and Cromarty","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","City of Edinburgh","EO","EO","35","30","29900","29450"
"In post","2023","Social Security Scotland","City of Edinburgh","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","City of Edinburgh","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","City of Edinburgh","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Social Security Scotland","City of Edinburgh","SEO/HEO","SEO","10","10","46370","48250"
"In post","2023","Social Security Scotland","Clackmannanshire and Fife","EO","EO","35","30","29480","29100"
"In post","2023","Social Security Scotland","Clackmannanshire and Fife","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Dumfries and Galloway","EO","EO","10","10","29330","29100"
"In post","2023","Social Security Scotland","Dumfries and Galloway","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Social Security Scotland","East Ayrshire and North Ayrshire mainland","EO","EO","20","20","29560","29100"
"In post","2023","Social Security Scotland","East Ayrshire and North Ayrshire mainland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","East Ayrshire and North Ayrshire mainland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","EO","10","10","29940","29940"
"In post","2023","Social Security Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","East Lothian and Midlothian","EO","EO","10","10","29630","29100"
"In post","2023","Social Security Scotland","East Lothian and Midlothian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Falkirk","EO","EO","10","10","29710","29450"
"In post","2023","Social Security Scotland","Falkirk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Falkirk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Glasgow City","AA/AO","AA","720","675","22920","22180"
"In post","2023","Social Security Scotland","Glasgow City","AA/AO","AO","35","35","26310","26600"
"In post","2023","Social Security Scotland","Glasgow City","EO","EO","695","675","29710","29100"
"In post","2023","Social Security Scotland","Glasgow City","G6/G7","G6","45","45","78020","79110"
"In post","2023","Social Security Scotland","Glasgow City","G6/G7","G7","115","115","60770","59870"
"In post","2023","Social Security Scotland","Glasgow City","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Glasgow City","SEO/HEO","HEO","370","355","35640","35020"
"In post","2023","Social Security Scotland","Glasgow City","SEO/HEO","SEO","225","220","45580","44890"
"In post","2023","Social Security Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","EO","30","30","29750","29450"
"In post","2023","Social Security Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","EO","15","15","29750","29450"
"In post","2023","Social Security Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Social Security Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Na h-Eileanan Siar","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Na h-Eileanan Siar","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Na h-Eileanan Siar","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","North Lanarkshire","EO","EO","30","30","29560","29450"
"In post","2023","Social Security Scotland","North Lanarkshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","North Lanarkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Orkney Islands","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Orkney Islands","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","Orkney Islands","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Perth and Kinross, and Stirling","EO","EO","15","15","29310","29100"
"In post","2023","Social Security Scotland","Perth and Kinross, and Stirling","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Perth and Kinross, and Stirling","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Scottish Borders","EO","EO","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","Scottish Borders","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Scottish Borders","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Shetland Islands","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Shetland Islands","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","South Ayrshire","EO","EO","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","South Ayrshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","South Lanarkshire","EO","EO","25","25","29610","29450"
"In post","2023","Social Security Scotland","South Lanarkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","West Lothian","EO","EO","10","10","29610","29450"
"In post","2023","Social Security Scotland","West Lothian","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","West Lothian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Cambridgeshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Coventry","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Coventry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Coventry","G6/G7","G7","10","10","52090","51360"
"In post","2023","Standards and Testing Agency","Coventry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Coventry","SEO/HEO","HEO","15","15","31380","30950"
"In post","2023","Standards and Testing Agency","Coventry","SEO/HEO","SEO","15","15","39460","38070"
"In post","2023","Standards and Testing Agency","Darlington","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Darlington","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Darlington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Darlington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Manchester","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Manchester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Manchester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Manchester","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Standards and Testing Agency","Nottingham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Nottingham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Nottingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Nottingham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Sheffield","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Sheffield","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Sheffield","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Sheffield","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Sheffield","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Standards and Testing Agency","Westminster","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Westminster","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Standards and Testing Agency","Westminster","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Standards and Testing Agency","Westminster","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Westminster","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Standards and Testing Agency","Westminster","SEO/HEO","SEO","20","15","45810","46600"
"In post","2023","Student Awards Agency for Scotland","City of Edinburgh","AA/AO","AA","105","100","23680","23340"
"In post","2023","Student Awards Agency for Scotland","City of Edinburgh","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","City of Edinburgh","EO","EO","65","65","31130","30440"
"In post","2023","Student Awards Agency for Scotland","City of Edinburgh","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","City of Edinburgh","G6/G7","G7","10","10","62590","65280"
"In post","2023","Student Awards Agency for Scotland","City of Edinburgh","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","City of Edinburgh","SEO/HEO","HEO","35","35","37640","38330"
"In post","2023","Student Awards Agency for Scotland","City of Edinburgh","SEO/HEO","SEO","30","25","48580","48860"
"In post","2023","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","1575","1530","43620","41490"
"In post","2023","Submarine Delivery Agency","Caithness and Sutherland, and Ross and Cromarty","Unknown","Unknown","[c]","[c]","[c]","[c]"
