"Status","Year","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","South East (England)","475","[c]","33320","31060"
"Leaver Dept.","2023","White","South West (England)","585","[c]","36770","33130"
"Leaver Dept.","2023","White","Unknown","35","[c]","33380","28120"
"Leaver Dept.","2023","White","Wales","675","[c]","33750","30730"
"Leaver Dept.","2023","White","West Midlands (England)","465","[c]","33120","28120"
"Leaver Dept.","2023","White","Yorkshire and The Humber","645","[c]","35620","32000"
"New entrant CS","2023","Asian","East Midlands (England)","225","[c]","25990","22520"
"New entrant CS","2023","Asian","East of England","115","[c]","28000","23640"
"New entrant CS","2023","Asian","London","1215","[c]","35140","29890"
"New entrant CS","2023","Asian","North East (England)","125","[c]","28500","22520"
"New entrant CS","2023","Asian","North West (England)","395","[c]","27420","23640"
"New entrant CS","2023","Asian","Northern Ireland","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scotland","145","[c]","29940","25710"
"New entrant CS","2023","Asian","South East (England)","235","[c]","28980","26630"
"New entrant CS","2023","Asian","South West (England)","150","[c]","29700","27330"
"New entrant CS","2023","Asian","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Wales","125","[c]","28910","22520"
"New entrant CS","2023","Asian","West Midlands (England)","650","[c]","27150","22520"
"New entrant CS","2023","Asian","Yorkshire and The Humber","430","[c]","27330","22520"
"New entrant CS","2023","Black","East Midlands (England)","110","[c]","25830","22520"
"New entrant CS","2023","Black","East of England","85","[c]","28380","24940"
"New entrant CS","2023","Black","London","710","[c]","34030","29890"
"New entrant CS","2023","Black","North East (England)","60","[c]","32420","31440"
"New entrant CS","2023","Black","North West (England)","150","[c]","28920","24410"
"New entrant CS","2023","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Scotland","85","[c]","29400","26270"
"New entrant CS","2023","Black","South East (England)","160","[c]","28720","28880"
"New entrant CS","2023","Black","South West (England)","90","[c]","30850","30930"
"New entrant CS","2023","Black","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Wales","70","[c]","30200","24840"
"New entrant CS","2023","Black","West Midlands (England)","180","[c]","28300","23640"
"New entrant CS","2023","Black","Yorkshire and The Humber","115","[c]","29440","27970"
"New entrant CS","2023","Mixed","East Midlands (England)","75","[c]","26430","23640"
"New entrant CS","2023","Mixed","East of England","50","[c]","27100","24570"
"New entrant CS","2023","Mixed","London","375","[c]","35410","31980"
"New entrant CS","2023","Mixed","North East (England)","45","[c]","27460","24090"
"New entrant CS","2023","Mixed","North West (England)","150","[c]","27900","24070"
"New entrant CS","2023","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scotland","55","[c]","30110","27650"
"New entrant CS","2023","Mixed","South East (England)","115","[c]","28300","25610"
"New entrant CS","2023","Mixed","South West (England)","115","[c]","31030","27520"
"New entrant CS","2023","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Wales","70","[c]","27660","24070"
"New entrant CS","2023","Mixed","West Midlands (England)","90","[c]","27850","23640"
"New entrant CS","2023","Mixed","Yorkshire and The Humber","95","[c]","27770","25900"
"New entrant CS","2023","Other ethnicity","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","London","145","[c]","34330","29530"
"New entrant CS","2023","Other ethnicity","North East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","North West (England)","30","[c]","28550","26270"
"New entrant CS","2023","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","South East (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","West Midlands (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Yorkshire and The Humber","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","40","[c]","30690","26820"
"New entrant CS","2023","Undeclared","London","160","[c]","37600","33800"
"New entrant CS","2023","Undeclared","North East (England)","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","65","[c]","29530","25750"
"New entrant CS","2023","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","45","[c]","31840","28610"
"New entrant CS","2023","Undeclared","South East (England)","60","[c]","33360","30510"
"New entrant CS","2023","Undeclared","South West (England)","70","[c]","32430","27240"
"New entrant CS","2023","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","45","[c]","30560","25610"
"New entrant CS","2023","Undeclared","West Midlands (England)","55","[c]","27680","23640"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","65","[c]","36140","28120"
"New entrant CS","2023","Unknown","East Midlands (England)","965","[c]","26470","23230"
"New entrant CS","2023","Unknown","East of England","835","[c]","27120","23850"
"New entrant CS","2023","Unknown","London","3680","[c]","34060","29750"
"New entrant CS","2023","Unknown","North East (England)","1005","[c]","26430","23230"
"New entrant CS","2023","Unknown","North West (England)","3145","[c]","25710","22520"
"New entrant CS","2023","Unknown","Northern Ireland","265","[c]","25390","22520"
"New entrant CS","2023","Unknown","Overseas","50","[c]","49980","45780"
"New entrant CS","2023","Unknown","Scotland","3485","[c]","29110","25710"
"New entrant CS","2023","Unknown","South East (England)","1895","[c]","27860","25750"
"New entrant CS","2023","Unknown","South West (England)","1560","[c]","29590","26160"
"New entrant CS","2023","Unknown","Unknown","260","[c]","24900","22400"
"New entrant CS","2023","Unknown","Wales","905","[c]","26280","23230"
"New entrant CS","2023","Unknown","West Midlands (England)","1435","[c]","27090","23640"
"New entrant CS","2023","Unknown","Yorkshire and The Humber","1880","[c]","26590","25750"
"New entrant CS","2023","White","East Midlands (England)","1390","[c]","27970","23640"
"New entrant CS","2023","White","East of England","1365","[c]","28470","25750"
"New entrant CS","2023","White","London","3460","[c]","38820","34310"
"New entrant CS","2023","White","North East (England)","2055","[c]","29140","25900"
"New entrant CS","2023","White","North West (England)","3515","[c]","28950","25750"
"New entrant CS","2023","White","Northern Ireland","270","[c]","28860","23950"
"New entrant CS","2023","White","Overseas","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Scotland","2815","[c]","30320","27500"
"New entrant CS","2023","White","South East (England)","2850","[c]","29920","27080"
"New entrant CS","2023","White","South West (England)","3300","[c]","31380","28000"
"New entrant CS","2023","White","Unknown","75","[c]","31510","28840"
"New entrant CS","2023","White","Wales","2430","[c]","28320","23640"
"New entrant CS","2023","White","West Midlands (England)","1660","[c]","30690","27140"
"New entrant CS","2023","White","Yorkshire and The Humber","2295","[c]","30400","27760"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
