"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","No function","The National Archives","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","The National Archives","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Operational Delivery","Heterosexual / straight","355","[c]","23530","21200"
"New entrant CS","2023","No function","UK Statistics Authority","Operational Delivery","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Operational Delivery","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Operational Delivery","Unknown","100","[c]","23310","21200"
"New entrant CS","2023","No function","UK Statistics Authority","Policy","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Statistics Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Water Services Regulation Authority","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Water Services Regulation Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Water Services Regulation Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Water Services Regulation Authority","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Water Services Regulation Authority","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Water Services Regulation Authority","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Water Services Regulation Authority","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Attorney General's Departments","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Attorney General's Departments","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Attorney General's Departments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Attorney General's Departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Cabinet Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Cabinet Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Cabinet Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Cabinet Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Cabinet Office","Project Delivery","Unknown","90","[c]","28900","28840"
"New entrant CS","2023","Project Delivery","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Chancellor's other departments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Chancellor's other departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Chancellor's other departments","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Charity Commission","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","Heterosexual / straight","70","[c]","44770","34110"
"New entrant CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","Heterosexual / straight","40","[c]","40210","41880"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education","Project Delivery","Heterosexual / straight","50","[c]","42900","43250"
"New entrant CS","2023","Project Delivery","Department for Education","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education","Project Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for International Trade","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Transport","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Transport","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Transport","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Transport","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Transport","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Work and Pensions","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Work and Pensions","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Work and Pensions","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Work and Pensions","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Work and Pensions","Project Delivery","Heterosexual / straight","30","[c]","41880","38470"
"New entrant CS","2023","Project Delivery","Department for Work and Pensions","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Work and Pensions","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Work and Pensions","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Operational Delivery","Heterosexual / straight","30","[c]","42530","34810"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Science and Engineering","Heterosexual / straight","30","[c]","45650","41190"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Science and Engineering","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department of Health and Social Care","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Estyn","Inspector of Education and Training","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Estyn","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Estyn","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Estyn","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Estyn","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Estyn","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Food Standards Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Food Standards Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Food Standards Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Land Registry","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Land Registry","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Land Registry","Project Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Policy","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Policy","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Project Delivery","Heterosexual / straight","65","[c]","41120","35850"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Project Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Treasury","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Treasury","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Home Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Home Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Home Office","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Operational Delivery","Heterosexual / straight","70","[c]","30390","26310"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Operational Research","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Project Delivery","Heterosexual / straight","325","[c]","37490","33990"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Project Delivery","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Project Delivery","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Project Delivery","Unknown","205","[c]","35100","33830"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Science and Engineering","Heterosexual / straight","60","[c]","38630","32500"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Defence","Science and Engineering","Unknown","30","[c]","29450","27540"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Project Delivery","Heterosexual / straight","30","[c]","34420","31270"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Ministry of Justice","Project Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","National Crime Agency","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","National Crime Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","National Crime Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Scottish Government","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Scottish Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Scottish Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","UK Export Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","UK Export Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","UK Statistics Authority","Project Delivery","Heterosexual / straight","30","[c]","38900","37690"
"New entrant CS","2023","Project Delivery","UK Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","UK Statistics Authority","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","UK Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Water Services Regulation Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Water Services Regulation Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Water Services Regulation Authority","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Attorney General's Departments","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Attorney General's Departments","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
