"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","Outside London","Heterosexual / straight","85","[c]","22060","21690"
"New entrant CS","2023","Declared disabled","Debt","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Outside London","Heterosexual / straight","115","[c]","36840","34170"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Outside London","LGBO","35","[c]","35560","34400"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","Heterosexual / straight","35","[c]","37060","29690"
"New entrant CS","2023","Declared disabled","Finance","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Outside London","Heterosexual / straight","35","[c]","22190","22150"
"New entrant CS","2023","Declared disabled","Grants Management","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","Heterosexual / straight","65","[c]","30570","28990"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","Heterosexual / straight","75","[c]","29210","25420"
"New entrant CS","2023","Declared disabled","Legal","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","London","Heterosexual / straight","170","[c]","35270","33000"
"New entrant CS","2023","Declared disabled","No function","London","LGBO","65","[c]","34100","32050"
"New entrant CS","2023","Declared disabled","No function","London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Outside London","Heterosexual / straight","1330","[c]","25760","23640"
"New entrant CS","2023","Declared disabled","No function","Outside London","LGBO","360","[c]","25550","23640"
"New entrant CS","2023","Declared disabled","No function","Outside London","Undeclared","105","[c]","25750","23640"
"New entrant CS","2023","Declared disabled","No function","Outside London","Unknown","105","[c]","25440","23190"
"New entrant CS","2023","Declared disabled","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","Heterosexual / straight","55","[c]","32850","31850"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","Heterosexual / straight","35","[c]","33370","28700"
"New entrant CS","2023","Declared disabled","Property","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","Unknown","35","[c]","28840","28840"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","Heterosexual / straight","170","[c]","31190","29100"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","LGBO","70","[c]","30040","29100"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","London","Heterosexual / straight","235","[c]","36740","34740"
"New entrant CS","2023","Declared non-disabled","Analysis","London","LGBO","35","[c]","38810","34480"
"New entrant CS","2023","Declared non-disabled","Analysis","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","Heterosexual / straight","310","[c]","33470","31560"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","LGBO","45","[c]","31330","31270"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","Unknown","30","[c]","29320","30350"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Heterosexual / straight","50","[c]","41340","35020"
"New entrant CS","2023","Declared non-disabled","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","Heterosexual / straight","165","[c]","36060","32500"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","Unknown","50","[c]","77160","70930"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","London","Heterosexual / straight","95","[c]","41500","36380"
"New entrant CS","2023","Declared non-disabled","Communications","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","Heterosexual / straight","120","[c]","36700","33500"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","Heterosexual / straight","55","[c]","31370","31980"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","Heterosexual / straight","310","[c]","27620","27570"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","London","Heterosexual / straight","65","[c]","26920","26920"
"New entrant CS","2023","Declared non-disabled","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","Heterosexual / straight","665","[c]","22320","22520"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","LGBO","70","[c]","22610","22520"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","Unknown","70","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","Heterosexual / straight","260","[c]","48690","43650"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Heterosexual / straight","1090","[c]","38920","37350"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","LGBO","90","[c]","36500","34290"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Undeclared","85","[c]","36020","34290"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","London","Heterosexual / straight","75","[c]","43860","40780"
"New entrant CS","2023","Declared non-disabled","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","Heterosexual / straight","255","[c]","32610","29340"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","Outside London","Heterosexual / straight","180","[c]","22990","22150"
