"Status","Year","Age","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Cumbria","AA/AO","10","10","23560","22150"
"In post","2023","16-19","Operational Delivery","Derbyshire and Nottinghamshire","AA/AO","35","35","24450","23230"
"In post","2023","16-19","Operational Delivery","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Devon","AA/AO","10","10","24650","22520"
"In post","2023","16-19","Operational Delivery","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Anglia","AA/AO","40","35","24260","23230"
"In post","2023","16-19","Operational Delivery","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Wales","AA/AO","35","35","23030","22520"
"In post","2023","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","AA/AO","15","15","26220","28880"
"In post","2023","16-19","Operational Delivery","Eastern Scotland","AA/AO","15","15","23530","23700"
"In post","2023","16-19","Operational Delivery","Essex","AA/AO","15","15","24100","22400"
"In post","2023","16-19","Operational Delivery","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","30","30","23110","22520"
"In post","2023","16-19","Operational Delivery","Greater Manchester","AA/AO","25","25","24380","22520"
"In post","2023","16-19","Operational Delivery","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Hampshire and Isle of Wight","AA/AO","45","40","23170","22520"
"In post","2023","16-19","Operational Delivery","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - East","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - West","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - West","EO","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Kent","AA/AO","40","40","23480","22400"
"In post","2023","16-19","Operational Delivery","Kent","EO","10","10","26150","25750"
"In post","2023","16-19","Operational Delivery","Lancashire","AA/AO","20","20","23780","23230"
"In post","2023","16-19","Operational Delivery","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","AA/AO","20","20","25770","26050"
"In post","2023","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Lincolnshire","AA/AO","10","10","25630","24070"
"In post","2023","16-19","Operational Delivery","Merseyside","AA/AO","45","40","22390","22400"
"In post","2023","16-19","Operational Delivery","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Northumberland, and Tyne and Wear","AA/AO","25","25","22250","22520"
"In post","2023","16-19","Operational Delivery","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Outer London - South","AA/AO","10","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Outer London - West and North West","AA/AO","20","20","26240","26400"
"In post","2023","16-19","Operational Delivery","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Shropshire and Staffordshire","AA/AO","15","15","25590","23230"
"In post","2023","16-19","Operational Delivery","South Yorkshire","AA/AO","10","10","22680","22400"
"In post","2023","16-19","Operational Delivery","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Southern Scotland","AA/AO","20","20","21100","22080"
"In post","2023","16-19","Operational Delivery","Surrey, East and West Sussex","AA/AO","10","10","25910","25340"
"In post","2023","16-19","Operational Delivery","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Tees Valley and Durham","AA/AO","25","25","25090","23230"
"In post","2023","16-19","Operational Delivery","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Central Scotland","AA/AO","15","10","22660","22520"
"In post","2023","16-19","Operational Delivery","West Midlands","AA/AO","40","35","22800","22440"
"In post","2023","16-19","Operational Delivery","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Wales and The Valleys","AA/AO","85","75","20760","21690"
"In post","2023","16-19","Operational Delivery","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Yorkshire","AA/AO","60","55","23990","22520"
"In post","2023","16-19","Operational Delivery","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Devon","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Other","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","10","20330","19460"
"In post","2023","16-19","Other","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Other","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Inner London - West","EO","10","10","[c]","[c]"
"In post","2023","16-19","Policy","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","15","23210","22750"
"In post","2023","16-19","Property","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","East Wales","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","75","75","19680","18780"
"In post","2023","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","10","10","18320","18280"
"In post","2023","16-19","Science and Engineering","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Eastern Scotland","AA/AO","15","15","23220","22520"
"In post","2023","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - West","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Southern Scotland","AA/AO","10","5","[c]","[c]"
"In post","2023","16-19","Unknown","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","West Central Scotland","AA/AO","25","25","22650","22180"
"In post","2023","16-19","Unknown","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","West Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","15","15","28250","28540"
"In post","2023","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","39090","37490"
"In post","2023","20-29","Commercial","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Cheshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
