"Status","Year","Age","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Declared non-disabled","UK Health Security Agency","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Health Security Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Health Security Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Health Security Agency","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Health Security Agency","South West (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Health Security Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Health Security Agency","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Health Security Agency","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Hydrographic Office","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Statistics Authority","South East (England)","45","[c]","26450","21200"
"Leaver CS","2023","50-59","Declared non-disabled","UK Statistics Authority","Wales","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Water Services Regulation Authority","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Welsh Government (excl. agencies)","Wales","30","[c]","49930","41980"
"Leaver CS","2023","50-59","Undeclared","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Defence Equipment and Support","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Driver and Vehicle Licensing Agency","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","East of England","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","London","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","North East (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","North West (England)","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","South East (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","West Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Prison and Probation Service","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Health and Safety Executive","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Health and Safety Executive","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Scottish Government (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Social Security Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Standards and Testing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","The Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Health Security Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Health Security Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Health Security Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Health Security Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Health Security Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Health Security Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Health Security Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Health Security Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Health Security Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Commercial Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Defence Equipment and Support","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Defence Science and Technology Laboratory","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Defence Science and Technology Laboratory","South West (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Licensing Agency","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
