"Status","Year","Age","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","50-59","Animal and Plant Health Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Animal and Plant Health Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Animal and Plant Health Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Building Digital UK","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Outside London","EO","10","[c]","24270","24330"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Central Civil Service Fast Stream","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Companies House","Outside London","AO","20","[c]","21590","21380"
"New entrant CS","2023","50-59","Companies House","Outside London","EO","10","[c]","30120","26600"
"New entrant CS","2023","50-59","Companies House","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Companies House","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Companies House","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Companies House","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Criminal Injuries Compensation Authority","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Criminal Injuries Compensation Authority","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Criminal Injuries Compensation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Commercial Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Commercial Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Office and Procurator Fiscal Service","Outside London","AO","15","[c]","22090","22180"
"New entrant CS","2023","50-59","Crown Office and Procurator Fiscal Service","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Office and Procurator Fiscal Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Prosecution Service","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Prosecution Service","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Prosecution Service","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Prosecution Service","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Prosecution Service","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Prosecution Service","Outside London","AO","30","[c]","21360","20980"
"New entrant CS","2023","50-59","Crown Prosecution Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Prosecution Service","Outside London","G7","15","[c]","51360","49050"
"New entrant CS","2023","50-59","Crown Prosecution Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Prosecution Service","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Equipment and Support","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Equipment and Support","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Equipment and Support","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Equipment and Support","Outside London","AO","25","[c]","21060","20750"
"New entrant CS","2023","50-59","Defence Equipment and Support","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Equipment and Support","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Equipment and Support","Outside London","G7","15","[c]","56330","55500"
"New entrant CS","2023","50-59","Defence Equipment and Support","Outside London","HEO","50","[c]","33160","33000"
"New entrant CS","2023","50-59","Defence Equipment and Support","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Equipment and Support","Outside London","SEO","85","[c]","43170","43400"
"New entrant CS","2023","50-59","Defence Equipment and Support","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Science and Technology Laboratory","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Science and Technology Laboratory","Outside London","EO","10","[c]","24710","24630"
"New entrant CS","2023","50-59","Defence Science and Technology Laboratory","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Science and Technology Laboratory","Outside London","G7","50","[c]","51320","49260"
"New entrant CS","2023","50-59","Defence Science and Technology Laboratory","Outside London","HEO","15","[c]","30070","30650"
"New entrant CS","2023","50-59","Defence Science and Technology Laboratory","Outside London","SEO","10","[c]","39920","39890"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","20","[c]","50140","49700"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","10","[c]","30430","30320"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","15","[c]","37930","37300"
"New entrant CS","2023","50-59","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","Outside London","G7","35","[c]","53160","53100"
"New entrant CS","2023","50-59","Department for International Trade","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for International Trade","Outside London","SEO","65","[c]","42440","42480"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Outside London","AO","255","[c]","21830","21690"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Outside London","EO","90","[c]","28180","28120"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Outside London","G7","35","[c]","55870","56000"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Outside London","HEO","25","[c]","34490","34170"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Outside London","SEO","15","[c]","39410","38670"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Disclosure Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Disclosure Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Driver and Vehicle Licensing Agency","Outside London","AA","10","[c]","19000","19000"
"New entrant CS","2023","50-59","Driver and Vehicle Licensing Agency","Outside London","AO","50","[c]","22470","22500"
"New entrant CS","2023","50-59","Driver and Vehicle Licensing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Driver and Vehicle Licensing Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Driver and Vehicle Licensing Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Driver and Vehicle Licensing Agency","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Driver and Vehicle Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Driver and Vehicle Standards Agency","London","EO","10","[c]","30770","30780"
"New entrant CS","2023","50-59","Driver and Vehicle Standards Agency","Outside London","AO","55","[c]","26500","27490"
"New entrant CS","2023","50-59","Driver and Vehicle Standards Agency","Outside London","EO","115","[c]","26860","26780"
"New entrant CS","2023","50-59","Driver and Vehicle Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education Scotland","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education and Skills Funding Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education and Skills Funding Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Estyn","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Commercial Organisation","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Commercial Organisation","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Commercial Organisation","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Commercial Organisation","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Commercial Organisation","Outside London","G7","10","[c]","69860","70590"
"New entrant CS","2023","50-59","Government Commercial Organisation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Commercial Organisation","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Internal Audit Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Internal Audit Agency","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Internal Audit Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Internal Audit Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Internal Audit Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Internal Audit Agency","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Internal Audit Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Legal Department","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Legal Department","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Legal Department","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Legal Department","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Legal Department","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Legal Department","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Legal Department","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Property Agency","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Property Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Property Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Property Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Property Agency","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Property Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Property Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Property Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","London","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","London","AO","10","[c]","25480","25480"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","Outside London","AA","70","[c]","19920","19930"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","Outside London","AO","135","[c]","21910","21780"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","Outside London","EO","25","[c]","25830","25830"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Courts and Tribunals Service","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Land Registry","Outside London","AO","40","[c]","23370","23390"
"New entrant CS","2023","50-59","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Land Registry","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Land Registry","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Prison and Probation Service","London","AA","25","[c]","26910","26630"
"New entrant CS","2023","50-59","HM Prison and Probation Service","London","AO","25","[c]","32240","33800"
"New entrant CS","2023","50-59","HM Prison and Probation Service","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Prison and Probation Service","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Prison and Probation Service","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Prison and Probation Service","London","Unknown","45","[c]","26360","27640"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Outside London","AA","320","[c]","23200","23230"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Outside London","AO","315","[c]","27570","28880"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Outside London","EO","35","[c]","30000","28480"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Outside London","HEO","30","[c]","33760","33200"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Outside London","Unknown","430","[c]","23400","23640"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Prison and Probation Service","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","London","AO","15","[c]","26920","26920"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","AO","305","[c]","22520","22520"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","EO","45","[c]","27790","27650"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","G6","10","[c]","66540","64690"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","G7","30","[c]","55430","54680"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","HEO","45","[c]","34910","34400"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","SEO","30","[c]","43400","43830"
