"Status","Year","Age","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Department for Education (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Outside London","AO","55","55","21750","21690"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Outside London","EO","15","15","28120","28120"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Outside London","AA","40","35","19000","19000"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Outside London","AO","35","35","22500","22500"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Outside London","AO","5","5","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Outside London","Unknown","25","25","23190","22750"
"In post","2023","16-19","Food Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Outside London","AO","5","5","[c]","[c]"
"In post","2023","16-19","Government Legal Department","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Outside London","AO","20","20","21780","21780"
"In post","2023","16-19","HM Land Registry","Outside London","AA","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","London","AO","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Outside London","AA","110","105","23200","23230"
"In post","2023","16-19","HM Prison and Probation Service","Outside London","AO","150","150","28960","28880"
"In post","2023","16-19","HM Prison and Probation Service","Outside London","Unknown","30","25","19990","19090"
"In post","2023","16-19","HM Prison and Probation Service","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","London","AO","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Outside London","AO","155","145","22520","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Outside London","EO","10","10","27750","27650"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","Outside London","AO","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","London","AO","20","15","26400","26400"
"In post","2023","16-19","Home Office","London","EO","10","10","[c]","[c]"
"In post","2023","16-19","Home Office","Outside London","AO","85","80","22400","22400"
"In post","2023","16-19","Home Office","Outside London","EO","20","20","25810","25750"
"In post","2023","16-19","Home Office","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal Aid Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal Aid Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Maritime and Coastguard Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medicines and Healthcare Products Regulatory Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Met Office","Outside London","AA","5","5","[c]","[c]"
"In post","2023","16-19","Met Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Outside London","AA","10","10","21350","21380"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Outside London","AO","20","20","22310","22220"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Savings and Investments","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Public Guardian","Outside London","AO","10","5","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Planning Inspectorate","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Royal Fleet Auxiliary","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Rural Payments Agency","Outside London","AO","10","10","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","Outside London","AA","15","15","22760","22760"
"In post","2023","16-19","Scottish Prison Service","Outside London","AA","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Outside London","AO","10","10","25010","24710"
"In post","2023","16-19","Scottish Public Pensions Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Public Pensions Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Serious Fraud Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","Outside London","AA","15","15","22720","22180"
"In post","2023","16-19","Student Awards Agency for Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Outside London","Unknown","20","20","19220","18280"
"In post","2023","16-19","The Insolvency Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Outside London","AA","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Outside London","AO","10","10","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Outside London","EO","15","15","24840","24840"
"In post","2023","16-19","Valuation Office Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","Outside London","AO","15","15","22520","22520"
"In post","2023","16-19","Valuation Office Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Outside London","AO","10","10","22670","22150"
"In post","2023","20-29","Accountant in Bankruptcy","Outside London","AA","10","10","22920","22180"
"In post","2023","20-29","Accountant in Bankruptcy","Outside London","EO","5","5","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Outside London","EO","35","35","25400","25160"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Outside London","HEO","15","15","32110","32110"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","London","EO","10","10","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Outside London","AO","245","245","23270","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Outside London","EO","195","195","27380","25920"
"In post","2023","20-29","Animal and Plant Health Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Outside London","HEO","80","80","32020","31830"
"In post","2023","20-29","Animal and Plant Health Agency","Outside London","SEO","30","30","38460","37300"
"In post","2023","20-29","Animal and Plant Health Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","London","AO","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","London","EO","5","5","[c]","[c]"
"In post","2023","20-29","Building Digital UK","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","London","G7","10","10","[c]","[c]"
"In post","2023","20-29","Building Digital UK","London","HEO","20","20","36450","35620"
"In post","2023","20-29","Building Digital UK","Outside London","EO","5","5","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Outside London","G7","5","5","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Outside London","HEO","15","15","33640","31880"
"In post","2023","20-29","Cabinet Office (excl. agencies)","London","AO","35","35","25280","25280"
"In post","2023","20-29","Cabinet Office (excl. agencies)","London","EO","155","155","28330","28370"
"In post","2023","20-29","Cabinet Office (excl. agencies)","London","G6","25","25","66450","66530"
"In post","2023","20-29","Cabinet Office (excl. agencies)","London","G7","215","215","56420","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","London","HEO","220","220","35390","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","London","SEO","155","155","41870","41870"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Outside London","AO","90","90","21730","21720"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Outside London","EO","90","90","25250","24610"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Outside London","G7","35","35","51610","51290"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Outside London","HEO","110","110","32880","33020"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Outside London","SEO","45","45","38790","38460"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","EO","25","25","25340","24610"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","G7","10","10","56300","55790"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","SEO","10","10","39870","38460"
"In post","2023","20-29","Central Civil Service Fast Stream","London","HEO","1105","1100","30720","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Outside London","HEO","360","360","30470","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AO","15","15","21520","22150"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","55","55","25950","25920"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","40","40","30420","30350"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Outside London","AO","10","10","21500","21100"
"In post","2023","20-29","Charity Commission","Outside London","EO","25","25","25330","25300"
"In post","2023","20-29","Charity Commission","Outside London","HEO","20","20","30220","30170"
"In post","2023","20-29","Charity Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Outside London","AO","80","75","22130","21380"
"In post","2023","20-29","Companies House","Outside London","EO","40","40","29320","29470"
"In post","2023","20-29","Companies House","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Outside London","HEO","25","25","35730","37350"
"In post","2023","20-29","Companies House","Outside London","SEO","10","10","44500","43630"
"In post","2023","20-29","Competition and Markets Authority","London","AO","20","20","23200","23200"
"In post","2023","20-29","Competition and Markets Authority","London","EO","20","20","27880","27550"
"In post","2023","20-29","Competition and Markets Authority","London","G7","40","40","56820","55130"
"In post","2023","20-29","Competition and Markets Authority","London","HEO","60","60","34630","34110"
"In post","2023","20-29","Competition and Markets Authority","London","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","HEO","10","10","34160","34110"
"In post","2023","20-29","Competition and Markets Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Outside London","AO","25","25","21780","21780"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Outside London","EO","15","15","25830","25830"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","London","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Outside London","AO","10","10","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Outside London","EO","30","30","25970","26410"
"In post","2023","20-29","Crown Commercial Service","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Outside London","HEO","40","40","31550","32070"
"In post","2023","20-29","Crown Commercial Service","Outside London","SEO","25","25","37890","40450"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Outside London","AO","255","245","23540","23700"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Outside London","EO","145","140","29700","28700"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Outside London","G7","105","105","52600","52360"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Outside London","HEO","60","60","34410","34730"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Prosecution Service","London","AO","130","130","23780","24480"
"In post","2023","20-29","Crown Prosecution Service","London","EO","110","110","28260","28200"
"In post","2023","20-29","Crown Prosecution Service","London","G7","20","20","55300","54100"
"In post","2023","20-29","Crown Prosecution Service","London","HEO","35","35","32700","32660"
"In post","2023","20-29","Crown Prosecution Service","London","SEO","25","25","40950","40800"
"In post","2023","20-29","Crown Prosecution Service","Outside London","AO","420","415","22700","22870"
"In post","2023","20-29","Crown Prosecution Service","Outside London","EO","300","300","27280","26900"
"In post","2023","20-29","Crown Prosecution Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Prosecution Service","Outside London","G7","75","75","50460","49050"
"In post","2023","20-29","Crown Prosecution Service","Outside London","HEO","55","55","31470","31180"
"In post","2023","20-29","Crown Prosecution Service","Outside London","SEO","70","65","39350","38760"
"In post","2023","20-29","Defence Electronics and Components Agency","Outside London","AA","20","20","18420","18640"
"In post","2023","20-29","Defence Electronics and Components Agency","Outside London","AO","5","5","[c]","[c]"
"In post","2023","20-29","Defence Electronics and Components Agency","Outside London","EO","20","20","26940","27250"
"In post","2023","20-29","Defence Electronics and Components Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","London","AO","5","5","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Outside London","AO","655","655","23210","21890"
"In post","2023","20-29","Defence Equipment and Support","Outside London","EO","220","215","26550","26000"
"In post","2023","20-29","Defence Equipment and Support","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Outside London","G7","15","15","49980","52500"
"In post","2023","20-29","Defence Equipment and Support","Outside London","HEO","660","655","32170","32500"
"In post","2023","20-29","Defence Equipment and Support","Outside London","SEO","250","250","40030","39500"
"In post","2023","20-29","Defence Equipment and Support","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Outside London","AA","30","30","19310","19280"
"In post","2023","20-29","Defence Science and Technology Laboratory","Outside London","AO","65","60","21150","19430"
"In post","2023","20-29","Defence Science and Technology Laboratory","Outside London","EO","130","130","24780","24630"
"In post","2023","20-29","Defence Science and Technology Laboratory","Outside London","G7","45","45","48040","49260"
"In post","2023","20-29","Defence Science and Technology Laboratory","Outside London","HEO","610","610","29590","30650"
"In post","2023","20-29","Defence Science and Technology Laboratory","Outside London","SEO","290","290","39370","39890"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","15","15","25900","25900"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","105","105","29030","28720"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","30","30","67970","66490"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","540","535","56490","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","405","405","35670","34670"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","540","540","42110","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AO","10","10","22440","22440"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","65","65","25560","25410"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","50","50","51610","50680"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","165","165","32060","31120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","110","110","38950","37750"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","70","70","28320","27780"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","150","150","54420","53030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","295","295","37360","35620"
