"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Property","London","Undeclared","30","30","49710","50470"
"In post","2023","40-49","Property","London","Unknown","60","55","43760","39050"
"In post","2023","40-49","Property","Outside London","Heterosexual / straight","1155","1120","38990","35020"
"In post","2023","40-49","Property","Outside London","LGBO","40","40","37650","33850"
"In post","2023","40-49","Property","Outside London","Undeclared","135","125","38300","35010"
"In post","2023","40-49","Property","Outside London","Unknown","290","275","33870","28130"
"In post","2023","40-49","Property","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","London","Heterosexual / straight","295","290","48480","44670"
"In post","2023","40-49","Security","London","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Security","London","Undeclared","35","30","52020","45590"
"In post","2023","40-49","Security","London","Unknown","55","55","52730","46710"
"In post","2023","40-49","Security","Outside London","Heterosexual / straight","1175","1155","34810","33990"
"In post","2023","40-49","Security","Outside London","LGBO","40","40","34640","33020"
"In post","2023","40-49","Security","Outside London","Undeclared","195","190","36730","40060"
"In post","2023","40-49","Security","Outside London","Unknown","275","270","35390","34250"
"In post","2023","40-49","Security","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Security","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","London","Heterosexual / straight","165","155","56700","55560"
"In post","2023","40-49","Unknown","London","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","London","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","London","Unknown","65","60","54390","55150"
"In post","2023","40-49","Unknown","Outside London","Heterosexual / straight","4875","4655","47380","44120"
"In post","2023","40-49","Unknown","Outside London","LGBO","270","260","48190","42860"
"In post","2023","40-49","Unknown","Outside London","Undeclared","370","360","47070","43330"
"In post","2023","40-49","Unknown","Outside London","Unknown","1535","1460","41580","37830"
"In post","2023","40-49","Unknown","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Unknown","320","320","45890","41630"
"In post","2023","50-59","Analysis","London","Heterosexual / straight","320","305","61260","60140"
"In post","2023","50-59","Analysis","London","LGBO","20","15","[c]","[c]"
"In post","2023","50-59","Analysis","London","Undeclared","45","45","59850","60430"
"In post","2023","50-59","Analysis","London","Unknown","60","55","58980","54920"
"In post","2023","50-59","Analysis","Outside London","Heterosexual / straight","590","565","45730","42510"
"In post","2023","50-59","Analysis","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Analysis","Outside London","Undeclared","50","50","45070","42510"
"In post","2023","50-59","Analysis","Outside London","Unknown","190","180","46660","49260"
"In post","2023","50-59","Commercial","London","Heterosexual / straight","335","330","67700","58640"
"In post","2023","50-59","Commercial","London","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Commercial","London","Undeclared","45","45","65950","61170"
"In post","2023","50-59","Commercial","London","Unknown","75","75","66430","58240"
"In post","2023","50-59","Commercial","Outside London","Heterosexual / straight","1065","1040","49450","43300"
"In post","2023","50-59","Commercial","Outside London","LGBO","30","30","48380","42340"
"In post","2023","50-59","Commercial","Outside London","Undeclared","140","135","44940","42620"
"In post","2023","50-59","Commercial","Outside London","Unknown","160","155","54640","50690"
"In post","2023","50-59","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","London","Heterosexual / straight","195","190","52760","47120"
"In post","2023","50-59","Communications","London","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Communications","London","Undeclared","30","30","53180","48570"
"In post","2023","50-59","Communications","London","Unknown","50","50","51870","45960"
"In post","2023","50-59","Communications","Outside London","Heterosexual / straight","360","345","40040","37570"
"In post","2023","50-59","Communications","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Communications","Outside London","Undeclared","60","55","35050","33500"
"In post","2023","50-59","Communications","Outside London","Unknown","70","65","39610","37160"
"In post","2023","50-59","Counter Fraud","London","Heterosexual / straight","740","720","41150","39340"
"In post","2023","50-59","Counter Fraud","London","LGBO","35","35","39830","34370"
"In post","2023","50-59","Counter Fraud","London","Undeclared","150","140","40190","39150"
"In post","2023","50-59","Counter Fraud","London","Unknown","270","260","38130","39150"
"In post","2023","50-59","Counter Fraud","Outside London","Heterosexual / straight","2945","2775","33770","29730"
"In post","2023","50-59","Counter Fraud","Outside London","LGBO","105","100","33240","29730"
"In post","2023","50-59","Counter Fraud","Outside London","Undeclared","495","465","33860","29730"
"In post","2023","50-59","Counter Fraud","Outside London","Unknown","820","755","32330","29730"
"In post","2023","50-59","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","London","Heterosexual / straight","105","100","31400","26920"
"In post","2023","50-59","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","London","Undeclared","30","25","[c]","[c]"
"In post","2023","50-59","Debt","London","Unknown","80","75","29710","26920"
"In post","2023","50-59","Debt","Outside London","Heterosexual / straight","1110","985","25490","22520"
"In post","2023","50-59","Debt","Outside London","LGBO","60","55","25700","22520"
"In post","2023","50-59","Debt","Outside London","Undeclared","155","135","23850","22520"
"In post","2023","50-59","Debt","Outside London","Unknown","390","350","24230","22520"
"In post","2023","50-59","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","London","Heterosexual / straight","910","895","51670","47030"
"In post","2023","50-59","Digital, Data & Technology","London","LGBO","35","35","60700","58370"
"In post","2023","50-59","Digital, Data & Technology","London","Undeclared","150","145","48990","45950"
"In post","2023","50-59","Digital, Data & Technology","London","Unknown","200","200","55080","48260"
"In post","2023","50-59","Digital, Data & Technology","Outside London","Heterosexual / straight","3965","3860","44310","41210"
"In post","2023","50-59","Digital, Data & Technology","Outside London","LGBO","120","120","43650","39680"
"In post","2023","50-59","Digital, Data & Technology","Outside London","Undeclared","690","675","43210","39700"
"In post","2023","50-59","Digital, Data & Technology","Outside London","Unknown","790","765","45490","41580"
"In post","2023","50-59","Digital, Data & Technology","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","London","Heterosexual / straight","610","600","52330","46200"
"In post","2023","50-59","Finance","London","LGBO","25","25","[c]","[c]"
"In post","2023","50-59","Finance","London","Undeclared","85","85","50780","47050"
"In post","2023","50-59","Finance","London","Unknown","145","140","50610","43760"
"In post","2023","50-59","Finance","Outside London","Heterosexual / straight","2245","2125","40730","37710"
"In post","2023","50-59","Finance","Outside London","LGBO","55","55","36560","34700"
"In post","2023","50-59","Finance","Outside London","Undeclared","330","310","38320","35000"
"In post","2023","50-59","Finance","Outside London","Unknown","415","380","34180","28130"
"In post","2023","50-59","Finance","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Grants Management","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Grants Management","Outside London","Heterosexual / straight","445","410","28180","25920"
"In post","2023","50-59","Grants Management","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Grants Management","Outside London","Undeclared","70","65","25930","22150"
"In post","2023","50-59","Grants Management","Outside London","Unknown","110","105","28260","25920"
"In post","2023","50-59","Human Resources","London","Heterosexual / straight","700","680","51400","46470"
"In post","2023","50-59","Human Resources","London","LGBO","35","35","54920","52280"
"In post","2023","50-59","Human Resources","London","Undeclared","75","75","50520","46470"
"In post","2023","50-59","Human Resources","London","Unknown","90","85","51430","46470"
"In post","2023","50-59","Human Resources","Outside London","Heterosexual / straight","2785","2690","38580","34300"
"In post","2023","50-59","Human Resources","Outside London","LGBO","75","75","37750","34700"
"In post","2023","50-59","Human Resources","Outside London","Undeclared","325","315","35500","33370"
"In post","2023","50-59","Human Resources","Outside London","Unknown","335","325","37170","33920"
"In post","2023","50-59","Human Resources","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Overseas","Unknown","55","55","59780","58630"
"In post","2023","50-59","Human Resources","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","London","Heterosexual / straight","50","50","60890","55250"
"In post","2023","50-59","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","London","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Outside London","Heterosexual / straight","145","140","48190","45680"
"In post","2023","50-59","Internal Audit","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","50-59","Internal Audit","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","London","Heterosexual / straight","795","760","59260","62980"
"In post","2023","50-59","Legal","London","LGBO","55","55","67070","73710"
"In post","2023","50-59","Legal","London","Undeclared","85","85","63410","68840"
"In post","2023","50-59","Legal","London","Unknown","300","280","56680","62590"
"In post","2023","50-59","Legal","Outside London","Heterosexual / straight","1590","1495","46330","49050"
"In post","2023","50-59","Legal","Outside London","LGBO","60","60","48020","52620"
"In post","2023","50-59","Legal","Outside London","Undeclared","110","100","45590","40450"
"In post","2023","50-59","Legal","Outside London","Unknown","610","560","46570","53550"
"In post","2023","50-59","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","London","Heterosexual / straight","9855","9480","43350","36620"
"In post","2023","50-59","No function","London","LGBO","460","455","47480","42290"
"In post","2023","50-59","No function","London","Undeclared","1660","1590","42030","36180"
"In post","2023","50-59","No function","London","Unknown","2280","2160","40830","32790"
"In post","2023","50-59","No function","Outside London","Heterosexual / straight","52545","48820","32160","28120"
"In post","2023","50-59","No function","Outside London","LGBO","1960","1865","32220","28120"
"In post","2023","50-59","No function","Outside London","Undeclared","7930","7305","31770","28120"
"In post","2023","50-59","No function","Outside London","Unknown","12835","11580","29780","28080"
"In post","2023","50-59","No function","Overseas","Heterosexual / straight","475","470","57370","55070"
"In post","2023","50-59","No function","Overseas","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","No function","Overseas","Undeclared","25","25","[c]","[c]"
"In post","2023","50-59","No function","Overseas","Unknown","140","140","58450","58210"
"In post","2023","50-59","No function","Unknown","Heterosexual / straight","130","125","36020","32220"
"In post","2023","50-59","No function","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","No function","Unknown","Undeclared","35","30","29230","27880"
"In post","2023","50-59","No function","Unknown","Unknown","40","30","34410","34630"
"In post","2023","50-59","Project Delivery","London","Heterosexual / straight","915","890","60910","60220"
"In post","2023","50-59","Project Delivery","London","LGBO","40","40","59680","56090"
"In post","2023","50-59","Project Delivery","London","Undeclared","125","120","65120","65230"
"In post","2023","50-59","Project Delivery","London","Unknown","265","260","56890","55150"
"In post","2023","50-59","Project Delivery","Outside London","Heterosexual / straight","3800","3690","47500","42510"
"In post","2023","50-59","Project Delivery","Outside London","LGBO","80","80","45050","41800"
"In post","2023","50-59","Project Delivery","Outside London","Undeclared","465","455","46130","42510"
"In post","2023","50-59","Project Delivery","Outside London","Unknown","525","505","46470","42510"
"In post","2023","50-59","Project Delivery","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Project Delivery","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","London","Heterosexual / straight","285","275","48200","46200"
"In post","2023","50-59","Property","London","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Property","London","Undeclared","60","60","45650","40190"
"In post","2023","50-59","Property","London","Unknown","90","85","42690","39450"
"In post","2023","50-59","Property","Outside London","Heterosexual / straight","1845","1795","39810","35080"
"In post","2023","50-59","Property","Outside London","LGBO","35","35","39910","41000"
"In post","2023","50-59","Property","Outside London","Undeclared","235","225","38920","35020"
"In post","2023","50-59","Property","Outside London","Unknown","390","375","34220","29640"
"In post","2023","50-59","Property","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","London","Heterosexual / straight","390","385","46090","41880"
"In post","2023","50-59","Security","London","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Security","London","Undeclared","55","50","45570","43270"
"In post","2023","50-59","Security","London","Unknown","75","75","45200","40600"
"In post","2023","50-59","Security","Outside London","Heterosexual / straight","2130","2095","33140","28000"
"In post","2023","50-59","Security","Outside London","LGBO","40","40","35120","32160"
"In post","2023","50-59","Security","Outside London","Undeclared","305","300","36730","40880"
"In post","2023","50-59","Security","Outside London","Unknown","320","315","34250","28650"
"In post","2023","50-59","Security","Overseas","Heterosexual / straight","40","40","44600","41670"
"In post","2023","50-59","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","London","Heterosexual / straight","145","140","54840","43760"
"In post","2023","50-59","Unknown","London","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","London","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","London","Unknown","60","60","52170","46150"
"In post","2023","50-59","Unknown","Outside London","Heterosexual / straight","4305","4155","48430","45970"
"In post","2023","50-59","Unknown","Outside London","LGBO","185","180","49090","49340"
"In post","2023","50-59","Unknown","Outside London","Undeclared","415","400","47440","46700"
"In post","2023","50-59","Unknown","Outside London","Unknown","1645","1580","43010","38210"
"In post","2023","50-59","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Unknown","440","440","47400","43120"
"In post","2023","60-64","Analysis","London","Heterosexual / straight","55","50","50900","47400"
"In post","2023","60-64","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","London","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Outside London","Heterosexual / straight","140","115","44610","43460"
"In post","2023","60-64","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Analysis","Outside London","Unknown","40","40","46110","49260"
"In post","2023","60-64","Commercial","London","Heterosexual / straight","65","60","67450","56200"
"In post","2023","60-64","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","London","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Commercial","London","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Commercial","Outside London","Heterosexual / straight","220","195","45750","41710"
"In post","2023","60-64","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Outside London","Undeclared","55","50","39080","34150"
"In post","2023","60-64","Commercial","Outside London","Unknown","40","35","45190","40810"
"In post","2023","60-64","Commercial","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","London","Heterosexual / straight","45","40","47710","42130"
"In post","2023","60-64","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","London","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Communications","London","Unknown","15","15","[c]","[c]"
"In post","2023","60-64","Communications","Outside London","Heterosexual / straight","90","75","37730","34580"
"In post","2023","60-64","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Communications","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Counter Fraud","London","Heterosexual / straight","205","170","40740","34370"
"In post","2023","60-64","Counter Fraud","London","LGBO","15","15","[c]","[c]"
"In post","2023","60-64","Counter Fraud","London","Undeclared","45","35","39050","39150"
"In post","2023","60-64","Counter Fraud","London","Unknown","95","85","37660","34370"
"In post","2023","60-64","Counter Fraud","Outside London","Heterosexual / straight","885","675","32040","28130"
"In post","2023","60-64","Counter Fraud","Outside London","LGBO","30","25","[c]","[c]"
"In post","2023","60-64","Counter Fraud","Outside London","Undeclared","170","125","31880","28120"
"In post","2023","60-64","Counter Fraud","Outside London","Unknown","285","210","31170","28130"
"In post","2023","60-64","Debt","London","Heterosexual / straight","70","55","31490","26920"
"In post","2023","60-64","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Debt","London","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Debt","London","Unknown","30","20","[c]","[c]"
"In post","2023","60-64","Debt","Outside London","Heterosexual / straight","415","330","24830","22520"
"In post","2023","60-64","Debt","Outside London","LGBO","15","10","[c]","[c]"
"In post","2023","60-64","Debt","Outside London","Undeclared","55","45","24340","22520"
"In post","2023","60-64","Debt","Outside London","Unknown","165","135","23970","22520"
"In post","2023","60-64","Digital, Data & Technology","London","Heterosexual / straight","205","190","48550","43670"
"In post","2023","60-64","Digital, Data & Technology","London","LGBO","15","15","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","London","Undeclared","30","30","50760","45330"
"In post","2023","60-64","Digital, Data & Technology","London","Unknown","50","45","47120","43090"
"In post","2023","60-64","Digital, Data & Technology","Outside London","Heterosexual / straight","895","790","40420","37420"
"In post","2023","60-64","Digital, Data & Technology","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Outside London","Undeclared","170","145","40090","38490"
"In post","2023","60-64","Digital, Data & Technology","Outside London","Unknown","175","155","43050","38920"
"In post","2023","60-64","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","London","Heterosexual / straight","145","135","50140","45960"
"In post","2023","60-64","Finance","London","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Finance","London","Undeclared","30","25","[c]","[c]"
"In post","2023","60-64","Finance","London","Unknown","40","40","48950","43760"
"In post","2023","60-64","Finance","Outside London","Heterosexual / straight","520","425","36530","33910"
"In post","2023","60-64","Finance","Outside London","LGBO","10","5","[c]","[c]"
"In post","2023","60-64","Finance","Outside London","Undeclared","95","80","37320","34710"
"In post","2023","60-64","Finance","Outside London","Unknown","140","115","29010","22520"
"In post","2023","60-64","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","Outside London","Heterosexual / straight","130","110","25760","22150"
"In post","2023","60-64","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2023","60-64","Grants Management","Outside London","Unknown","40","30","27840","24030"
"In post","2023","60-64","Human Resources","London","Heterosexual / straight","140","125","52780","46540"
"In post","2023","60-64","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","London","Undeclared","20","15","[c]","[c]"
"In post","2023","60-64","Human Resources","London","Unknown","15","15","[c]","[c]"
"In post","2023","60-64","Human Resources","Outside London","Heterosexual / straight","865","775","35390","33980"
"In post","2023","60-64","Human Resources","Outside London","LGBO","15","10","[c]","[c]"
"In post","2023","60-64","Human Resources","Outside London","Undeclared","115","105","33650","33640"
"In post","2023","60-64","Human Resources","Outside London","Unknown","95","85","35540","34170"
"In post","2023","60-64","Human Resources","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Outside London","Heterosexual / straight","50","40","46170","45040"
"In post","2023","60-64","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
