"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Legal","London","Heterosexual / straight","190","170","54920","57600"
"In post","2023","60-64","Legal","London","LGBO","15","15","[c]","[c]"
"In post","2023","60-64","Legal","London","Undeclared","25","20","[c]","[c]"
"In post","2023","60-64","Legal","London","Unknown","70","65","58100","63500"
"In post","2023","60-64","Legal","Outside London","Heterosexual / straight","315","265","46790","49050"
"In post","2023","60-64","Legal","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","60-64","Legal","Outside London","Undeclared","35","25","48460","52360"
"In post","2023","60-64","Legal","Outside London","Unknown","145","115","43790","38350"
"In post","2023","60-64","No function","London","Heterosexual / straight","3005","2675","39220","32520"
"In post","2023","60-64","No function","London","LGBO","100","90","40940","33050"
"In post","2023","60-64","No function","London","Undeclared","565","485","38420","32520"
"In post","2023","60-64","No function","London","Unknown","650","565","38420","32520"
"In post","2023","60-64","No function","Outside London","Heterosexual / straight","17440","14180","29700","28080"
"In post","2023","60-64","No function","Outside London","LGBO","455","375","29180","28120"
"In post","2023","60-64","No function","Outside London","Undeclared","2835","2240","29740","27650"
"In post","2023","60-64","No function","Outside London","Unknown","4250","3285","28570","26650"
"In post","2023","60-64","No function","Overseas","Heterosexual / straight","80","80","66440","66340"
"In post","2023","60-64","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","No function","Overseas","Unknown","15","15","[c]","[c]"
"In post","2023","60-64","No function","Unknown","Heterosexual / straight","45","35","32040","28120"
"In post","2023","60-64","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","No function","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Project Delivery","London","Heterosexual / straight","210","185","55960","48570"
"In post","2023","60-64","Project Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","London","Undeclared","30","25","[c]","[c]"
"In post","2023","60-64","Project Delivery","London","Unknown","65","60","55750","48570"
"In post","2023","60-64","Project Delivery","Outside London","Heterosexual / straight","885","745","44790","41800"
"In post","2023","60-64","Project Delivery","Outside London","LGBO","20","15","[c]","[c]"
"In post","2023","60-64","Project Delivery","Outside London","Undeclared","125","105","44640","41800"
"In post","2023","60-64","Project Delivery","Outside London","Unknown","135","110","43460","40820"
"In post","2023","60-64","Project Delivery","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","London","Heterosexual / straight","95","85","43590","38920"
"In post","2023","60-64","Property","London","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Property","London","Undeclared","15","15","[c]","[c]"
"In post","2023","60-64","Property","London","Unknown","35","30","44980","37630"
"In post","2023","60-64","Property","Outside London","Heterosexual / straight","585","525","35050","33990"
"In post","2023","60-64","Property","Outside London","LGBO","15","10","[c]","[c]"
"In post","2023","60-64","Property","Outside London","Undeclared","80","65","34060","34240"
"In post","2023","60-64","Property","Outside London","Unknown","140","125","30260","27470"
"In post","2023","60-64","Property","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","London","Heterosexual / straight","100","95","41030","34800"
"In post","2023","60-64","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","London","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Security","London","Unknown","20","20","[c]","[c]"
"In post","2023","60-64","Security","Outside London","Heterosexual / straight","640","580","28290","22220"
"In post","2023","60-64","Security","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Security","Outside London","Undeclared","90","80","30440","26100"
"In post","2023","60-64","Security","Outside London","Unknown","75","65","33000","27500"
"In post","2023","60-64","Security","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","London","Heterosexual / straight","45","40","51210","55120"
"In post","2023","60-64","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","London","Unknown","20","20","[c]","[c]"
"In post","2023","60-64","Unknown","Outside London","Heterosexual / straight","965","840","44690","39690"
"In post","2023","60-64","Unknown","Outside London","LGBO","30","30","43370","37330"
"In post","2023","60-64","Unknown","Outside London","Undeclared","100","85","46730","45430"
"In post","2023","60-64","Unknown","Outside London","Unknown","510","450","40430","34440"
"In post","2023","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Unknown","135","135","45200","40930"
"In post","2023","65+","Analysis","London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","65+","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","London","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","Heterosexual / straight","40","30","42400","42510"
"In post","2023","65+","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","65+","Commercial","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","65+","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Outside London","Heterosexual / straight","55","45","43260","38580"
"In post","2023","65+","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Commercial","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Communications","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","65+","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","London","Heterosexual / straight","75","55","36930","34370"
"In post","2023","65+","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","London","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Counter Fraud","London","Unknown","40","30","35240","32520"
"In post","2023","65+","Counter Fraud","Outside London","Heterosexual / straight","255","175","30590","28120"
"In post","2023","65+","Counter Fraud","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Counter Fraud","Outside London","Undeclared","50","35","32940","28120"
"In post","2023","65+","Counter Fraud","Outside London","Unknown","95","60","29490","28120"
"In post","2023","65+","Debt","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","London","Unknown","20","15","[c]","[c]"
"In post","2023","65+","Debt","Outside London","Heterosexual / straight","125","90","24510","22520"
"In post","2023","65+","Debt","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Debt","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2023","65+","Debt","Outside London","Unknown","40","30","24300","22520"
"In post","2023","65+","Digital, Data & Technology","London","Heterosexual / straight","70","65","48180","40330"
"In post","2023","65+","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","London","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","London","Unknown","20","20","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Outside London","Heterosexual / straight","240","195","39590","36990"
"In post","2023","65+","Digital, Data & Technology","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Outside London","Undeclared","45","40","35730","34970"
"In post","2023","65+","Digital, Data & Technology","Outside London","Unknown","50","40","36090","35000"
"In post","2023","65+","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","London","Heterosexual / straight","55","50","41890","39150"
"In post","2023","65+","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","London","Undeclared","15","15","[c]","[c]"
"In post","2023","65+","Finance","London","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Finance","Outside London","Heterosexual / straight","140","110","33450","29730"
"In post","2023","65+","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Outside London","Undeclared","30","20","[c]","[c]"
"In post","2023","65+","Finance","Outside London","Unknown","40","30","30250","22720"
"In post","2023","65+","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","Outside London","Heterosexual / straight","40","35","23920","22150"
"In post","2023","65+","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Grants Management","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Human Resources","London","Heterosexual / straight","30","25","45590","46020"
"In post","2023","65+","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","London","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","Outside London","Heterosexual / straight","255","215","33130","30600"
"In post","2023","65+","Human Resources","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","Outside London","Undeclared","50","45","32890","31830"
"In post","2023","65+","Human Resources","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","65+","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
