"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Policy","Outside London","SEO/HEO","Heterosexual / straight","170","[c]","36800","36340"
"Leaver CS","2023","Policy","Outside London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Outside London","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Outside London","SEO/HEO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","G6/G7","Heterosexual / straight","85","[c]","61590","59290"
"Leaver CS","2023","Project Delivery","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","Heterosexual / straight","65","[c]","39450","39050"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","Unknown","45","[c]","35800","34210"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","EO","Heterosexual / straight","45","[c]","26550","26130"
"Leaver CS","2023","Project Delivery","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","Heterosexual / straight","130","[c]","59030","56760"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","Unknown","65","[c]","54440","51060"
"Leaver CS","2023","Project Delivery","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","Heterosexual / straight","315","[c]","37490","37570"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","Undeclared","40","[c]","39450","40510"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","Unknown","120","[c]","36940","37690"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","Heterosexual / straight","30","[c]","40640","39840"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","AA/AO","Heterosexual / straight","60","[c]","20300","19770"
"Leaver CS","2023","Property","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","EO","Heterosexual / straight","60","[c]","27110","27000"
"Leaver CS","2023","Property","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SEO/HEO","Heterosexual / straight","135","[c]","38750","37680"
"Leaver CS","2023","Property","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SEO/HEO","Unknown","35","[c]","40390","42020"
"Leaver CS","2023","Property","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","SEO/HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","SEO/HEO","Heterosexual / straight","60","[c]","38360","39870"
"Leaver CS","2023","Science and Engineering","London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","AA/AO","Heterosexual / straight","105","[c]","22170","21580"
"Leaver CS","2023","Science and Engineering","Outside London","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","AA/AO","Unknown","70","[c]","20660","19430"
"Leaver CS","2023","Science and Engineering","Outside London","EO","Heterosexual / straight","95","[c]","27060","26670"
"Leaver CS","2023","Science and Engineering","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","EO","Unknown","35","[c]","26650","26910"
"Leaver CS","2023","Science and Engineering","Outside London","G6/G7","Heterosexual / straight","75","[c]","58560","56420"
"Leaver CS","2023","Science and Engineering","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","G6/G7","Unknown","65","[c]","53490","49260"
"Leaver CS","2023","Science and Engineering","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","SEO/HEO","Heterosexual / straight","435","[c]","37630","36370"
"Leaver CS","2023","Science and Engineering","Outside London","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","SEO/HEO","Undeclared","70","[c]","38070","38080"
"Leaver CS","2023","Science and Engineering","Outside London","SEO/HEO","Unknown","165","[c]","36220","37420"
"Leaver CS","2023","Science and Engineering","Outside London","Unknown","Heterosexual / straight","50","[c]","40250","34760"
"Leaver CS","2023","Science and Engineering","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","AA/AO","Heterosexual / straight","350","[c]","28510","25890"
"Leaver CS","2023","Security","Outside London","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","AA/AO","Undeclared","40","[c]","33530","39070"
"Leaver CS","2023","Security","Outside London","AA/AO","Unknown","135","[c]","29050","27500"
"Leaver CS","2023","Security","Outside London","EO","Heterosexual / straight","55","[c]","36020","31500"
"Leaver CS","2023","Security","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SEO/HEO","Heterosexual / straight","65","[c]","42240","38190"
"Leaver CS","2023","Security","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
