"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","EO","Heterosexual / straight","35","[c]","28960","28120"
"Leaver CS","2023","65+","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","EO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","AA/AO","Heterosexual / straight","30","[c]","21630","21690"
"Leaver CS","2023","65+","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","AA/AO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","30","[c]","38630","36460"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SEO/HEO","Heterosexual / straight","35","[c]","40520","38700"
"Leaver CS","2023","65+","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","AA/AO","Heterosexual / straight","70","[c]","22300","22220"
"Leaver CS","2023","65+","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","EO","Heterosexual / straight","40","[c]","30870","31470"
"Leaver CS","2023","65+","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SEO/HEO","Heterosexual / straight","35","[c]","38220","36300"
"Leaver CS","2023","65+","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","AA/AO","Heterosexual / straight","915","[c]","21930","21690"
"Leaver CS","2023","65+","No function","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","AA/AO","Undeclared","170","[c]","22020","21690"
"Leaver CS","2023","65+","No function","AA/AO","Unknown","490","[c]","22580","21690"
"Leaver CS","2023","65+","No function","EO","Heterosexual / straight","540","[c]","28580","28120"
"Leaver CS","2023","65+","No function","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","EO","Undeclared","110","[c]","28490","28120"
"Leaver CS","2023","65+","No function","EO","Unknown","185","[c]","29010","28120"
"Leaver CS","2023","65+","No function","G6/G7","Heterosexual / straight","85","[c]","64910","61790"
"Leaver CS","2023","65+","No function","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","SEO/HEO","Heterosexual / straight","230","[c]","39070","37280"
"Leaver CS","2023","65+","No function","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","SEO/HEO","Undeclared","40","[c]","40170","38300"
"Leaver CS","2023","65+","No function","SEO/HEO","Unknown","90","[c]","38690","38170"
"Leaver CS","2023","65+","No function","Unknown","Heterosexual / straight","160","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AA/AO","Heterosexual / straight","75","[c]","24500","21830"
"Leaver CS","2023","65+","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA/AO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO/HEO","Heterosexual / straight","40","[c]","41660","39010"
"Leaver CS","2023","65+","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6/G7","LGBO","[c]","[c]","[c]","[c]"
