"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for International Trade","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for International Trade","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Transport","AA/AO","50","[c]","25550","27490"
"New entrant CS","2023","50-59","Unknown","Department for Transport","EO","85","[c]","27080","26780"
"New entrant CS","2023","50-59","Unknown","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Work and Pensions","AA/AO","45","[c]","21660","21690"
"New entrant CS","2023","50-59","Unknown","Department for Work and Pensions","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department for Work and Pensions","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department of Health and Social Care","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Department of Health and Social Care","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Food Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","HM Land Registry","AA/AO","30","[c]","23470","23390"
"New entrant CS","2023","50-59","Unknown","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","HM Revenue and Customs","AA/AO","165","[c]","22740","22520"
"New entrant CS","2023","50-59","Unknown","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","HM Revenue and Customs","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","HM Revenue and Customs","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Home Office","AA/AO","355","[c]","23110","22400"
"New entrant CS","2023","50-59","Unknown","Home Office","EO","370","[c]","28360","25880"
"New entrant CS","2023","50-59","Unknown","Home Office","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Home Office","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Home Office","SEO/HEO","45","[c]","35750","36000"
"New entrant CS","2023","50-59","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Ministry of Defence","AA/AO","175","[c]","24540","22220"
"New entrant CS","2023","50-59","Unknown","Ministry of Defence","EO","55","[c]","28730","27140"
"New entrant CS","2023","50-59","Unknown","Ministry of Defence","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Ministry of Defence","SEO/HEO","85","[c]","40550","41000"
"New entrant CS","2023","50-59","Unknown","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Ministry of Justice","AA/AO","320","[c]","24770","23230"
"New entrant CS","2023","50-59","Unknown","Ministry of Justice","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Ministry of Justice","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Ministry of Justice","Unknown","130","[c]","23120","23640"
"New entrant CS","2023","50-59","Unknown","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Scottish Government","AA/AO","175","[c]","23220","22180"
"New entrant CS","2023","50-59","Unknown","Scottish Government","EO","85","[c]","29520","29100"
"New entrant CS","2023","50-59","Unknown","Scottish Government","G6/G7","30","[c]","66670","68540"
"New entrant CS","2023","50-59","Unknown","Scottish Government","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Scottish Government","SEO/HEO","70","[c]","39180","37830"
"New entrant CS","2023","50-59","Unknown","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","UK Statistics Authority","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Attorney General's Departments","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Attorney General's Departments","G6/G7","30","[c]","52990","51870"
"New entrant CS","2023","50-59","White","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Attorney General's Departments","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Cabinet Office","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Cabinet Office","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Cabinet Office","G6/G7","40","[c]","63340","62440"
"New entrant CS","2023","50-59","White","Cabinet Office","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Cabinet Office","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","40","[c]","37960","37420"
"New entrant CS","2023","50-59","White","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Education","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","AA/AO","65","[c]","22290","22150"
"New entrant CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Environment, Food and Rural Affairs","SEO/HEO","35","[c]","35280","37300"
"New entrant CS","2023","50-59","White","Department for International Trade","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for International Trade","G6/G7","35","[c]","58710","57610"
"New entrant CS","2023","50-59","White","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for International Trade","SEO/HEO","55","[c]","41000","41910"
"New entrant CS","2023","50-59","White","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Levelling Up, Housing and Communities","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Transport","AA/AO","80","[c]","23690","22500"
"New entrant CS","2023","50-59","White","Department for Transport","EO","45","[c]","27400","26780"
"New entrant CS","2023","50-59","White","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Transport","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Work and Pensions","AA/AO","190","[c]","21870","21690"
"New entrant CS","2023","50-59","White","Department for Work and Pensions","EO","75","[c]","28240","28120"
"New entrant CS","2023","50-59","White","Department for Work and Pensions","G6/G7","35","[c]","59640","58430"
"New entrant CS","2023","50-59","White","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department for Work and Pensions","SEO/HEO","60","[c]","38850","37520"
"New entrant CS","2023","50-59","White","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department of Health and Social Care","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department of Health and Social Care","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Department of Health and Social Care","SEO/HEO","35","[c]","37690","38120"
"New entrant CS","2023","50-59","White","Estyn","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Land Registry","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Revenue and Customs","AA/AO","140","[c]","22630","22520"
"New entrant CS","2023","50-59","White","HM Revenue and Customs","EO","35","[c]","28110","27650"
"New entrant CS","2023","50-59","White","HM Revenue and Customs","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Revenue and Customs","SEO/HEO","55","[c]","38960","38050"
"New entrant CS","2023","50-59","White","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Home Office","AA/AO","85","[c]","22720","22400"
"New entrant CS","2023","50-59","White","Home Office","EO","125","[c]","27360","25750"
"New entrant CS","2023","50-59","White","Home Office","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Home Office","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Ministry of Defence","AA/AO","195","[c]","23400","22220"
"New entrant CS","2023","50-59","White","Ministry of Defence","EO","120","[c]","27610","27080"
"New entrant CS","2023","50-59","White","Ministry of Defence","G6/G7","85","[c]","57960","54620"
"New entrant CS","2023","50-59","White","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Ministry of Defence","SEO/HEO","250","[c]","38030","37690"
"New entrant CS","2023","50-59","White","Ministry of Defence","Unknown","30","[c]","47520","40500"
"New entrant CS","2023","50-59","White","Ministry of Justice","AA/AO","525","[c]","24210","23230"
"New entrant CS","2023","50-59","White","Ministry of Justice","EO","40","[c]","28110","28480"
"New entrant CS","2023","50-59","White","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Ministry of Justice","SEO/HEO","45","[c]","36790","35410"
"New entrant CS","2023","50-59","White","Ministry of Justice","Unknown","275","[c]","23710","23640"
"New entrant CS","2023","50-59","White","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","National Crime Agency","EO","50","[c]","36320","36040"
"New entrant CS","2023","50-59","White","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","National Crime Agency","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office for Standards in Education, Children's Services and Skills","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office for Standards in Education, Children's Services and Skills","G6/G7","40","[c]","75080","77470"
"New entrant CS","2023","50-59","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","35","[c]","47150","47750"
"New entrant CS","2023","50-59","White","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Gas and Electricity Markets","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Qualifications and Examinations Regulation","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Qualifications and Examinations Regulation","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Scottish Government","AA/AO","75","[c]","22710","22180"
"New entrant CS","2023","50-59","White","Scottish Government","EO","85","[c]","29340","29100"
"New entrant CS","2023","50-59","White","Scottish Government","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Scottish Government","SEO/HEO","70","[c]","38930","37830"
"New entrant CS","2023","50-59","White","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","UK Statistics Authority","AA/AO","90","[c]","21220","21200"
"New entrant CS","2023","50-59","White","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","UK Statistics Authority","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","UK Statistics Authority","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","White","Welsh Government","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
