"Status","Year","Age","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","London","Female","Heterosexual / straight","705","[c]","47460","43890"
"Leaver Dept.","2023","30-39","London","Female","LGBO","60","[c]","46390","45510"
"Leaver Dept.","2023","30-39","London","Female","Undeclared","95","[c]","47450","43650"
"Leaver Dept.","2023","30-39","London","Female","Unknown","270","[c]","46340","43170"
"Leaver Dept.","2023","30-39","London","Male","Heterosexual / straight","515","[c]","46900","43750"
"Leaver Dept.","2023","30-39","London","Male","LGBO","90","[c]","49050","48790"
"Leaver Dept.","2023","30-39","London","Male","Undeclared","85","[c]","47450","43890"
"Leaver Dept.","2023","30-39","London","Male","Unknown","285","[c]","45580","41890"
"Leaver Dept.","2023","30-39","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Outside London","Female","Heterosexual / straight","915","[c]","32350","28120"
"Leaver Dept.","2023","30-39","Outside London","Female","LGBO","90","[c]","32230","28120"
"Leaver Dept.","2023","30-39","Outside London","Female","Undeclared","75","[c]","32690","29410"
"Leaver Dept.","2023","30-39","Outside London","Female","Unknown","360","[c]","32440","28590"
"Leaver Dept.","2023","30-39","Outside London","Male","Heterosexual / straight","690","[c]","32710","30070"
"Leaver Dept.","2023","30-39","Outside London","Male","LGBO","85","[c]","32810","28920"
"Leaver Dept.","2023","30-39","Outside London","Male","Undeclared","70","[c]","35960","33890"
"Leaver Dept.","2023","30-39","Outside London","Male","Unknown","355","[c]","33560","30710"
"Leaver Dept.","2023","30-39","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","London","Female","Heterosexual / straight","370","[c]","53780","53370"
"Leaver Dept.","2023","40-49","London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","London","Female","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","London","Female","Unknown","110","[c]","53400","49360"
"Leaver Dept.","2023","40-49","London","Male","Heterosexual / straight","250","[c]","56530","54760"
"Leaver Dept.","2023","40-49","London","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","London","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","London","Male","Unknown","100","[c]","56980","56430"
"Leaver Dept.","2023","40-49","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Outside London","Female","Heterosexual / straight","810","[c]","34130","30050"
"Leaver Dept.","2023","40-49","Outside London","Female","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Outside London","Female","Undeclared","65","[c]","30630","28120"
"Leaver Dept.","2023","40-49","Outside London","Female","Unknown","300","[c]","33920","29620"
"Leaver Dept.","2023","40-49","Outside London","Male","Heterosexual / straight","535","[c]","37170","32480"
"Leaver Dept.","2023","40-49","Outside London","Male","LGBO","45","[c]","35590","28840"
"Leaver Dept.","2023","40-49","Outside London","Male","Undeclared","60","[c]","36260","31630"
"Leaver Dept.","2023","40-49","Outside London","Male","Unknown","220","[c]","37020","32260"
"Leaver Dept.","2023","40-49","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","London","Female","Heterosexual / straight","170","[c]","51810","51540"
"Leaver Dept.","2023","50-59","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","London","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","London","Female","Unknown","60","[c]","50660","44170"
"Leaver Dept.","2023","50-59","London","Male","Heterosexual / straight","145","[c]","64880","59510"
"Leaver Dept.","2023","50-59","London","Male","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","London","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","London","Male","Unknown","60","[c]","52280","43890"
"Leaver Dept.","2023","50-59","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Outside London","Female","Heterosexual / straight","555","[c]","32420","28120"
"Leaver Dept.","2023","50-59","Outside London","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Outside London","Female","Undeclared","80","[c]","32290","27570"
"Leaver Dept.","2023","50-59","Outside London","Female","Unknown","195","[c]","34460","28120"
"Leaver Dept.","2023","50-59","Outside London","Male","Heterosexual / straight","390","[c]","37100","31740"
"Leaver Dept.","2023","50-59","Outside London","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Outside London","Male","Undeclared","40","[c]","41420","28440"
"Leaver Dept.","2023","50-59","Outside London","Male","Unknown","135","[c]","36670","28120"
"Leaver Dept.","2023","50-59","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","Female","Heterosexual / straight","70","[c]","32310","27840"
"Leaver Dept.","2023","60-64","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","Male","Heterosexual / straight","55","[c]","31500","27840"
"Leaver Dept.","2023","60-64","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Outside London","Female","Heterosexual / straight","245","[c]","23180","22520"
"New entrant CS","2023","16-19","Outside London","Female","LGBO","45","[c]","22720","22500"
"New entrant CS","2023","16-19","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Outside London","Female","Unknown","235","[c]","22910","22400"
"New entrant CS","2023","16-19","Outside London","Male","Heterosexual / straight","225","[c]","23350","22520"
"New entrant CS","2023","16-19","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Outside London","Male","Unknown","240","[c]","22400","22400"
"New entrant CS","2023","16-19","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","London","Female","Heterosexual / straight","1245","[c]","32060","29750"
"New entrant CS","2023","20-29","London","Female","LGBO","230","[c]","32680","31170"
"New entrant CS","2023","20-29","London","Female","Undeclared","195","[c]","32130","29660"
"New entrant CS","2023","20-29","London","Female","Unknown","1265","[c]","30310","28840"
"New entrant CS","2023","20-29","London","Male","Heterosexual / straight","955","[c]","32330","31980"
"New entrant CS","2023","20-29","London","Male","LGBO","155","[c]","33670","34190"
"New entrant CS","2023","20-29","London","Male","Undeclared","125","[c]","33540","33800"
"New entrant CS","2023","20-29","London","Male","Unknown","975","[c]","31400","29750"
"New entrant CS","2023","20-29","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Outside London","Female","Heterosexual / straight","4700","[c]","25680","23640"
"New entrant CS","2023","20-29","Outside London","Female","LGBO","950","[c]","26100","23990"
"New entrant CS","2023","20-29","Outside London","Female","Undeclared","365","[c]","26310","24120"
"New entrant CS","2023","20-29","Outside London","Female","Unknown","3850","[c]","25020","23230"
"New entrant CS","2023","20-29","Outside London","Male","Heterosexual / straight","3635","[c]","26650","25750"
"New entrant CS","2023","20-29","Outside London","Male","LGBO","495","[c]","26310","23640"
"New entrant CS","2023","20-29","Outside London","Male","Undeclared","285","[c]","26680","25190"
"New entrant CS","2023","20-29","Outside London","Male","Unknown","3420","[c]","25860","24710"
"New entrant CS","2023","20-29","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Male","Unknown","100","[c]","22370","18660"
"New entrant CS","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
