"Status","Year","Parent_department","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Birmingham","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Birmingham","Outside London","SEO/HEO","70","70","35370","35000"
"In post","2023","Attorney General's Departments","Blackburn with Darwen","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bradford","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","Outside London","AA/AO","30","30","23760","24480"
"In post","2023","Attorney General's Departments","Brighton and Hove","Outside London","EO","30","30","29100","28200"
"In post","2023","Attorney General's Departments","Brighton and Hove","Outside London","G6/G7","45","40","60660","58820"
"In post","2023","Attorney General's Departments","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","Outside London","SEO/HEO","15","10","37520","36780"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","AA/AO","45","40","22230","22870"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","EO","40","40","28040","27400"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","G6/G7","120","110","56800","54320"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","SEO/HEO","25","25","35430","34410"
"In post","2023","Attorney General's Departments","Bromley","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","G6/G7","10","10","51400","49050"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","AA/AO","55","50","23040","22870"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","EO","45","45","27830","27400"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","G6/G7","105","95","56300","55390"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","30","30","36330","38350"
"In post","2023","Attorney General's Departments","Central Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","G6/G7","10","10","53870","56450"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","London","EO","10","10","28380","28170"
"In post","2023","Attorney General's Departments","Croydon","London","G6/G7","10","10","60250","62830"
"In post","2023","Attorney General's Departments","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","London","SEO/HEO","20","20","35970","36050"
"In post","2023","Attorney General's Departments","Darlington","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","AA/AO","15","15","22370","22870"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","EO","25","20","27870","27440"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","G6/G7","50","45","55850","56450"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","SEO/HEO","20","20","35670","34640"
"In post","2023","Attorney General's Departments","Dorset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Outside London","G6/G7","15","15","57210","55870"
"In post","2023","Attorney General's Departments","East Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","Outside London","AA/AO","30","30","23910","24480"
"In post","2023","Attorney General's Departments","East Kent","Outside London","EO","30","30","29340","29100"
"In post","2023","Attorney General's Departments","East Kent","Outside London","G6/G7","50","45","59910","58210"
"In post","2023","Attorney General's Departments","East Kent","Outside London","SEO/HEO","20","20","38630","38660"
"In post","2023","Attorney General's Departments","East Merseyside","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","AA/AO","15","15","22850","22870"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","EO","15","15","27820","27420"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","G6/G7","45","40","54010","53700"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","SEO/HEO","15","15","36610","36680"
"In post","2023","Attorney General's Departments","Gloucestershire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","AA/AO","45","40","24030","24480"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","EO","45","40","29630","30210"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","G6/G7","85","75","61010","58820"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","SEO/HEO","30","30","38520","40670"
"In post","2023","Attorney General's Departments","Herefordshire, County of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","AA/AO","40","40","23990","24480"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","EO","40","35","29300","28870"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","G6/G7","90","80","61270","63370"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","SEO/HEO","20","20","38100","38660"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","AA/AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","EO","20","15","28210","28850"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","G6/G7","35","30","56340","56450"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","Outside London","AA/AO","80","70","22770","22870"
"In post","2023","Attorney General's Departments","Leeds","Outside London","EO","100","95","27850","26900"
"In post","2023","Attorney General's Departments","Leeds","Outside London","G6/G7","285","265","56060","54340"
"In post","2023","Attorney General's Departments","Leeds","Outside London","SCS level","15","15","88730","86600"
"In post","2023","Attorney General's Departments","Leeds","Outside London","SEO/HEO","80","80","36560","35000"
"In post","2023","Attorney General's Departments","Leicester","Outside London","AA/AO","45","45","22050","22870"
"In post","2023","Attorney General's Departments","Leicester","Outside London","EO","25","25","28140","28850"
"In post","2023","Attorney General's Departments","Leicester","Outside London","G6/G7","65","60","53710","52460"
"In post","2023","Attorney General's Departments","Leicester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","Outside London","SEO/HEO","15","15","35260","35000"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Outside London","G6/G7","15","15","56150","56450"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","AA/AO","105","100","22590","22870"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","EO","95","90","27670","27150"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","G6/G7","150","140","55170","54800"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","SEO/HEO","70","70","35540","35000"
"In post","2023","Attorney General's Departments","Luton","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","Outside London","AA/AO","80","75","22770","22870"
"In post","2023","Attorney General's Departments","Manchester","Outside London","EO","90","85","28190","28850"
"In post","2023","Attorney General's Departments","Manchester","Outside London","G6/G7","165","155","57060","56450"
"In post","2023","Attorney General's Departments","Manchester","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","Outside London","SEO/HEO","50","50","36170","36880"
"In post","2023","Attorney General's Departments","Medway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","AA/AO","40","35","22760","22870"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","EO","40","35","28280","28850"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","G6/G7","90","85","54860","54800"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","SEO/HEO","25","25","36080","35000"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","AA/AO","30","25","22380","22870"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","EO","25","20","27500","26900"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","G6/G7","25","20","57880","60550"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","SEO/HEO","15","15","35750","36880"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","AA/AO","80","75","22390","22870"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","EO","70","65","27420","26900"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","G6/G7","115","105","54850","53150"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","SEO/HEO","50","50","35030","33100"
"In post","2023","Attorney General's Departments","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","AA/AO","40","35","23950","24480"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","EO","25","25","29030","28200"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","G6/G7","50","50","61640","62880"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","SEO/HEO","10","10","38520","40340"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","AA/AO","50","45","22590","22870"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","EO","40","35","27790","27150"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","G6/G7","45","40","56120","56450"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","SEO/HEO","25","25","35810","35000"
"In post","2023","Attorney General's Departments","Shropshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","AA/AO","30","30","23880","24480"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","EO","25","25","28970","28200"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","G6/G7","75","75","60380","57590"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","SEO/HEO","30","30","37330","36170"
"In post","2023","Attorney General's Departments","South Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","Outside London","AA/AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","South Teesside","Outside London","EO","25","20","27870","27400"
"In post","2023","Attorney General's Departments","South Teesside","Outside London","G6/G7","40","40","56130","56450"
"In post","2023","Attorney General's Departments","South Teesside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","Outside London","SEO/HEO","20","15","35050","34150"
"In post","2023","Attorney General's Departments","South West Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South and West Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","Outside London","AA/AO","15","15","22750","22870"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","Outside London","EO","10","10","27800","27290"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","Outside London","G6/G7","30","25","58990","56450"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","Outside London","SEO/HEO","10","10","37420","38760"
"In post","2023","Attorney General's Departments","Suffolk CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","Outside London","G6/G7","15","15","56850","56450"
"In post","2023","Attorney General's Departments","Suffolk CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Swansea","Outside London","AA/AO","15","10","22720","22870"
"In post","2023","Attorney General's Departments","Swansea","Outside London","EO","15","15","27480","26900"
"In post","2023","Attorney General's Departments","Swansea","Outside London","G6/G7","40","40","54790","53710"
"In post","2023","Attorney General's Departments","Swansea","Outside London","SEO/HEO","30","30","35890","38760"
"In post","2023","Attorney General's Departments","Swindon","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Telford and Wrekin","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Thurrock","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","Outside London","AA/AO","75","65","22230","22870"
"In post","2023","Attorney General's Departments","Tyneside","Outside London","EO","55","50","27900","27030"
"In post","2023","Attorney General's Departments","Tyneside","Outside London","G6/G7","105","95","56110","56450"
"In post","2023","Attorney General's Departments","Tyneside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","Outside London","SEO/HEO","45","40","35860","35000"
"In post","2023","Attorney General's Departments","Wakefield","Outside London","AA/AO","15","10","22360","22870"
"In post","2023","Attorney General's Departments","Wakefield","Outside London","EO","15","15","27380","27400"
"In post","2023","Attorney General's Departments","Wakefield","Outside London","G6/G7","15","15","63980","60550"
"In post","2023","Attorney General's Departments","Wakefield","Outside London","SEO/HEO","25","25","36040","38940"
"In post","2023","Attorney General's Departments","Walsall","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","Outside London","G6/G7","10","10","67140","59690"
"In post","2023","Attorney General's Departments","Warrington","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warwickshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warwickshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","Outside London","EO","25","25","29010","28200"
"In post","2023","Attorney General's Departments","West Surrey","Outside London","G6/G7","40","35","61040","61920"
"In post","2023","Attorney General's Departments","West Surrey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (North East)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (South West)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (South West)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Westminster","London","AA/AO","370","345","24160","24480"
"In post","2023","Attorney General's Departments","Westminster","London","EO","790","755","29250","28410"
"In post","2023","Attorney General's Departments","Westminster","London","G6/G7","2560","2385","61940","62830"
"In post","2023","Attorney General's Departments","Westminster","London","SCS level","265","255","88850","82550"
