"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Undeclared","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Ministry of Defence (excl. agencies)","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Valuation Office Agency","Property","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Ministry of Defence (excl. agencies)","Security","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Office of Gas and Electricity Markets","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Scottish Government (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Central Civil Service Fast Stream","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Companies House","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Defence Science and Technology Laboratory","Science and Engineering","30","[c]","32280","30650"
"Leaver CS","2023","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Department for Education (excl. agencies)","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Home Office","Statistics","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Ministry of Defence (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Ministry of Defence (excl. agencies)","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","UK Statistics Authority","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","UK Statistics Authority","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","UK Statistics Authority","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Building Digital UK","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Central Civil Service Fast Stream","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Department for Education (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Government Commercial Organisation","Unknown","130","[c]","74810","68000"
"Leaver CS","2023","Unknown","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Met Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Ministry of Defence (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Scottish Prison Service","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Building Digital UK","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Cabinet Office (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Central Civil Service Fast Stream","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Department for Work and Pensions (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Met Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Ministry of Defence (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
