"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Commercial","Crown Prosecution Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Defence Electronics and Components Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Government Commercial Organisation","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Government Commercial Organisation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Government Commercial Organisation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Government Commercial Organisation","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Government Commercial Organisation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Government Commercial Organisation","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Met Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Met Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Met Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","UK Export Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Valuation Office Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Wilton Park","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Wilton Park","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Active Travel England","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Building Digital UK","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Cabinet Office (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Central Civil Service Fast Stream","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Companies House","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Defence Electronics and Components Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Intellectual Property Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Medicines and Healthcare Products Regulatory Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Met Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office for Budget Responsibility","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Scottish Prison Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Submarine Delivery Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Building Digital UK","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
