"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","UK Supreme Court","Female","10","10","[c]","[c]"
"In post","2023","20-29","UK Supreme Court","Male","10","10","[c]","[c]"
"In post","2023","20-29","Valuation Office Agency","Female","330","320","28980","26020"
"In post","2023","20-29","Valuation Office Agency","Male","365","360","29750","26920"
"In post","2023","20-29","Vehicle Certification Agency","Female","15","15","[c]","[c]"
"In post","2023","20-29","Vehicle Certification Agency","Male","20","20","[c]","[c]"
"In post","2023","20-29","Veterinary Medicines Directorate","Female","5","5","[c]","[c]"
"In post","2023","20-29","Veterinary Medicines Directorate","Male","5","5","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","Female","20","20","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","Male","25","25","[c]","[c]"
"In post","2023","20-29","Welsh Government (excl. agencies)","Female","305","295","29830","26900"
"In post","2023","20-29","Welsh Government (excl. agencies)","Male","240","235","29490","26900"
"In post","2023","20-29","Welsh Revenue Authority","Female","5","5","[c]","[c]"
"In post","2023","20-29","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Wilton Park","Female","10","10","[c]","[c]"
"In post","2023","20-29","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Accountant in Bankruptcy","Female","20","20","[c]","[c]"
"In post","2023","30-39","Accountant in Bankruptcy","Male","10","10","[c]","[c]"
"In post","2023","30-39","Active Travel England","Female","5","5","[c]","[c]"
"In post","2023","30-39","Active Travel England","Male","10","10","[c]","[c]"
"In post","2023","30-39","Advisory, Conciliation and Arbitration Service","Female","130","120","32460","32110"
"In post","2023","30-39","Advisory, Conciliation and Arbitration Service","Male","95","95","32690","32110"
"In post","2023","30-39","Animal and Plant Health Agency","Female","410","385","30010","29080"
"In post","2023","30-39","Animal and Plant Health Agency","Male","240","240","30430","29080"
"In post","2023","30-39","Attorney General's Office","Female","10","5","[c]","[c]"
"In post","2023","30-39","Attorney General's Office","Male","10","10","[c]","[c]"
"In post","2023","30-39","Building Digital UK","Female","40","40","45670","50390"
"In post","2023","30-39","Building Digital UK","Male","35","35","47870","52890"
"In post","2023","30-39","Cabinet Office (excl. agencies)","Female","1015","975","49070","51290"
"In post","2023","30-39","Cabinet Office (excl. agencies)","Male","810","805","49650","55790"
"In post","2023","30-39","Central Civil Service Fast Stream","Female","75","75","30960","30130"
"In post","2023","30-39","Central Civil Service Fast Stream","Male","80","80","31570","30130"
"In post","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","Female","95","90","33300","30350"
"In post","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","Male","70","70","34910","30820"
"In post","2023","30-39","Charity Commission","Female","60","60","35620","30170"
"In post","2023","30-39","Charity Commission","Male","55","55","34570","30170"
"In post","2023","30-39","Companies House","Female","140","130","31920","26060"
"In post","2023","30-39","Companies House","Male","125","125","33580","31350"
"In post","2023","30-39","Competition and Markets Authority","Female","165","160","59990","57610"
"In post","2023","30-39","Competition and Markets Authority","Male","145","145","63250","61790"
"In post","2023","30-39","Criminal Injuries Compensation Authority","Female","45","40","27180","25830"
"In post","2023","30-39","Criminal Injuries Compensation Authority","Male","35","35","28690","25830"
"In post","2023","30-39","Crown Commercial Service","Female","130","125","39310","39860"
"In post","2023","30-39","Crown Commercial Service","Male","110","110","39870","40330"
"In post","2023","30-39","Crown Office and Procurator Fiscal Service","Female","430","405","42320","36330"
"In post","2023","30-39","Crown Office and Procurator Fiscal Service","Male","225","220","41330","37940"
"In post","2023","30-39","Crown Prosecution Service","Female","930","865","40460","38940"
"In post","2023","30-39","Crown Prosecution Service","Male","400","400","42500","40540"
"In post","2023","30-39","Defence Electronics and Components Agency","Female","5","5","[c]","[c]"
"In post","2023","30-39","Defence Electronics and Components Agency","Male","20","20","[c]","[c]"
"In post","2023","30-39","Defence Equipment and Support","Female","1010","920","37200","34410"
"In post","2023","30-39","Defence Equipment and Support","Male","1300","1295","39520","38990"
"In post","2023","30-39","Defence Science and Technology Laboratory","Female","485","455","40720","39890"
"In post","2023","30-39","Defence Science and Technology Laboratory","Male","665","660","42710","39890"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","960","925","52420","55120"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","950","940","52540","55120"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","375","365","51660","53030"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","285","280","53230","53030"
"In post","2023","30-39","Department for Education (excl. agencies)","Female","1245","1180","45870","43250"
"In post","2023","30-39","Department for Education (excl. agencies)","Male","765","760","45540","43250"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","925","870","44420","40260"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","705","695","44640","40830"
"In post","2023","30-39","Department for International Trade","Female","485","470","51160","55370"
"In post","2023","30-39","Department for International Trade","Male","515","515","51790","55370"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","510","490","50090","54630"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","450","445","50060","54630"
"In post","2023","30-39","Department for Transport (excl. agencies)","Female","470","450","52010","55270"
"In post","2023","30-39","Department for Transport (excl. agencies)","Male","565","565","52850","55740"
"In post","2023","30-39","Department for Work and Pensions (excl. agencies)","Female","8030","7050","29160","28120"
"In post","2023","30-39","Department for Work and Pensions (excl. agencies)","Male","5800","5735","30490","28120"
"In post","2023","30-39","Department of Health and Social Care (excl. agencies)","Female","675","640","50090","52240"
"In post","2023","30-39","Department of Health and Social Care (excl. agencies)","Male","350","340","51440","54660"
"In post","2023","30-39","Disclosure Scotland","Female","50","45","29130","24890"
"In post","2023","30-39","Disclosure Scotland","Male","55","55","29730","24890"
"In post","2023","30-39","Driver and Vehicle Licensing Agency","Female","895","755","25290","22500"
"In post","2023","30-39","Driver and Vehicle Licensing Agency","Male","665","655","28960","25650"
"In post","2023","30-39","Driver and Vehicle Standards Agency","Female","265","250","28950","27190"
"In post","2023","30-39","Driver and Vehicle Standards Agency","Male","425","420","29870","27490"
"In post","2023","30-39","Education Scotland","Female","40","35","45750","46370"
"In post","2023","30-39","Education Scotland","Male","15","15","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","Female","90","85","40950","37590"
"In post","2023","30-39","Education and Skills Funding Agency","Male","90","90","39530","37590"
"In post","2023","30-39","Estyn","Female","10","10","[c]","[c]"
"In post","2023","30-39","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","FCDO Services","Female","50","50","37270","32750"
"In post","2023","30-39","FCDO Services","Male","155","155","40670","38920"
"In post","2023","30-39","Food Standards Agency","Female","235","225","38110","37720"
"In post","2023","30-39","Food Standards Agency","Male","120","120","40140","38100"
"In post","2023","30-39","Food Standards Scotland","Female","50","45","37680","38330"
"In post","2023","30-39","Food Standards Scotland","Male","30","30","33920","31940"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Female","1110","1090","50110","53500"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Male","1000","995","49450","52400"
"In post","2023","30-39","Forestry and Land Scotland","Female","95","90","34480","33260"
"In post","2023","30-39","Forestry and Land Scotland","Male","145","145","32800","31180"
"In post","2023","30-39","Government Actuary's Department","Female","35","30","70180","68110"
"In post","2023","30-39","Government Actuary's Department","Male","40","40","72860","68110"
"In post","2023","30-39","Government Commercial Organisation","Female","155","150","65230","65500"
"In post","2023","30-39","Government Commercial Organisation","Male","165","165","69060","66530"
"In post","2023","30-39","Government Internal Audit Agency","Female","40","35","43330","44450"
"In post","2023","30-39","Government Internal Audit Agency","Male","30","30","[c]","[c]"
"In post","2023","30-39","Government Legal Department","Female","555","520","53260","52790"
"In post","2023","30-39","Government Legal Department","Male","260","255","51660","52020"
"In post","2023","30-39","Government Property Agency","Female","40","40","46360","50200"
"In post","2023","30-39","Government Property Agency","Male","45","45","49060","51020"
"In post","2023","30-39","HM Courts and Tribunals Service","Female","1820","1600","27900","25480"
"In post","2023","30-39","HM Courts and Tribunals Service","Male","915","905","28980","25480"
"In post","2023","30-39","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","Female","695","635","30540","28080"
"In post","2023","30-39","HM Land Registry","Male","525","515","31300","28080"
"In post","2023","30-39","HM Prison and Probation Service","Female","8895","8275","31530","30810"
"In post","2023","30-39","HM Prison and Probation Service","Male","7165","7085","32480","32060"
"In post","2023","30-39","HM Revenue and Customs (excl. agencies)","Female","7765","7190","34730","34400"
"In post","2023","30-39","HM Revenue and Customs (excl. agencies)","Male","8915","8825","36040","34700"
"In post","2023","30-39","HM Treasury (excl. agencies)","Female","325","315","54320","54440"
"In post","2023","30-39","HM Treasury (excl. agencies)","Male","370","365","53990","54440"
"In post","2023","30-39","Health and Safety Executive","Female","245","230","36810","32850"
"In post","2023","30-39","Health and Safety Executive","Male","225","225","41160","40790"
"In post","2023","30-39","Home Office","Female","5325","4905","33060","27650"
"In post","2023","30-39","Home Office","Male","4960","4910","33520","28520"
"In post","2023","30-39","Institute for Apprenticeships and Technical Education","Female","80","75","45970","51460"
"In post","2023","30-39","Institute for Apprenticeships and Technical Education","Male","35","35","47170","51460"
"In post","2023","30-39","Intellectual Property Office","Female","230","215","35590","31750"
"In post","2023","30-39","Intellectual Property Office","Male","225","225","42210","42760"
"In post","2023","30-39","Legal Aid Agency","Female","190","170","27660","25830"
"In post","2023","30-39","Legal Aid Agency","Male","110","110","27530","25830"
"In post","2023","30-39","Maritime and Coastguard Agency","Female","125","120","30860","27450"
"In post","2023","30-39","Maritime and Coastguard Agency","Male","215","215","35390","31940"
"In post","2023","30-39","Medicines and Healthcare Products Regulatory Agency","Female","195","190","47660","42580"
"In post","2023","30-39","Medicines and Healthcare Products Regulatory Agency","Male","105","105","46100","41480"
"In post","2023","30-39","Met Office","Female","290","270","37570","37420"
"In post","2023","30-39","Met Office","Male","315","310","38140","38200"
"In post","2023","30-39","Ministry of Defence (excl. agencies)","Female","3205","3025","36190","33990"
"In post","2023","30-39","Ministry of Defence (excl. agencies)","Male","3165","3145","38430","35990"
"In post","2023","30-39","Ministry of Justice (excl. agencies)","Female","1140","1095","43700","42580"
"In post","2023","30-39","Ministry of Justice (excl. agencies)","Male","740","735","45900","43650"
"In post","2023","30-39","National Crime Agency","Female","705","680","39890","38310"
