"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","215","[c]","36900","34110"
"Leaver CS","2023","Wales","East Wales","AA","65","[c]","20340","19770"
"Leaver CS","2023","Wales","East Wales","AO","570","[c]","21590","21690"
"Leaver CS","2023","Wales","East Wales","EO","340","[c]","27350","27570"
"Leaver CS","2023","Wales","East Wales","G6","45","[c]","67860","66860"
"Leaver CS","2023","Wales","East Wales","G7","100","[c]","55720","54810"
"Leaver CS","2023","Wales","East Wales","HEO","190","[c]","33090","32090"
"Leaver CS","2023","Wales","East Wales","SCS level","20","[c]","96040","83390"
"Leaver CS","2023","Wales","East Wales","SEO","150","[c]","42520","41460"
"Leaver CS","2023","Wales","East Wales","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Wales","West Wales and The Valleys","AA","160","[c]","18980","19000"
"Leaver CS","2023","Wales","West Wales and The Valleys","AO","625","[c]","22080","21840"
"Leaver CS","2023","Wales","West Wales and The Valleys","EO","220","[c]","27690","27570"
"Leaver CS","2023","Wales","West Wales and The Valleys","G6","15","[c]","78640","75480"
"Leaver CS","2023","Wales","West Wales and The Valleys","G7","35","[c]","57770","56450"
"Leaver CS","2023","Wales","West Wales and The Valleys","HEO","85","[c]","34620","34170"
"Leaver CS","2023","Wales","West Wales and The Valleys","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Wales","West Wales and The Valleys","SEO","85","[c]","43440","42180"
"Leaver CS","2023","Wales","West Wales and The Valleys","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA","50","[c]","20230","19930"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AO","220","[c]","22820","21690"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","110","[c]","27820","27570"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","HEO","25","[c]","34450","34300"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO","20","[c]","42410","40550"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","AA","65","[c]","20670","20750"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","AO","390","[c]","21850","21690"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","EO","285","[c]","28190","27650"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","G7","35","[c]","61250","57540"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","HEO","65","[c]","34640","34300"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","SEO","55","[c]","43270","41800"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","West Midlands","AA","50","[c]","19670","19930"
"Leaver CS","2023","West Midlands (England)","West Midlands","AO","645","[c]","21710","21690"
"Leaver CS","2023","West Midlands (England)","West Midlands","EO","385","[c]","27310","27570"
"Leaver CS","2023","West Midlands (England)","West Midlands","G6","30","[c]","73280","68880"
"Leaver CS","2023","West Midlands (England)","West Midlands","G7","125","[c]","54380","51700"
"Leaver CS","2023","West Midlands (England)","West Midlands","HEO","185","[c]","34180","32230"
"Leaver CS","2023","West Midlands (England)","West Midlands","SCS level","20","[c]","111140","116410"
"Leaver CS","2023","West Midlands (England)","West Midlands","SEO","150","[c]","42250","39670"
"Leaver CS","2023","West Midlands (England)","West Midlands","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA","50","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AO","165","[c]","23240","21840"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","105","[c]","27480","27740"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HEO","30","[c]","34040","34290"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","AA","30","[c]","21080","20750"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","AO","120","[c]","23660","21830"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","EO","90","[c]","27960","27230"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","G7","35","[c]","63460","59750"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","HEO","60","[c]","34440","33990"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","SEO","40","[c]","41770","41100"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","AA","40","[c]","19750","19500"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","AO","290","[c]","21940","21690"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","EO","170","[c]","27340","27570"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","G6","20","[c]","69400","67150"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","G7","55","[c]","54290","53810"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","HEO","55","[c]","33350","32810"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","SEO","60","[c]","40600","39050"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","AA","85","[c]","19650","19350"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","AO","515","[c]","21910","21690"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","EO","420","[c]","27440","27570"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","G6","85","[c]","66100","64670"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","G7","135","[c]","54740","51770"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","HEO","210","[c]","32080","31540"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","SCS level","20","[c]","94120","91330"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","SEO","180","[c]","40080","38470"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","AO","45","[c]","21800","21780"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","EO","85","[c]","27310","27570"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","45","[c]","31170","31270"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","35","[c]","40630","39190"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AO","45","[c]","21740","21780"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","25","[c]","27330","27570"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","EO","15","[c]","27360","28120"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","EO","25","[c]","29840","29290"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","HEO","20","[c]","37000","37640"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","East Anglia","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","East Anglia","AO","35","[c]","21940","22170"
"Leaver Dept.","2023","East of England","East Anglia","EO","65","[c]","27490","27570"
"Leaver Dept.","2023","East of England","East Anglia","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","East Anglia","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","East Anglia","HEO","25","[c]","34050","33990"
"Leaver Dept.","2023","East of England","East Anglia","SEO","20","[c]","39390","40580"
"Leaver Dept.","2023","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","EO","25","[c]","28060","27370"
"Leaver Dept.","2023","East of England","Essex","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Inner London - East","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Inner London - East","AO","65","[c]","24970","25480"
"Leaver Dept.","2023","London","Inner London - East","EO","190","[c]","30980","31060"
"Leaver Dept.","2023","London","Inner London - East","G6","40","[c]","69210","68470"
"Leaver Dept.","2023","London","Inner London - East","G7","80","[c]","56540","56430"
"Leaver Dept.","2023","London","Inner London - East","HEO","230","[c]","34550","34260"
"Leaver Dept.","2023","London","Inner London - East","SCS level","30","[c]","95500","89400"
"Leaver Dept.","2023","London","Inner London - East","SEO","90","[c]","43770","42670"
"Leaver Dept.","2023","London","Inner London - East","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Inner London - West","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Inner London - West","AO","130","[c]","24910","25280"
"Leaver Dept.","2023","London","Inner London - West","EO","580","[c]","28960","28670"
"Leaver Dept.","2023","London","Inner London - West","G6","430","[c]","67550","66530"
"Leaver Dept.","2023","London","Inner London - West","G7","1120","[c]","55780","55020"
"Leaver Dept.","2023","London","Inner London - West","HEO","1720","[c]","34210","34030"
"Leaver Dept.","2023","London","Inner London - West","SCS level","270","[c]","88840","79700"
"Leaver Dept.","2023","London","Inner London - West","SEO","945","[c]","42190","41870"
"Leaver Dept.","2023","London","Inner London - West","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","AO","15","[c]","25260","25610"
"Leaver Dept.","2023","London","Outer London - East and North East","EO","60","[c]","31880","32520"
"Leaver Dept.","2023","London","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - South","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - South","AO","55","[c]","25500","25480"
"Leaver Dept.","2023","London","Outer London - South","EO","90","[c]","30850","30820"
"Leaver Dept.","2023","London","Outer London - South","G6","15","[c]","71140","71050"
"Leaver Dept.","2023","London","Outer London - South","G7","25","[c]","59840","59290"
"Leaver Dept.","2023","London","Outer London - South","HEO","70","[c]","36090","36180"
"Leaver Dept.","2023","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - South","SEO","45","[c]","44060","43420"
"Leaver Dept.","2023","London","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - West and North West","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - West and North West","AO","20","[c]","25950","25840"
"Leaver Dept.","2023","London","Outer London - West and North West","EO","95","[c]","30720","31060"
"Leaver Dept.","2023","London","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - West and North West","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - West and North West","HEO","35","[c]","35280","36180"
"Leaver Dept.","2023","London","Outer London - West and North West","SEO","15","[c]","43040","42170"
"Leaver Dept.","2023","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","AO","230","[c]","21700","21690"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","EO","170","[c]","27140","27570"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","G7","45","[c]","52410","50160"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","HEO","105","[c]","32690","33020"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","SEO","70","[c]","38250","38470"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","AO","70","[c]","22140","22400"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","EO","45","[c]","27520","28120"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","G7","20","[c]","52230","51640"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","HEO","45","[c]","32000","31990"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","SEO","25","[c]","38340","38140"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","AO","35","[c]","21840","22150"
"Leaver Dept.","2023","North West (England)","Cheshire","EO","30","[c]","27330","27570"
"Leaver Dept.","2023","North West (England)","Cheshire","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","HEO","25","[c]","34470","33990"
"Leaver Dept.","2023","North West (England)","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Greater Manchester","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Greater Manchester","AO","165","[c]","21620","21780"
"Leaver Dept.","2023","North West (England)","Greater Manchester","EO","205","[c]","27190","27570"
"Leaver Dept.","2023","North West (England)","Greater Manchester","G6","20","[c]","66670","65820"
"Leaver Dept.","2023","North West (England)","Greater Manchester","G7","70","[c]","53610","51810"
"Leaver Dept.","2023","North West (England)","Greater Manchester","HEO","155","[c]","31860","31990"
"Leaver Dept.","2023","North West (England)","Greater Manchester","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Greater Manchester","SEO","115","[c]","38960","38460"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","AO","80","[c]","21630","21690"
"Leaver Dept.","2023","North West (England)","Lancashire","EO","55","[c]","27980","28120"
"Leaver Dept.","2023","North West (England)","Lancashire","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","HEO","15","[c]","33630","34170"
"Leaver Dept.","2023","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","SEO","35","[c]","39160","38470"
"Leaver Dept.","2023","North West (England)","Lancashire","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Merseyside","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Merseyside","AO","200","[c]","21920","21780"
"Leaver Dept.","2023","North West (England)","Merseyside","EO","150","[c]","27210","27570"
"Leaver Dept.","2023","North West (England)","Merseyside","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Merseyside","G7","15","[c]","50950","53360"
"Leaver Dept.","2023","North West (England)","Merseyside","HEO","75","[c]","31750","32000"
"Leaver Dept.","2023","North West (England)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Merseyside","SEO","50","[c]","39780","39250"
"Leaver Dept.","2023","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","EO","30","[c]","27120","26750"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Eastern Scotland","AO","165","[c]","22050","21690"
"Leaver Dept.","2023","Scotland","Eastern Scotland","EO","140","[c]","28230","27570"
"Leaver Dept.","2023","Scotland","Eastern Scotland","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Eastern Scotland","G7","30","[c]","57100","57230"
"Leaver Dept.","2023","Scotland","Eastern Scotland","HEO","60","[c]","35060","34310"
"Leaver Dept.","2023","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Eastern Scotland","SEO","30","[c]","45530","45570"
"Leaver Dept.","2023","Scotland","Highlands and Islands","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Highlands and Islands","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Highlands and Islands","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","North Eastern Scotland","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","North Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","AO","45","[c]","23240","21980"
"Leaver Dept.","2023","Scotland","Southern Scotland","EO","45","[c]","27720","27570"
"Leaver Dept.","2023","Scotland","Southern Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","West Central Scotland","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","West Central Scotland","AO","170","[c]","22130","21690"
"Leaver Dept.","2023","Scotland","West Central Scotland","EO","200","[c]","27200","27570"
"Leaver Dept.","2023","Scotland","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","West Central Scotland","G7","25","[c]","53390","51810"
"Leaver Dept.","2023","Scotland","West Central Scotland","HEO","75","[c]","32720","33010"
"Leaver Dept.","2023","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","West Central Scotland","SEO","35","[c]","41370","40000"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AO","35","[c]","24370","23690"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","45","[c]","28230","28120"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","25","[c]","33220","33110"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","10","[c]","41140","42000"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","AA","15","[c]","22230","21290"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","AO","50","[c]","21690","21200"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","EO","40","[c]","26650","26670"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","G7","25","[c]","49570","49260"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","HEO","60","[c]","32430","31940"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","SEO","45","[c]","39610","39890"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Kent","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Kent","AO","70","[c]","23140","22500"
"Leaver Dept.","2023","South East (England)","Kent","EO","65","[c]","30110","31280"
"Leaver Dept.","2023","South East (England)","Kent","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Kent","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Surrey, East and West Sussex","AA","[c]","[c]","[c]","[c]"
