"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Property","Property","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Property","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Security","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Security","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","AA","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Economics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Economics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","SEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","EO","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","EO","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G6","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G6","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G7","Female","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G7","Male","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","HEO","Female","295","[c]","32350","32000"
"Leaver Dept.","2023","Unknown","Unknown","HEO","Male","165","[c]","32530","32000"
"Leaver Dept.","2023","Unknown","Unknown","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SCS level","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SEO","Female","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SEO","Male","55","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","AO","Male","45","[c]","22250","22480"
"New entrant CS","2023","Analysis","Economics","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","EO","Male","35","[c]","27150","27650"
"New entrant CS","2023","Analysis","Economics","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","HEO","Female","65","[c]","34620","34480"
"New entrant CS","2023","Analysis","Economics","HEO","Male","120","[c]","34520","34410"
"New entrant CS","2023","Analysis","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Legal","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Legal","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","HEO","Male","30","[c]","33200","34190"
"New entrant CS","2023","Analysis","Operational Research","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","HEO","Male","30","[c]","34030","34500"
"New entrant CS","2023","Analysis","Other","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","AO","Male","20","[c]","[c]","[c]"
