"Status","Year","Organisation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office (excl. agencies)","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Glasgow City","Female","205","200","36850","33020"
"In post","2023","Cabinet Office (excl. agencies)","Glasgow City","Male","170","165","38500","33020"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester South East","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester South West","Female","55","50","42570","40050"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester South West","Male","35","35","43870","38460"
"In post","2023","Cabinet Office (excl. agencies)","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leeds","Female","40","35","46090","51290"
"In post","2023","Cabinet Office (excl. agencies)","Leeds","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Liverpool","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Liverpool","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Manchester","Female","80","75","45580","50200"
"In post","2023","Cabinet Office (excl. agencies)","Manchester","Male","80","80","48800","51290"
"In post","2023","Cabinet Office (excl. agencies)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Milton Keynes","Female","40","35","31410","33520"
"In post","2023","Cabinet Office (excl. agencies)","Milton Keynes","Male","30","30","39780","34990"
"In post","2023","Cabinet Office (excl. agencies)","North Hampshire","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North Hampshire","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Female","25","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Portsmouth","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Sheffield","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Sheffield","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Tower Hamlets","Female","600","575","54120","56430"
"In post","2023","Cabinet Office (excl. agencies)","Tower Hamlets","Male","590","580","58420","56430"
"In post","2023","Cabinet Office (excl. agencies)","Tyneside","Female","215","195","28860","24860"
"In post","2023","Cabinet Office (excl. agencies)","Tyneside","Male","120","115","30620","24860"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Female","80","80","46970","39760"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Male","85","80","38110","34220"
"In post","2023","Cabinet Office (excl. agencies)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Westminster","Female","1265","1230","51440","55790"
"In post","2023","Cabinet Office (excl. agencies)","Westminster","Male","1110","1105","53990","55790"
"In post","2023","Cabinet Office (excl. agencies)","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","York","Female","320","300","34000","33020"
"In post","2023","Cabinet Office (excl. agencies)","York","Male","255","250","34700","33020"
"In post","2023","Central Civil Service Fast Stream","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Berkshire","Female","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Birmingham","Female","30","30","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Birmingham","Male","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Bristol, City of","Female","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Bristol, City of","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cardiff and Vale of Glamorgan","Female","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cardiff and Vale of Glamorgan","Male","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Central Hampshire","Male","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","City of Edinburgh","Female","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Glasgow City","Female","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Glasgow City","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Greater Manchester South West","Female","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Greater Manchester South West","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Hackney and Newham","Female","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Hackney and Newham","Male","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Leeds","Female","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Leeds","Male","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Liverpool","Female","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Liverpool","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Manchester","Female","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Manchester","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Nottingham","Female","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Nottingham","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Somerset CC","Male","[c]","[c]","[c]","[c]"
