"Status","Year","Disability","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Asian","Overseas","105","105","47710","44680"
"In post","2023","Declared non-disabled","Asian","Unknown","50","50","32360","28120"
"In post","2023","Declared non-disabled","Black","London","7550","7285","37220","32890"
"In post","2023","Declared non-disabled","Black","Outside London","5225","5000","31390","28120"
"In post","2023","Declared non-disabled","Black","Overseas","40","40","44920","35810"
"In post","2023","Declared non-disabled","Black","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","London","2440","2360","44240","39720"
"In post","2023","Declared non-disabled","Mixed","Outside London","4055","3835","33360","28880"
"In post","2023","Declared non-disabled","Mixed","Overseas","85","85","46440","40030"
"In post","2023","Declared non-disabled","Mixed","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","London","900","860","42880","37640"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","930","880","33260","28900"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","35","35","48700","42880"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","London","1930","1820","43020","38020"
"In post","2023","Declared non-disabled","Undeclared","Outside London","5800","5300","33090","28120"
"In post","2023","Declared non-disabled","Undeclared","Overseas","70","70","50330","48000"
"In post","2023","Declared non-disabled","Undeclared","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","London","1260","1190","43980","38500"
"In post","2023","Declared non-disabled","Unknown","Outside London","5780","5240","33040","28120"
"In post","2023","Declared non-disabled","Unknown","Overseas","35","35","52530","53130"
"In post","2023","Declared non-disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","White","London","38245","36770","50630","46080"
"In post","2023","Declared non-disabled","White","Outside London","221090","205690","34490","30410"
"In post","2023","Declared non-disabled","White","Overseas","1585","1580","52570","49720"
"In post","2023","Declared non-disabled","White","Unknown","460","435","36390","29320"
"In post","2023","Undeclared","Asian","London","725","690","42400","36860"
"In post","2023","Undeclared","Asian","Outside London","820","755","32430","28120"
"In post","2023","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","London","515","490","37310","34310"
"In post","2023","Undeclared","Black","Outside London","295","275","35340","31260"
"In post","2023","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","London","175","170","44890","40700"
"In post","2023","Undeclared","Mixed","Outside London","285","275","33650","29890"
"In post","2023","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","London","125","120","46750","39790"
"In post","2023","Undeclared","Other ethnicity","Outside London","105","100","37060","32000"
"In post","2023","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","London","1585","1525","47170","42250"
"In post","2023","Undeclared","Undeclared","Outside London","5430","5110","35920","33130"
"In post","2023","Undeclared","Undeclared","Overseas","65","65","53500","55070"
"In post","2023","Undeclared","Undeclared","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","390","380","46360","41280"
"In post","2023","Undeclared","Unknown","Outside London","980","900","35300","32920"
"In post","2023","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","London","2370","2275","48840","44170"
"In post","2023","Undeclared","White","Outside London","13925","12820","33390","30940"
"In post","2023","Undeclared","White","Overseas","65","65","54550","53310"
"In post","2023","Undeclared","White","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","Asian","London","1655","1610","41470","36670"
"In post","2023","Unknown","Asian","Outside London","1855","1780","32960","29100"
"In post","2023","Unknown","Asian","Overseas","50","50","57950","58410"
"In post","2023","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","London","815","800","38860","35010"
"In post","2023","Unknown","Black","Outside London","565","545","33060","30320"
"In post","2023","Unknown","Black","Overseas","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","London","445","435","42200","37850"
"In post","2023","Unknown","Mixed","Outside London","555","530","34920","31060"
"In post","2023","Unknown","Mixed","Overseas","30","30","58560","54840"
"In post","2023","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","London","190","185","46310","41930"
"In post","2023","Unknown","Other ethnicity","Outside London","125","120","36850","34670"
"In post","2023","Unknown","Other ethnicity","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","London","465","455","51820","45820"
"In post","2023","Unknown","Undeclared","Outside London","1540","1450","38660","37060"
"In post","2023","Unknown","Undeclared","Overseas","20","20","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","14210","13875","43590","39110"
"In post","2023","Unknown","Unknown","Outside London","50435","47895","30800","27740"
"In post","2023","Unknown","Unknown","Overseas","580","580","55040","55050"
"In post","2023","Unknown","Unknown","Unknown","1885","1870","41180","39000"
"In post","2023","Unknown","White","London","6030","5880","47140","41950"
"In post","2023","Unknown","White","Outside London","24805","23480","35670","32160"
"In post","2023","Unknown","White","Overseas","515","515","58120","57410"
"In post","2023","Unknown","White","Unknown","60","55","44070","45610"
"Leaver CS","2023","Declared disabled","Asian","London","100","[c]","36960","32520"
"Leaver CS","2023","Declared disabled","Asian","Outside London","130","[c]","27680","27520"
"Leaver CS","2023","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","London","120","[c]","35510","32520"
"Leaver CS","2023","Declared disabled","Black","Outside London","70","[c]","28560","28120"
"Leaver CS","2023","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","London","55","[c]","39550","32520"
"Leaver CS","2023","Declared disabled","Mixed","Outside London","80","[c]","28840","27570"
"Leaver CS","2023","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Outside London","150","[c]","32870","28120"
"Leaver CS","2023","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Outside London","100","[c]","32610","31280"
"Leaver CS","2023","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","London","555","[c]","44520","37960"
"Leaver CS","2023","Declared disabled","White","Outside London","3575","[c]","29640","27570"
"Leaver CS","2023","Declared disabled","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","London","950","[c]","37630","32520"
"Leaver CS","2023","Declared non-disabled","Asian","Outside London","1110","[c]","29180","27570"
"Leaver CS","2023","Declared non-disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Black","London","775","[c]","35160","32320"
"Leaver CS","2023","Declared non-disabled","Black","Outside London","635","[c]","30640","28120"
"Leaver CS","2023","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Mixed","London","285","[c]","39010","34020"
"Leaver CS","2023","Declared non-disabled","Mixed","Outside London","410","[c]","30930","27570"
"Leaver CS","2023","Declared non-disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other ethnicity","London","105","[c]","43360","36910"
"Leaver CS","2023","Declared non-disabled","Other ethnicity","Outside London","95","[c]","30790","27570"
"Leaver CS","2023","Declared non-disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Undeclared","London","150","[c]","41000","36130"
"Leaver CS","2023","Declared non-disabled","Undeclared","Outside London","495","[c]","30800","27570"
"Leaver CS","2023","Declared non-disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","London","115","[c]","46230","37090"
"Leaver CS","2023","Declared non-disabled","Unknown","Outside London","615","[c]","30520","24920"
"Leaver CS","2023","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","London","3420","[c]","47940","42490"
"Leaver CS","2023","Declared non-disabled","White","Outside London","17035","[c]","32130","27570"
"Leaver CS","2023","Declared non-disabled","White","Overseas","35","[c]","52560","43750"
"Leaver CS","2023","Declared non-disabled","White","Unknown","50","[c]","34090","28120"
"Leaver CS","2023","Undeclared","Asian","London","60","[c]","35500","32520"
"Leaver CS","2023","Undeclared","Asian","Outside London","70","[c]","30900","27570"
"Leaver CS","2023","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","London","45","[c]","34450","31790"
"Leaver CS","2023","Undeclared","Black","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","London","125","[c]","44560","40710"
"Leaver CS","2023","Undeclared","Undeclared","Outside London","435","[c]","34030","28770"
"Leaver CS","2023","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Outside London","90","[c]","34320","28590"
"Leaver CS","2023","Undeclared","White","London","230","[c]","48050","41660"
"Leaver CS","2023","Undeclared","White","Outside London","1190","[c]","31310","27570"
"Leaver CS","2023","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","London","165","[c]","37710","33570"
"Leaver CS","2023","Unknown","Asian","Outside London","170","[c]","35130","28080"
"Leaver CS","2023","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","London","105","[c]","38380","31340"
"Leaver CS","2023","Unknown","Black","Outside London","70","[c]","36030","34330"
"Leaver CS","2023","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","London","70","[c]","43460","40450"
"Leaver CS","2023","Unknown","Mixed","Outside London","50","[c]","31710","29330"
"Leaver CS","2023","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","London","60","[c]","46170","42750"
"Leaver CS","2023","Unknown","Undeclared","Outside London","145","[c]","36390","33910"
"Leaver CS","2023","Unknown","Unknown","London","2330","[c]","41070","33790"
"Leaver CS","2023","Unknown","Unknown","Outside London","6070","[c]","29850","25750"
"Leaver CS","2023","Unknown","Unknown","Overseas","75","[c]","48120","46130"
"Leaver CS","2023","Unknown","Unknown","Unknown","315","[c]","36900","32700"
"Leaver CS","2023","Unknown","White","London","560","[c]","47300","41910"
"Leaver CS","2023","Unknown","White","Outside London","2085","[c]","35200","31060"
"Leaver CS","2023","Unknown","White","Overseas","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","London","70","[c]","41020","36180"
"Leaver Dept.","2023","Declared disabled","Asian","Outside London","65","[c]","29870","27570"
"Leaver Dept.","2023","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","London","50","[c]","36480","32520"
"Leaver Dept.","2023","Declared disabled","Black","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","London","40","[c]","41040","35410"
"Leaver Dept.","2023","Declared disabled","Mixed","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","White","London","350","[c]","44740","39150"
"Leaver Dept.","2023","Declared disabled","White","Outside London","750","[c]","31190","28120"
"Leaver Dept.","2023","Declared disabled","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","White","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","London","535","[c]","40350","34640"
"Leaver Dept.","2023","Declared non-disabled","Asian","Outside London","460","[c]","29640","28120"
"Leaver Dept.","2023","Declared non-disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","London","260","[c]","37010","34310"
"Leaver Dept.","2023","Declared non-disabled","Black","Outside London","180","[c]","29150","28120"
"Leaver Dept.","2023","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","London","180","[c]","42350","40050"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Outside London","130","[c]","31460","28120"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","London","50","[c]","38520","33570"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","London","70","[c]","41360","36180"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Outside London","110","[c]","31260","28120"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","London","45","[c]","45640","39350"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Outside London","120","[c]","29050","27570"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","London","2270","[c]","47900","42470"
"Leaver Dept.","2023","Declared non-disabled","White","Outside London","4355","[c]","32860","28120"
"Leaver Dept.","2023","Declared non-disabled","White","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Unknown","30","[c]","34240","30570"
"Leaver Dept.","2023","Undeclared","Asian","London","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Undeclared","London","70","[c]","46180","42220"
"Leaver Dept.","2023","Undeclared","Undeclared","Outside London","105","[c]","32740","28120"
"Leaver Dept.","2023","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","White","London","120","[c]","45900","43210"
"Leaver Dept.","2023","Undeclared","White","Outside London","250","[c]","31490","28120"
"Leaver Dept.","2023","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","London","110","[c]","39750","35050"
"Leaver Dept.","2023","Unknown","Asian","Outside London","65","[c]","32320","30330"
"Leaver Dept.","2023","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","London","50","[c]","36670","34060"
"Leaver Dept.","2023","Unknown","Black","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","London","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","1750","[c]","41040","34550"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","1285","[c]","32050","29120"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","95","[c]","33680","32000"
"Leaver Dept.","2023","Unknown","White","London","305","[c]","44390","40650"
"Leaver Dept.","2023","Unknown","White","Outside London","505","[c]","35910","32160"
"Leaver Dept.","2023","Unknown","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","London","85","[c]","33430","29660"
"New entrant CS","2023","Declared disabled","Asian","Outside London","185","[c]","26340","23640"
"New entrant CS","2023","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","London","70","[c]","31970","29660"
"New entrant CS","2023","Declared disabled","Black","Outside London","60","[c]","28120","23640"
"New entrant CS","2023","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","London","55","[c]","34350","30160"
"New entrant CS","2023","Declared disabled","Mixed","Outside London","105","[c]","27850","24070"
"New entrant CS","2023","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","London","15","[c]","[c]","[c]"
