"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Counter Fraud","G7","Female","5","5","[c]","[c]"
"In post","2023","60-64","Counter Fraud","G7","Male","20","20","[c]","[c]"
"In post","2023","60-64","Counter Fraud","HEO","Female","75","60","35800","34970"
"In post","2023","60-64","Counter Fraud","HEO","Male","85","70","36440","35000"
"In post","2023","60-64","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Counter Fraud","SEO","Female","25","20","[c]","[c]"
"In post","2023","60-64","Counter Fraud","SEO","Male","40","30","44150","43760"
"In post","2023","60-64","Digital, Data and Technology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data and Technology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data and Technology","AO","Female","15","15","[c]","[c]"
"In post","2023","60-64","Digital, Data and Technology","AO","Male","30","30","[c]","[c]"
"In post","2023","60-64","Digital, Data and Technology","EO","Female","85","65","28910","28120"
"In post","2023","60-64","Digital, Data and Technology","EO","Male","160","135","29050","28120"
"In post","2023","60-64","Digital, Data and Technology","G6","Female","25","20","[c]","[c]"
"In post","2023","60-64","Digital, Data and Technology","G6","Male","65","60","72280","71890"
"In post","2023","60-64","Digital, Data and Technology","G7","Female","75","65","55990","55260"
"In post","2023","60-64","Digital, Data and Technology","G7","Male","195","185","57430","56930"
"In post","2023","60-64","Digital, Data and Technology","HEO","Female","110","95","35240","34300"
"In post","2023","60-64","Digital, Data and Technology","HEO","Male","205","185","35940","35000"
"In post","2023","60-64","Digital, Data and Technology","SCS level","Female","10","5","[c]","[c]"
"In post","2023","60-64","Digital, Data and Technology","SCS level","Male","15","15","[c]","[c]"
"In post","2023","60-64","Digital, Data and Technology","SEO","Female","85","75","42390","42510"
"In post","2023","60-64","Digital, Data and Technology","SEO","Male","230","210","43940","42990"
"In post","2023","60-64","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","AA","Male","5","5","[c]","[c]"
"In post","2023","60-64","Finance","AO","Female","80","65","23260","22520"
"In post","2023","60-64","Finance","AO","Male","25","20","[c]","[c]"
"In post","2023","60-64","Finance","EO","Female","95","80","28870","28120"
"In post","2023","60-64","Finance","EO","Male","45","40","29310","29570"
"In post","2023","60-64","Finance","G6","Female","15","15","[c]","[c]"
"In post","2023","60-64","Finance","G6","Male","20","20","[c]","[c]"
"In post","2023","60-64","Finance","G7","Female","35","30","58020","57970"
"In post","2023","60-64","Finance","G7","Male","55","50","57520","58220"
"In post","2023","60-64","Finance","HEO","Female","95","80","35700","34780"
"In post","2023","60-64","Finance","HEO","Male","75","65","37010","35750"
"In post","2023","60-64","Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2023","60-64","Finance","SCS level","Male","15","10","[c]","[c]"
"In post","2023","60-64","Finance","SEO","Female","65","55","44100","43150"
"In post","2023","60-64","Finance","SEO","Male","95","80","45810","44990"
"In post","2023","60-64","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Geography","EO","Female","5","5","[c]","[c]"
"In post","2023","60-64","Geography","EO","Male","10","5","[c]","[c]"
"In post","2023","60-64","Geography","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Geography","HEO","Male","10","5","[c]","[c]"
"In post","2023","60-64","Geography","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Geography","SEO","Male","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","AA","Female","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","AO","Female","95","85","22990","22220"
"In post","2023","60-64","Human Resources","AO","Male","20","20","[c]","[c]"
"In post","2023","60-64","Human Resources","EO","Female","95","80","28700","28100"
"In post","2023","60-64","Human Resources","EO","Male","245","235","30010","29570"
"In post","2023","60-64","Human Resources","G6","Female","20","20","[c]","[c]"
"In post","2023","60-64","Human Resources","G6","Male","15","15","[c]","[c]"
"In post","2023","60-64","Human Resources","G7","Female","65","60","55700","55350"
"In post","2023","60-64","Human Resources","G7","Male","30","25","[c]","[c]"
"In post","2023","60-64","Human Resources","HEO","Female","135","115","35850","34840"
"In post","2023","60-64","Human Resources","HEO","Male","185","175","36400","35350"
"In post","2023","60-64","Human Resources","SCS level","Female","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","SEO","Female","95","80","42700","41800"
"In post","2023","60-64","Human Resources","SEO","Male","85","80","44340","43160"
"In post","2023","60-64","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","G6","Female","15","15","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","G6","Male","15","15","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","G7","Female","30","25","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","G7","Male","10","10","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","SEO","Female","25","20","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","AO","Female","15","10","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","AO","Male","10","10","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","EO","Female","45","35","29240","28480"
"In post","2023","60-64","Intelligence Analysis","EO","Male","65","50","29030","28680"
"In post","2023","60-64","Intelligence Analysis","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","G7","Male","5","5","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","HEO","Female","15","10","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","HEO","Male","30","25","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","SEO","Male","25","25","[c]","[c]"
"In post","2023","60-64","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","G7","Female","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","G7","Male","10","10","[c]","[c]"
"In post","2023","60-64","Internal Audit","HEO","Female","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","HEO","Male","10","10","[c]","[c]"
"In post","2023","60-64","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","SEO","Female","20","15","[c]","[c]"
"In post","2023","60-64","Internal Audit","SEO","Male","20","15","[c]","[c]"
"In post","2023","60-64","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","International Trade","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","International Trade","G6","Male","5","5","[c]","[c]"
"In post","2023","60-64","International Trade","G7","Female","5","5","[c]","[c]"
"In post","2023","60-64","International Trade","G7","Male","15","15","[c]","[c]"
"In post","2023","60-64","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","International Trade","HEO","Male","5","5","[c]","[c]"
"In post","2023","60-64","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2023","60-64","International Trade","SEO","Female","15","15","[c]","[c]"
"In post","2023","60-64","International Trade","SEO","Male","25","25","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","AO","Female","50","45","23260","22220"
"In post","2023","60-64","Knowledge and Information Management","AO","Male","25","25","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","EO","Female","35","30","28790","28120"
"In post","2023","60-64","Knowledge and Information Management","EO","Male","30","30","29660","28120"
"In post","2023","60-64","Knowledge and Information Management","G6","Female","5","5","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","G7","Female","10","5","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","G7","Male","15","10","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","HEO","Female","30","25","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","HEO","Male","20","20","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","SEO","Female","20","15","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","SEO","Male","20","20","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","AO","Female","15","10","[c]","[c]"
"In post","2023","60-64","Legal","AO","Male","5","5","[c]","[c]"
"In post","2023","60-64","Legal","EO","Female","40","25","29830","29730"
"In post","2023","60-64","Legal","EO","Male","35","30","30550","29730"
"In post","2023","60-64","Legal","G6","Female","55","45","75220","76110"
"In post","2023","60-64","Legal","G6","Male","60","55","75900","74100"
"In post","2023","60-64","Legal","G7","Female","155","130","60130","59190"
"In post","2023","60-64","Legal","G7","Male","150","125","61240","62190"
"In post","2023","60-64","Legal","HEO","Female","20","15","[c]","[c]"
"In post","2023","60-64","Legal","HEO","Male","50","45","37130","36990"
"In post","2023","60-64","Legal","SCS level","Female","20","20","[c]","[c]"
"In post","2023","60-64","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2023","60-64","Legal","SEO","Female","60","45","46990","47010"
"In post","2023","60-64","Legal","SEO","Male","55","45","45570","46200"
"In post","2023","60-64","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Medicine","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Medicine","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Medicine","AO","Female","20","20","[c]","[c]"
"In post","2023","60-64","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Medicine","EO","Female","25","20","[c]","[c]"
"In post","2023","60-64","Medicine","EO","Male","10","10","[c]","[c]"
"In post","2023","60-64","Medicine","G6","Female","15","10","[c]","[c]"
"In post","2023","60-64","Medicine","G6","Male","20","20","[c]","[c]"
"In post","2023","60-64","Medicine","G7","Female","10","10","[c]","[c]"
"In post","2023","60-64","Medicine","G7","Male","15","10","[c]","[c]"
"In post","2023","60-64","Medicine","HEO","Female","30","25","39570","40590"
"In post","2023","60-64","Medicine","HEO","Male","10","10","[c]","[c]"
"In post","2023","60-64","Medicine","SCS level","Female","20","15","[c]","[c]"
"In post","2023","60-64","Medicine","SCS level","Male","20","15","[c]","[c]"
"In post","2023","60-64","Medicine","SEO","Female","15","15","[c]","[c]"
"In post","2023","60-64","Medicine","SEO","Male","5","5","[c]","[c]"
"In post","2023","60-64","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Operational Delivery","AA","Female","1165","875","21620","21380"
"In post","2023","60-64","Operational Delivery","AA","Male","845","720","22460","23230"
"In post","2023","60-64","Operational Delivery","AO","Female","6555","5080","22920","22400"
"In post","2023","60-64","Operational Delivery","AO","Male","3535","2945","24990","22520"
"In post","2023","60-64","Operational Delivery","EO","Female","5160","3965","28810","28120"
"In post","2023","60-64","Operational Delivery","EO","Male","3550","2900","30020","28120"
"In post","2023","60-64","Operational Delivery","G6","Female","65","60","70170","68240"
"In post","2023","60-64","Operational Delivery","G6","Male","95","85","74670","72570"
"In post","2023","60-64","Operational Delivery","G7","Female","200","175","56100","55240"
"In post","2023","60-64","Operational Delivery","G7","Male","255","230","59040","58300"
"In post","2023","60-64","Operational Delivery","HEO","Female","1235","995","35370","34970"
"In post","2023","60-64","Operational Delivery","HEO","Male","1155","945","36900","35200"
"In post","2023","60-64","Operational Delivery","SCS level","Female","20","20","[c]","[c]"
"In post","2023","60-64","Operational Delivery","SCS level","Male","50","50","99000","98050"
"In post","2023","60-64","Operational Delivery","SEO","Female","440","370","43080","42490"
"In post","2023","60-64","Operational Delivery","SEO","Male","615","535","46520","43650"
"In post","2023","60-64","Operational Delivery","Unknown","Female","1060","925","31110","29050"
"In post","2023","60-64","Operational Delivery","Unknown","Male","655","570","33260","29050"
"In post","2023","60-64","Operational Research","AO","Female","5","5","[c]","[c]"
"In post","2023","60-64","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Operational Research","G7","Male","15","15","[c]","[c]"
"In post","2023","60-64","Operational Research","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Operational Research","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Operational Research","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Operational Research","SEO","Male","5","5","[c]","[c]"
"In post","2023","60-64","Other","AA","Female","45","40","21280","21250"
"In post","2023","60-64","Other","AA","Male","220","215","20240","19770"
"In post","2023","60-64","Other","AO","Female","280","225","22610","21690"
"In post","2023","60-64","Other","AO","Male","295","280","22570","21690"
"In post","2023","60-64","Other","EO","Female","225","190","28980","28120"
"In post","2023","60-64","Other","EO","Male","130","115","28830","28120"
"In post","2023","60-64","Other","G6","Female","10","10","[c]","[c]"
"In post","2023","60-64","Other","G6","Male","20","20","[c]","[c]"
"In post","2023","60-64","Other","G7","Female","30","25","57190","57080"
"In post","2023","60-64","Other","G7","Male","55","50","56540","57260"
"In post","2023","60-64","Other","HEO","Female","120","105","35580","34970"
"In post","2023","60-64","Other","HEO","Male","75","65","35540","34370"
"In post","2023","60-64","Other","SCS level","Female","5","5","[c]","[c]"
"In post","2023","60-64","Other","SCS level","Male","10","10","[c]","[c]"
"In post","2023","60-64","Other","SEO","Female","65","55","43710","42900"
"In post","2023","60-64","Other","SEO","Male","65","50","44280","42650"
"In post","2023","60-64","Other","Unknown","Female","5","5","[c]","[c]"
"In post","2023","60-64","Other","Unknown","Male","130","130","45460","41200"
"In post","2023","60-64","Planning","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning Inspectors","G6","Female","10","10","[c]","[c]"
"In post","2023","60-64","Planning Inspectors","G6","Male","25","20","[c]","[c]"
"In post","2023","60-64","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning Inspectors","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Policy","AA","Female","5","5","[c]","[c]"
"In post","2023","60-64","Policy","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Policy","AO","Female","40","35","24740","24780"
"In post","2023","60-64","Policy","AO","Male","15","15","[c]","[c]"
"In post","2023","60-64","Policy","EO","Female","105","100","30150","30560"
"In post","2023","60-64","Policy","EO","Male","55","50","30700","30610"
"In post","2023","60-64","Policy","G6","Female","55","50","70760","70980"
"In post","2023","60-64","Policy","G6","Male","95","85","71900","71880"
"In post","2023","60-64","Policy","G7","Female","135","120","58640","58210"
"In post","2023","60-64","Policy","G7","Male","150","135","59230","59350"
"In post","2023","60-64","Policy","HEO","Female","120","110","36440","36420"
"In post","2023","60-64","Policy","HEO","Male","95","85","36250","36250"
"In post","2023","60-64","Policy","SCS level","Female","25","25","[c]","[c]"
"In post","2023","60-64","Policy","SCS level","Male","55","50","96650","85090"
"In post","2023","60-64","Policy","SEO","Female","120","110","43730","43710"
"In post","2023","60-64","Policy","SEO","Male","110","100","44290","44170"
"In post","2023","60-64","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","AO","Female","15","10","[c]","[c]"
"In post","2023","60-64","Project Delivery","AO","Male","10","10","[c]","[c]"
"In post","2023","60-64","Project Delivery","EO","Female","70","55","28660","28120"
"In post","2023","60-64","Project Delivery","EO","Male","30","25","[c]","[c]"
"In post","2023","60-64","Project Delivery","G6","Female","40","35","68840","68380"
"In post","2023","60-64","Project Delivery","G6","Male","65","60","69550","68140"
"In post","2023","60-64","Project Delivery","G7","Female","85","70","57230","57970"
"In post","2023","60-64","Project Delivery","G7","Male","140","125","56240","56180"
"In post","2023","60-64","Project Delivery","HEO","Female","160","125","34890","34970"
"In post","2023","60-64","Project Delivery","HEO","Male","105","90","35690","34970"
"In post","2023","60-64","Project Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","SCS level","Male","15","15","[c]","[c]"
"In post","2023","60-64","Project Delivery","SEO","Female","135","115","41800","41800"
"In post","2023","60-64","Project Delivery","SEO","Male","205","175","43310","42510"
"In post","2023","60-64","Project Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","Unknown","Male","30","25","[c]","[c]"
"In post","2023","60-64","Property","AA","Female","30","30","19180","18830"
"In post","2023","60-64","Property","AA","Male","85","85","19320","18830"
"In post","2023","60-64","Property","AO","Female","30","25","23120","22520"
"In post","2023","60-64","Property","AO","Male","35","30","23780","22520"
"In post","2023","60-64","Property","EO","Female","85","70","28750","27810"
"In post","2023","60-64","Property","EO","Male","70","65","28490","27810"
"In post","2023","60-64","Property","G6","Female","5","5","[c]","[c]"
"In post","2023","60-64","Property","G6","Male","20","20","[c]","[c]"
"In post","2023","60-64","Property","G7","Female","20","15","[c]","[c]"
"In post","2023","60-64","Property","G7","Male","85","75","58480","58560"
"In post","2023","60-64","Property","HEO","Female","55","50","34810","34300"
"In post","2023","60-64","Property","HEO","Male","120","105","35410","34700"
"In post","2023","60-64","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2023","60-64","Property","SEO","Female","50","40","43150","42510"
"In post","2023","60-64","Property","SEO","Male","125","110","44390","43760"
"In post","2023","60-64","Psychology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","EO","Female","5","5","[c]","[c]"
"In post","2023","60-64","Psychology","EO","Male","5","5","[c]","[c]"
"In post","2023","60-64","Psychology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","SEO","Female","5","5","[c]","[c]"
"In post","2023","60-64","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Science and Engineering","AA","Male","10","10","[c]","[c]"
"In post","2023","60-64","Science and Engineering","AO","Female","10","10","[c]","[c]"
"In post","2023","60-64","Science and Engineering","AO","Male","90","90","23070","23430"
"In post","2023","60-64","Science and Engineering","EO","Female","15","10","[c]","[c]"
"In post","2023","60-64","Science and Engineering","EO","Male","110","100","27950","27470"
"In post","2023","60-64","Science and Engineering","G6","Female","15","15","[c]","[c]"
"In post","2023","60-64","Science and Engineering","G6","Male","60","55","72600","71890"
"In post","2023","60-64","Science and Engineering","G7","Female","30","25","[c]","[c]"
"In post","2023","60-64","Science and Engineering","G7","Male","190","160","55450","55360"
"In post","2023","60-64","Science and Engineering","HEO","Female","30","25","34400","34360"
"In post","2023","60-64","Science and Engineering","HEO","Male","165","155","35870","34880"
"In post","2023","60-64","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Science and Engineering","SCS level","Male","10","10","[c]","[c]"
"In post","2023","60-64","Science and Engineering","SEO","Female","40","35","41900","41140"
"In post","2023","60-64","Science and Engineering","SEO","Male","225","205","44640","43740"
"In post","2023","60-64","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Science and Engineering","Unknown","Male","60","55","49800","46000"
"In post","2023","60-64","Security","AA","Female","35","35","21890","21380"
"In post","2023","60-64","Security","AA","Male","395","365","22120","21380"
"In post","2023","60-64","Security","AO","Female","25","20","[c]","[c]"
"In post","2023","60-64","Security","AO","Male","160","140","34570","40880"
"In post","2023","60-64","Security","EO","Female","30","25","29730","28120"
"In post","2023","60-64","Security","EO","Male","60","55","34110","29570"
"In post","2023","60-64","Security","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","G6","Male","10","10","[c]","[c]"
"In post","2023","60-64","Security","G7","Female","10","5","[c]","[c]"
"In post","2023","60-64","Security","G7","Male","20","15","[c]","[c]"
"In post","2023","60-64","Security","HEO","Female","30","25","[c]","[c]"
"In post","2023","60-64","Security","HEO","Male","95","90","38230","35690"
"In post","2023","60-64","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","SCS level","Male","5","5","[c]","[c]"
"In post","2023","60-64","Security","SEO","Female","25","20","[c]","[c]"
"In post","2023","60-64","Security","SEO","Male","50","45","44350","43540"
"In post","2023","60-64","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","G7","Female","5","5","[c]","[c]"
"In post","2023","60-64","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Statistics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Statistics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Statistics","EO","Male","10","5","[c]","[c]"
"In post","2023","60-64","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Statistics","G6","Male","5","5","[c]","[c]"
"In post","2023","60-64","Statistics","G7","Female","10","5","[c]","[c]"
"In post","2023","60-64","Statistics","G7","Male","15","15","[c]","[c]"
"In post","2023","60-64","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Statistics","HEO","Male","10","10","[c]","[c]"
"In post","2023","60-64","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Statistics","SEO","Male","10","10","[c]","[c]"
"In post","2023","60-64","Tax","AO","Female","60","45","23020","22520"
"In post","2023","60-64","Tax","AO","Male","35","35","22640","22520"
"In post","2023","60-64","Tax","EO","Female","155","120","29900","29730"
"In post","2023","60-64","Tax","EO","Male","110","85","30120","29730"
"In post","2023","60-64","Tax","G6","Female","25","20","[c]","[c]"
"In post","2023","60-64","Tax","G6","Male","55","40","74760","72920"
"In post","2023","60-64","Tax","G7","Female","55","45","59940","57970"
"In post","2023","60-64","Tax","G7","Male","85","65","60600","59290"
"In post","2023","60-64","Tax","HEO","Female","185","140","36890","35070"
"In post","2023","60-64","Tax","HEO","Male","225","185","37150","36990"
"In post","2023","60-64","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
