"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Bridgend and Neath Port Talbot","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brighton and Hove","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brighton and Hove","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brighton and Hove","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brighton and Hove","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brighton and Hove","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brighton and Hove","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","EO","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","EO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","G6","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","G7","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","G7","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","HEO","Female","30","25","32970","33130"
"In post","2023","Analysis","Bristol, City of","HEO","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","SEO","Female","45","40","41470","41050"
"In post","2023","Analysis","Bristol, City of","SEO","Male","30","30","41550","41050"
"In post","2023","Analysis","Bromley","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bromley","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Calderdale and Kirklees","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Calderdale and Kirklees","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Calderdale and Kirklees","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Calderdale and Kirklees","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","EO","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","EO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","G6","Female","40","30","89740","82500"
"In post","2023","Analysis","Camden and City of London","G6","Male","55","50","97290","92410"
"In post","2023","Analysis","Camden and City of London","G7","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","G7","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","HEO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","HEO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","SEO","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","SEO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","G7","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","HEO","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","HEO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","SEO","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Bedfordshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Bedfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Bedfordshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Bedfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","EO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","G6","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","G7","Female","60","60","52030","49260"
"In post","2023","Analysis","Central Hampshire","G7","Male","215","205","53050","49260"
"In post","2023","Analysis","Central Hampshire","HEO","Female","35","35","29750","30650"
"In post","2023","Analysis","Central Hampshire","HEO","Male","65","65","30070","30650"
"In post","2023","Analysis","Central Hampshire","SEO","Female","45","40","39270","39890"
"In post","2023","Analysis","Central Hampshire","SEO","Male","100","100","39800","39890"
"In post","2023","Analysis","Central Valleys","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Valleys","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Valleys","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Valleys","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Valleys","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Valleys","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire East","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire East","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire East","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire East","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","G6","Female","10","10","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","G6","Male","5","5","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","G7","Female","5","5","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","G7","Male","5","5","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","HEO","Female","10","10","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","HEO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","SEO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","SEO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Conwy and Denbighshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Conwy and Denbighshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Conwy and Denbighshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Conwy and Denbighshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Coventry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Coventry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Coventry","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Coventry","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Coventry","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Coventry","G7","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Coventry","HEO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Coventry","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Coventry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Coventry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Coventry","SEO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Coventry","SEO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Croydon","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Croydon","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Croydon","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Croydon","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Croydon","EO","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Croydon","EO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Croydon","G6","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Croydon","G6","Male","10","5","[c]","[c]"
"In post","2023","Analysis","Croydon","G7","Female","20","15","[c]","[c]"
"In post","2023","Analysis","Croydon","G7","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Croydon","HEO","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Croydon","HEO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Croydon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Croydon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Croydon","SEO","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Croydon","SEO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Darlington","AO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Darlington","AO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Darlington","EO","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Darlington","EO","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Darlington","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Darlington","G6","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Darlington","G7","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Darlington","G7","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Darlington","HEO","Female","30","30","[c]","[c]"
"In post","2023","Analysis","Darlington","HEO","Male","30","30","[c]","[c]"
"In post","2023","Analysis","Darlington","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Darlington","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Darlington","SEO","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Darlington","SEO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Derby","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derby","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset","EO","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Dorset","EO","Male","20","15","[c]","[c]"
"In post","2023","Analysis","Dorset","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset","G7","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset","G7","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Dorset","HEO","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Dorset","HEO","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Dorset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset","SEO","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Dorset","SEO","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Dudley","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dudley","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Durham","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Durham","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Ayrshire and North Ayrshire mainland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Ayrshire and North Ayrshire mainland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Ayrshire and North Ayrshire mainland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Ayrshire and North Ayrshire mainland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","SEO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","East Derbyshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Derbyshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lancashire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lancashire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lothian and Midlothian","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lothian and Midlothian","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lothian and Midlothian","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lothian and Midlothian","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Merseyside","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Merseyside","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Merseyside","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Merseyside","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Riding of Yorkshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Riding of Yorkshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex Thames Gateway","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex Thames Gateway","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Falkirk","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Falkirk","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Fermanagh and Omagh","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Fermanagh and Omagh","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Glasgow City","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Glasgow City","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Glasgow City","EO","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Glasgow City","EO","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Glasgow City","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Glasgow City","G6","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Glasgow City","G7","Female","10","10","[c]","[c]"
