"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","16-19","No function","AA/AO","705","[c]","23660","22520"
"New entrant CS","2023","16-19","No function","EO","45","[c]","26880","25830"
"New entrant CS","2023","16-19","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Unknown","30","[c]","20150","19090"
"New entrant CS","2023","16-19","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Unknown","15","[c]","18590","18280"
"New entrant CS","2023","16-19","Property","AA/AO","25","[c]","21550","22520"
"New entrant CS","2023","16-19","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","AA/AO","60","[c]","22150","22180"
"New entrant CS","2023","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","25","[c]","17050","16410"
"New entrant CS","2023","20-29","Analysis","AA/AO","190","[c]","22320","22370"
"New entrant CS","2023","20-29","Analysis","EO","140","[c]","28040","28210"
"New entrant CS","2023","20-29","Analysis","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","SEO/HEO","665","[c]","33710","34000"
"New entrant CS","2023","20-29","Commercial","AA/AO","60","[c]","22800","22220"
"New entrant CS","2023","20-29","Commercial","EO","70","[c]","27380","27140"
"New entrant CS","2023","20-29","Commercial","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","SEO/HEO","135","[c]","33470","32500"
"New entrant CS","2023","20-29","Commercial","Unknown","10","[c]","26670","22000"
"New entrant CS","2023","20-29","Communications","AA/AO","25","[c]","22470","22370"
"New entrant CS","2023","20-29","Communications","EO","65","[c]","27420","27690"
"New entrant CS","2023","20-29","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","SEO/HEO","150","[c]","36000","35400"
"New entrant CS","2023","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","AA/AO","85","[c]","23310","22520"
"New entrant CS","2023","20-29","Counter Fraud","EO","105","[c]","28790","27890"
"New entrant CS","2023","20-29","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","SEO/HEO","35","[c]","34590","34170"
"New entrant CS","2023","20-29","Debt","AA/AO","770","[c]","22810","22520"
"New entrant CS","2023","20-29","Debt","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","AA/AO","140","[c]","21170","20700"
"New entrant CS","2023","20-29","Digital, Data & Technology","EO","380","[c]","27340","27650"
"New entrant CS","2023","20-29","Digital, Data & Technology","G6/G7","60","[c]","54430","54700"
"New entrant CS","2023","20-29","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","SEO/HEO","550","[c]","36030","35010"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","AA/AO","110","[c]","22720","22520"
"New entrant CS","2023","20-29","Finance","EO","105","[c]","26980","27120"
"New entrant CS","2023","20-29","Finance","G6/G7","10","[c]","55070","54210"
"New entrant CS","2023","20-29","Finance","SEO/HEO","110","[c]","35170","34170"
"New entrant CS","2023","20-29","Grants Management","AA/AO","105","[c]","22030","22150"
"New entrant CS","2023","20-29","Grants Management","EO","15","[c]","24060","25920"
"New entrant CS","2023","20-29","Grants Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","AA/AO","110","[c]","21990","22220"
"New entrant CS","2023","20-29","Human Resources","EO","130","[c]","26750","27080"
"New entrant CS","2023","20-29","Human Resources","G6/G7","10","[c]","53320","53860"
"New entrant CS","2023","20-29","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","SEO/HEO","120","[c]","32960","32500"
"New entrant CS","2023","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","AA/AO","310","[c]","22060","21890"
"New entrant CS","2023","20-29","Legal","EO","235","[c]","28000","27760"
"New entrant CS","2023","20-29","Legal","G6/G7","50","[c]","53230","52360"
"New entrant CS","2023","20-29","Legal","SEO/HEO","85","[c]","38400","38760"
"New entrant CS","2023","20-29","No function","AA/AO","8320","[c]","24500","22520"
"New entrant CS","2023","20-29","No function","EO","2720","[c]","27460","27080"
"New entrant CS","2023","20-29","No function","G6/G7","125","[c]","55740","54330"
"New entrant CS","2023","20-29","No function","SEO/HEO","1590","[c]","35020","34310"
"New entrant CS","2023","20-29","No function","Unknown","1975","[c]","22700","23640"
"New entrant CS","2023","20-29","Project Delivery","AA/AO","135","[c]","21850","22200"
"New entrant CS","2023","20-29","Project Delivery","EO","160","[c]","26660","27080"
"New entrant CS","2023","20-29","Project Delivery","G6/G7","15","[c]","56550","54090"
"New entrant CS","2023","20-29","Project Delivery","SEO/HEO","325","[c]","33250","33500"
"New entrant CS","2023","20-29","Project Delivery","Unknown","90","[c]","26290","26000"
"New entrant CS","2023","20-29","Property","AA/AO","160","[c]","22530","22520"
"New entrant CS","2023","20-29","Property","EO","60","[c]","27160","27080"
"New entrant CS","2023","20-29","Property","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","SEO/HEO","65","[c]","34270","33830"
"New entrant CS","2023","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","AA/AO","245","[c]","25500","25350"
"New entrant CS","2023","20-29","Security","EO","60","[c]","26770","27080"
"New entrant CS","2023","20-29","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","SEO/HEO","30","[c]","35320","34450"
"New entrant CS","2023","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","AA/AO","595","[c]","22500","22180"
"New entrant CS","2023","20-29","Unknown","EO","365","[c]","27990","29100"
"New entrant CS","2023","20-29","Unknown","G6/G7","35","[c]","54740","52360"
"New entrant CS","2023","20-29","Unknown","SEO/HEO","645","[c]","31900","28840"
"New entrant CS","2023","20-29","Unknown","Unknown","80","[c]","22070","17660"
"New entrant CS","2023","30-39","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","EO","35","[c]","27330","26910"
"New entrant CS","2023","30-39","Analysis","G6/G7","35","[c]","62800","58370"
"New entrant CS","2023","30-39","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","SEO/HEO","195","[c]","36030","35500"
"New entrant CS","2023","30-39","Commercial","AA/AO","15","[c]","21720","21780"
"New entrant CS","2023","30-39","Commercial","EO","25","[c]","27060","27080"
"New entrant CS","2023","30-39","Commercial","G6/G7","50","[c]","65180","66000"
"New entrant CS","2023","30-39","Commercial","SEO/HEO","100","[c]","35710","33850"
"New entrant CS","2023","30-39","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","EO","20","[c]","28130","27140"
"New entrant CS","2023","30-39","Communications","G6/G7","25","[c]","56570","55250"
"New entrant CS","2023","30-39","Communications","SEO/HEO","120","[c]","38240","37890"
"New entrant CS","2023","30-39","Counter Fraud","AA/AO","60","[c]","23220","21690"
"New entrant CS","2023","30-39","Counter Fraud","EO","75","[c]","28460","27890"
"New entrant CS","2023","30-39","Counter Fraud","G6/G7","10","[c]","55210","54700"
"New entrant CS","2023","30-39","Counter Fraud","SEO/HEO","35","[c]","36450","34700"
"New entrant CS","2023","30-39","Debt","AA/AO","375","[c]","22630","22520"
"New entrant CS","2023","30-39","Debt","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","AA/AO","25","[c]","22060","21850"
"New entrant CS","2023","30-39","Digital, Data & Technology","EO","185","[c]","28050","27650"
"New entrant CS","2023","30-39","Digital, Data & Technology","G6/G7","235","[c]","57170","55600"
"New entrant CS","2023","30-39","Digital, Data & Technology","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","SEO/HEO","495","[c]","37830","37680"
"New entrant CS","2023","30-39","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","AA/AO","55","[c]","22300","22520"
"New entrant CS","2023","30-39","Finance","EO","35","[c]","28020","27080"
"New entrant CS","2023","30-39","Finance","G6/G7","25","[c]","58340","56610"
"New entrant CS","2023","30-39","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","SEO/HEO","85","[c]","38210","38470"
"New entrant CS","2023","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","AA/AO","75","[c]","22120","22150"
"New entrant CS","2023","30-39","Grants Management","EO","10","[c]","25920","25920"
"New entrant CS","2023","30-39","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","AA/AO","55","[c]","22140","22220"
"New entrant CS","2023","30-39","Human Resources","EO","80","[c]","26950","27080"
"New entrant CS","2023","30-39","Human Resources","G6/G7","30","[c]","57040","54340"
"New entrant CS","2023","30-39","Human Resources","SEO/HEO","140","[c]","37600","37300"
"New entrant CS","2023","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SEO/HEO","10","[c]","38170","35860"
"New entrant CS","2023","30-39","Legal","AA/AO","70","[c]","22160","22520"
"New entrant CS","2023","30-39","Legal","EO","60","[c]","27860","27700"
"New entrant CS","2023","30-39","Legal","G6/G7","200","[c]","54650","52600"
"New entrant CS","2023","30-39","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","SEO/HEO","130","[c]","39000","38760"
"New entrant CS","2023","30-39","No function","AA/AO","4460","[c]","24730","22520"
"New entrant CS","2023","30-39","No function","EO","1655","[c]","27490","26780"
"New entrant CS","2023","30-39","No function","G6/G7","375","[c]","59060","55190"
"New entrant CS","2023","30-39","No function","SCS level","25","[c]","87280","88360"
"New entrant CS","2023","30-39","No function","SEO/HEO","1180","[c]","37270","36000"
"New entrant CS","2023","30-39","No function","Unknown","865","[c]","23200","23640"
"New entrant CS","2023","30-39","Project Delivery","AA/AO","15","[c]","22150","22370"
"New entrant CS","2023","30-39","Project Delivery","EO","55","[c]","26800","26780"
"New entrant CS","2023","30-39","Project Delivery","G6/G7","105","[c]","56750","54090"
"New entrant CS","2023","30-39","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","SEO/HEO","205","[c]","36900","36940"
"New entrant CS","2023","30-39","Project Delivery","Unknown","45","[c]","34280","33500"
"New entrant CS","2023","30-39","Property","AA/AO","80","[c]","22890","22520"
"New entrant CS","2023","30-39","Property","EO","25","[c]","26870","26020"
"New entrant CS","2023","30-39","Property","G6/G7","20","[c]","56620","55790"
"New entrant CS","2023","30-39","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","SEO/HEO","60","[c]","37810","37680"
"New entrant CS","2023","30-39","Security","AA/AO","155","[c]","27340","26350"
"New entrant CS","2023","30-39","Security","EO","25","[c]","26830","24620"
"New entrant CS","2023","30-39","Security","G6/G7","15","[c]","57480","56410"
"New entrant CS","2023","30-39","Security","SEO/HEO","25","[c]","35960","33830"
"New entrant CS","2023","30-39","Unknown","AA/AO","335","[c]","22900","22180"
"New entrant CS","2023","30-39","Unknown","EO","340","[c]","29260","29100"
"New entrant CS","2023","30-39","Unknown","G6/G7","130","[c]","55990","53440"
"New entrant CS","2023","30-39","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SEO/HEO","440","[c]","37560","36590"
"New entrant CS","2023","30-39","Unknown","Unknown","20","[c]","26690","17820"
"New entrant CS","2023","40-49","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","G6/G7","30","[c]","61500","54380"
"New entrant CS","2023","40-49","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","SEO/HEO","65","[c]","35650","35290"
"New entrant CS","2023","40-49","Commercial","AA/AO","10","[c]","22230","22220"
"New entrant CS","2023","40-49","Commercial","EO","20","[c]","27450","27080"
"New entrant CS","2023","40-49","Commercial","G6/G7","45","[c]","69940","70000"
"New entrant CS","2023","40-49","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SEO/HEO","70","[c]","36890","37300"
"New entrant CS","2023","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6/G7","25","[c]","62440","59290"
"New entrant CS","2023","40-49","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SEO/HEO","55","[c]","39780","40850"
"New entrant CS","2023","40-49","Counter Fraud","AA/AO","50","[c]","23490","22520"
"New entrant CS","2023","40-49","Counter Fraud","EO","45","[c]","28620","28120"
"New entrant CS","2023","40-49","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","SEO/HEO","30","[c]","36140","34400"
"New entrant CS","2023","40-49","Debt","AA/AO","235","[c]","22540","22520"
"New entrant CS","2023","40-49","Debt","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","AA/AO","15","[c]","21620","22220"
"New entrant CS","2023","40-49","Digital, Data & Technology","EO","75","[c]","28080","27650"
"New entrant CS","2023","40-49","Digital, Data & Technology","G6/G7","230","[c]","58640","56430"
"New entrant CS","2023","40-49","Digital, Data & Technology","SCS level","20","[c]","99650","102000"
"New entrant CS","2023","40-49","Digital, Data & Technology","SEO/HEO","325","[c]","38540","38470"
"New entrant CS","2023","40-49","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","AA/AO","20","[c]","22670","22520"
"New entrant CS","2023","40-49","Finance","EO","30","[c]","27000","27080"
"New entrant CS","2023","40-49","Finance","G6/G7","30","[c]","57490","55770"
"New entrant CS","2023","40-49","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","SEO/HEO","75","[c]","38340","38470"
"New entrant CS","2023","40-49","Grants Management","AA/AO","70","[c]","21950","22150"
"New entrant CS","2023","40-49","Grants Management","EO","10","[c]","25920","25920"
"New entrant CS","2023","40-49","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","AA/AO","35","[c]","22320","22220"
"New entrant CS","2023","40-49","Human Resources","EO","65","[c]","28210","27140"
"New entrant CS","2023","40-49","Human Resources","G6/G7","40","[c]","58190","55740"
"New entrant CS","2023","40-49","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SEO/HEO","100","[c]","37960","37540"
"New entrant CS","2023","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","AA/AO","45","[c]","21280","20980"
"New entrant CS","2023","40-49","Legal","EO","20","[c]","27700","26900"
"New entrant CS","2023","40-49","Legal","G6/G7","85","[c]","55610","54100"
"New entrant CS","2023","40-49","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SEO/HEO","55","[c]","38650","38760"
"New entrant CS","2023","40-49","No function","AA/AO","2765","[c]","24340","22520"
"New entrant CS","2023","40-49","No function","EO","1035","[c]","27380","26780"
"New entrant CS","2023","40-49","No function","G6/G7","365","[c]","61710","59400"
"New entrant CS","2023","40-49","No function","SCS level","50","[c]","102130","95000"
"New entrant CS","2023","40-49","No function","SEO/HEO","800","[c]","38600","37590"
"New entrant CS","2023","40-49","No function","Unknown","590","[c]","23870","23640"
"New entrant CS","2023","40-49","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","EO","35","[c]","26230","25970"
"New entrant CS","2023","40-49","Project Delivery","G6/G7","100","[c]","55990","54090"
"New entrant CS","2023","40-49","Project Delivery","SCS level","15","[c]","90950","85880"
"New entrant CS","2023","40-49","Project Delivery","SEO/HEO","160","[c]","37410","37690"
"New entrant CS","2023","40-49","Project Delivery","Unknown","35","[c]","41860","41000"
"New entrant CS","2023","40-49","Property","AA/AO","45","[c]","22580","22520"
"New entrant CS","2023","40-49","Property","EO","20","[c]","27840","27080"
"New entrant CS","2023","40-49","Property","G6/G7","35","[c]","56900","55760"
"New entrant CS","2023","40-49","Property","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SEO/HEO","85","[c]","37690","37600"
"New entrant CS","2023","40-49","Security","AA/AO","110","[c]","28550","27500"
"New entrant CS","2023","40-49","Security","EO","10","[c]","26340","27080"
"New entrant CS","2023","40-49","Security","G6/G7","10","[c]","60110","59780"
"New entrant CS","2023","40-49","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SEO/HEO","35","[c]","37560","36540"
"New entrant CS","2023","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AA/AO","210","[c]","22710","22180"
"New entrant CS","2023","40-49","Unknown","EO","215","[c]","29190","29100"
"New entrant CS","2023","40-49","Unknown","G6/G7","120","[c]","59000","54930"
"New entrant CS","2023","40-49","Unknown","SCS level","10","[c]","86870","81890"
"New entrant CS","2023","40-49","Unknown","SEO/HEO","265","[c]","39140","37830"
"New entrant CS","2023","40-49","Unknown","Unknown","15","[c]","23730","17660"
"New entrant CS","2023","50-59","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G6/G7","20","[c]","57170","54460"
"New entrant CS","2023","50-59","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO/HEO","25","[c]","38110","39820"
"New entrant CS","2023","50-59","Commercial","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","EO","10","[c]","26800","27080"
"New entrant CS","2023","50-59","Commercial","G6/G7","30","[c]","65220","66330"
"New entrant CS","2023","50-59","Commercial","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SEO/HEO","35","[c]","37790","38640"
"New entrant CS","2023","50-59","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SEO/HEO","25","[c]","37460","39660"
"New entrant CS","2023","50-59","Counter Fraud","AA/AO","40","[c]","23180","21690"
"New entrant CS","2023","50-59","Counter Fraud","EO","35","[c]","28070","27650"
"New entrant CS","2023","50-59","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","SEO/HEO","25","[c]","35980","34400"
"New entrant CS","2023","50-59","Debt","AA/AO","180","[c]","22470","22520"
"New entrant CS","2023","50-59","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","AA/AO","15","[c]","22180","22220"
"New entrant CS","2023","50-59","Digital, Data & Technology","EO","50","[c]","28940","27650"
"New entrant CS","2023","50-59","Digital, Data & Technology","G6/G7","115","[c]","59660","59290"
"New entrant CS","2023","50-59","Digital, Data & Technology","SCS level","20","[c]","114960","116650"
"New entrant CS","2023","50-59","Digital, Data & Technology","SEO/HEO","150","[c]","38570","37720"
"New entrant CS","2023","50-59","Finance","AA/AO","20","[c]","22610","22520"
"New entrant CS","2023","50-59","Finance","EO","10","[c]","29040","28000"
"New entrant CS","2023","50-59","Finance","G6/G7","20","[c]","55720","54310"
"New entrant CS","2023","50-59","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","SEO/HEO","40","[c]","40820","41780"
"New entrant CS","2023","50-59","Grants Management","AA/AO","55","[c]","22090","22150"
"New entrant CS","2023","50-59","Grants Management","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","AA/AO","30","[c]","22100","22220"
"New entrant CS","2023","50-59","Human Resources","EO","55","[c]","27710","27140"
"New entrant CS","2023","50-59","Human Resources","G6/G7","35","[c]","56020","55150"
"New entrant CS","2023","50-59","Human Resources","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","SEO/HEO","60","[c]","38660","37610"
"New entrant CS","2023","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","SEO/HEO","10","[c]","41350","39200"
"New entrant CS","2023","50-59","Legal","AA/AO","35","[c]","21570","20980"
"New entrant CS","2023","50-59","Legal","EO","20","[c]","27560","27650"
"New entrant CS","2023","50-59","Legal","G6/G7","50","[c]","55850","54100"
"New entrant CS","2023","50-59","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","SEO/HEO","15","[c]","38060","38760"
"New entrant CS","2023","50-59","No function","AA/AO","2425","[c]","23290","22400"
"New entrant CS","2023","50-59","No function","EO","1000","[c]","28440","26960"
"New entrant CS","2023","50-59","No function","G6/G7","260","[c]","62720","60050"
"New entrant CS","2023","50-59","No function","SCS level","40","[c]","112260","110000"
"New entrant CS","2023","50-59","No function","SEO/HEO","600","[c]","39250","38740"
"New entrant CS","2023","50-59","No function","Unknown","480","[c]","23710","23640"
"New entrant CS","2023","50-59","Project Delivery","AA/AO","10","[c]","22010","22150"
"New entrant CS","2023","50-59","Project Delivery","EO","20","[c]","26880","26160"
"New entrant CS","2023","50-59","Project Delivery","G6/G7","60","[c]","56530","54120"
"New entrant CS","2023","50-59","Project Delivery","SCS level","15","[c]","99820","1e+05"
"New entrant CS","2023","50-59","Project Delivery","SEO/HEO","90","[c]","37980","38640"
"New entrant CS","2023","50-59","Project Delivery","Unknown","25","[c]","49490","41000"
"New entrant CS","2023","50-59","Property","AA/AO","40","[c]","21980","22520"
"New entrant CS","2023","50-59","Property","EO","20","[c]","27000","27080"
"New entrant CS","2023","50-59","Property","G6/G7","25","[c]","59840","56220"
"New entrant CS","2023","50-59","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","SEO/HEO","65","[c]","38160","38490"
"New entrant CS","2023","50-59","Security","AA/AO","130","[c]","28430","27500"
"New entrant CS","2023","50-59","Security","EO","35","[c]","26730","27080"
"New entrant CS","2023","50-59","Security","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","SEO/HEO","30","[c]","39750","35130"
"New entrant CS","2023","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","AA/AO","200","[c]","22910","22180"
"New entrant CS","2023","50-59","Unknown","EO","180","[c]","29290","29100"
"New entrant CS","2023","50-59","Unknown","G6/G7","80","[c]","61690","59750"
"New entrant CS","2023","50-59","Unknown","SCS level","10","[c]","99980","94990"
"New entrant CS","2023","50-59","Unknown","SEO/HEO","165","[c]","38350","37830"
"New entrant CS","2023","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","AA/AO","10","[c]","22800","21690"
"New entrant CS","2023","60-64","Counter Fraud","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Debt","AA/AO","35","[c]","21990","21690"
"New entrant CS","2023","60-64","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","G6/G7","15","[c]","57630","55050"
"New entrant CS","2023","60-64","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","SEO/HEO","30","[c]","39810","39190"
"New entrant CS","2023","60-64","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Finance","SEO/HEO","5","[c]","[c]","[c]"
