"Status","Year","Ethnicity","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Asian","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","West Midlands","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","West Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Greater Manchester","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Inner London - East","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Inner London - West","90","[c]","34350","27760"
"New entrant CS","2023","Asian","Legal","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Lancashire","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Leicestershire, Rutland and Northamptonshire","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","West Midlands","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","West Yorkshire","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Bedfordshire and Hertfordshire","35","[c]","25330","23230"
"New entrant CS","2023","Asian","No function","Berkshire, Buckinghamshire and Oxfordshire","50","[c]","27260","26780"
"New entrant CS","2023","Asian","No function","Cheshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Cumbria","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Derbyshire and Nottinghamshire","70","[c]","26790","23390"
"New entrant CS","2023","Asian","No function","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Dorset and Somerset","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","East Anglia","40","[c]","24760","23230"
"New entrant CS","2023","Asian","No function","East Wales","40","[c]","24680","22520"
"New entrant CS","2023","Asian","No function","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Eastern Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Essex","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Gloucestershire, Wiltshire and Bath/Bristol area","65","[c]","28990","24390"
"New entrant CS","2023","Asian","No function","Greater Manchester","140","[c]","25270","22520"
"New entrant CS","2023","Asian","No function","Hampshire and Isle of Wight","45","[c]","26170","23640"
"New entrant CS","2023","Asian","No function","Herefordshire, Worcestershire and Warwickshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Inner London - East","95","[c]","32870","30420"
"New entrant CS","2023","Asian","No function","Inner London - West","230","[c]","34150","29750"
"New entrant CS","2023","Asian","No function","Kent","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Lancashire","100","[c]","23730","21690"
"New entrant CS","2023","Asian","No function","Leicestershire, Rutland and Northamptonshire","80","[c]","23500","21780"
"New entrant CS","2023","Asian","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Merseyside","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","North Yorkshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Northumberland, and Tyne and Wear","40","[c]","22640","22520"
"New entrant CS","2023","Asian","No function","Outer London - East and North East","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Outer London - South","60","[c]","30380","26920"
"New entrant CS","2023","Asian","No function","Outer London - West and North West","90","[c]","30320","29750"
"New entrant CS","2023","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Shropshire and Staffordshire","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","South Yorkshire","35","[c]","25570","25750"
"New entrant CS","2023","Asian","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Surrey, East and West Sussex","40","[c]","30590","26750"
"New entrant CS","2023","Asian","No function","Tees Valley and Durham","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","West Central Scotland","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","West Midlands","355","[c]","25610","22500"
"New entrant CS","2023","Asian","No function","West Wales and The Valleys","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","West Yorkshire","145","[c]","25820","23640"
"New entrant CS","2023","Asian","Project Delivery","Bedfordshire and Hertfordshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Greater Manchester","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Inner London - East","55","[c]","38020","33940"
"New entrant CS","2023","Asian","Project Delivery","Inner London - West","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","West Midlands","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","West Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Greater Manchester","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Inner London - East","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","West Midlands","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Inner London - West","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","West Central Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","East Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Eastern Scotland","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Inner London - East","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Inner London - West","35","[c]","29520","28840"
"New entrant CS","2023","Asian","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","West Central Scotland","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","West Midlands","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","West Yorkshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","East Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Inner London - East","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Tees Valley and Durham","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
