"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","SEO/HEO","10","[c]","32260","31290"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","G6/G7","15","[c]","57400","54630"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","SEO/HEO","45","[c]","35770","34310"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","AA/AO","15","[c]","18300","18300"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","G6/G7","10","[c]","51820","49700"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","SEO/HEO","15","[c]","32880","31290"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","London","AA/AO","10","[c]","27070","26870"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","London","SEO/HEO","25","[c]","33630","33880"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Commercial","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Communications","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Economics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Economics","London","SEO/HEO","20","[c]","30840","29970"
"New entrant CS","2023","Department for Transport (excl. agencies)","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Other","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Policy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Policy","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Policy","London","SEO/HEO","25","[c]","36960","35400"
"New entrant CS","2023","Department for Transport (excl. agencies)","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Policy","Outside London","SEO/HEO","10","[c]","33750","31660"
"New entrant CS","2023","Department for Transport (excl. agencies)","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Project Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Science and Engineering","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Security","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Social Research","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Unknown","London","AA/AO","25","[c]","32910","34390"
"New entrant CS","2023","Department for Transport (excl. agencies)","Unknown","London","EO","25","[c]","30980","30720"
"New entrant CS","2023","Department for Transport (excl. agencies)","Unknown","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Unknown","London","SEO/HEO","45","[c]","36650","35400"
"New entrant CS","2023","Department for Transport (excl. agencies)","Unknown","Outside London","AA/AO","10","[c]","22510","22500"
"New entrant CS","2023","Department for Transport (excl. agencies)","Unknown","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Unknown","Outside London","SEO/HEO","10","[c]","35120","31660"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Commercial","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Commercial","Outside London","SEO/HEO","15","[c]","35830","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","AA/AO","10","[c]","25610","25610"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","EO","10","[c]","32520","32520"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outside London","AA/AO","160","[c]","23460","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outside London","EO","70","[c]","28660","28120"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outside London","SEO/HEO","50","[c]","34490","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","15","[c]","42120","43760"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","AA/AO","10","[c]","21650","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","EO","80","[c]","27990","28120"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","G6/G7","110","[c]","58250","57000"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","SEO/HEO","165","[c]","37690","38470"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Finance","Outside London","AA/AO","15","[c]","21630","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Finance","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Finance","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Finance","Outside London","SEO/HEO","10","[c]","36830","37110"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Human Resources","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Human Resources","Outside London","SEO/HEO","15","[c]","33320","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","AA/AO","965","[c]","21660","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","EO","580","[c]","28130","28120"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","SEO/HEO","55","[c]","34630","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Other","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Other","Outside London","AA/AO","435","[c]","21670","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Other","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Other","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Policy","London","AA/AO","10","[c]","25610","25610"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Policy","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Policy","London","SEO/HEO","20","[c]","38990","39150"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Policy","Outside London","AA/AO","20","[c]","21690","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Policy","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Policy","Outside London","SEO/HEO","20","[c]","34070","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","London","SEO/HEO","10","[c]","39110","39150"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","SEO/HEO","10","[c]","35540","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Property","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Property","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Property","Outside London","SEO/HEO","15","[c]","36830","37520"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Security","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Security","Outside London","SEO/HEO","15","[c]","35830","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Social Research","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Statistics","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","London","SEO/HEO","20","[c]","43000","44360"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","AA/AO","85","[c]","21690","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","EO","70","[c]","28210","28120"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","G6/G7","20","[c]","57130","57000"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","SEO/HEO","25","[c]","37020","38470"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
