"Status","Year","Age","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Other ethnicity","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","North West (England)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","East Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","London","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","London","G7","55","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","London","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","London","SCS level","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","London","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North East (England)","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North East (England)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North East (England)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North West (England)","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North West (England)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North West (England)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scotland","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scotland","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scotland","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scotland","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South East (England)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South West (England)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Wales","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","West Midlands (England)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","West Midlands (England)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Yorkshire and The Humber","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Yorkshire and The Humber","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Yorkshire and The Humber","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Yorkshire and The Humber","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East Midlands (England)","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East Midlands (England)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East Midlands (England)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East Midlands (England)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East of England","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East of England","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East of England","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East of England","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","London","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","London","G6","100","[c]","67920","67150"
"Leaver Dept.","2023","40-49","White","London","G7","105","[c]","56870","55950"
"Leaver Dept.","2023","40-49","White","London","HEO","45","[c]","36240","35530"
"Leaver Dept.","2023","40-49","White","London","SCS level","95","[c]","89190","80000"
"Leaver Dept.","2023","40-49","White","London","SEO","70","[c]","43350","43210"
"Leaver Dept.","2023","40-49","White","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North East (England)","AO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North East (England)","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North East (England)","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North East (England)","HEO","35","[c]","32830","34020"
"Leaver Dept.","2023","40-49","White","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North East (England)","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North West (England)","AO","60","[c]","21700","21690"
"Leaver Dept.","2023","40-49","White","North West (England)","EO","50","[c]","27390","28120"
"Leaver Dept.","2023","40-49","White","North West (England)","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North West (England)","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North West (England)","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North West (England)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","North West (England)","SEO","65","[c]","39250","39000"
"Leaver Dept.","2023","40-49","White","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Scotland","AO","55","[c]","21850","21690"
"Leaver Dept.","2023","40-49","White","Scotland","EO","80","[c]","27780","27570"
"Leaver Dept.","2023","40-49","White","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Scotland","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Scotland","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Scotland","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South East (England)","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South East (England)","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South East (England)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South East (England)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South East (England)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South East (England)","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South West (England)","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South West (England)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South West (England)","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South West (England)","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South West (England)","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","South West (England)","SEO","35","[c]","42360","41650"
"Leaver Dept.","2023","40-49","White","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Wales","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Wales","EO","45","[c]","27650","27570"
"Leaver Dept.","2023","40-49","White","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Wales","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Wales","HEO","40","[c]","32270","31660"
"Leaver Dept.","2023","40-49","White","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Wales","SEO","45","[c]","42420","41370"
"Leaver Dept.","2023","40-49","White","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","West Midlands (England)","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","West Midlands (England)","EO","40","[c]","27570","27570"
"Leaver Dept.","2023","40-49","White","West Midlands (England)","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","West Midlands (England)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","West Midlands (England)","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","West Midlands (England)","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Yorkshire and The Humber","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Yorkshire and The Humber","EO","35","[c]","27740","28090"
"Leaver Dept.","2023","40-49","White","Yorkshire and The Humber","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Yorkshire and The Humber","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Yorkshire and The Humber","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Yorkshire and The Humber","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Yorkshire and The Humber","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Scotland","SCS level","[c]","[c]","[c]","[c]"
