"Status","Year","Age","Function_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","No function","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","East of England","Peterborough","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","East of England","Suffolk CC","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","East of England","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","East of England","West Essex","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Camden and City of London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Croydon","15","[c]","57260","48560"
"Leaver Dept.","2023","50-59","No function","London","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Hackney and Newham","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Haringey and Islington","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Harrow and Hillingdon","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Hounslow and Richmond upon Thames","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Lambeth","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Lewisham and Southwark","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Wandsworth","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","London","Westminster","190","[c]","58150","54630"
"Leaver Dept.","2023","50-59","No function","North East (England)","Darlington","10","[c]","43480","35480"
"Leaver Dept.","2023","50-59","No function","North East (England)","Durham","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North East (England)","Sunderland","20","[c]","31760","30050"
"Leaver Dept.","2023","50-59","No function","North East (England)","Tyneside","40","[c]","31610","28120"
"Leaver Dept.","2023","50-59","No function","North West (England)","Blackpool","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Greater Manchester South West","20","[c]","35000","26460"
"Leaver Dept.","2023","50-59","No function","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Liverpool","30","[c]","34810","28120"
"Leaver Dept.","2023","50-59","No function","North West (England)","Manchester","30","[c]","32460","27460"
"Leaver Dept.","2023","50-59","No function","North West (England)","Mid Lancashire","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Sefton","15","[c]","33410","29380"
"Leaver Dept.","2023","50-59","No function","North West (England)","Warrington","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","North West (England)","Wirral","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Northern Ireland","Belfast","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","Angus and Dundee City","25","[c]","23810","21690"
"Leaver Dept.","2023","50-59","No function","Scotland","City of Edinburgh","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","Clackmannanshire and Fife","10","[c]","24570","23910"
"Leaver Dept.","2023","50-59","No function","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","Glasgow City","50","[c]","25990","26120"
"Leaver Dept.","2023","50-59","No function","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","North Lanarkshire","10","[c]","23130","21590"
"Leaver Dept.","2023","50-59","No function","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","South Lanarkshire","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Buckinghamshire","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Central Hampshire","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","East Kent","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","East Sussex CC","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Kent Thames Gateway","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","South Hampshire","15","[c]","25930","21200"
"Leaver Dept.","2023","50-59","No function","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Bristol, City of","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Devon CC","15","[c]","29440","26650"
"Leaver Dept.","2023","50-59","No function","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Wales","Cardiff and Vale of Glamorgan","20","[c]","38470","32400"
"Leaver Dept.","2023","50-59","No function","Wales","Central Valleys","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Wales","Monmouthshire and Newport","10","[c]","40050","28120"
"Leaver Dept.","2023","50-59","No function","Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Wales","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Wales","Swansea","10","[c]","28550","27190"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Birmingham","35","[c]","28730","28120"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Coventry","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Staffordshire CC","15","[c]","28880","28120"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Stoke-on-Trent","25","[c]","23530","21690"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Warwickshire CC","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Wolverhampton","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","West Midlands (England)","Worcestershire CC","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","Leeds","35","[c]","38900","29940"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","Sheffield","20","[c]","33960","30140"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","Wakefield","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","London","Westminster","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","North East (England)","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","North East (England)","Tyneside","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Wales","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","West Midlands (England)","Birmingham","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Yorkshire and The Humber","Leeds","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","London","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","North East (England)","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Wales","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","London","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","London","Westminster","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Scotland","Glasgow City","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Yorkshire and The Humber","York","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","London","Westminster","45","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Scotland","City of Edinburgh","10","[c]","55150","54060"
"Leaver Dept.","2023","50-59","Unknown","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Scotland","Glasgow City","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Wales","Cardiff and Vale of Glamorgan","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Wales","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Yorkshire and The Humber","Leeds","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","East of England","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","London","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","London","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","London","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","London","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","London","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Wales","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
