"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Cumbria","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","65","60","22410","22870"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","50","50","27330","26900"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","85","80","54680","51970"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","Unknown","30","25","56400","56450"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","40","35","34720","32290"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","G6/G7","Heterosexual / straight","40","35","55850","56450"
"In post","2023","Attorney General's Departments","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","G6/G7","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","AA/AO","Heterosexual / straight","30","30","22690","22870"
"In post","2023","Attorney General's Departments","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","G6/G7","Heterosexual / straight","35","30","55270","53750"
"In post","2023","Attorney General's Departments","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","AA/AO","Heterosexual / straight","55","50","23010","22870"
"In post","2023","Attorney General's Departments","East Wales","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","EO","Heterosexual / straight","45","40","27730","27150"
"In post","2023","Attorney General's Departments","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","G6/G7","Heterosexual / straight","110","105","55320","53570"
"In post","2023","Attorney General's Departments","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","G6/G7","Unknown","30","25","57430","56450"
"In post","2023","Attorney General's Departments","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","SEO/HEO","Heterosexual / straight","35","35","36460","38350"
"In post","2023","Attorney General's Departments","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","AA/AO","Heterosexual / straight","40","35","24050","24480"
"In post","2023","Attorney General's Departments","Essex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","EO","Heterosexual / straight","35","30","29480","30210"
"In post","2023","Attorney General's Departments","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","G6/G7","Heterosexual / straight","70","65","60050","55850"
"In post","2023","Attorney General's Departments","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","35","35","22170","22870"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","35","35","28180","27400"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","100","90","56810","54320"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","35","35","57350","56450"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","AA/AO","Heterosexual / straight","70","65","22800","22870"
"In post","2023","Attorney General's Departments","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","EO","Heterosexual / straight","70","65","28160","28850"
"In post","2023","Attorney General's Departments","Greater Manchester","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","EO","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","G6/G7","Heterosexual / straight","130","120","55960","54800"
"In post","2023","Attorney General's Departments","Greater Manchester","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","G6/G7","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","SEO/HEO","Heterosexual / straight","45","40","36060","38760"
"In post","2023","Attorney General's Departments","Greater Manchester","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","55","55","24170","24480"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","EO","Heterosexual / straight","40","40","28870","28200"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","100","95","60380","57650"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","30","30","37150","35550"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
